sample_id,source_index,split,defect_type,source_pack,mse,mae,rmse,nrmse,correlation,line0_mse,line1_mse,line2_mse,amplitude_abs_error,abs_peak_index_error_mean
rect_p2_0023,22,train,rectangular_notch,pilot_v2_rectangular_notch,0.21321450173854828,0.3336511254310608,0.46175155845816945,0.3760028913110452,0.9587162286477567,0.14938747882843018,0.2041367143392563,0.2861193120479584,2.7070837020874023,16.333333333333332
rect_p2_0024,23,train,rectangular_notch,pilot_v2_rectangular_notch,0.30016767978668213,0.4118379056453705,0.5478756061248594,0.3324599483522773,0.9807272013797634,0.2990862727165222,0.27573105692863464,0.32568567991256714,3.0431108474731445,33.333333333333336
rect_p2_0027,26,train,rectangular_notch,pilot_v2_rectangular_notch,0.33759376406669617,0.43067115545272827,0.5810281955866653,0.4318956685757672,0.9551824530027717,0.31685489416122437,0.32735055685043335,0.36857590079307556,3.5911645889282227,16.0
rect_p2_0028,27,train,rectangular_notch,pilot_v2_rectangular_notch,0.33349868655204773,0.4537649154663086,0.5774934515230867,0.3788346730920463,0.9669685329993128,0.31977030634880066,0.3147642910480499,0.36596137285232544,2.9207849502563477,33.333333333333336
rect_p2_0029,28,train,rectangular_notch,pilot_v2_rectangular_notch,0.19449594616889954,0.35424891114234924,0.44101694544416264,0.392600269813955,0.9417646179527237,0.20087285339832306,0.17722544074058533,0.20538948476314545,2.42122745513916,19.333333333333332
rect_p2_0031,30,train,rectangular_notch,pilot_v2_rectangular_notch,0.37524721026420593,0.46981483697891235,0.612574248776592,0.37214088361580716,0.9736131453024579,0.3423623740673065,0.3182600736618042,0.46511924266815186,3.260024070739746,27.0
rect_p2_0032,31,train,rectangular_notch,pilot_v2_rectangular_notch,0.2267831265926361,0.36872759461402893,0.4762175202495558,0.31715521575924177,0.968000980789982,0.2538618743419647,0.21901960670948029,0.2074679136276245,2.5875244140625,2.6666666666666665
rect_p2_0033,32,train,rectangular_notch,pilot_v2_rectangular_notch,0.20766080915927887,0.3628177344799042,0.45569815575584555,0.310193061984009,0.9655561749584735,0.18285608291625977,0.19113916158676147,0.24898715317249298,2.835099697113037,34.0
rect_p2_0034,33,train,rectangular_notch,pilot_v2_rectangular_notch,0.5727644562721252,0.5893945097923279,0.756812034967815,0.444166951196363,0.9726281195479002,0.5696471929550171,0.5488742589950562,0.5997717380523682,3.7512478828430176,1.0
rect_p2_0036,35,train,rectangular_notch,pilot_v2_rectangular_notch,0.10336549580097198,0.2514421045780182,0.32150504786235,0.295064983876169,0.9585895187425135,0.10561323165893555,0.09872593730688095,0.10575731843709946,1.0197944641113281,29.0
rect_p2_0037,36,train,rectangular_notch,pilot_v2_rectangular_notch,0.28714945912361145,0.4195558428764343,0.5358632839853944,0.40664066642255314,0.9543231024020719,0.3254012167453766,0.2839232385158539,0.25212395191192627,2.6803479194641113,0.3333333333333333
rect_p2_0038,37,train,rectangular_notch,pilot_v2_rectangular_notch,0.18679338693618774,0.3322359025478363,0.43219600522932616,0.3434462677923102,0.9597903357794878,0.19487546384334564,0.17610128223896027,0.18940339982509613,1.259943962097168,45.0
rect_p2_0039,38,train,rectangular_notch,pilot_v2_rectangular_notch,0.22286784648895264,0.3763482868671417,0.4720888120777198,0.40795637624278813,0.9139691532048904,0.22409312427043915,0.23004329204559326,0.2144671380519867,0.8674907684326172,44.0
rect_p2_0042,41,train,rectangular_notch,pilot_v2_rectangular_notch,0.1653103083372116,0.3103834092617035,0.40658370397399307,0.36598123023455853,0.9342981810623564,0.12908236682415009,0.15013538300991058,0.21671317517757416,1.9271178245544434,0.3333333333333333
rect_p2_0044,43,train,rectangular_notch,pilot_v2_rectangular_notch,0.28434357047080994,0.3969496786594391,0.533238755597162,0.37858755942604644,0.9541531423681898,0.27810174226760864,0.2693506181240082,0.3055782914161682,2.6128602027893066,0.3333333333333333
rect_p2_0046,45,train,rectangular_notch,pilot_v2_rectangular_notch,0.3698276877403259,0.5081018805503845,0.6081345967303011,0.4252009078800968,0.9563305784805103,0.3815925419330597,0.3515259027481079,0.3763645589351654,2.586040496826172,31.666666666666668
rect_p2_0048,47,train,rectangular_notch,pilot_v2_rectangular_notch,0.18684855103492737,0.3427751064300537,0.432259818899383,0.43384140478343935,0.909386312670243,0.19943484663963318,0.16267924010753632,0.19843153655529022,1.9477941989898682,28.333333333333332
rect_p2_0051,50,train,rectangular_notch,pilot_v2_rectangular_notch,0.32637864351272583,0.4350300133228302,0.5712955833128117,0.35256133591337135,0.9707594042419261,0.34536758065223694,0.3157784640789032,0.31798988580703735,3.520528793334961,2.0
rect_p2_0052,51,train,rectangular_notch,pilot_v2_rectangular_notch,0.25573810935020447,0.37322452664375305,0.5057055559811504,0.41153794732732707,0.9244441197351796,0.252732515335083,0.2503006160259247,0.2641812562942505,3.1951704025268555,16.666666666666668
rect_p2_0053,52,train,rectangular_notch,pilot_v2_rectangular_notch,0.20125986635684967,0.34977197647094727,0.4486199575998037,0.3399082243695394,0.956811498721634,0.2373257875442505,0.1890469640493393,0.17740684747695923,1.9901447296142578,17.333333333333332
rect_p2_0054,53,train,rectangular_notch,pilot_v2_rectangular_notch,0.49275535345077515,0.530735969543457,0.7019653506055518,0.40181539224515544,0.9802177692891956,0.47445154190063477,0.4858700633049011,0.5179442763328552,4.121713161468506,0.6666666666666666
rect_p2_0055,54,train,rectangular_notch,pilot_v2_rectangular_notch,0.279834121465683,0.4071182608604431,0.5289934985098428,0.37515116675929416,0.9705788241224299,0.27194562554359436,0.2719075083732605,0.2956492602825165,2.866581916809082,46.333333333333336
rect_p2_0056,55,train,rectangular_notch,pilot_v2_rectangular_notch,0.29578450322151184,0.4199989438056946,0.543860738812347,0.4674016452355108,0.9275078697983187,0.26029905676841736,0.29667603969573975,0.3303784132003784,2.340857982635498,2.6666666666666665
rect_p2_0057,56,train,rectangular_notch,pilot_v2_rectangular_notch,0.3761674761772156,0.47950828075408936,0.613324935231901,0.35284118569445866,0.9835252898579219,0.3757340908050537,0.35564467310905457,0.3971235752105713,2.9532370567321777,3.3333333333333335
rect_p2_0058,57,train,rectangular_notch,pilot_v2_rectangular_notch,0.21774886548519135,0.3453125059604645,0.46663568818210993,0.3371823024964339,0.9713424799624558,0.19500885903835297,0.19717484712600708,0.261062890291214,2.5023036003112793,1.6666666666666667
rect_p2_0060,59,train,rectangular_notch,pilot_v2_rectangular_notch,0.21066933870315552,0.32940587401390076,0.4589872968864776,0.41183241717365254,0.9499468746830632,0.20927299559116364,0.15946486592292786,0.2632700800895691,2.610450029373169,17.333333333333332
rect_p2_0061,60,train,rectangular_notch,pilot_v2_rectangular_notch,0.3905356824398041,0.4748495817184448,0.6249285418668314,0.44541870054582855,0.9466645296122935,0.4187661111354828,0.37474262714385986,0.3780982792377472,3.1965579986572266,1.6666666666666667
rect_p2_0062,61,train,rectangular_notch,pilot_v2_rectangular_notch,0.15944717824459076,0.3186890184879303,0.399308374874095,0.3553457064801661,0.9506273904292777,0.16845107078552246,0.14977523684501648,0.16011524200439453,1.0831298828125,49.666666666666664
rect_p2_0064,63,train,rectangular_notch,pilot_v2_rectangular_notch,0.17592647671699524,0.3350195288658142,0.4194359029899506,0.353113613831955,0.9687107520309205,0.1719249188899994,0.15406155586242676,0.20179298520088196,2.1415491104125977,21.0
rect_p2_0065,64,train,rectangular_notch,pilot_v2_rectangular_notch,0.575832188129425,0.5482363700866699,0.7588360746099417,0.4867121955065334,0.9346050779688925,0.5505688190460205,0.5763564109802246,0.60057133436203,2.9966297149658203,36.333333333333336
rect_p2_0066,65,train,rectangular_notch,pilot_v2_rectangular_notch,0.24066437780857086,0.399821400642395,0.49057555769582617,0.36659778911470714,0.9732747619737266,0.2083701342344284,0.22723913192749023,0.28638386726379395,1.5041279792785645,7.666666666666667
rect_p2_0067,66,train,rectangular_notch,pilot_v2_rectangular_notch,0.2211015224456787,0.35443705320358276,0.47021433670793017,0.3679490618235848,0.9638144052673353,0.1971496343612671,0.20928800106048584,0.2568669021129608,1.9432945251464844,13.666666666666666
rect_p2_0069,68,train,rectangular_notch,pilot_v2_rectangular_notch,0.20915955305099487,0.3554995357990265,0.45733964736396393,0.36892514824967604,0.9321451192642976,0.22426526248455048,0.23430587351322174,0.1689075082540512,0.46093034744262695,17.666666666666668
rect_p2_0070,69,train,rectangular_notch,pilot_v2_rectangular_notch,0.24210889637470245,0.3870944380760193,0.4920456242816335,0.4174001100453145,0.9126359319518367,0.25096395611763,0.2442300021648407,0.23113280534744263,1.7162270545959473,3.3333333333333335
rect_p2_0072,71,train,rectangular_notch,pilot_v2_rectangular_notch,0.16318543255329132,0.31087562441825867,0.4039621672301644,0.329590162573047,0.960989415135602,0.1484050750732422,0.15162833034992218,0.1895228922367096,2.501774787902832,0.6666666666666666
rect_p2_0074,73,train,rectangular_notch,pilot_v2_rectangular_notch,0.20776508748531342,0.3463491201400757,0.4558125574019582,0.3956134900518616,0.9499020815183592,0.16739730536937714,0.1921612173318863,0.263736754655838,2.240797996520996,19.0
rect_p2_0075,74,train,rectangular_notch,pilot_v2_rectangular_notch,0.18375442922115326,0.3398820757865906,0.42866587130439165,0.36775233953012126,0.9425977989388225,0.1351001262664795,0.14731355011463165,0.268849641084671,2.366487979888916,1.3333333333333333
rect_p2_0077,76,train,rectangular_notch,pilot_v2_rectangular_notch,0.1605277806520462,0.31558525562286377,0.400659182662829,0.35036151585472886,0.960216033785329,0.133264422416687,0.13116735219955444,0.21715156733989716,1.8734755516052246,27.666666666666668
rect_p2_0078,77,train,rectangular_notch,pilot_v2_rectangular_notch,0.18270818889141083,0.3293507993221283,0.42744378448096637,0.3485661009864126,0.9627396963783175,0.1794569045305252,0.19030503928661346,0.1783626228570938,1.8554067611694336,30.666666666666668
rect_p2_0079,78,train,rectangular_notch,pilot_v2_rectangular_notch,0.1594846397638321,0.3174234628677368,0.3993552801251438,0.29030165127058705,0.9781480449207213,0.1202252060174942,0.1421184092760086,0.21611027419567108,2.366368293762207,0.6666666666666666
rect_p2_0080,79,train,rectangular_notch,pilot_v2_rectangular_notch,0.483297735452652,0.5478807091712952,0.6951961848662951,0.4218476847634553,0.9720254021171923,0.5052024722099304,0.4848330020904541,0.45985764265060425,3.133345603942871,16.666666666666668
rect_p2_0082,81,train,rectangular_notch,pilot_v2_rectangular_notch,0.2405598759651184,0.3527032732963562,0.49046903670376424,0.34202198853746674,0.9649449328860573,0.20121434330940247,0.2147492617368698,0.30571597814559937,3.177845001220703,27.666666666666668
rect_p2_0083,82,train,rectangular_notch,pilot_v2_rectangular_notch,0.26129862666130066,0.3948379456996918,0.5111737734482283,0.37192458194514,0.9577634459215619,0.2600741684436798,0.23657864332199097,0.2872430682182312,2.068028450012207,13.666666666666666
rect_p2_0084,83,train,rectangular_notch,pilot_v2_rectangular_notch,0.15415219962596893,0.300536185503006,0.39262220979711393,0.36172765489117853,0.9505084035865299,0.12353498488664627,0.16007500886917114,0.17884661257266998,1.2015800476074219,26.666666666666668
rect_p2_0085,84,train,rectangular_notch,pilot_v2_rectangular_notch,0.21405713260173798,0.36875468492507935,0.46266308757208846,0.3602846071352278,0.9565245951157028,0.23202639818191528,0.21148180961608887,0.198663130402565,1.914717674255371,32.333333333333336
rect_p2_0086,85,train,rectangular_notch,pilot_v2_rectangular_notch,0.3140278458595276,0.4163064956665039,0.5603818750276703,0.4313879263303981,0.917830508811247,0.2888931632041931,0.3005606532096863,0.352629691362381,2.2326316833496094,16.0
rect_p2_0087,86,train,rectangular_notch,pilot_v2_rectangular_notch,0.34873148798942566,0.44224122166633606,0.5905349168249289,0.39989195202885597,0.9620936092396842,0.3165035843849182,0.3561888635158539,0.3735019862651825,3.5381569862365723,43.333333333333336
rect_p2_0088,87,train,rectangular_notch,pilot_v2_rectangular_notch,0.43432435393333435,0.46782198548316956,0.6590328929069734,0.46238872402959463,0.9327983697902219,0.40610402822494507,0.4128767251968384,0.48399224877357483,3.096651554107666,1.0
rect_p2_0090,89,train,rectangular_notch,pilot_v2_rectangular_notch,0.26244422793388367,0.4055511951446533,0.5122931074432718,0.44652108212632785,0.9365875998883763,0.2192288041114807,0.24272459745407104,0.32537922263145447,2.455425262451172,35.0
rect_p2_0093,92,train,rectangular_notch,pilot_v2_rectangular_notch,0.14601214230060577,0.2910824418067932,0.3821153520870442,0.3535980579936102,0.9421223248031558,0.13758015632629395,0.12564238905906677,0.1748138666152954,2.3142666816711426,27.0
rect_p2_0096,95,train,rectangular_notch,pilot_v2_rectangular_notch,0.3053222894668579,0.41701599955558777,0.5525597609913863,0.4358043508846133,0.9346550330804372,0.24074789881706238,0.2657541334629059,0.40946489572525024,2.689281463623047,17.333333333333332
rect_p2_0097,96,train,rectangular_notch,pilot_v2_rectangular_notch,0.25585803389549255,0.3813169002532959,0.5058241135963099,0.4158409736276726,0.9544467368103144,0.2841079831123352,0.24677541851997375,0.23669065535068512,3.440537452697754,49.333333333333336
rect_p2_0098,97,train,rectangular_notch,pilot_v2_rectangular_notch,0.3842117190361023,0.48317939043045044,0.6198481419155036,0.44313559217511,0.9485911318128432,0.36674976348876953,0.34213849902153015,0.4437469244003296,1.912437915802002,31.0
rect_p2_0099,98,train,rectangular_notch,pilot_v2_rectangular_notch,0.36091727018356323,0.49125465750694275,0.6007639055265914,0.35487900726941185,0.9767785279168363,0.33719325065612793,0.35113048553466797,0.39442816376686096,2.4056243896484375,30.333333333333332
rect_p2_0101,100,train,rectangular_notch,pilot_v2_rectangular_notch,0.2317412793636322,0.373401939868927,0.48139513849189647,0.4872113689443313,0.8797150004779063,0.25727659463882446,0.20357458293437958,0.23437272012233734,1.611823320388794,30.333333333333332
rect_p2_0103,102,train,rectangular_notch,pilot_v2_rectangular_notch,0.18424652516841888,0.32096952199935913,0.4292394729849748,0.33663323699115283,0.9646369929088504,0.21730658411979675,0.15293990075588226,0.18249309062957764,2.121358871459961,16.333333333333332
rect_p2_0105,104,train,rectangular_notch,pilot_v2_rectangular_notch,0.22392022609710693,0.378668874502182,0.47320209857639783,0.35436292893817173,0.9610881518645673,0.23483780026435852,0.22601084411144257,0.21091195940971375,1.7413578033447266,34.333333333333336
rect_p2_0106,105,train,rectangular_notch,pilot_v2_rectangular_notch,0.19529330730438232,0.35807064175605774,0.4419200236517715,0.35056852185871695,0.9607084988623583,0.20114850997924805,0.17420625686645508,0.21052514016628265,2.009169578552246,2.0
rect_p2_0107,106,train,rectangular_notch,pilot_v2_rectangular_notch,0.16324667632579803,0.3300974369049072,0.40403796396600905,0.3451600574353237,0.957799728773964,0.16181224584579468,0.14054864645004272,0.1873791217803955,2.2524797916412354,29.666666666666668
rect_p2_0108,107,train,rectangular_notch,pilot_v2_rectangular_notch,0.1945454329252243,0.3491653800010681,0.4410730471534441,0.3421835418780974,0.9589566223534162,0.1467113047838211,0.1949729323387146,0.241952046751976,2.2847700119018555,36.333333333333336
rect_p2_0109,108,train,rectangular_notch,pilot_v2_rectangular_notch,0.3732199966907501,0.48410817980766296,0.6109173403094318,0.3533728359329248,0.9847118701595022,0.3708550035953522,0.3761736750602722,0.372631311416626,2.646742820739746,16.333333333333332
rect_p2_0110,109,train,rectangular_notch,pilot_v2_rectangular_notch,0.189975768327713,0.3404814898967743,0.4358620978333778,0.34430178226571645,0.9480695435828722,0.1990424394607544,0.18245120346546173,0.18843364715576172,2.1205859184265137,29.0
rect_p2_0111,110,train,rectangular_notch,pilot_v2_rectangular_notch,0.23332732915878296,0.35611289739608765,0.4830396765885624,0.36112445174227664,0.9562638826442764,0.24358023703098297,0.2173909991979599,0.23901070654392242,3.103795051574707,21.333333333333332
rect_p2_0113,112,train,rectangular_notch,pilot_v2_rectangular_notch,0.2412692904472351,0.3781490623950958,0.4911917043754252,0.4125678201106298,0.9410378891437958,0.23674345016479492,0.22018437087535858,0.26688000559806824,2.6286444664001465,19.333333333333332
rect_p2_0119,118,train,rectangular_notch,pilot_v2_rectangular_notch,0.15346036851406097,0.30987557768821716,0.39174017985657406,0.31671445976911544,0.9600699807869342,0.1574603170156479,0.1636139452457428,0.139306902885437,1.2353839874267578,19.666666666666668
rect_v9_0002,121,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2846135199069977,0.42233237624168396,0.5334918180319148,1.0011477833332696,0.7850128617297509,0.2565789222717285,0.27313053607940674,0.3241310715675354,1.4682731628417969,54.0
rect_v9_0003,122,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.27885809540748596,0.4010917842388153,0.5280701614439941,1.1410453993397132,0.8598565462404649,0.24234266579151154,0.2654595971107483,0.32877200841903687,1.806776762008667,44.333333333333336
rect_v9_0004,123,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2232283353805542,0.34491822123527527,0.47247045979675195,0.5489550782218826,0.906639905870793,0.20267026126384735,0.21662823855876923,0.25038647651672363,1.1773796081542969,14.0
rect_v9_0005,124,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.27809834480285645,0.4075128138065338,0.5273503055871461,1.0846247359763808,0.8448882368361974,0.2662489116191864,0.24884538352489471,0.319200724363327,1.8949337005615234,58.0
rect_v9_0006,125,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2478235810995102,0.3748275339603424,0.49781882356888657,0.9272733293321535,0.8845603332015247,0.23361024260520935,0.2333947718143463,0.2764657139778137,1.9732608795166016,62.333333333333336
rect_v9_0007,126,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.18753834068775177,0.3125956952571869,0.4330569716420136,0.8439213657226966,0.8789609025948525,0.16765838861465454,0.1688530445098877,0.22610360383987427,1.7779676914215088,6.666666666666667
rect_v9_0008,127,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2439253330230713,0.3749264180660248,0.49388797618799274,0.9896694960260426,0.8679929353741332,0.2220156490802765,0.22831076383590698,0.2814495861530304,1.1539134979248047,72.0
rect_v9_0011,130,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.22311145067214966,0.35805919766426086,0.47234674834505813,0.6689740080853213,0.9113622137007844,0.21880070865154266,0.21700173616409302,0.2335318922996521,1.5864615440368652,23.333333333333332
rect_v9_0013,132,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.17624111473560333,0.31999343633651733,0.4198108082643935,0.5588738732282756,0.9247376128285479,0.1533982753753662,0.1614246517419815,0.21390046179294586,1.4297313690185547,45.333333333333336
rect_v9_0015,134,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.35033661127090454,0.43272143602371216,0.5918923983891874,0.9408228048153717,0.8899136424364483,0.3238008916378021,0.3494229316711426,0.37778598070144653,2.098583936691284,12.333333333333334
rect_v9_0018,137,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2719561457633972,0.37622004747390747,0.5214941473913175,0.6280598630678693,0.9005115126824123,0.2327297031879425,0.2512401044368744,0.33189868927001953,1.798464298248291,62.666666666666664
rect_v9_0019,138,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.21735970675945282,0.34897342324256897,0.4662185182502437,0.6575585882312627,0.9198800345255466,0.2073902040719986,0.21705953776836395,0.22762931883335114,1.751556396484375,63.666666666666664
rect_v9_0020,139,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.24499964714050293,0.36825090646743774,0.4949743903885361,0.6278229690760284,0.9489625742898404,0.21756622195243835,0.22942675650119781,0.2880059480667114,2.312713146209717,45.666666666666664
rect_v9_0022,141,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.25524967908859253,0.38941690325737,0.5052224055686688,0.6072288417622177,0.8846934656073256,0.24088336527347565,0.24921169877052307,0.2756539285182953,1.2969446182250977,64.33333333333333
rect_v9_0023,142,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.27098166942596436,0.3956741690635681,0.5205589970656201,0.8716770998913664,0.866786662817127,0.2443360686302185,0.24593934416770935,0.3226695954799652,1.7827339172363281,2.6666666666666665
rect_v9_0024,143,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.24627351760864258,0.35842570662498474,0.49625952646638694,0.84826577407188,0.8822991339579928,0.2354976385831833,0.23879803717136383,0.2645248770713806,1.4648065567016602,11.0
rect_v9_0025,144,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.286483496427536,0.3902762532234192,0.5352415309255589,0.8664131430233362,0.8918976189042711,0.26000282168388367,0.26753056049346924,0.33191704750061035,1.5559144020080566,28.333333333333332
rect_v9_0026,145,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.1771242469549179,0.3083413243293762,0.4208613155837893,0.5352436872318165,0.9370148150313666,0.15400303900241852,0.16696999967098236,0.21039968729019165,1.1846537590026855,28.333333333333332
rect_v9_0028,147,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.31597384810447693,0.4166143238544464,0.5621155113537403,0.9358653934196366,0.8299830868141823,0.28096461296081543,0.286130428314209,0.38082650303840637,1.9466042518615723,34.333333333333336
rect_v9_0029,148,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.17701460421085358,0.302041620016098,0.4207310354737972,0.5432012920458601,0.9214037943866009,0.15804839134216309,0.16791243851184845,0.20508302748203278,1.441823959350586,28.333333333333332
rect_v9_0030,149,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.17805171012878418,0.2896348536014557,0.42196174012436743,0.5320170394865694,0.9381258388078416,0.14732910692691803,0.1635475754737854,0.22327841818332672,1.53074312210083,55.666666666666664
rect_v9_0031,150,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.24417904019355774,0.3722875714302063,0.49414475631494637,0.665144736837043,0.8999283446753854,0.2176014482975006,0.2355649620294571,0.2793707251548767,1.6692476272583008,50.333333333333336
rect_v9_0036,155,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.24098730087280273,0.3659893274307251,0.49090457410050964,0.7529181546504289,0.8724627477841662,0.23390376567840576,0.225006103515625,0.26405197381973267,1.5434062480926514,28.0
rect_v9_0037,156,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.22802981734275818,0.36992359161376953,0.47752467720816083,0.556387715510437,0.9250446497338595,0.20291177928447723,0.22405053675174713,0.2571271061897278,1.6778419017791748,54.666666666666664
rect_v9_0039,158,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.21844935417175293,0.3562345802783966,0.4673856589282056,0.6656990454174245,0.8879603566400307,0.18541087210178375,0.21619389951229095,0.2537432610988617,1.5134801864624023,48.0
rect_v9_0040,159,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.20392444729804993,0.33965829014778137,0.4515799456331624,0.7082684659804929,0.9088871051675228,0.18922007083892822,0.19993489980697632,0.22261837124824524,1.3281798362731934,46.333333333333336
rect_v9_0041,160,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.22207710146903992,0.34266921877861023,0.4712505718500933,0.7725290703679298,0.9050503882859291,0.21065868437290192,0.2062067985534668,0.24936580657958984,2.013251781463623,15.666666666666666
rect_v9_0042,161,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.2012413591146469,0.31576475501060486,0.4485993302654908,0.6258558135333309,0.9270939488701299,0.17580829560756683,0.186479389667511,0.24143637716770172,1.3188576698303223,36.333333333333336
rect_v9_0043,162,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.19638514518737793,0.34173569083213806,0.4431536360985634,0.5946083636435828,0.941641952986561,0.19315151870250702,0.18080471456050873,0.21519918739795685,2.0763778686523438,7.333333333333333
rect_v9_0045,164,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.16730153560638428,0.3187105059623718,0.40902510388285984,0.5587449845659958,0.9466472477961871,0.15151062607765198,0.158351331949234,0.19204263389110565,1.235590934753418,16.0
