metric_scope,sample_count,coverage_retained,high_risk_count,bad_tail_count,catastrophic_failure_count,geometry_branch_failure_count,catastrophic_failure_recall,geometry_branch_failure_recall,false_alarm_rate,total_error_mean,total_error_median,total_error_p95,total_error_max,center_error_mean_mm,center_error_median_mm,center_error_p75_mm,center_error_p90_mm,center_error_p95_mm,center_error_max_mm,burial_error_mean_mm,burial_error_median_mm,burial_error_p75_mm,burial_error_p90_mm,burial_error_p95_mm,burial_error_max_mm,shape_accuracy,shape_macro_f1
no_abstention_b2_full_test,60,1.0,0,39,12,3,,,,0.5150469015041987,0.5638317763805389,0.9800976663827894,1.109633207321167,4.680812515566746,4.092339754104614,5.808351516723633,8.640819072723389,12.077330875396726,22.544387817382812,0.5575736925937236,0.3644435405731201,0.8514032959938049,1.543720865249634,1.6929956793785095,2.096271514892578,0.8333333333333334,0.8411425176131058
abstention_gate_test,60,0.2833333333333333,43,39,12,3,1.0,1.0,0.38095238095238093,0.5150469015041987,0.5638317763805389,0.9800976663827894,1.109633207321167,4.680812515566746,4.092339754104614,5.808351516723633,8.640819072723389,12.077330875396726,22.544387817382812,0.5575736925937236,0.3644435405731201,0.8514032959938049,1.543720865249634,1.6929956793785095,2.096271514892578,0.8333333333333334,0.8411425176131058
abstention_b2_accepted_test,17,0.2833333333333333,43,39,12,3,1.0,1.0,0.38095238095238093,0.2186557863126783,0.0771021693944931,0.7594870805740355,0.9117769002914429,1.769927805837463,1.134885311126709,1.906019926071167,4.532200908660889,4.831744861602783,4.961811542510986,0.16626607988248854,0.0523827038705349,0.11979521065950394,0.4008408904075623,0.6047275781631465,1.1059637069702148,0.9411764705882353,0.9153439153439153
abstention_b2_abstained_test,43,0.7166666666666667,43,39,12,3,1.0,1.0,0.38095238095238093,0.6322247842543347,0.6218699812889099,1.0380706489086151,1.109633207321167,5.831627400808556,4.463089466094971,7.4916040897369385,9.194802474975589,12.997295761108397,22.544387817382812,0.7122767022702583,0.6259461045265198,1.0413104891777039,1.6676465511322023,1.7021316051483155,2.096271514892578,0.7906976744186046,0.8059523809523809
