seed,epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score
42,1,0.8678479946411408,0.2170607173765028,0.6507872778016168,0.5811637043952942,0.12886394560337067,0.4522997736930847,,,,,0.8,0.4496158894319274,0.5931901862631126,0.27303443028127067,0.7697716454137693
42,2,0.5496595115274996,0.12897503329021437,0.4206844793783652,0.4881237745285034,0.10986632853746414,0.3782574534416199,,,,,0.7,0.5152222993285729,0.6565476258890929,0.2574073680606325,0.9143625571570333
42,3,0.49237255953453685,0.12051602063683776,0.37185654017302366,0.4519612789154053,0.1064712256193161,0.345490038394928,,,,,0.8,0.537098342677884,0.6783969199373148,0.23523220536320558,0.9802630572519931
42,4,0.45868317756029936,0.11180191064203107,0.34688126879769404,0.48004817962646484,0.11418013274669647,0.3658680319786072,,,,,0.8,0.5247372329363533,0.6592887813845074,0.22240573666420912,0.9616202776566516
42,5,0.4379531961303573,0.10782294559317666,0.3301302516782606,0.4066837728023529,0.08775369077920914,0.31893008947372437,,,,,0.7,0.5703366002953791,0.7084464885776617,0.22195305265794305,1.0568300362150977
42,6,0.41982880368963016,0.10179098621682003,0.3180378186810124,0.4067147374153137,0.09331168234348297,0.31340306997299194,,,,,0.7,0.5706515382565255,0.7073605498789893,0.22970023547852791,1.0483118526569868
42,7,0.40555233837247967,0.0995058842875936,0.3060464542191308,0.3946469724178314,0.08877364546060562,0.3058733344078064,,,,,0.7,0.5825765625791801,0.7188416358001393,0.21204472475856065,1.0893734736207588
42,8,0.38813431883180466,0.09523274742805206,0.2929015701955503,0.3788010776042938,0.09202852845191956,0.28677254915237427,,,,,0.7,0.598471785601776,0.7316844198759129,0.19092496760651806,1.1392312378711709
42,9,0.3777857068422678,0.09383405248324077,0.2839516562384528,0.4090039134025574,0.09182744473218918,0.3171764612197876,,,,,0.8,0.5824277008057488,0.7161435630915143,0.20449230488876866,1.0940789590084945
42,10,0.37789343297481537,0.09432186203094216,0.2835715708431897,0.3832049071788788,0.08881404995918274,0.29439085721969604,,,,,0.6,0.5939080554949336,0.7280637179281906,0.20662633239369874,1.1153454410294255
42,11,0.35704356203745075,0.08754193759313575,0.2695016232696739,0.39679253101348877,0.09708970040082932,0.29970282316207886,,,,,0.6,0.5819752604302094,0.7171216180328631,0.19856047628978948,1.100536402173283
42,12,0.35723095152292167,0.08781174959631653,0.26941920239646155,0.3811521828174591,0.08739588409662247,0.29375630617141724,,,,,0.7,0.5916376246307508,0.7272639866531243,0.20107154339152128,1.1178300678923536
42,13,0.3554488843357241,0.08671368994154371,0.2687351934544675,0.37911126017570496,0.09064880758523941,0.28846246004104614,,,,,0.7,0.5992459965567918,0.7348215659630115,0.20166287894331633,1.132404683576487
42,14,0.3399308186930579,0.08363852141475356,0.2562922969594732,0.37021222710609436,0.089586041867733,0.28062617778778076,,,,,0.6,0.6029699588770696,0.737427056627499,0.17348943287240706,1.1669075826321615
42,15,0.33316245782482734,0.08266769071017299,0.2504947658057685,0.38339751958847046,0.09410862624645233,0.28928887844085693,,,,,0.7,0.5939100061450855,0.7231422082268021,0.19505021156636387,1.1220020028055238
42,16,0.3375869792055439,0.08264849878646233,0.2549384805533263,0.3739113211631775,0.09368663281202316,0.28022468090057373,,,,,0.5,0.6066102289285228,0.7360026612945878,0.176705815509632,1.1659070747134788
