seed,selected_seed,best_epoch,best_val_selection_metric,min_train_epoch,min_train_normalized_param_mae,val_normalized_at_min_train,train_normalized_param_mae,val_normalized_param_mae,test_normalized_param_mae,train_dimension_mae_norm,val_dimension_mae_norm,test_dimension_mae_norm,train_curvature_mae_norm,val_curvature_mae_norm,test_curvature_mae_norm,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_curvature_mae,test_projected_mask_iou,test_projected_mask_dice,test_profile_depth_rmse_m,can_fit_train,beats_mean_baseline_test,beats_feature_baseline_test
42,False,7,0.9403468653559685,296,0.0030227212700992823,1.020639419555664,0.6851977225806978,0.7086174070835114,0.7560081720352173,0.5267501057436069,0.4636960431933403,0.5804379045963287,0.8436453267931938,0.9535387635231019,0.9315784335136413,2.814426726102829,2.6133945882320404,1.1779082149267197,0.20941200405359267,0.7169130793356575,0.8269511354765985,0.0005749639549321728,True,True,True
123,False,4,1.0116821587085725,292,0.0024897924158722162,0.9735215902328491,0.7361385702259011,0.7712612599134445,0.8018117249011993,0.5993187594124012,0.5337261520326138,0.6407417625188827,0.8729583919048309,1.008796399831772,0.9628816843032837,3.6970263719558716,2.7378372751176356,1.2035815250128508,0.2168383464217186,0.6719775240861399,0.7964668014912399,0.0005992394508211873,True,True,False
2026,True,3,0.8983371570706368,300,0.001157485763542354,1.0209887027740479,0.7235007923510339,0.6885657608509064,0.7601341009140015,0.5479000310103098,0.4598600059747696,0.5893346637487411,0.8991015412741237,0.917271512746811,0.9309335172176361,2.5528618067502977,2.7978910177946092,1.2225422695279122,0.20951480120420457,0.7284699674621912,0.8346844049238961,0.0006060505606001243,True,True,False
