candidate,selected_seed,seed,split,sample_count,selection_score,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1
internal_conv1d_multitask,False,42,train,64,,0.43638038635253906,0.557004988193512,0.7821782231330872,0.7824233174324036,0.10641338676214218,0.5582255721092224,0.9947590231895447,0.7915666699409485,1.5827813148498535,0.6099291443824768,1.0,1.0
internal_conv1d_multitask,False,42,val,16,0.680063784122467,0.680063784122467,1.1515716314315796,1.5752694606781006,1.7276862859725952,0.15175916254520416,0.806388795375824,1.8146361112594604,3.0915324687957764,1.8667988777160645,0.4855769872665405,1.0,0.3333333333333333
internal_conv1d_multitask,False,42,test,16,,0.9692686796188354,1.1755847930908203,1.8883967399597168,1.4666050672531128,0.17175233364105225,2.042633056640625,2.1303203105926514,2.444495916366577,2.3617265224456787,1.5847386121749878,1.0,0.3333333333333333
internal_conv1d_multitask,False,123,train,64,,0.40519076585769653,0.49151450395584106,0.6826487183570862,0.689246654510498,0.10264823585748672,0.5050113201141357,0.937993586063385,0.6399086713790894,1.6321139335632324,0.5419578552246094,1.0,1.0
internal_conv1d_multitask,False,123,val,16,0.6671805739402771,0.6453055739402771,1.1730517148971558,1.4465246200561523,1.925457239151001,0.14717301726341248,0.4684147238731384,1.803166389465332,3.0675158500671387,1.817252516746521,0.5247312188148499,0.9375,0.3225806451612903
internal_conv1d_multitask,False,123,test,16,,0.9484128952026367,1.2562665939331055,2.155689001083374,1.4445464611053467,0.16856448352336884,1.6381720304489136,2.5871505737304688,4.125966548919678,2.225623846054077,1.409860372543335,0.875,0.3111111111111111
internal_conv1d_multitask,True,2026,train,64,,0.390545517206192,0.5660659670829773,0.7971649765968323,0.8055070638656616,0.09552591294050217,0.4927128255367279,0.8157339692115784,0.6802318096160889,1.2833023071289062,0.4836677610874176,1.0,1.0
internal_conv1d_multitask,True,2026,val,16,0.6655377149581909,0.6655377149581909,1.0632387399673462,1.2471402883529663,1.7985163927078247,0.1440594494342804,0.7494717240333557,1.709830641746521,2.4907917976379395,1.8927457332611084,0.7459549903869629,1.0,0.3333333333333333
internal_conv1d_multitask,True,2026,test,16,,1.0042707920074463,1.1282745599746704,1.6289024353027344,1.5972732305526733,0.15864811837673187,1.9465032815933228,2.6660208702087402,3.691814422607422,2.327589750289917,1.9786579608917236,0.8125,0.2988505747126437
