seed,split,true_task_group,pred_task_group,sample_count,task_gate_accuracy,count_head_accuracy,mean_gate_single,mean_gate_cc2,mean_gate_cc3,gate_entropy_mean,gate_collapse_flag
42,train,single_defect,single_defect,402,1.0,1.0,0.9989299412390485,0.00012281556326061021,0.0009472459908032193,0.00501336257446144,1
42,train,single_defect,all,402,1.0,1.0,0.9989299412390485,0.00012281556326061021,0.0009472459908032193,0.00501336257446144,1
42,train,multi_defect_cc2,multi_defect_cc2,160,1.0,1.0,0.029784167258185335,0.9608323868364096,0.00938344438585621,0.16206590846272903,1
42,train,multi_defect_cc2,all,160,1.0,1.0,0.029784167258185335,0.9608323868364096,0.00938344438585621,0.16206590846272903,1
42,train,multi_defect_cc3,multi_defect_cc3,320,1.0,1.0,0.004457539078116248,0.0018790558065855446,0.9936634039506316,0.028811657864869156,1
42,train,multi_defect_cc3,all,320,1.0,1.0,0.004457539078116248,0.0018790558065855446,0.9936634039506316,0.028811657864869156,1
42,train,all,single_defect,402,1.0,1.0,0.9989299412390485,0.00012281556326061021,0.0009472459908032193,0.00501336257446144,0
42,train,all,multi_defect_cc2,160,1.0,1.0,0.029784167258185335,0.9608323868364096,0.00938344438585621,0.16206590846272903,0
42,train,all,multi_defect_cc3,320,1.0,1.0,0.004457539078116248,0.0018790558065855446,0.9936634039506316,0.028811657864869156,0
42,train,all,all,882,1.0,1.0,0.4623148703451297,0.17503838050834883,0.3626467497213628,0.04213792247814997,0
42,val,single_defect,single_defect,99,1.0,1.0,0.9959262850308659,0.0005354455394108495,0.003538270416978542,0.013793500387609795,1
42,val,single_defect,all,99,1.0,1.0,0.9959262850308659,0.0005354455394108495,0.003538270416978542,0.013793500387609795,1
42,val,multi_defect_cc2,multi_defect_cc2,40,1.0,1.0,0.03648401191458106,0.9453174024820328,0.01819858382658026,0.20416051376672506,1
42,val,multi_defect_cc2,all,40,1.0,1.0,0.03648401191458106,0.9453174024820328,0.01819858382658026,0.20416051376672506,1
42,val,multi_defect_cc3,single_defect,1,0.0,1.0,0.8525777459144592,2.293388570251409e-05,0.14739932119846344,0.4184355724821076,1
42,val,multi_defect_cc3,multi_defect_cc3,79,1.0,1.0,0.0048989363217841544,0.00528591105180892,0.9898151476171952,0.03786904511792045,1
42,val,multi_defect_cc3,all,80,0.9875,1.0,0.015494921441692594,0.00522012383723259,0.9792849497869611,0.04262612670997279,1
42,val,all,single_defect,100,0.99,1.0,0.9944927996397018,0.0005303204228737661,0.004976880924793391,0.01783992110855477,0
42,val,all,multi_defect_cc2,40,1.0,1.0,0.03648401191458106,0.9453174024820328,0.01819858382658026,0.20416051376672506,0
42,val,all,multi_defect_cc3,79,1.0,1.0,0.0048989363217841544,0.00528591105180892,0.9898151476171952,0.03786904511792045,0
42,val,all,all,219,0.9954337899543378,1.0,0.4625372438811615,0.1748096580578155,0.36265309638036974,0.05909619737826572,0
42,test,single_defect,single_defect,99,1.0,0.98989898989899,0.9943455879134361,0.0009973598735825305,0.004657056203741205,0.013541045016943943,1
42,test,single_defect,all,99,1.0,0.98989898989899,0.9943455879134361,0.0009973598735825305,0.004657056203741205,0.013541045016943943,1
42,test,multi_defect_cc2,multi_defect_cc2,37,1.0,1.0,0.027354903506568155,0.953085043945828,0.0195600509336379,0.1711669697721482,0
42,test,multi_defect_cc2,multi_defect_cc3,3,0.0,0.0,0.056136383985479675,0.13578791916370392,0.8080757061640421,0.5351939488876142,0
42,test,multi_defect_cc2,all,40,0.925,0.925,0.02951351454248652,0.8917877595871687,0.07869872507591821,0.1984689932058082,0
42,test,multi_defect_cc3,multi_defect_cc2,4,0.0,0.0,0.06489888578653336,0.7269950956106186,0.208106005564332,0.6970575108195209,0
42,test,multi_defect_cc3,multi_defect_cc3,76,1.0,1.0,0.003724629887811133,0.003252470830456845,0.9930228959572943,0.03288439739863926,0
42,test,multi_defect_cc3,all,80,0.95,0.95,0.006783342682747245,0.03943960206946494,0.9537770514376461,0.06609305306968334,0
42,test,all,single_defect,99,1.0,0.98989898989899,0.9943455879134361,0.0009973598735825305,0.004657056203741205,0.013541045016943943,0
42,test,all,multi_defect_cc2,41,0.9024390243902439,0.9024390243902439,0.031017731046076955,0.9310274880106856,0.037954778214681226,0.22247336402067242,0
42,test,all,multi_defect_cc3,79,0.9620253164556962,0.9620253164556962,0.005714949663671963,0.00828546253931433,0.9859995849524872,0.05195944365771428,0
42,test,all,all,219,0.9680365296803652,0.9634703196347032,0.45736722009018,0.17774163094305306,0.36489114923387583,0.06651491977390157,0
42,all,single_defect,single_defect,600,1.0,0.9983333333333333,0.9976779196659724,0.0003351993205285166,0.0019868837062569154,0.007869152916640532,1
42,all,single_defect,all,600,1.0,0.9983333333333333,0.9976779196659724,0.0003351993205285166,0.0019868837062569154,0.007869152916640532,1
42,all,multi_defect_cc2,multi_defect_cc2,237,1.0,1.0,0.030535690580742268,0.9570043232873522,0.012459984554197496,0.17059132399272203,1
42,all,multi_defect_cc2,multi_defect_cc3,3,0.0,0.0,0.056136383985479675,0.13578791916370392,0.8080757061640421,0.5351939488876142,1
42,all,multi_defect_cc2,all,240,0.9875,0.9875,0.030855699248301487,0.9467391182358066,0.022405181074320553,0.17514885680390824,1
42,all,multi_defect_cc3,single_defect,1,0.0,1.0,0.8525777459144592,2.293388570251409e-05,0.14739932119846344,0.4184355724821076,1
42,all,multi_defect_cc3,multi_defect_cc2,4,0.0,0.0,0.06489888578653336,0.7269950956106186,0.208106005564332,0.6970575108195209,1
42,all,multi_defect_cc3,multi_defect_cc3,475,1.0,1.0,0.004413684938719567,0.0026654160301368404,0.9929208968815051,0.03096968270183248,1
42,all,multi_defect_cc3,all,480,0.9895833333333334,0.9916666666666667,0.006684736739484139,0.008695991522173284,0.9846192695045223,0.03732763520652213,1
42,all,all,single_defect,601,0.9983361064891847,0.9983361064891847,0.9974364884284491,0.0003346797440978577,0.002228834517392034,0.008552291717914186,0
42,all,all,multi_defect_cc2,241,0.983402489626556,0.983402489626556,0.031106034069635066,0.9531867427449998,0.015707221417436242,0.17932935198984737,0
42,all,all,multi_defect_cc3,478,0.9937238493723849,0.9937238493723849,0.004738304388803834,0.0035009129117282655,0.9917607806217721,0.03413427014651312,0
42,all,all,all,1320,0.9939393939393939,0.9939393939393939,0.4615309039804001,0.17544892719663172,0.3630201689725468,0.048995819910646145,0
123,train,single_defect,single_defect,402,1.0,1.0,0.999778121413283,5.255440020175657e-09,0.00022187492177486645,0.0011845938241984216,1
123,train,single_defect,all,402,1.0,1.0,0.999778121413283,5.255440020175657e-09,0.00022187492177486645,0.0011845938241984216,1
123,train,multi_defect_cc2,multi_defect_cc2,160,1.0,1.0,5.411841215572851e-07,0.9981222476810216,0.0018772115407695842,0.009796689144103735,1
123,train,multi_defect_cc2,all,160,1.0,1.0,5.411841215572851e-07,0.9981222476810216,0.0018772115407695842,0.009796689144103735,1
123,train,multi_defect_cc3,multi_defect_cc3,320,1.0,1.0,0.003226167950233258,0.002719493501738764,0.994054339453578,0.024465359641576017,1
123,train,multi_defect_cc3,all,320,1.0,1.0,0.003226167950233258,0.002719493501738764,0.994054339453578,0.024465359641576017,1
123,train,all,single_defect,402,1.0,1.0,0.999778121413283,5.255440020175657e-09,0.00022187492177486645,0.0011845938241984216,0
123,train,all,multi_defect_cc2,160,1.0,1.0,5.411841215572851e-07,0.9981222476810216,0.0018772115407695842,0.009796689144103735,0
123,train,all,multi_defect_cc3,320,1.0,1.0,0.003226167950233258,0.002719493501738764,0.994054339453578,0.024465359641576017,0
123,train,all,all,882,1.0,1.0,0.4568517745370452,0.1820519270546562,0.3610962995353986,0.011193415040463365,0
123,val,single_defect,single_defect,99,1.0,1.0,0.9994393183727457,1.4502659247220442e-07,0.000560540432152674,0.0025886577060952555,1
123,val,single_defect,all,99,1.0,1.0,0.9994393183727457,1.4502659247220442e-07,0.000560540432152674,0.0025886577060952555,1
123,val,multi_defect_cc2,multi_defect_cc2,40,1.0,0.975,1.3237347543861708e-05,0.9820642814040184,0.017922478366110824,0.042598629449547946,1
123,val,multi_defect_cc2,all,40,1.0,0.975,1.3237347543861708e-05,0.9820642814040184,0.017922478366110824,0.042598629449547946,1
123,val,multi_defect_cc3,single_defect,2,0.0,0.0,0.9516864717006683,1.0229431467223549e-05,0.04830329352989793,0.16793604498930748,1
123,val,multi_defect_cc3,multi_defect_cc2,1,0.0,0.0,2.9879586804781866e-08,0.9836307764053345,0.016369124874472618,0.08355073581082409,1
123,val,multi_defect_cc3,multi_defect_cc3,77,1.0,1.0,0.002187875678674157,0.01838072990916331,0.9794313899882428,0.05438121297680105,1
123,val,multi_defect_cc3,all,80,0.9625,0.9625,0.02589799250673542,0.029987092978423047,0.944114909262862,0.057584702812539,1
123,val,all,single_defect,101,0.9801980198019802,0.9801980198019802,0.9984937174485462,3.4471777811084487e-07,0.001505941483593174,0.005862863394871735,0
123,val,all,multi_defect_cc2,41,0.975609756097561,0.9512195121951219,1.2915214179055441e-05,0.9821024885991725,0.017884591695583065,0.043597461312018096,0
123,val,all,multi_defect_cc3,77,1.0,1.0,0.002187875678674157,0.01838072990916331,0.9794313899882428,0.05438121297680105,0
123,val,all,all,219,0.9863013698630136,0.9817351598173516,0.4612642073668603,0.19032672626514724,0.34840906565505253,0.029986294593098026,0
123,test,single_defect,single_defect,99,1.0,1.0,0.9989910486972693,9.216906386862481e-07,0.001008032348414688,0.003871937678685449,1
123,test,single_defect,all,99,1.0,1.0,0.9989910486972693,9.216906386862481e-07,0.001008032348414688,0.003871937678685449,1
123,test,multi_defect_cc2,multi_defect_cc2,38,1.0,1.0,4.486880057243136e-06,0.9842561310843417,0.015739385552708526,0.04585320087064023,0
123,test,multi_defect_cc2,multi_defect_cc3,2,0.0,0.0,2.9198827633081237e-05,0.17702306061983109,0.8229477405548096,0.42584092406528545,0
123,test,multi_defect_cc2,all,40,0.95,0.95,5.7224774360350415e-06,0.9438944775611162,0.056099803302813576,0.06485258703037249,0
123,test,multi_defect_cc3,multi_defect_cc2,5,0.0,0.0,8.246511570852988e-05,0.9188732504844666,0.08104427147773094,0.20097283988608491,0
123,test,multi_defect_cc3,multi_defect_cc3,75,1.0,1.0,0.0061860680356508645,0.0137920037273205,0.980021931330363,0.057507381170465756,0
123,test,multi_defect_cc3,all,80,0.9375,0.9375,0.005804592853154469,0.07035958164964214,0.9238358275895735,0.06647397234019196,0
123,test,all,single_defect,99,1.0,1.0,0.9989910486972693,9.216906386862481e-07,0.001008032348414688,0.003871937678685449,0
123,test,all,multi_defect_cc2,43,0.8837209302325582,0.8837209302325582,1.3554116760881128e-05,0.9766534705494725,0.02333297693933904,0.06389036819801751,0
123,test,all,multi_defect_cc3,77,0.974025974025974,0.974025974025974,0.006026149354923129,0.01803177143881428,0.9759420822193097,0.06707448618072082,0
123,test,all,all,219,0.9680365296803652,0.9680365296803652,0.4537201376638331,0.19810336475702853,0.3481765001907373,0.03787827898913295,0
123,all,single_defect,single_defect,600,1.0,1.0,0.9995923519134522,1.7952948795466234e-07,0.0004074707063827753,0.001859676100701759,1
123,all,single_defect,all,600,1.0,1.0,0.9995923519134522,1.7952948795466234e-07,0.0004074707063827753,0.001859676100701759,1
123,all,multi_defect_cc2,multi_defect_cc2,238,1.0,0.9957983193277311,3.30497816545745e-06,0.9932095120434,0.006787183328447438,0.021066542328247242,1
123,all,multi_defect_cc2,multi_defect_cc3,2,0.0,0.0,2.9198827633081237e-05,0.17702306061983109,0.8229477405548096,0.42584092406528545,1
123,all,multi_defect_cc2,all,240,0.9916666666666667,0.9875,3.5207602443543147e-06,0.9864079582815369,0.013588521305333789,0.024439662176055896,1
123,all,multi_defect_cc3,single_defect,2,0.0,0.0,0.9516864717006683,1.0229431467223549e-05,0.04830329352989793,0.16793604498930748,1
123,all,multi_defect_cc3,multi_defect_cc2,6,0.0,0.0,6.872590968824237e-05,0.9296661714712778,0.07026508037718789,0.18140248920687477,1
123,all,multi_defect_cc3,multi_defect_cc3,472,1.0,1.0,0.003527108631369423,0.007033801701506391,0.9894390900508833,0.03459602133962487,1
123,all,multi_defect_cc3,all,480,0.9833333333333333,0.9833333333333333,0.007434542860137154,0.01853744143917004,0.9740280157777913,0.03698668561983918,1
123,all,all,single_defect,602,0.9966777408637874,0.9966777408637874,0.999433196165237,2.1291786662332976e-07,0.0005665930413446198,0.002411424834550947,0
123,all,all,multi_defect_cc2,244,0.9754098360655737,0.9713114754098361,4.913689596345604e-06,0.9916469708817904,0.008348115223088598,0.025009229546574155,0
123,all,all,multi_defect_cc3,474,0.9957805907172996,0.9957805907172996,0.003512349518273489,0.007751055958545736,0.9887365949053302,0.03624684371399474,0
123,all,all,all,1320,0.9924242424242424,0.9916666666666667,0.4570642702298453,0.1860878709061085,0.3568478599321588,0.018738586121361568,0
2026,train,single_defect,single_defect,402,1.0,1.0,0.9995071717459171,7.016631947962953e-07,0.0004921267435558396,0.002671750307246357,1
2026,train,single_defect,all,402,1.0,1.0,0.9995071717459171,7.016631947962953e-07,0.0004921267435558396,0.002671750307246357,1
2026,train,multi_defect_cc2,multi_defect_cc2,160,1.0,1.0,1.0846511049898777e-05,0.9866589337587357,0.013330220825070686,0.046396295482486576,1
2026,train,multi_defect_cc2,all,160,1.0,1.0,1.0846511049898777e-05,0.9866589337587357,0.013330220825070686,0.046396295482486576,1
2026,train,multi_defect_cc3,multi_defect_cc3,320,1.0,1.0,0.0021399163779426853,0.022445585869451178,0.9754144990816712,0.09206787169590211,1
2026,train,multi_defect_cc3,all,320,1.0,1.0,0.0021399163779426853,0.022445585869451178,0.9754144990816712,0.09206787169590211,1
2026,train,all,single_defect,402,1.0,1.0,0.9995071717459171,7.016631947962953e-07,0.0004921267435558396,0.002671750307246357,0
2026,train,all,multi_defect_cc2,160,1.0,1.0,1.0846511049898777e-05,0.9866589337587357,0.013330220825070686,0.046396295482486576,0
2026,train,all,multi_defect_cc3,320,1.0,1.0,0.0021399163779426853,0.022445585869451178,0.9754144990816712,0.09206787169590211,0
2026,train,all,all,882,1.0,1.0,0.4563360450391931,0.18712959064424758,0.35653436506695646,0.04303760753219905,0
2026,val,single_defect,single_defect,99,1.0,1.0,0.9978598205730168,1.6909836034773454e-05,0.002123273741296844,0.00796323443172912,1
2026,val,single_defect,all,99,1.0,1.0,0.9978598205730168,1.6909836034773454e-05,0.002123273741296844,0.00796323443172912,1
2026,val,multi_defect_cc2,multi_defect_cc2,39,1.0,1.0,1.214947035891188e-05,0.989710868933262,0.010276983744829256,0.04330768915536087,1
2026,val,multi_defect_cc2,multi_defect_cc3,1,0.0,0.0,0.00036246111267246306,0.09810726344585419,0.9015302062034607,0.3241008456238298,1
2026,val,multi_defect_cc2,all,40,0.975,0.975,2.090726141675066e-05,0.9674207787960768,0.03255831430629504,0.050327518067072585,1
