seed,split,true_task_group,pred_task_group,sample_count,task_gate_accuracy,count_head_accuracy,mean_gate_single,mean_gate_cc2,mean_gate_cc3,gate_entropy_mean,gate_collapse_flag
2026,val,multi_defect_cc3,multi_defect_cc2,2,0.0,0.0,3.922072373541141e-06,0.9352979958057404,0.06469808984547853,0.20808908290694897,1
2026,val,multi_defect_cc3,multi_defect_cc3,78,1.0,1.0,0.005167396929386799,0.016617264629042568,0.9782153459695669,0.08205968816498964,1
2026,val,multi_defect_cc3,all,80,0.975,0.975,0.005038310057961468,0.039584282908460014,0.9553774145664647,0.08521042303353865,1
2026,val,all,single_defect,99,1.0,1.0,0.9978598205730168,1.6909836034773454e-05,0.002123273741296844,0.00796323443172912,0
2026,val,all,multi_defect_cc2,41,0.9512195121951219,0.9512195121951219,1.1748133871820625e-05,0.9870565824392366,0.012931671847299951,0.051345805923731024,0
2026,val,all,multi_defect_cc3,79,0.9873417721518988,0.9873417721518988,0.005106574957023326,0.01764878360140727,0.977244647997844,0.0851235002847218,0
2026,val,all,all,219,0.9863013698630136,0.9863013698630136,0.45293161338731625,0.19116551533464526,0.35590287597240805,0.043919154219667474,0
2026,test,single_defect,single_defect,99,1.0,1.0,0.9999381038877699,5.154355420813538e-06,5.674079752323368e-05,0.0004314178757008668,1
2026,test,single_defect,all,99,1.0,1.0,0.9999381038877699,5.154355420813538e-06,5.674079752323368e-05,0.0004314178757008668,1
2026,test,multi_defect_cc2,multi_defect_cc2,37,1.0,0.972972972972973,6.194785546137539e-06,0.9803229763701156,0.019670812335631144,0.048660840658670254,0
2026,test,multi_defect_cc2,multi_defect_cc3,3,0.0,0.0,0.00043262355150848936,0.15311159193515778,0.8464558124542236,0.3719146075329827,0
2026,test,multi_defect_cc2,all,40,0.925,0.9,3.817694299331392e-05,0.9182821225374938,0.08167968734452558,0.0729048731742437,0
2026,test,multi_defect_cc3,multi_defect_cc2,7,0.0,0.14285714285714285,0.00016314276345903117,0.7397756406239101,0.2600611855408975,0.45288233603310424,0
2026,test,multi_defect_cc3,multi_defect_cc3,73,1.0,1.0,0.0033132732430780493,0.03441788338968514,0.9622688415932329,0.1158393976078966,0
2026,test,multi_defect_cc3,all,80,0.9125,0.925,0.003037636826111385,0.09613668714767983,0.9008256716886536,0.14533065472010226,0
2026,test,all,single_defect,99,1.0,1.0,0.9999381038877699,5.154355420813538e-06,5.674079752323368e-05,0.0004314178757008668,0
2026,test,all,multi_defect_cc2,44,0.8409090909090909,0.8409090909090909,3.1163782032279706e-05,0.9420540820468556,0.05791473534555988,0.11296880583187564,0
2026,test,all,multi_defect_cc3,76,0.9605263157894737,0.9605263157894737,0.003199563386831882,0.039103161358585374,0.9576972746535352,0.1259476295786237,0
2026,test,all,all,219,0.954337899543379,0.954337899543379,0.45314342606711355,0.20284351668721826,0.3440130528211329,0.06659980673183705,0
2026,all,single_defect,single_defect,600,1.0,1.0,0.9993064626057943,4.110705930685371e-06,0.0006894273170877254,0.003175190336581007,1
2026,all,single_defect,all,600,1.0,1.0,0.9993064626057943,4.110705930685371e-06,0.0006894273170877254,0.003175190336581007,1
2026,all,multi_defect_cc2,multi_defect_cc2,236,1.0,0.9957627118644068,1.0332534649103629e-05,0.9861699297266492,0.013819736247788147,0.046240924824693753,1
2026,all,multi_defect_cc2,multi_defect_cc3,4,0.0,0.0,0.0004150829417994828,0.13936050981283188,0.8602244108915329,0.3599611670556945,1
2026,all,multi_defect_cc2,all,240,0.9833333333333333,0.9791666666666666,1.7078374768276614e-05,0.9720564393947522,0.02792648082518389,0.051469595528543764,1
2026,all,multi_defect_cc3,multi_defect_cc2,9,0.0,0.1111111111111111,0.0001277603876622556,0.783225052886539,0.21664716427524885,0.39848383533840304,1
2026,all,multi_defect_cc3,multi_defect_cc3,471,1.0,1.0,0.0028231404419926266,0.02333596519477009,0.9738408962379342,0.09409479967077351,1
2026,all,multi_defect_cc3,all,480,0.98125,0.9833333333333333,0.0027726020659739324,0.037583885588990756,0.9596435137636339,0.09980209408954156,1
2026,all,all,single_defect,600,1.0,1.0,0.9993064626057943,4.110705930685371e-06,0.0006894273170877254,0.003175190336581007,0
2026,all,all,multi_defect_cc2,245,0.963265306122449,0.963265306122449,1.4646210882239825e-05,0.9787148118019104,0.021270539726347928,0.05918046031295247,0
2026,all,all,multi_defect_cc3,475,0.991578947368421,0.991578947368421,0.0028028620630436317,0.024313013991553768,0.9728841258350172,0.09633367434348863,0
2026,all,all,all,1320,0.9901515151515151,0.9901515151515151,0.4552415343674912,0.190406270425011,0.3543521957536675,0.04709304719074171,0
