seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,pred_connected_component_count=2,train,480,0.6932357238533448,0.8169291238972374,0.11782665643605149,2.9688608670165544,720.6083333333333,714.18125,0,0.29177890727296474,2.0,1.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,val,120,0.6246460406386164,0.7659639484873779,0.13013110741110176,4.2247751887016864,720.1666666666666,721.225,0,0.3786679041882356,2.0,1.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,test,120,0.6117612045835834,0.7573133156950091,0.1630346260466045,3.7359217827042572,725.7,708.875,0,0.38688545202215513,2.0,1.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,all,720,0.6682250234392632,0.7984989599618895,0.12741205986698537,3.3060234065786935,721.3833333333333,714.4708333333333,0,0.32211149755037494,2.0,1.0,0.0,0.0,0.0,1.0
