candidate,split,selected,mse,mae,rmse,nrmse,correlation,gradient_mse,amplitude_error,peak_index_error,peak_amplitude_error,line0_mse,line1_mse,line2_mse,line0_corr,line1_corr,line2_corr
PFS1_profile_mlp_waveform,train,False,1.9890835645242078e-08,0.00010273824591422454,0.0001410348738619001,0.32011977976371325,0.9473877959120636,7.126654377742625e-09,0.00015442671428900212,25.430722891566266,0.00015442671428900212,1.975828567424287e-08,1.9071446644147727e-08,2.084278705183351e-08,0.946476636080914,0.9487851146880639,0.9469181835937681
PFS1_profile_mlp_waveform,val,False,3.152126382133247e-08,0.00012704261462204158,0.0001775422874172023,0.4117065190863848,0.9114278466786396,9.785259713623873e-09,0.00022282366990111768,27.817073170731707,0.00022282366990111768,3.0631483127763204e-08,3.053162345167948e-08,3.340065646284529e-08,0.9120239059661568,0.9129870151477203,0.9093996203825467
PFS2_profile_raster_encoder,train,False,2.8307916011272027e-08,0.00011877364158863202,0.00016824956466889306,0.3818914578523738,0.9245388270859485,6.827261866959589e-09,0.0002199144655605778,25.36847389558233,0.0002199144655605778,2.7618080267188816e-08,2.7065384600177822e-08,3.0240283166449444e-08,0.9245872122476675,0.9267860369390049,0.9223631864378851
PFS2_profile_raster_encoder,val,False,3.455274466546143e-08,0.00012879091082140803,0.000185883685850753,0.43104956216276363,0.9029232488342244,7.474128871365338e-09,0.000269789423327893,27.134146341463413,0.000269789423327893,3.321441965908889e-08,3.339239995625576e-08,3.7051421486467007e-08,0.9046696022105468,0.9047928722371634,0.8995072825676877
PFS3_profile_station_sequence,train,True,2.1028132124456533e-08,0.0001037550755427219,0.00014501080002695156,0.32914430379426857,0.9442855427177514,6.170033817198828e-09,0.0001747991773299873,25.698795180722893,0.0001747991773299873,2.0816498746967227e-08,2.011021038583749e-08,2.215769789870592e-08,0.9435203843351703,0.9459107277418897,0.9434623330738778
PFS3_profile_station_sequence,val,True,2.7434563065753537e-08,0.00011913762864423916,0.00016563382222768857,0.3840917303948595,0.9233143929460988,7.53246887086334e-09,0.00021087883214931935,26.284552845528456,0.00021087883214931935,2.666669374207231e-08,2.6396563157504715e-08,2.9240432297683583e-08,0.9238426456534308,0.9251571255154891,0.921079753235109
PFS3_profile_station_sequence,test,True,3.4511835167450045e-08,0.0001269992208108306,0.00018577361267803897,0.39949232592611145,0.9176635642259343,8.321980438097398e-09,0.00021921446023043245,29.1869918699187,0.00021921446023043245,3.3314684344532e-08,3.3215911798833986e-08,3.700491646441151e-08,0.9188506010811293,0.9196172201560426,0.9147218407810006
