npz_path,labels_path,features_path,rect_rot_n,split_train,split_val,split_test,rectangular_notch_n,rotated_rect_n,feature_rows,raw_feature_count,z_feature_count,nls_style_raw_feature_count,nls_fit_failure_rate,all_features_finite,rasterizer,true_geometry_raster_iou,passed
C:\Users\19166\Desktop\PINN_project\data\comsol_mfl\prepared\comsol_single_defect_multiline_forward_pack_v1_pilot_v9_balanced_single_defect.npz,C:\Users\19166\Desktop\PINN_project\results\metrics\comsol_single_defect_geometry_labels.csv,C:\Users\19166\Desktop\PINN_project\results\metrics\comsol_mfl_physics_features.csv,400,268,66,66,200,200,600,231,231,96,0.0,True,"PyTorch soft rotated-rectangle SDF, temperature=0.0005",1.0,True
