row_type,model,family,split,group_field,group_value,sample_count,sample_id,curvature_template,depth_bin,aspect_bin,size_bin,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,profile_depth_rmse_m,er_like_profile_error,max_depth_error_m,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,volume_proxy_rel_error,clip_applied,notes
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_013_shallow_small_compact_round,round,shallow,compact,small_compact,0.24393682181835175,0.196607768535614,0.2912658751010895,1.136783480644226,0.496476411819458,0.45147958397865295,0.06193053722381592,0.07117307186126709,0.05847036838531494,0.06385799497365952,0.00020943178969901055,0.4966411590576172,0.00045147957280278206,0.8070175438596491,0.8932038834951457,0.2391304347826087,0.0,0.83377353059774,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_014_shallow_medium_balanced_round,round,shallow,balanced,medium_balanced,0.17129601538181305,0.03082790970802307,0.311764121055603,0.3033634424209595,0.14667212963104248,0.0166245736181736,0.06525129079818726,0.07553893327713013,0.06407701969146729,0.06828907877206802,2.172855965909548e-05,0.039635803550481796,1.66245736181736e-05,0.990909090909091,0.9954337899543378,0.00909090909090909,0.0,0.0010348445428659515,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_015_shallow_large_wide_round,round,shallow,wide,large_wide,0.40032339096069336,0.5757105946540833,0.22493626177310944,0.5730576515197754,3.6366684436798096,1.2585558891296387,0.027934372425079346,0.05782318115234375,0.0599973201751709,0.0485849566757679,0.0005031197797507048,0.7456782460212708,0.0012585559161379933,0.7246376811594203,0.8403361344537815,0.2753623188405797,0.0,0.2695182772741299,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_016_shallow_elongated_round,round,shallow,narrow,elongated,0.14094582200050354,0.20215754210948944,0.07973410934209824,1.0492242574691772,0.9029489159584045,0.36034244298934937,0.013619661331176758,0.01304394006729126,0.024760305881500244,0.017141303047537804,0.00014546715829055756,0.19164280593395233,0.0003603424411267042,0.8217821782178217,0.9021739130434783,0.21686746987951808,0.0,0.4421002586769052,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_017_medium_small_compact_round,round,medium,compact,small_compact,0.1943732500076294,0.050105731934309006,0.3386407792568207,0.2199765294790268,0.14877133071422577,0.12466265261173248,0.06577450037002563,0.08699768781661987,0.069591224193573,0.0741211399435997,4.114682451472618e-05,0.04435205087065697,0.00012466264888644218,0.9552238805970149,0.9770992366412213,0.015384615384615385,0.0,0.007911470012822885,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_018_medium_medium_balanced_round,round,medium,balanced,medium_balanced,0.49735426902770996,0.10125520080327988,0.8934533596038818,0.594127893447876,0.8219033479690552,0.03803521394729614,0.17599844932556152,0.22925978899002075,0.18169373273849487,0.19565065205097198,0.0001529816654510796,0.1395295411348343,3.803521394729614e-05,0.9358974358974359,0.9668874172185431,0.013333333333333334,0.0,0.0975187329815965,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_019_medium_large_wide_round,round,medium,wide,large_wide,0.2573032081127167,0.37648412585258484,0.1381223052740097,2.871554374694824,2.7492194175720215,0.0826178565621376,0.014632701873779297,0.06269365549087524,0.014425218105316162,0.030583858489990234,6.226247933227569e-05,0.04762826859951019,8.261785842478275e-05,0.7596685082872928,0.8634222919937206,0.24033149171270718,0.0,0.20698231014143054,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_020_medium_elongated_round,round,medium,narrow,elongated,0.17353208363056183,0.1986839324235916,0.14838026463985443,0.6227493286132812,1.0487148761749268,0.39986521005630493,0.024160265922546387,0.04412204027175903,0.029138565063476562,0.032473623752593994,0.00019684000289998949,0.13336607813835144,0.00039986521005630493,0.847953216374269,0.9177215189873418,0.1793103448275862,0.0,0.3263829927208777,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_021_deep_small_compact_round,round,deep,compact,small_compact,0.1794690489768982,0.08674880117177963,0.27218928933143616,0.8336501121520996,0.4371693432331085,0.04340149462223053,0.037441253662109375,0.08286720514297485,0.057731449604034424,0.05934663489460945,7.073366577969864e-05,0.037274666130542755,4.340149462223053e-05,0.8969072164948454,0.9456521739130435,0.11494252873563218,0.0,0.1566875307537215,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_022_deep_medium_balanced_round,round,deep,balanced,medium_balanced,0.8966858386993408,0.502697229385376,1.2906745672225952,4.2414960861206055,3.540099620819092,0.05452428013086319,0.3412964344024658,0.2474634051322937,0.2620261311531067,0.28359532356262207,0.0003450584481470287,0.16365253925323486,5.452428013086319e-05,0.5982142857142857,0.7486033519553073,0.6716417910447762,0.0,0.8113902987578279,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_023_deep_large_wide_round,round,deep,wide,large_wide,0.18938519060611725,0.2036096602678299,0.1751607209444046,0.5806833505630493,1.1907368898391724,0.3845142126083374,0.034454405307769775,0.045990586280822754,0.03471869230270386,0.03838789463043213,0.00013032210699748248,0.05618954449892044,0.000384514220058918,0.9259259259259259,0.9615384615384616,0.07407407407407407,0.0,0.11712053216595948,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_025_shallow_small_compact_boxy,boxy,shallow,compact,small_compact,0.2824813425540924,0.08798631280660629,0.4769763946533203,0.9348942041397095,0.3202497065067291,0.06387196481227875,0.09470498561859131,0.10780709981918335,0.10955411195755005,0.1040220633149147,2.3925109417177737e-05,0.04926248639822006,6.387196481227875e-05,0.9107142857142857,0.9532710280373832,0.09803921568627451,0.0,0.16786434991534085,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_026_shallow_medium_balanced_boxy,boxy,shallow,balanced,medium_balanced,0.21830713748931885,0.07584604620933533,0.36076822876930237,0.9135845899581909,0.1127319410443306,0.0840463936328888,0.07859861850738525,0.07374322414398193,0.08382117748260498,0.07872100919485092,5.621609670924954e-05,0.08903888612985611,8.404639083892107e-05,0.9603174603174603,0.979757085020243,0.02459016393442623,0.0,0.057181425716987345,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_027_shallow_large_wide_boxy,boxy,shallow,wide,large_wide,0.21026261150836945,0.13736788928508759,0.2831573486328125,0.4430525004863739,0.5347607731819153,0.33803877234458923,0.05281102657318115,0.06791579723358154,0.06447851657867432,0.061735112220048904,0.0001488804118707776,0.19159315526485443,0.00033803877886384726,0.9526813880126183,0.975767366720517,0.04966887417218543,0.0,0.24275735642508506,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_028_shallow_elongated_boxy,boxy,shallow,narrow,elongated,0.790501594543457,0.9333320260047913,0.647671103477478,2.9748809337615967,3.9697792530059814,2.1912002563476562,0.16345518827438354,0.11902379989624023,0.14300000667572021,0.141826331615448,0.0009871015790849924,1.1291502714157104,0.002191200153902173,0.5294117647058824,0.6923076923076923,0.8888888888888888,0.0,3.024966963637986,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_029_medium_small_compact_boxy,boxy,medium,compact,small_compact,0.23623937368392944,0.07127445936203003,0.40120425820350647,0.4619574248790741,0.005631707608699799,0.21063373982906342,0.12081325054168701,0.04935896396636963,0.09351694583892822,0.08789638429880142,0.00012887509365100414,0.12061705440282822,0.00021063373424112797,0.9594594594594594,0.9793103448275862,0.04225352112676056,0.0,0.09583273979729982,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_030_medium_medium_balanced_boxy,boxy,medium,balanced,medium_balanced,0.33113643527030945,0.18578697741031647,0.47648587822914124,1.5699491500854492,1.060142159461975,0.10388553887605667,0.10248744487762451,0.10124677419662476,0.10837823152542114,0.10403748601675034,4.738271309179254e-05,0.03752398490905762,0.00010388554073870182,0.8477157360406091,0.9175824175824175,0.17964071856287425,0.0,0.18283407832410434,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_031_medium_large_wide_boxy,boxy,medium,wide,large_wide,0.2183937281370163,0.06613651663064957,0.37065091729164124,0.265849769115448,0.17804093658924103,0.17680320143699646,0.09732246398925781,0.06245112419128418,0.08365452289581299,0.08114270120859146,6.541144102811813e-05,0.04344646632671356,0.00017680320888757706,0.99,0.9949748743718593,0.010101010101010102,0.0,0.0405968844715268,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_032_medium_elongated_boxy,boxy,medium,narrow,elongated,1.3262895345687866,0.5655753016471863,2.087003707885742,1.8979181051254272,1.1859182119369507,1.7187148332595825,0.5169737339019775,0.38945508003234863,0.4639549255371094,0.4567945897579193,0.0005712967831641436,0.33609041571617126,0.0017187148332595825,0.8994413407821229,0.9470588235294117,0.09876543209876543,0.0,0.41119085993305166,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_037_shallow_small_compact_LD_dominant,LD_dominant,shallow,compact,small_compact,0.5018324255943298,0.08845647424459457,0.9152083396911621,0.0,0.0,0.4048575758934021,0.22563081979751587,0.33583617210388184,0.05490744113922119,0.2054581493139267,0.00021211376588325948,0.4515550434589386,0.0004048575647175312,0.98,0.98989898989899,0.02040816326530612,0.0,0.469579457169627,True,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_038_shallow_medium_balanced_LD_dominant,LD_dominant,shallow,balanced,medium_balanced,0.6530910730361938,0.4282175600528717,0.8779645562171936,3.681508779525757,2.200225830078125,0.30659720301628113,0.3508215546607971,0.030981242656707764,0.19867032766342163,0.19349104166030884,0.00011426450510043651,0.18711550533771515,0.0003065972123295069,0.5641025641025641,0.7213114754098361,0.4358974358974359,0.0,0.3422394224501557,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_039_shallow_large_wide_LD_dominant,LD_dominant,shallow,wide,large_wide,0.17285120487213135,0.14981220662593842,0.19589018821716309,0.8739158511161804,0.062539242208004,0.44939470291137695,0.08297419548034668,0.010790586471557617,0.03669661283493042,0.04348713159561157,0.00020394173043314368,0.2713488042354584,0.0004493946908041835,0.9707792207792207,0.985172981878089,0.030100334448160536,0.0,0.31664772028281996,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_040_shallow_elongated_LD_dominant,LD_dominant,shallow,narrow,elongated,0.1344051957130432,0.08179483562707901,0.1870155781507492,0.026073306798934937,0.9535132050514221,0.04403397813439369,0.06763589382171631,0.01314234733581543,0.04260760545730591,0.04112861678004265,1.653229264775291e-05,0.019552502781152725,4.403397906571627e-05,0.8365384615384616,0.9109947643979057,0.19540229885057472,0.0,0.16568568480128715,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_041_medium_small_compact_LD_dominant,LD_dominant,medium,compact,small_compact,0.4196871221065521,0.13416600227355957,0.7052082419395447,0.20747631788253784,1.548429012298584,0.03699725493788719,0.2492159605026245,0.19854044914245605,0.030834555625915527,0.15953032672405243,5.2438084821915254e-05,0.050741806626319885,3.699725493788719e-05,0.8214285714285714,0.9019607843137255,0.21739130434782608,0.0,0.2701735903242002,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_042_medium_medium_balanced_LD_dominant,LD_dominant,medium,balanced,medium_balanced,0.11268317699432373,0.058083754032850266,0.1672825962305069,0.05432218313217163,0.23028162121772766,0.1742485910654068,0.06373584270477295,0.03533065319061279,0.01392287015914917,0.03766312077641487,8.222663745982572e-05,0.06732571870088577,0.0001742485910654068,0.9644970414201184,0.9819277108433735,0.03680981595092025,0.0,0.09277199071433274,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_043_medium_large_wide_LD_dominant,LD_dominant,medium,wide,large_wide,0.11250079423189163,0.10602303594350815,0.11897856742143631,0.31301194429397583,0.47439897060394287,0.24707964062690735,0.03316450119018555,0.041336774826049805,0.005883693695068359,0.02679499052464962,0.00012392940698191524,0.08510488271713257,0.0002470796462148428,0.9820971867007673,0.9909677419354839,0.01282051282051282,0.0,0.07006194429398765,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_044_medium_elongated_LD_dominant,LD_dominant,medium,narrow,elongated,0.14410945773124695,0.14229346811771393,0.14592546224594116,0.16294606029987335,0.48098528385162354,0.4477742910385132,0.0550847053527832,0.032448530197143555,0.01112055778503418,0.03288459777832031,0.0002109526831191033,0.12830950319766998,0.0004477743059396744,0.9518072289156626,0.9753086419753086,0.05063291139240506,0.0,0.18725427270556674,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_045_deep_small_compact_LD_dominant,LD_dominant,deep,compact,small_compact,0.5975385308265686,0.3331071734428406,0.8619698882102966,2.5343728065490723,1.2926822900772095,0.46185311675071716,0.32130467891693115,0.17665088176727295,0.08286422491073608,0.19360660016536713,0.00026196951512247324,0.12393102049827576,0.00046185310930013657,0.7222222222222222,0.8387096774193549,0.38461538461538464,0.0,0.21017534053423947,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_047_deep_large_wide_LD_dominant,LD_dominant,deep,wide,large_wide,0.1298191100358963,0.12320347875356674,0.13643473386764526,0.7747728228569031,0.9501241445541382,0.05048280581831932,0.04795396327972412,0.04237544536590576,0.0026036500930786133,0.030977686867117882,2.979029704874847e-05,0.011530653573572636,5.048280581831932e-05,0.9313131313131313,0.9644351464435147,0.06868686868686869,0.0,0.07640695358744969,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_048_deep_elongated_LD_dominant,LD_dominant,deep,narrow,elongated,0.14198605716228485,0.15345436334609985,0.13051773607730865,1.2756493091583252,0.35932475328445435,0.2663922607898712,0.050676941871643066,0.027095913887023926,0.010457158088684082,0.02941000461578369,0.0001280682918149978,0.045439355075359344,0.0002663922496140003,0.9563492063492064,0.9776876267748479,0.012096774193548387,0.0,0.05298209066565299,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_049_shallow_small_compact_WD_dominant,WD_dominant,shallow,compact,small_compact,0.11967898160219193,0.08264311403036118,0.15671485662460327,0.656274139881134,0.13386225700378418,0.17129211127758026,0.008036613464355469,0.06502735614776611,0.02940279245376587,0.03415558859705925,7.714394450886175e-05,0.1624370962381363,0.00017129210755228996,0.9074074074074074,0.9514563106796117,0.10204081632653061,0.0,0.2604878391278875,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_050_shallow_medium_balanced_WD_dominant,WD_dominant,shallow,balanced,medium_balanced,0.1785540133714676,0.15814343094825745,0.19896458089351654,0.5727652311325073,0.41705742478370667,0.4411942660808563,0.06503874063491821,0.0683058500289917,0.0021889209747314453,0.04517783597111702,0.0002101676946040243,0.3404128849506378,0.00044119427911937237,0.9069767441860465,0.9512195121951219,0.10256410256410256,0.0,0.45212632311577927,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_051_shallow_large_wide_WD_dominant,WD_dominant,shallow,wide,large_wide,0.6454017162322998,0.5361640453338623,0.7546394467353821,0.8488390445709229,1.5130964517593384,1.7310943603515625,0.13731378316879272,0.2894474267959595,0.07662439346313477,0.16779519617557526,0.0007835695869289339,1.0311954021453857,0.001731094322167337,0.9036544850498339,0.9493891797556719,0.09,0.0,0.8553465048188558,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_052_shallow_elongated_WD_dominant,WD_dominant,shallow,narrow,elongated,0.12751667201519012,0.11443894356489182,0.14059440791606903,0.17538852989673615,1.352751612663269,0.02107711136341095,0.00493466854095459,0.05489850044250488,0.03148758411407471,0.030440250411629677,1.0568028301349841e-05,0.012362457811832428,2.1077110432088375e-05,0.8130841121495327,0.8969072164948454,0.22988505747126436,0.0,0.21071598831631239,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_053_medium_small_compact_WD_dominant,WD_dominant,medium,compact,small_compact,0.08638254553079605,0.07096599787473679,0.10179910063743591,0.23813359439373016,0.09329663217067719,0.23451587557792664,0.017188191413879395,0.04013395309448242,0.010520756244659424,0.02261430025100708,0.00010837936861207709,0.1037306934595108,0.00023451587185263634,0.9583333333333334,0.9787234042553191,0.043478260869565216,0.0,0.1372042263413815,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_054_medium_medium_balanced_WD_dominant,WD_dominant,medium,balanced,medium_balanced,0.401355504989624,0.24041910469532013,0.5622919201850891,0.14486350119113922,1.0130088329315186,0.7206022143363953,0.22773027420043945,0.07878255844116211,0.07118332386016846,0.12589871883392334,0.000380218552891165,0.3079238533973694,0.0007206022273749113,0.8716577540106952,0.9314285714285714,0.147239263803681,0.0,0.45719550762967687,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,test,,,,rbc_pilot_055_medium_large_wide_WD_dominant,WD_dominant,medium,wide,large_wide,0.47001609206199646,0.694056510925293,0.24597567319869995,2.9999985694885254,1.9126460552215576,1.7887053489685059,0.08685564994812012,0.07962822914123535,0.001417398452758789,0.055967092514038086,0.0008543645963072777,0.5803165435791016,0.0017887053545564413,0.814968814968815,0.8980526918671249,0.22704081632653061,0.0,0.9463066021681356,True,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,val,,,,rbc_pilot_058_deep_medium_balanced_WD_dominant,WD_dominant,deep,balanced,medium_balanced,0.26351162791252136,0.12967680394649506,0.3973464071750641,1.2288577556610107,0.6517395377159119,0.06974209100008011,0.03792107105255127,0.13867318630218506,0.08290886878967285,0.08650103956460953,8.515142690157518e-05,0.03585958853363991,6.974209100008011e-05,0.9461883408071748,0.9723502304147466,0.0182648401826484,0.0,0.03006312965928788,False,labels used only for diagnostic evaluation
per_sample,lssvm_rbf_alpha_0p1_gamma_0p00171821,LS-SVM-like-RBF,train,,,,rbc_pilot_059_deep_large_wide_WD_dominant,WD_dominant,deep,wide,large_wide,0.10247951000928879,0.132664754986763,0.07229424268007278,0.5102008581161499,0.9490903615951538,0.15923845767974854,0.0027953386306762695,0.03063833713531494,0.013782858848571777,0.015738844871520996,8.671411342220381e-05,0.03319788724184036,0.00015923846513032913,0.9414141414141414,0.9698231009365245,0.05858585858585859,0.0,0.09628994761282388,False,labels used only for diagnostic evaluation
