seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,predicted_component_count_is_3,extra_fragment_flag,third_largest_component_area_ratio,min_component_distance,min_component_distance_bin,distance_bin,source_pack,union_mask_area,union_mask_area_bin
42,0,v3_sample_128,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7847826086956522,0.879415347137637,0.04738154613466334,1.179308068552808,420,401,0,0.04398331791162491,0.12493807077407837,0.16892138123512268,0.0,0.9999966621398926,0.051501356065273285,3,3,0,0,0,0,0,0.36904761904761907,0.32142857142857145,1.0,multi_defect_pilot_gate_only,1,0,0.30952380952380953,0.01681071087134628,medium,medium,pilot_v3,401,small
42,1,v4_topup_003,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7855711422845691,0.8799102132435466,0.01583710407239819,1.8445392776124827,449,442,0,0.035471111536026,0.1405993103981018,0.1760704219341278,0.0,0.9999983310699463,0.056476183235645294,3,3,0,0,0,0,0,0.34966592427616927,0.33184855233853006,1.0,multi_defect_pilot_gate_only,1,0,0.3184855233853007,0.013102843202908292,near,near,pilot_v4_topup,442,medium
42,2,v4_topup_030,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8590308370044053,0.9241706161137441,0.028846153846153848,2.1584840505139735,428,416,0,0.021430786699056625,0.10106992721557617,0.1225007176399231,0.0,0.999996542930603,0.05346934497356415,3,3,0,0,0,0,0,0.34579439252336447,0.3317757009345794,1.0,multi_defect_pilot_gate_only,1,0,0.32242990654205606,0.01701277461203786,medium,medium,pilot_v4_topup,416,medium
42,3,v3_sample_219,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8159509202453987,0.8986486486486487,0.013605442176870748,1.6000746577388447,447,441,0,0.02698933333158493,0.13160699605941772,0.15859633684158325,0.0,0.9999794960021973,0.055717676877975464,3,3,0,0,0,0,0,0.3422818791946309,0.3288590604026846,1.0,multi_defect_pilot_gate_only,1,0,0.3288590604026846,0.012903487900563941,near,near,pilot_v3,441,medium
42,4,v3_sample_163,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8682352941176471,0.929471032745592,0.09498680738786279,1.7738778061022238,415,379,0,0.021223345771431923,0.08665323257446289,0.10787657648324966,0.0,0.9999797344207764,0.05127981677651405,3,3,0,0,0,0,0,0.363855421686747,0.327710843373494,1.0,multi_defect_pilot_gate_only,1,0,0.30843373493975906,0.01681071087134628,medium,medium,pilot_v3,379,small
42,5,v4_topup_091,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8114754098360656,0.8959276018099548,0.04424778761061947,0.7416647494222895,432,452,0,0.033474456518888474,0.11398941278457642,0.1474638730287552,0.0,0.9999966621398926,0.05366195738315582,3,3,0,0,0,0,0,0.36342592592592593,0.3194444444444444,1.0,multi_defect_pilot_gate_only,1,0,0.31712962962962965,0.01701277461203786,medium,medium,pilot_v4_topup,452,large
42,6,v3_sample_190,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7909836065573771,0.8832951945080092,0.08333333333333333,2.2544232083535456,418,456,0,0.033367667347192764,0.11787670850753784,0.1512443721294403,0.0,0.9999995231628418,0.05184035748243332,3,3,0,0,0,0,0,0.3684210526315789,0.3277511961722488,1.0,multi_defect_pilot_gate_only,1,0,0.3038277511961722,0.02161226503631676,far,far,pilot_v3,456,large
42,7,v4_topup_122,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7494692144373672,0.8567961165048543,0.0196078431372549,1.8296424041650474,416,408,0,0.03282742202281952,0.16179674863815308,0.1946241706609726,0.0,0.9995912909507751,0.05365794897079468,3,3,0,0,0,0,0,0.35336538461538464,0.3269230769230769,1.0,multi_defect_pilot_gate_only,1,0,0.31971153846153844,0.013102843202908292,near,near,pilot_v4_topup,408,small
42,8,v4_topup_039,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7803347280334728,0.8766157461809636,0.021377672209026127,1.02842483724464,430,421,0,0.039227504283189774,0.13034754991531372,0.1695750504732132,0.0,0.9999977350234985,0.05334992706775665,3,3,0,0,0,0,0,0.36046511627906974,0.3209302325581395,1.0,multi_defect_pilot_gate_only,1,0,0.3186046511627907,0.01310284320290829,near,near,pilot_v4_topup,421,medium
42,9,v4_topup_086,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8200455580865603,0.9011264080100125,0.125,0.4802024004342388,423,376,0,0.032235316932201385,0.10695308446884155,0.13918840885162354,0.0,0.9999991655349731,0.05239739641547203,3,3,0,0,0,0,0,0.3640661938534279,0.3191489361702128,1.0,multi_defect_pilot_gate_only,1,0,0.31678486997635935,0.01310284320290829,near,near,pilot_v4_topup,376,small
42,10,v4_topup_118,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8759842519685039,0.9338929695697796,0.06300813008130081,1.4702011110456858,461,492,0,0.025063466280698776,0.07924854755401611,0.10431201756000519,0.0,1.0,0.05686122924089432,3,3,0,0,0,0,0,0.34490238611713664,0.3297180043383948,1.0,multi_defect_pilot_gate_only,1,0,0.32537960954446854,0.021842584554031142,far,far,pilot_v4_topup,492,large
42,11,v3_sample_214,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8550420168067226,0.9218573046432617,0.05077262693156733,3.1541131253655696,430,453,0,0.020805714651942253,0.09715026617050171,0.11795598268508911,0.0,0.9999996423721313,0.05358164757490158,3,3,0,0,0,0,0,0.3697674418604651,0.3372093023255814,1.0,multi_defect_pilot_gate_only,1,0,0.2930232558139535,0.02161226503631676,far,far,pilot_v3,453,large
42,12,v3_sample_223,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8418604651162791,0.9141414141414141,0.08970976253298153,1.89054835284717,413,379,0,0.02362043224275112,0.11213606595993042,0.1357564926147461,0.0,0.9999133348464966,0.05205853283405304,3,3,0,0,0,0,0,0.36561743341404357,0.324455205811138,1.0,multi_defect_pilot_gate_only,1,0,0.3099273607748184,0.01681071087134628,medium,medium,pilot_v3,379,small
42,13,v3_sample_069,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.812133072407045,0.896328293736501,0.05052631578947368,3.3449940563170233,451,475,0,0.03064432181417942,0.11642831563949585,0.14707264304161072,2.5499881054982366e-37,0.9999971389770508,0.05576074868440628,3,3,0,0,0,0,0,0.352549889135255,0.328159645232816,1.0,multi_defect_pilot_gate_only,1,0,0.31929046563192903,0.02161226503631676,far,far,pilot_v3,475,large
42,14,v3_sample_108,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7898989898989899,0.8826185101580135,0.09462365591397849,0.8637575495793318,421,465,0,0.03822910413146019,0.12349337339401245,0.16172248125076294,0.0,0.9999991655349731,0.052246253937482834,3,3,0,0,0,0,0,0.36342042755344417,0.33966745843230406,1.0,multi_defect_pilot_gate_only,1,0,0.29691211401425177,0.02161226503631676,far,far,pilot_v3,465,large
