seed,source_index,sample_id,split,component_types,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,component_count_error,predicted_component_count_is_2,missed_component_flag,merged_component_flag,split_component_flag,largest_component_area_ratio,second_largest_component_area_ratio,component_recall_heuristic,notes,predicted_component_count_is_3,extra_fragment_flag,third_largest_component_area_ratio,min_component_distance,min_component_distance_bin,distance_bin,source_pack,union_mask_area,union_mask_area_bin
42,15,v3_sample_141,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7560975609756098,0.8611111111111112,0.05714285714285714,2.6498916804126393,444,420,0,0.050326861441135406,0.15335392951965332,0.20368078351020813,0.0,0.9999998807907104,0.0552002415060997,3,3,0,0,0,0,0,0.3536036036036036,0.3333333333333333,1.0,multi_defect_pilot_gate_only,1,0,0.3130630630630631,0.02161226503631676,far,far,pilot_v3,420,medium
42,16,v3_sample_139,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7922077922077922,0.8840579710144928,0.03940886699507389,1.025026283871724,422,406,0,0.031488388776779175,0.13134992122650146,0.16283831000328064,0.0,0.9999995231628418,0.053234778344631195,3,3,0,0,0,0,0,0.35545023696682465,0.33649289099526064,1.0,multi_defect_pilot_gate_only,1,0,0.3080568720379147,0.01681071087134628,medium,medium,pilot_v3,406,small
42,17,v3_sample_199,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8156182212581344,0.8984468339307049,0.06157635467980296,2.3459272639872113,431,406,0,0.0295573603361845,0.11325222253799438,0.14280958473682404,0.0,1.0,0.05427610129117966,3,3,0,0,0,0,0,0.33874709976798145,0.33874709976798145,1.0,multi_defect_pilot_gate_only,1,0,0.3225058004640371,0.01681071087134628,medium,medium,pilot_v3,406,small
42,18,v3_sample_224,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7653061224489796,0.8670520231213873,0.0023148148148148147,2.027148023509639,433,432,0,0.04003201425075531,0.14390438795089722,0.18393640220165253,0.0,0.9999970197677612,0.05432673543691635,3,3,0,0,0,0,0,0.3464203233256351,0.3394919168591224,1.0,multi_defect_pilot_gate_only,1,0,0.3140877598152425,0.01681071087134628,medium,medium,pilot_v3,432,medium
42,19,v4_topup_085,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.719626168224299,0.8369565217391305,0.19960861056751467,3.3731970753876905,409,511,0,0.07801051437854767,0.17246925830841064,0.2504797577857971,0.0,0.9999991655349731,0.052487488836050034,3,3,0,0,0,0,0,0.35207823960880197,0.34474327628361856,1.0,multi_defect_pilot_gate_only,1,0,0.30317848410757947,0.013102843202908292,near,near,pilot_v4_topup,511,large
42,20,v4_topup_038,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8766519823788547,0.9342723004694836,0.027777777777777776,0.33634500340910856,420,432,0,0.017157331109046936,0.08909934759140015,0.10625667870044708,0.0,0.9999918937683105,0.052993886172771454,3,3,0,0,0,0,0,0.3476190476190476,0.34523809523809523,1.0,multi_defect_pilot_gate_only,1,0,0.30714285714285716,0.01310284320290829,near,near,pilot_v4_topup,432,medium
42,21,v4_topup_007,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8160469667318982,0.8987068965517241,0.09836065573770492,0.9431479580637739,440,488,0,0.03204631432890892,0.10749471187591553,0.13954102993011475,0.0,1.0,0.054452113807201385,3,3,0,0,0,0,0,0.35454545454545455,0.3431818181818182,1.0,multi_defect_pilot_gate_only,1,0,0.30227272727272725,0.01701277461203786,medium,medium,pilot_v4_topup,488,large
42,22,v4_topup_032,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7287784679089027,0.8431137724550898,0.06683168316831684,3.61862367429471,431,404,0,0.04752577096223831,0.15487366914749146,0.20239943265914917,0.0,0.9999998807907104,0.0536489263176918,3,3,0,0,0,0,0,0.3433874709976798,0.33410672853828305,1.0,multi_defect_pilot_gate_only,1,0,0.3225058004640371,0.01701277461203786,medium,medium,pilot_v4_topup,404,small
42,23,v3_sample_109,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7521739130434782,0.858560794044665,0.05089058524173028,0.943005724219028,413,393,0,0.03933332860469818,0.15922480821609497,0.19855813682079315,0.0,0.999984860420227,0.05231402441859245,3,3,0,0,0,0,0,0.3704600484261501,0.324455205811138,1.0,multi_defect_pilot_gate_only,1,0,0.3050847457627119,0.012903487900563941,near,near,pilot_v3,393,small
42,24,v4_topup_082,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7270992366412213,0.8419889502762431,0.0066518847006651885,4.49384473158594,454,451,0,0.0720694288611412,0.1540166139602661,0.22608605027198792,0.0,1.0,0.055838290601968765,3,3,0,0,0,0,0,0.3524229074889868,0.32599118942731276,1.0,multi_defect_pilot_gate_only,1,0,0.32158590308370044,0.021842584554031146,far,far,pilot_v4_topup,451,large
42,25,v4_topup_090,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7825159914712153,0.8779904306220095,0.10050251256281408,2.7768082364055853,438,398,0,0.03172752261161804,0.1462458372116089,0.17797335982322693,0.0,0.9999864101409912,0.05453537404537201,3,3,0,0,0,0,0,0.3378995433789954,0.3378995433789954,1.0,multi_defect_pilot_gate_only,1,0,0.3242009132420091,0.01701277461203786,medium,medium,pilot_v4_topup,398,small
42,26,v4_topup_093,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8522483940042827,0.9202312138728324,0.03409090909090909,1.9140456472608258,425,440,0,0.020246393978595734,0.10234862565994263,0.12259501963853836,0.0,0.9999940395355225,0.053420890122652054,3,3,0,0,0,0,0,0.3835294117647059,0.31058823529411766,1.0,multi_defect_pilot_gate_only,1,0,0.3058823529411765,0.021842584554031146,far,far,pilot_v4_topup,440,medium
42,27,v4_topup_012,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.75,0.8571428571428571,0.005,1.7681709074712144,398,400,0,0.04078832268714905,0.14263594150543213,0.18342426419258118,0.0,1.0,0.04996885731816292,3,3,0,0,0,0,0,0.3492462311557789,0.3442211055276382,1.0,multi_defect_pilot_gate_only,1,0,0.3065326633165829,0.021842584554031146,far,far,pilot_v4_topup,400,small
42,28,v3_sample_101,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7720430107526882,0.8713592233009708,0.12371134020618557,2.681973117258512,436,388,0,0.03268606215715408,0.14489108324050903,0.17757713794708252,0.0,0.9999270439147949,0.05463263764977455,3,3,0,0,0,0,0,0.3623853211009174,0.3211009174311927,1.0,multi_defect_pilot_gate_only,1,0,0.3165137614678899,0.01681071087134628,medium,medium,pilot_v3,388,small
42,29,v4_topup_219,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7647058823529411,0.8666666666666667,0.04195804195804196,1.2231621647638464,411,429,0,0.04696107655763626,0.14255070686340332,0.18951177597045898,0.0,0.9999828338623047,0.05155758559703827,3,3,0,0,0,0,0,0.36009732360097324,0.3236009732360097,1.0,multi_defect_pilot_gate_only,1,0,0.31630170316301703,0.01310284320290829,near,near,pilot_v4_topup,429,medium
42,30,v4_topup_196,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.8114406779661016,0.895906432748538,0.04794520547945205,1.1167585079705888,417,438,0,0.02835867926478386,0.11063748598098755,0.1389961689710617,0.0,0.9999707937240601,0.05223584920167923,3,3,0,0,0,0,0,0.354916067146283,0.328537170263789,1.0,multi_defect_pilot_gate_only,1,0,0.31654676258992803,0.01310284320290829,near,near,pilot_v4_topup,438,medium
42,31,v3_sample_032,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.8008213552361396,0.8893956670467503,0.011467889908256881,1.5810336859454748,441,436,0,0.04197385162115097,0.11333632469177246,0.15531018376350403,0.0,1.0,0.05467399209737778,3,3,0,0,0,0,0,0.34467120181405897,0.3310657596371882,1.0,multi_defect_pilot_gate_only,1,0,0.3242630385487528,0.01681071087134628,medium,medium,pilot_v3,436,medium
42,32,v4_topup_043,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8220973782771536,0.9023638232271326,0.16760828625235405,0.84880628255291,442,531,0,0.04754341393709183,0.09864276647567749,0.14618617296218872,0.0,1.0,0.05430375039577484,3,3,0,0,0,0,0,0.3393665158371041,0.332579185520362,1.0,multi_defect_pilot_gate_only,1,0,0.32805429864253394,0.01701277461203786,medium,medium,pilot_v4_topup,531,large
42,33,v4_topup_021,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8146551724137931,0.8978622327790974,0.05365853658536585,1.813832001047665,432,410,0,0.024437330663204193,0.10965609550476074,0.13409343361854553,0.0,0.999998927116394,0.05349620431661606,3,3,0,0,0,0,0,0.36342592592592593,0.3333333333333333,1.0,multi_defect_pilot_gate_only,1,0,0.30324074074074076,0.021842584554031142,far,far,pilot_v4_topup,410,small
42,34,v3_sample_040,train,rotated_rect+rotated_rect+rotated_rect,0.6,0.7764227642276422,0.8741418764302059,0.06637168141592921,2.179872684878852,422,452,0,0.04174290597438812,0.13055884838104248,0.1723017543554306,0.0,0.9999951124191284,0.05284629762172699,3,3,0,0,0,0,0,0.36255924170616116,0.3222748815165877,1.0,multi_defect_pilot_gate_only,1,0,0.31516587677725116,0.012903487900563941,near,near,pilot_v3,452,large
42,35,v3_sample_234,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7180451127819549,0.8358862144420132,0.12704918032786885,0.9691036197379181,426,488,0,0.05043696612119675,0.16786634922027588,0.21830332279205322,0.0,0.9999974966049194,0.054402563720941544,3,3,0,0,0,0,0,0.3568075117370892,0.3333333333333333,1.0,multi_defect_pilot_gate_only,1,0,0.30985915492957744,0.01681071087134628,medium,medium,pilot_v3,488,large
42,36,v3_sample_130,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.787321063394683,0.8810068649885584,0.08333333333333333,1.6523383015010726,418,456,0,0.03184716776013374,0.11412280797958374,0.14596997201442719,0.0,0.9999997615814209,0.05206167325377464,3,3,0,0,0,0,0,0.3684210526315789,0.32057416267942584,1.0,multi_defect_pilot_gate_only,1,0,0.31100478468899523,0.02161226503631676,far,far,pilot_v3,456,large
42,37,v3_sample_155,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8111111111111111,0.8957055214723927,0.045563549160671464,2.291066245456059,398,417,0,0.03129391744732857,0.11057072877883911,0.14186464250087738,0.0,0.9999995231628418,0.04957965388894081,3,3,0,0,0,0,0,0.3492462311557789,0.3316582914572864,1.0,multi_defect_pilot_gate_only,1,0,0.31909547738693467,0.02161226503631676,far,far,pilot_v3,417,medium
42,38,v3_sample_013,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8297872340425532,0.9069767441860465,0.15,1.5795086961036366,414,360,0,0.028514277189970016,0.11989378929138184,0.14840807020664215,0.0,0.999961256980896,0.0520375519990921,3,3,0,0,0,0,0,0.3671497584541063,0.3164251207729469,1.0,multi_defect_pilot_gate_only,1,0,0.3164251207729469,0.012903487900563941,near,near,pilot_v3,360,small
42,39,v4_topup_167,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8728448275862069,0.9321058688147296,0.025,1.448483147544246,429,440,0,0.018272075802087784,0.0852540135383606,0.10352608561515808,0.0,0.9999998807907104,0.05391746386885643,3,3,0,0,0,0,0,0.38694638694638694,0.34498834498834496,1.0,multi_defect_pilot_gate_only,1,0,0.2680652680652681,0.021842584554031146,far,far,pilot_v4_topup,440,medium
42,40,v3_sample_227,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8158995815899581,0.8986175115207373,0.06175771971496437,3.8597905966379806,447,421,0,0.03264722600579262,0.11073273420333862,0.14337995648384094,0.0,1.0,0.0557592548429966,3,3,0,0,0,0,0,0.3422818791946309,0.3288590604026846,1.0,multi_defect_pilot_gate_only,1,0,0.3288590604026846,0.02161226503631676,far,far,pilot_v3,421,medium
42,41,v3_sample_198,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.835820895522388,0.9105691056910569,0.056433408577878104,1.4005736985550965,418,443,0,0.023317735642194748,0.09348410367965698,0.11680184304714203,0.0,0.9999923706054688,0.05224493891000748,3,3,0,0,0,0,0,0.37320574162679426,0.3229665071770335,1.0,multi_defect_pilot_gate_only,1,0,0.3038277511961722,0.01681071087134628,medium,medium,pilot_v3,443,medium
42,42,v4_topup_053,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8550420168067226,0.9218573046432617,0.03777777777777778,1.6083504155916735,433,450,0,0.027062341570854187,0.08410203456878662,0.11116437613964081,0.0,1.0,0.05394597351551056,3,3,0,0,0,0,0,0.3418013856812933,0.3325635103926097,1.0,multi_defect_pilot_gate_only,1,0,0.325635103926097,0.01701277461203786,medium,medium,pilot_v4_topup,450,large
42,43,v3_sample_185,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.707843137254902,0.8289322617680827,0.011547344110854504,1.3241284454321547,438,433,0,0.05129289627075195,0.17415004968643188,0.22544294595718384,0.0,0.9999972581863403,0.05494826287031174,3,3,0,0,0,0,0,0.3607305936073059,0.3378995433789954,1.0,multi_defect_pilot_gate_only,1,0,0.3013698630136986,0.01681071087134628,medium,medium,pilot_v3,433,medium
42,44,v3_sample_206,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8161434977578476,0.8987654320987655,0.03007518796992481,1.127138309524273,411,399,0,0.020503025501966476,0.11491483449935913,0.1354178637266159,0.0,0.9999499320983887,0.05211472883820534,3,3,0,0,0,0,0,0.36253041362530414,0.3284671532846715,1.0,multi_defect_pilot_gate_only,1,0,0.30900243309002434,0.012903487900563941,near,near,pilot_v3,399,small
42,45,v4_topup_019,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7690802348336595,0.8694690265486725,0.1322314049586777,0.3941648703018657,420,484,0,0.04011484235525131,0.12995696067810059,0.1700718104839325,0.0,0.9999641180038452,0.052226271480321884,3,3,0,0,0,0,0,0.36666666666666664,0.32142857142857145,1.0,multi_defect_pilot_gate_only,1,0,0.3119047619047619,0.01701277461203786,medium,medium,pilot_v4_topup,484,large
42,46,v3_sample_057,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8168724279835391,0.89920724801812,0.046460176991150445,2.381824533241334,431,452,0,0.031356725841760635,0.11615586280822754,0.14751258492469788,0.0,0.9999992847442627,0.05337708070874214,3,3,0,0,0,0,0,0.3689095127610209,0.3248259860788863,1.0,multi_defect_pilot_gate_only,1,0,0.3062645011600928,0.02161226503631676,far,far,pilot_v3,452,large
42,47,v3_sample_054,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.7769230769230769,0.8744588744588745,0.10655737704918032,2.0888266900086423,436,488,0,0.04469896852970123,0.1256231665611267,0.17032213509082794,0.0,1.0,0.05421796813607216,3,3,0,0,0,0,0,0.34174311926605505,0.3302752293577982,1.0,multi_defect_pilot_gate_only,1,0,0.32798165137614677,0.01681071087134628,medium,medium,pilot_v3,488,large
42,48,v3_sample_169,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8012958963282938,0.8896882494004796,0.12213740458015267,1.9239820495655073,441,393,0,0.02881791815161705,0.13767802715301514,0.16649594902992249,0.0,0.9999908208847046,0.054737336933612823,3,3,0,0,0,0,0,0.3424036281179138,0.3401360544217687,1.0,multi_defect_pilot_gate_only,1,0,0.31746031746031744,0.012903487900563941,near,near,pilot_v3,393,small
42,49,v3_sample_147,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.7616279069767442,0.8646864686468647,0.13729508196721313,1.987943351183942,421,488,0,0.043121449649333954,0.13669878244400024,0.1798202395439148,0.0,0.9999969005584717,0.0527658611536026,3,3,0,0,0,0,0,0.342042755344418,0.332541567695962,1.0,multi_defect_pilot_gate_only,1,0,0.3254156769596199,0.012903487900563941,near,near,pilot_v3,488,large
42,50,v4_topup_034,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8433476394849786,0.9150174621653085,0.0696629213483146,0.9860327586387332,414,445,0,0.03634259104728699,0.09611523151397705,0.13245782256126404,0.0,1.0,0.05139872804284096,3,3,0,0,0,0,0,0.37681159420289856,0.3140096618357488,1.0,multi_defect_pilot_gate_only,1,0,0.30917874396135264,0.021842584554031146,far,far,pilot_v4_topup,445,medium
42,51,v4_topup_061,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7887029288702929,0.8818713450292398,0.011627906976744186,0.8886905355683258,425,430,0,0.02989194355905056,0.12470805644989014,0.15459999442100525,0.0,0.9999710321426392,0.053393542766571045,3,3,0,0,0,0,0,0.3623529411764706,0.32235294117647056,1.0,multi_defect_pilot_gate_only,1,0,0.31529411764705884,0.01310284320290829,near,near,pilot_v4_topup,430,medium
42,52,v3_sample_045,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8163265306122449,0.898876404494382,0.14583333333333334,1.8792559383656313,410,480,0,0.02976936474442482,0.10125213861465454,0.13102149963378906,0.0,0.9999945163726807,0.051161766052246094,3,3,0,0,0,0,0,0.3804878048780488,0.3097560975609756,1.0,multi_defect_pilot_gate_only,1,0,0.3097560975609756,0.02161226503631676,far,far,pilot_v3,480,large
42,53,v3_sample_041,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.7182203389830508,0.8360049321824907,0.09020618556701031,0.40680179013328244,423,388,0,0.046240657567977905,0.1667352318763733,0.2129758894443512,0.0,0.9999997615814209,0.0531175322830677,3,3,0,0,0,0,0,0.34515366430260047,0.3333333333333333,1.0,multi_defect_pilot_gate_only,1,0,0.3215130023640662,0.01681071087134628,medium,medium,pilot_v3,388,small
42,54,v4_topup_011,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8237885462555066,0.9033816425120773,0.04950495049504951,1.384477356841239,424,404,0,0.035382308065891266,0.1023971438407898,0.13777944445610046,0.0,1.0,0.05230075493454933,3,3,0,0,0,0,0,0.37028301886792453,0.33490566037735847,1.0,multi_defect_pilot_gate_only,1,0,0.294811320754717,0.021842584554031146,far,far,pilot_v4_topup,404,small
42,55,v4_topup_110,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8293736501079914,0.9067296340023613,0.05084745762711865,1.5953193158119796,434,413,0,0.024687910452485085,0.10171890258789062,0.12640681862831116,0.0,0.9999998807907104,0.053541846573352814,3,3,0,0,0,0,0,0.3617511520737327,0.3456221198156682,1.0,multi_defect_pilot_gate_only,1,0,0.2926267281105991,0.013102843202908292,near,near,pilot_v4_topup,413,small
42,56,v4_topup_210,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.8406113537117904,0.9134045077105575,0.0661764705882353,1.8934027609832893,435,408,0,0.03905904293060303,0.09637361764907837,0.1354326605796814,0.0,1.0,0.0537811778485775,3,3,0,0,0,0,0,0.3425287356321839,0.3310344827586207,1.0,multi_defect_pilot_gate_only,1,0,0.3264367816091954,0.01701277461203786,medium,medium,pilot_v4_topup,408,small
42,57,v3_sample_031,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.8065934065934066,0.8929440389294404,0.0916030534351145,0.19379184922810194,429,393,0,0.030285410583019257,0.12123876810073853,0.15152418613433838,0.0,0.9999985694885254,0.05379670858383179,3,3,0,0,0,0,0,0.3706293706293706,0.32167832167832167,1.0,multi_defect_pilot_gate_only,1,0,0.3076923076923077,0.01681071087134628,medium,medium,pilot_v3,393,small
42,58,v4_topup_146,train,rectangular_notch+rectangular_notch+rotated_rect,0.6,0.771689497716895,0.8711340206185567,0.06933333333333333,1.6369383898739687,401,375,0,0.03207909315824509,0.15666252374649048,0.18874162435531616,0.0,0.9998904466629028,0.050837449729442596,3,3,0,0,0,0,0,0.35910224438902744,0.3266832917705736,1.0,multi_defect_pilot_gate_only,1,0,0.314214463840399,0.01310284320290829,near,near,pilot_v4_topup,375,small
42,59,v3_sample_027,train,rectangular_notch+rotated_rect+rotated_rect,0.6,0.6719858156028369,0.8038176033934252,0.06762295081967214,2.994021868530589,455,488,0,0.06601779162883759,0.2110927700996399,0.27711057662963867,0.0,0.9999889135360718,0.058637239038944244,3,3,0,0,0,0,0,0.35824175824175825,0.33406593406593404,1.0,multi_defect_pilot_gate_only,1,0,0.3076923076923077,0.012903487900563941,near,near,pilot_v3,488,large
42,60,v3_sample_133,train,rectangular_notch+rectangular_notch+rectangular_notch,0.6,0.8083140877598153,0.8939974457215837,0.175,1.8106674973577377,423,360,0,0.030254274606704712,0.13408029079437256,0.16433456540107727,0.0,0.9998817443847656,0.05289995297789574,3,3,0,0,0,0,0,0.35933806146572106,0.3262411347517731,1.0,multi_defect_pilot_gate_only,1,0,0.3144208037825059,0.012903487900563941,near,near,pilot_v3,360,small
