candidate,seed,split,group_type,group,threshold,n,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite,macro_area_composite
current_mask_boundary_baseline,42,test,overall,all,0.9,200,0.3381314334236054,0.48115383481656493,0.2885821172668118,1.2594384817368907,2,110,90,0.5307031509733585,0.5312400613714823
current_mask_boundary_baseline,42,test,area_bin,small,0.9,67,0.2829465254789291,0.4144555577537016,0.42286901999619925,1.2442398859904362,2,16,51,0.2745330632364314,0.5312400613714823
current_mask_boundary_baseline,42,test,area_bin,medium,0.9,66,0.33788391158767805,0.48474898638627995,0.18401075697771901,1.358855125578967,0,40,26,0.6386221409962389,0.5312400613714823
current_mask_boundary_baseline,42,test,area_bin,large,0.9,67,0.39356016884844897,0.5443106192883657,0.25730580825503807,1.176250574721107,0,54,13,0.6805649798817766,0.5312400613714823
current_mask_boundary_baseline,42,test,signal_bin,low_signal,0.9,67,0.2631872105763425,0.39387724235771837,0.3821122200526752,1.3473872945858882,2,39,28,0.2749522328813856,0.5312400613714823
current_mask_boundary_baseline,42,test,signal_bin,non_low_signal,0.9,133,0.3758852900459108,0.525120238536435,0.2414654489461137,1.2164559792167038,0,71,62,0.6595400796362321,0.5312400613714823
current_mask_boundary_baseline,42,test,defect_type,multi_defect,0.9,62,0.32409883237876286,0.4707085740968916,0.28449975510758035,1.427358364866626,0,41,21,0.5103076513680742,0.5312400613714823
current_mask_boundary_baseline,42,test,defect_type,polygon,0.9,75,0.3100557908920395,0.4446594006602749,0.3606675981673671,1.1556006171676803,2,31,44,0.39404759338494727,0.5312400613714823
current_mask_boundary_baseline,42,test,defect_type,rotated_rect,0.9,63,0.38536467873547336,0.5348790526950015,0.2067836313355531,1.2145040588719505,0,38,25,0.7134601000949217,0.5312400613714823
current_mask_boundary_baseline,123,test,overall,all,0.9,200,0.33481778631182135,0.4770866089434564,0.2768729799059569,1.2359909240034117,2,135,65,0.535031415349321,0.5353124163556142
current_mask_boundary_baseline,123,test,area_bin,small,0.9,67,0.28601383984293016,0.4151426021105619,0.3119085982099319,1.185309065763767,2,24,43,0.38924784374356025,0.5353124163556142
current_mask_boundary_baseline,123,test,area_bin,medium,0.9,66,0.33083965555717293,0.4748657955225409,0.21419283346544216,1.3449768903806354,0,51,15,0.5915126176142717,0.5353124163556142
current_mask_boundary_baseline,123,test,area_bin,large,0.9,67,0.3875404884494707,0.5412182827282975,0.30358198346875764,1.1778005807896825,0,60,7,0.6251767877090106,0.5353124163556142
current_mask_boundary_baseline,123,test,signal_bin,low_signal,0.9,67,0.24247299009744105,0.36789091644875016,0.3411298495983581,1.3705725410809884,2,45,22,0.2692340569478331,0.5353124163556142
current_mask_boundary_baseline,123,test,signal_bin,non_low_signal,0.9,133,0.3813373453070355,0.53209496531297,0.24450297788046157,1.1702179532512127,0,90,43,0.6689293327395439,0.5353124163556142
current_mask_boundary_baseline,123,test,defect_type,multi_defect,0.9,62,0.326203561167604,0.47059650491556865,0.29197471535901715,1.4410524499121933,0,49,13,0.5048253507241556,0.5353124163556142
current_mask_boundary_baseline,123,test,defect_type,polygon,0.9,75,0.31033874669077255,0.4431019916002157,0.2977512503658381,1.1078067685235036,2,40,35,0.4556894879251501,0.5353124163556142
current_mask_boundary_baseline,123,test,defect_type,rotated_rect,0.9,63,0.37243699155817267,0.5239315732366643,0.23715587065864227,1.1827151897762502,0,46,17,0.6592126941361947,0.5353124163556142
current_mask_boundary_baseline,2026,test,overall,all,0.9,200,0.34433258589889326,0.48535494072670915,0.3001439323416015,1.2513895769044756,0,99,98,0.5295435942840009,0.5301276696191851
current_mask_boundary_baseline,2026,test,area_bin,small,0.9,67,0.28818945558932346,0.4158201242491061,0.48835381678098344,1.3614343262430448,0,11,54,0.21565576305744616,0.5301276696191851
current_mask_boundary_baseline,2026,test,area_bin,medium,0.9,66,0.3444009164641947,0.4916120508057043,0.18907023061389674,1.1959990899671207,0,37,29,0.6469427366560023,0.5301276696191851
current_mask_boundary_baseline,2026,test,area_bin,large,0.9,67,0.40040840550234524,0.5487260368279886,0.2213499331862271,1.1959085908176295,0,51,15,0.7277845091441068,0.5301276696191851
current_mask_boundary_baseline,2026,test,signal_bin,low_signal,0.9,67,0.26800351736435196,0.3964339293109586,0.4052081162772477,1.3753943719081025,0,32,33,0.2592293303980629,0.5301276696191851
current_mask_boundary_baseline,2026,test,signal_bin,non_low_signal,0.9,133,0.38278407155163213,0.530149735951185,0.247216862238682,1.188920995962799,0,67,65,0.665716945264135,0.5301276696191851
current_mask_boundary_baseline,2026,test,defect_type,multi_defect,0.9,62,0.33381868292273076,0.4798963670917691,0.26318673983875196,1.3253955634370926,0,39,22,0.5505283101757479,0.5301276696191851
current_mask_boundary_baseline,2026,test,defect_type,polygon,0.9,75,0.31445102533827013,0.4462746258621963,0.41039521850876026,1.2304573609431584,0,25,48,0.35033043269170616,0.5301276696191851
current_mask_boundary_baseline,2026,test,defect_type,rotated_rect,0.9,63,0.390252887907922,0.5372510546982131,0.20526297158985168,1.203477593286643,0,35,28,0.7222409710162834,0.5301276696191851
current_mask_boundary_baseline_mean,mean,test,area_bin,large,0.9,67,0.39383635426675495,0.5447516462815506,0.26074590830334093,1.1833199154428062,0.0,55.0,11.666666666666666,0.6778420922449646,0.5322267157820938
current_mask_boundary_baseline_std,sample_std,test,area_bin,large,0.9,67,0.006438402838350402,0.0037732574139455835,0.04122381883903902,0.010929624443349568,0.0,4.58257569495584,4.163331998932265,0.05135802480954264,0.0027295631289113906
current_mask_boundary_baseline_mean,mean,test,area_bin,medium,0.9,66,0.3377081612030152,0.48374227757150834,0.19575794035235264,1.2999437019755744,0.0,42.666666666666664,23.333333333333332,0.6256924984221709,0.5322267157820938
