candidate,selected_candidate,valid_for_multiseed,seed,split,sample_count,selection_score,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1,selection_notes
B2_feature_fusion_burial_head,False,True,42,train,160,,0.062341075390577316,0.07627809792757034,0.09706993401050568,0.12063068151473999,0.011133668012917042,0.06966753304004669,0.46739092469215393,1.0040777921676636,0.31890735030174255,0.07918760925531387,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,False,True,42,val,40,0.2780493699014187,0.228920117020607,0.3661445379257202,0.6029147505760193,0.43624424934387207,0.059274617582559586,0.19406437873840332,0.9929394721984863,1.6719151735305786,1.0171951055526733,0.28970786929130554,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,False,True,42,test,40,,0.3965182602405548,0.6221925616264343,0.7911834716796875,0.9795311093330383,0.09586314857006073,0.39861825108528137,1.440992832183838,2.00758695602417,1.7189385890960693,0.5964526534080505,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,False,True,123,train,160,,0.08918336778879166,0.1354118287563324,0.2184331864118576,0.17000725865364075,0.017795071005821228,0.0813615620136261,0.5009570717811584,0.989403486251831,0.3761698603630066,0.13729774951934814,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,False,True,123,val,40,0.2720088817179203,0.24390803277492523,0.4307965040206909,0.7227186560630798,0.5097723603248596,0.059898555278778076,0.18172073364257812,1.0740388631820679,1.8651657104492188,1.074931025505066,0.282020628452301,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,False,True,123,test,40,,0.39647912979125977,0.6276752352714539,0.8886386752128601,0.9009206295013428,0.09346625208854675,0.4284892678260803,1.4672305583953857,2.125462293624878,1.707511305809021,0.5687186121940613,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,True,True,2026,train,160,,0.05574171990156174,0.09007730334997177,0.12912169098854065,0.12929469347000122,0.011815519072115421,0.03966078534722328,0.3377147614955902,0.6968814134597778,0.24336734414100647,0.07289544492959976,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,True,True,2026,val,40,0.26623319238424303,0.23487666249275208,0.40002620220184326,0.7214447259902954,0.41718119382858276,0.061452481895685196,0.18651756644248962,0.8896825313568115,1.3333131074905396,1.0398541688919067,0.29588019847869873,1.0,1.0,multi-seed validation-only selection; test final only
B2_feature_fusion_burial_head,True,True,2026,test,40,,0.3952564597129822,0.6410641074180603,0.8486037850379944,0.9846186637878418,0.08997005224227905,0.4132470190525055,1.4663500785827637,2.001783609390259,1.8698076009750366,0.5274590849876404,0.975,0.9753086419753086,multi-seed validation-only selection; test final only
