candidate,epoch,train_loss,val_mse,val_mae,val_nrmse,val_correlation,best_epoch_so_far
S1_perturb_geom_mlp,1,1.123450681567192,0.6699813008308411,0.6584586501121521,0.908054301520424,0.4607280630548006,1
S1_perturb_geom_mlp,2,0.772463321685791,0.3713616728782654,0.4738193154335022,0.676050314144529,0.7442044645946162,2
S1_perturb_geom_mlp,3,0.42949751764535904,0.22754326462745667,0.37845370173454285,0.5291910268885927,0.8635852662945696,3
S1_perturb_geom_mlp,4,0.27449194341897964,0.15416699647903442,0.3083166480064392,0.4355882788585621,0.9017302531402539,4
S1_perturb_geom_mlp,5,0.2245495319366455,0.141470268368721,0.2948569357395172,0.41726606654095155,0.9103913651914305,5
S1_perturb_geom_mlp,6,0.20605232194066048,0.13245782256126404,0.2865045964717865,0.4037562749489993,0.9170568481253176,6
S1_perturb_geom_mlp,7,0.1820247322320938,0.1360294669866562,0.2858636677265167,0.40916358708466927,0.9171373050458691,6
S1_perturb_geom_mlp,8,0.16738080978393555,0.11826641112565994,0.2674714922904968,0.3815146226618856,0.9254053973972558,8
S1_perturb_geom_mlp,9,0.16156568378210068,0.11186225712299347,0.26195207238197327,0.3710413131116857,0.9294797598778228,9
S1_perturb_geom_mlp,10,0.15231642499566078,0.12169643491506577,0.2690698802471161,0.38700752280633693,0.9256019075171206,9
S1_perturb_geom_mlp,11,0.15092787146568298,0.10921312868595123,0.25734248757362366,0.36662147771534126,0.9312053811598741,11
S1_perturb_geom_mlp,12,0.14530957490205765,0.11278842389583588,0.26041343808174133,0.3725741704259197,0.929428031307972,11
S1_perturb_geom_mlp,13,0.1426759697496891,0.12100476771593094,0.2691722810268402,0.38590616828569213,0.92534839448618,11
S1_perturb_geom_mlp,14,0.14162559248507023,0.11526806652545929,0.26556330919265747,0.3766474083178343,0.9271693886767572,11
S1_perturb_geom_mlp,15,0.1361621767282486,0.12050294876098633,0.2678552269935608,0.38510514107054683,0.926212123199011,11
S1_perturb_geom_mlp,16,0.13552432507276535,0.12007658928632736,0.269243985414505,0.3844232543592094,0.9242366293670249,11
S1_perturb_geom_mlp,17,0.13277481123805046,0.12728086113929749,0.2759432792663574,0.39578746147016025,0.9201386065629393,11
S1_perturb_geom_mlp,18,0.13033894635736942,0.128427654504776,0.27639830112457275,0.39756647458377786,0.9204992583770115,11
S1_perturb_geom_mlp,19,0.12777489982545376,0.12110049277544022,0.2698246240615845,0.3860587804044675,0.923781710937565,11
S1_perturb_geom_mlp,20,0.12572827376425266,0.12473851442337036,0.2728804349899292,0.3918147335895017,0.9228948463922033,11
S1_perturb_geom_mlp,21,0.12436222285032272,0.12471447139978409,0.2737795412540436,0.3917769711353457,0.9215590833080076,11
S1_perturb_geom_mlp,22,0.12252146191895008,0.1284123808145523,0.2762129604816437,0.39754283291659703,0.920118670983863,11
S1_perturb_geom_mlp,23,0.1213203426450491,0.13227790594100952,0.28014859557151794,0.4034819719776573,0.9169119392338617,11
S1_perturb_geom_mlp,24,0.11907598190009594,0.13866443932056427,0.2859572470188141,0.41310745193230813,0.913833225118734,11
S1_perturb_geom_mlp,25,0.1173379123210907,0.1358615905046463,0.2834283113479614,0.4089110309630083,0.9149170133575183,11
S1_perturb_geom_mlp,26,0.11551124788820744,0.14096570014953613,0.2885119616985321,0.4165212907605648,0.9119745818945639,11
S1_perturb_geom_mlp,27,0.11395514942705631,0.1450478732585907,0.29215073585510254,0.4225091921052354,0.9099148999978967,11
S1_perturb_geom_mlp,28,0.11179684288799763,0.14549265801906586,0.29255154728889465,0.4231565018486556,0.9089224244659019,11
S1_perturb_geom_mlp,29,0.10936588235199451,0.1448761224746704,0.2922913432121277,0.42225897203155066,0.9088421781325325,11
S1_perturb_geom_mlp,30,0.10865739546716213,0.16291192173957825,0.30750560760498047,0.4477719790567816,0.8977187254214151,11
S1_perturb_geom_mlp,31,0.10732074826955795,0.153620645403862,0.30001330375671387,0.43481575506347975,0.9038727902906313,11
S1_perturb_geom_mlp,32,0.1046243105083704,0.15848630666732788,0.30395957827568054,0.4416480849321289,0.9017034847551708,11
S1_perturb_geom_mlp,33,0.10247988067567348,0.15984809398651123,0.3054990768432617,0.44354144831654185,0.8996126736055471,11
S1_perturb_geom_mlp,34,0.1005353033542633,0.16324979066848755,0.30853271484375,0.44823606381510306,0.9014063007341718,11
S1_perturb_geom_mlp,35,0.09837395139038563,0.16375494003295898,0.3094981908798218,0.44892902419435415,0.8965201515394011,11
S1_perturb_geom_mlp,36,0.09632531367242336,0.17167344689369202,0.3164343237876892,0.4596550572754328,0.89295143776722,11
S1_perturb_geom_mlp,37,0.09563005343079567,0.17008382081985474,0.31550267338752747,0.45752199883559086,0.8945141466491411,11
S1_perturb_geom_mlp,38,0.09357693791389465,0.1521708369255066,0.30150219798088074,0.43275908491423454,0.904185779596212,11
S1_perturb_geom_mlp,39,0.09147443063557148,0.16640979051589966,0.3131253719329834,0.4525534876027974,0.8971145070299458,11
S1_perturb_geom_mlp,40,0.09026473574340343,0.16136783361434937,0.31128373742103577,0.4456449232871072,0.8972746091616947,11
S1_perturb_geom_mlp,41,0.08866776712238789,0.16846445202827454,0.3158584535121918,0.4553387552770653,0.8962747997173331,11
S1_perturb_geom_mlp,42,0.08637640066444874,0.15185610949993134,0.302692711353302,0.4323113261554151,0.9042729915848422,11
S1_perturb_geom_mlp,43,0.08345133438706398,0.1657492220401764,0.3150794208049774,0.4516543823814983,0.8964105138373458,11
S1_perturb_geom_mlp,44,0.08203542605042458,0.16071781516075134,0.31136271357536316,0.44474644889935744,0.8982002113799789,11
S1_perturb_geom_mlp,45,0.0803689956665039,0.15833832323551178,0.3096800446510315,0.4414418467273262,0.9009136967235635,11
S1_perturb_geom_mlp,46,0.07865507900714874,0.15938253700733185,0.3123024106025696,0.44289507092118263,0.8986280934603695,11
S1_perturb_geom_mlp,47,0.07732820324599743,0.1620662808418274,0.3130355179309845,0.4466083227935555,0.897632641407627,11
S1_perturb_geom_mlp,48,0.07710988074541092,0.15726102888584137,0.31012868881225586,0.43993755369328463,0.9004257123858446,11
S1_perturb_geom_mlp,49,0.07691892422735691,0.15412135422229767,0.3090014159679413,0.4355237945518594,0.901841378415895,11
S1_perturb_geom_mlp,50,0.07591362297534943,0.154272198677063,0.3072138726711273,0.435736874311761,0.9029777439184619,11
S1_perturb_geom_mlp,51,0.07377546187490225,0.14350934326648712,0.29965636134147644,0.42026243035625066,0.9087977172167715,11
S1_perturb_geom_mlp,52,0.07414853014051914,0.15806692838668823,0.3121051490306854,0.4410633646837099,0.900634002869383,11
S1_perturb_geom_mlp,53,0.07486999779939651,0.14029206335544586,0.2967574894428253,0.4155248778786427,0.9112975843402785,11
S1_perturb_geom_mlp,54,0.07789155468344688,0.1533702313899994,0.3090849220752716,0.43446121818845385,0.9024277995674251,11
S1_perturb_geom_mlp,55,0.06990870088338852,0.15387922525405884,0.30818116664886475,0.43518155003456754,0.9024758552102168,11
S1_perturb_geom_mlp,56,0.07337736897170544,0.14000104367733002,0.2952748239040375,0.4150936749646825,0.911813920171186,11
S1_perturb_geom_mlp,57,0.07516384590417147,0.13395418226718903,0.28960108757019043,0.4060304626347477,0.9152563858366201,11
S1_perturb_geom_mlp,58,0.06809114571660757,0.14417436718940735,0.29978564381599426,0.4212350553021739,0.9085875472538143,11
S1_perturb_geom_mlp,59,0.06756020709872246,0.14468221366405487,0.3003893196582794,0.4219762920775217,0.908460212393441,11
S1_perturb_geom_mlp,60,0.0660898219794035,0.14686615765094757,0.3038034439086914,0.42514917986657774,0.9066641997947592,11
S1_perturb_geom_mlp,61,0.06336006242781878,0.14151664078235626,0.29695942997932434,0.41733444857438734,0.9101732883510081,11
S1_perturb_geom_mlp,62,0.060744885355234146,0.14623957872390747,0.30263587832450867,0.4242412979723887,0.906787428812954,11
S1_perturb_geom_mlp,63,0.05907053407281637,0.14639487862586975,0.302478551864624,0.4244665008559223,0.9067021603643112,11
S1_perturb_geom_mlp,64,0.05794693436473608,0.14564819633960724,0.30206993222236633,0.4233826282785198,0.9074102803859172,11
S1_perturb_geom_mlp,65,0.056342833675444126,0.15087106823921204,0.3068850338459015,0.4309069133768452,0.9039641044469133,11
S1_perturb_geom_mlp,66,0.05502760596573353,0.1481396108865738,0.30546653270721436,0.42698840223457557,0.9061027395748449,11
S1_perturb_geom_mlp,67,0.05312524642795324,0.14848418533802032,0.3038175702095032,0.4274847037870128,0.9053473673076552,11
S1_perturb_geom_mlp,68,0.052658761851489544,0.15078450739383698,0.3084067404270172,0.43078328126250703,0.9038708486949619,11
S1_perturb_geom_mlp,69,0.052525595761835575,0.15437793731689453,0.31057998538017273,0.4358861764305479,0.9014714265622659,11
S1_perturb_geom_mlp,70,0.05169555079191923,0.14525407552719116,0.300947368144989,0.4228094082005596,0.9076363846422971,11
S1_perturb_geom_mlp,71,0.05036499164998531,0.15703566372394562,0.3146449625492096,0.43962221128120943,0.8998677225089884,11
S1_perturb_geom_mlp,72,0.048782965168356895,0.15529213845729828,0.31156957149505615,0.43717489501955165,0.9007365437603913,11
S1_perturb_geom_mlp,73,0.047823209315538406,0.14960706233978271,0.30476343631744385,0.42909803607738545,0.9050880251142317,11
S1_perturb_geom_mlp,74,0.046333529986441135,0.154730424284935,0.31078556180000305,0.4363835162592898,0.9011932713256123,11
S1_perturb_geom_mlp,75,0.045698598958551884,0.15508152544498444,0.3116162419319153,0.43687833795476,0.900836107486859,11
S1_perturb_geom_mlp,76,0.04458644241094589,0.15500609576702118,0.3122248351573944,0.43677207900394965,0.9010906226808233,11
S1_perturb_geom_mlp,77,0.04401264525949955,0.15490925312042236,0.3110988736152649,0.4366356173616912,0.9011977590108654,11
S1_perturb_geom_mlp,78,0.04272481892257929,0.15576501190662384,0.31290504336357117,0.4378400003713697,0.9010873495337371,11
S1_perturb_geom_mlp,79,0.04235891345888376,0.15654073655605316,0.31178244948387146,0.4389288888910895,0.8999472802299974,11
S1_perturb_geom_mlp,80,0.041302687488496304,0.1562286913394928,0.3134571611881256,0.4384911945647439,0.9003070570569567,11
S1_perturb_geom_mlp,81,0.0407445915043354,0.16068413853645325,0.31786778569221497,0.4446998506310515,0.897764665476859,11
S2_perturb_geom_mask_mlp,1,1.2773818671703339,0.6210972666740417,0.6345174908638,0.8742996171052442,0.5479423293213807,1
S2_perturb_geom_mask_mlp,2,0.8643698245286942,0.3135046064853668,0.4389350414276123,0.6211585141895076,0.7877856839066718,2
S2_perturb_geom_mask_mlp,3,0.4756573215126991,0.1895032525062561,0.34398043155670166,0.4829351467287117,0.8836780823897337,3
S2_perturb_geom_mask_mlp,4,0.3018789663910866,0.16304968297481537,0.3183571696281433,0.44796126104785855,0.899971750445833,4
S2_perturb_geom_mask_mlp,5,0.2531227767467499,0.14386938512325287,0.30173808336257935,0.4207892855308614,0.9096162617694443,5
S2_perturb_geom_mask_mlp,6,0.22491344437003136,0.12925435602664948,0.2872168719768524,0.39884400934826475,0.9203941956823029,6
S2_perturb_geom_mask_mlp,7,0.20002713054418564,0.12105299532413483,0.2735194265842438,0.3859830639228526,0.9254610649603996,7
S2_perturb_geom_mask_mlp,8,0.18369203060865402,0.11214952170848846,0.26255735754966736,0.3715174285149179,0.9304253047751517,8
S2_perturb_geom_mask_mlp,9,0.1703282594680786,0.10678919404745102,0.2576181888580322,0.36253015240864594,0.9330408138028059,9
S2_perturb_geom_mask_mlp,10,0.1678711250424385,0.11239270120859146,0.2617841064929962,0.3719200004521617,0.9330904789346298,9
S2_perturb_geom_mask_mlp,11,0.15753072127699852,0.10243107378482819,0.25208255648612976,0.35505557964707307,0.9359188448325906,11
S2_perturb_geom_mask_mlp,12,0.1548774689435959,0.10190017521381378,0.25236573815345764,0.354134260685613,0.9361234611356505,12
S2_perturb_geom_mask_mlp,13,0.1506747119128704,0.10527648776769638,0.2557664215564728,0.3599533112011053,0.9350172628157472,12
S2_perturb_geom_mask_mlp,14,0.14690513536334038,0.10243228822946548,0.25255897641181946,0.35505768444813895,0.9359006068359075,12
S2_perturb_geom_mask_mlp,15,0.14475948549807072,0.10426301509141922,0.2542078197002411,0.3582165270749088,0.9352639967118727,12
S2_perturb_geom_mask_mlp,16,0.141386479139328,0.1088341698050499,0.2596524953842163,0.3659848546353582,0.932917519956829,12
S2_perturb_geom_mask_mlp,17,0.1384381726384163,0.10970235615968704,0.2604990601539612,0.3674417128140747,0.9320690650039659,12
S2_perturb_geom_mask_mlp,18,0.1356579028069973,0.10869564116001129,0.2593376040458679,0.36575186011969263,0.9324365732232026,12
S2_perturb_geom_mask_mlp,19,0.1336218398064375,0.11207664012908936,0.2628454566001892,0.3713966915870383,0.9313403163012572,12
S2_perturb_geom_mask_mlp,20,0.13107956759631634,0.1136794462800026,0.2648875117301941,0.3740429331375275,0.929831951056899,12
S2_perturb_geom_mask_mlp,21,0.1283911895006895,0.11797276884317398,0.2694368064403534,0.38104069921752387,0.9272150763150204,12
S2_perturb_geom_mask_mlp,22,0.12789385952055454,0.11198852956295013,0.263258159160614,0.3712506736173344,0.9306468003471932,12
S2_perturb_geom_mask_mlp,23,0.12720311246812344,0.12141311913728714,0.2731759548187256,0.3865567732554458,0.9276349524941606,12
S2_perturb_geom_mask_mlp,24,0.12487310543656349,0.11536166816949844,0.2674863338470459,0.3768003026257587,0.9280970442037917,12
S2_perturb_geom_mask_mlp,25,0.12469048798084259,0.12187281996011734,0.27403029799461365,0.3872878827967143,0.9268389620443506,12
S2_perturb_geom_mask_mlp,26,0.11924376524984837,0.12866242229938507,0.28139129281044006,0.39792968758847297,0.9229494367719454,12
S2_perturb_geom_mask_mlp,27,0.12023120373487473,0.11858917027711868,0.2712158262729645,0.3820348609783783,0.9263263292730285,12
S2_perturb_geom_mask_mlp,28,0.12101547420024872,0.12395462393760681,0.27693435549736023,0.3905816585330279,0.9253505227330864,12
S2_perturb_geom_mask_mlp,29,0.11312975361943245,0.12713342905044556,0.2813071608543396,0.3955581705972941,0.9217067624346145,12
