candidate,best_epoch,val_nrmse,test_nrmse,val_correlation,test_correlation,val_oracle_ordering_accuracy,test_oracle_ordering_accuracy,val_surrogate_ordering_accuracy,test_surrogate_ordering_accuracy,val_surrogate_mismatch_rate,test_surrogate_mismatch_rate,val_surrogate_residual_error_correlation,test_surrogate_residual_error_correlation,val_surrogate_vs_oracle_residual_correlation,test_surrogate_vs_oracle_residual_correlation,selection_score,usable
S1_perturb_geom_mlp,11,0.36662147771534126,0.42888527221168976,0.9312053811598741,0.9047137431821587,0.6607142857142857,0.8392857142857143,0.7321428571428571,0.8035714285714286,0.26785714285714285,0.19642857142857142,0.3895996549159081,-0.046164349385919665,0.3228379992978752,0.587107332441699,0.31950346298895255,True
S2_perturb_geom_mask_mlp,12,0.354134260685613,0.425916604552198,0.9361234611356505,0.9074856066447924,0.6607142857142857,0.8392857142857143,0.625,0.7678571428571429,0.375,0.23214285714285715,0.20696604453054757,-0.04601066146506408,0.22078640695544413,0.6027311413410512,0.20167638729060294,False
