variant,seed,selected_by_validation,sample_id,split,curvature_template,depth_bin,aspect_bin,size_bin,clip_applied,clip_fraction,normalized_param_mae_mean,dimension_param_mae_norm,curvature_param_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,curvature_mae_mean,projected_mask_iou,projected_mask_dice,projected_mask_area_error,projected_mask_center_error_px,profile_depth_rmse_m,er_like_profile_error,max_depth_error_m,volume_proxy_rel_error,true_L_m,true_W_m,true_D_m,true_wLD,true_wWD,true_wLW,pred_L_m,pred_W_m,pred_D_m,pred_wLD,pred_wWD,pred_wLW
P1_profile_primary_w0p5,42,False,rbc_pilot_020_medium_elongated_round,train,round,medium,narrow,elongated,False,0.11666666666666667,0.21729379892349243,0.18457557260990143,0.25001201033592224,0.8261874318122864,0.4515415132045746,0.4880998730659485,0.07756614685058594,0.03738659620285034,0.05027318000793457,0.055075306445360184,0.9177215189873418,0.9570957095709571,0.0896551724137931,0.0,0.00024326446873601526,0.1648203039562627,0.00048809987492859364,0.09822470982907959,0.024000000208616257,0.00800000037997961,0.0035000001080334187,0.7070000171661377,0.7070000171661377,0.7070000171661377,0.024826187640428543,0.008451541885733604,0.003011900233104825,0.6294338703155518,0.6696134209632874,0.6567268371582031
P1_profile_primary_w0p5,42,False,rbc_pilot_021_deep_small_compact_round,train,round,deep,compact,small_compact,False,0.11666666666666667,0.1754540205001831,0.1320638805627823,0.21884411573410034,0.40698423981666565,0.18771645426750183,0.4405323266983032,0.03745490312576294,0.10122436285018921,0.008638143539428711,0.04910580441355705,0.9560439560439561,0.9775280898876404,0.04597701149425287,0.0,0.00014588376507163048,0.07687667044599873,0.0004405323415994644,0.011818005948551983,0.014000000432133675,0.00800000037997961,0.0044999998062849045,0.7070000171661377,0.7070000171661377,0.7070000171661377,0.01440698467195034,0.008187716826796532,0.00405946746468544,0.7444549202919006,0.8082243800163269,0.7156381607055664
P1_profile_primary_w0p5,42,False,rbc_pilot_022_deep_medium_balanced_round,val,round,deep,balanced,medium_balanced,False,0.11666666666666667,1.2457636594772339,0.8396016955375671,1.6519256830215454,4.850458145141602,5.827497482299805,0.6696116328239441,0.30362558364868164,0.4259030818939209,0.35319483280181885,0.36090782284736633,0.5,0.6666666666666666,1.0,0.0,0.0003205486573278904,0.15202816578229622,0.0006696116179227829,0.940481839445122,0.02199999988079071,0.012000000104308128,0.004999999888241291,0.7070000171661377,0.7070000171661377,0.7070000171661377,0.02685045823454857,0.01782749779522419,0.004330388270318508,1.0106256008148193,1.1329030990600586,1.0601948499679565
P1_profile_primary_w0p5,42,False,rbc_pilot_023_deep_large_wide_round,train,round,deep,wide,large_wide,False,0.11666666666666667,0.28443846106529236,0.3609105348587036,0.2079663872718811,2.1227915287017822,1.2257285118103027,0.7131258249282837,0.0161893367767334,0.08649009466171265,0.033999860286712646,0.04555976390838623,0.8823529411764706,0.9375,0.11764705882352941,0.0,0.0002703428326640278,0.11656072685262407,0.0007131258025765419,0.2184113804976129,0.029999999329447746,0.019999999552965164,0.005499999970197678,0.7070000171661377,0.7070000171661377,0.7070000171661377,0.027877207845449448,0.01877427101135254,0.004786874167621136,0.6908106803894043,0.7934901118278503,0.7409998774528503
P1_profile_primary_w0p5,42,False,rbc_pilot_025_shallow_small_compact_boxy,train,boxy,shallow,compact,small_compact,False,0.11666666666666667,0.39782586693763733,0.16579890251159668,0.6298528909683228,1.5448657274246216,0.6973827481269836,0.14180701971054077,0.18389981985092163,0.07161152362823486,0.15718835592269897,0.13756656646728516,0.8095238095238095,0.8947368421052632,0.23529411764705882,0.0,5.4220992751652375e-05,0.11164257308274189,0.00014180701691657305,0.3842519086939983,0.009999999776482582,0.006000000052154064,0.0010000000474974513,1.100000023841858,1.100000023841858,1.100000023841858,0.011544865556061268,0.006697382777929306,0.0011418070644140244,0.9161002039909363,1.028388500213623,0.9428116679191589
P1_profile_primary_w0p5,42,False,rbc_pilot_026_shallow_medium_balanced_boxy,train,boxy,shallow,balanced,medium_balanced,False,0.11666666666666667,0.8172294497489929,0.24693112075328827,1.3875278234481812,2.1543726921081543,1.0952157974243164,0.2280176877975464,0.30138707160949707,0.2925814986228943,0.3150557279586792,0.303008109331131,0.8412698412698413,0.9137931034482759,0.09836065573770492,0.0,8.70383155415766e-05,0.13785722341392906,0.00022801768500357866,0.0007278763996388857,0.01600000075995922,0.008999999612569809,0.0013000000035390258,1.100000023841858,1.100000023841858,1.100000023841858,0.01815437339246273,0.007904783822596073,0.0015280176885426044,0.7986129522323608,0.8074185252189636,0.7849442958831787
P1_profile_primary_w0p5,42,False,rbc_pilot_027_shallow_large_wide_boxy,train,boxy,shallow,wide,large_wide,False,0.11666666666666667,0.8091471195220947,0.20626671612262726,1.4120274782180786,0.8130781650543213,1.0107765197753906,0.40062621235847473,0.34014391899108887,0.23994994163513184,0.3436707854270935,0.30792155861854553,0.9583333333333334,0.9787234042553191,0.023178807947019868,0.0,0.00014469401503447443,0.18620570509962944,0.0004006262170150876,0.17737147138289358,0.024000000208616257,0.014999999664723873,0.0015999999595806003,1.100000023841858,1.100000023841858,1.100000023841858,0.024813078343868256,0.016010776162147522,0.002000626176595688,0.759856104850769,0.8600500822067261,0.7563292384147644
P1_profile_primary_w0p5,42,False,rbc_pilot_028_shallow_elongated_boxy,val,boxy,shallow,narrow,elongated,False,0.11666666666666667,1.2553037405014038,0.8402989506721497,1.6703084707260132,3.8510336875915527,4.240312576293945,1.457905650138855,0.400356650352478,0.3583611249923706,0.34079307317733765,0.36650362610816956,0.5172413793103449,0.6818181818181818,0.9333333333333333,0.0,0.0005378983914852142,0.6153045516916215,0.0014579056296497583,2.0641410883949645,0.017999999225139618,0.006000000052154064,0.0017999999690800905,1.100000023841858,1.100000023841858,1.100000023841858,0.021851032972335815,0.010240312665700912,0.003257905598729849,0.6996433734893799,0.7416388988494873,0.7592069506645203
P1_profile_primary_w0p5,42,False,rbc_pilot_029_medium_small_compact_boxy,train,boxy,medium,compact,small_compact,False,0.11666666666666667,0.4024603068828583,0.23257221281528473,0.5723483562469482,1.5733875036239624,0.14382320642471313,0.6284541487693787,0.14206653833389282,0.0766904354095459,0.15425992012023926,0.12433896213769913,0.8987341772151899,0.9466666666666667,0.11267605633802817,0.0,0.000332977477228269,0.31164095899397537,0.0006284541450440884,0.2191745417302144,0.012000000104308128,0.007000000216066837,0.002199999988079071,1.100000023841858,1.100000023841858,1.100000023841858,0.013573387637734413,0.007143823429942131,0.0015715458430349827,0.9579334855079651,1.023309588432312,0.9457401037216187
P1_profile_primary_w0p5,42,False,rbc_pilot_030_medium_medium_balanced_boxy,train,boxy,medium,balanced,medium_balanced,False,0.11666666666666667,0.43018677830696106,0.3350278437137604,0.5253457427024841,3.3078622817993164,0.5183480978012085,0.5433671474456787,0.11839252710342407,0.11176049709320068,0.11464416980743408,0.11493239551782608,0.8226600985221675,0.9027027027027027,0.2155688622754491,0.0,0.00030018939287401736,0.23773021293251165,0.0005433671176433563,0.07502569785744113,0.01899999938905239,0.010499999858438969,0.0026000000070780516,1.100000023841858,1.100000023841858,1.100000023841858,0.0223078615963459,0.011018347926437855,0.0020566328894346952,0.9816074967384338,0.9882395267486572,0.9853558540344238
P1_profile_primary_w0p5,42,False,rbc_pilot_031_medium_large_wide_boxy,train,boxy,medium,wide,large_wide,False,0.11666666666666667,0.3431079387664795,0.11557846516370773,0.5706374645233154,0.45779719948768616,1.1646393537521362,0.020706327632069588,0.16972827911376953,0.09092199802398682,0.11609005928039551,0.12558011710643768,0.9383886255924171,0.9682151589242054,0.06565656565656566,0.0,7.701451977482066e-05,0.05115325811141463,2.0706327632069588e-05,0.03186881060913346,0.027000000700354576,0.017500000074505806,0.003100000089034438,1.100000023841858,1.100000023841858,1.100000023841858,0.027457797899842262,0.018664639443159103,0.0031207064166665077,0.9302717447280884,1.009078025817871,0.9839099645614624
P1_profile_primary_w0p5,42,False,rbc_pilot_037_shallow_small_compact_LD_dominant,val,LD_dominant,shallow,compact,small_compact,True,0.11666666666666667,0.5150581002235413,0.0928696021437645,0.9372466206550598,0.0,0.0,0.42505598068237305,0.2505195140838623,0.3405318260192871,0.04225325584411621,0.21110153198242188,0.98,0.98989898989899,0.02040816326530612,0.0,0.00021979722077958286,0.46791181776822516,0.0004250559723004699,0.48351159329757004,0.009999999776482582,0.006000000052154064,0.0010000000474974513,1.2000000476837158,0.8500000238418579,1.0,0.008928555063903332,0.005137409083545208,0.0014250560197979212,0.9494805335998535,1.190531849861145,1.0422532558441162
P1_profile_primary_w0p5,42,False,rbc_pilot_039_shallow_large_wide_LD_dominant,train,LD_dominant,shallow,wide,large_wide,False,0.11666666666666667,0.6100730895996094,0.09923481941223145,1.1209113597869873,0.7481220960617065,0.677005410194397,0.04011928290128708,0.47547560930252075,0.030076920986175537,0.23806577920913696,0.24787276983261108,0.8695652173913043,0.9302325581395349,0.13043478260869565,0.0,8.415205229539424e-05,0.11196609306420925,4.011928103864193e-05,0.1598864672577375,0.024000000208616257,0.014999999664723873,0.0015999999595806003,1.2000000476837158,0.8500000238418579,1.0,0.02325187809765339,0.014322994276881218,0.0016401192406192422,0.7245244383811951,0.8199231028556824,0.761934220790863
P1_profile_primary_w0p5,42,False,rbc_pilot_040_shallow_elongated_LD_dominant,train,LD_dominant,shallow,narrow,elongated,False,0.11666666666666667,0.4374462068080902,0.26216962933540344,0.6127228140830994,1.7384439706802368,1.1140462160110474,0.3937102258205414,0.23553615808486938,0.155647873878479,0.02540445327758789,0.13886283338069916,0.8571428571428571,0.9230769230769231,0.09195402298850575,0.0,0.00018761570390779525,0.22189036271081924,0.00039371021557599306,0.16211553982235627,0.017999999225139618,0.006000000052154064,0.0017999999690800905,1.2000000476837158,0.8500000238418579,1.0,0.01626155525445938,0.00711404625326395,0.0014062897535040975,0.9644638895988464,1.005647897720337,0.9745955467224121
P1_profile_primary_w0p5,42,False,rbc_pilot_041_medium_small_compact_LD_dominant,val,LD_dominant,medium,compact,small_compact,False,0.11666666666666667,0.4459335505962372,0.06022079661488533,0.8316462635993958,0.07258262485265732,0.03964826464653015,0.2442963868379593,0.323635458946228,0.17389440536499023,0.06487005949020386,0.18746663630008698,0.9855072463768116,0.9927007299270073,0.014492753623188406,0.0,0.00013518563355319202,0.13081261309429365,0.00024429638870060444,0.12508462153225536,0.012000000104308128,0.007000000216066837,0.002199999988079071,1.2000000476837158,0.8500000238418579,1.0,0.011927417479455471,0.0070396484807133675,0.0019557035993784666,0.8763645887374878,1.0238944292068481,0.9351299405097961
P1_profile_primary_w0p5,42,False,rbc_pilot_042_medium_medium_balanced_LD_dominant,train,LD_dominant,medium,balanced,medium_balanced,False,0.11666666666666667,0.5345390439033508,0.13463373482227325,0.9344442486763,0.6531253457069397,0.5357702970504761,0.2734910249710083,0.41204333305358887,0.025784611701965332,0.18409258127212524,0.2073068469762802,0.8957055214723927,0.9449838187702265,0.10429447852760736,0.0,0.00021516092238016427,0.17616995359277243,0.00027349102310836315,0.2553929426582015,0.01899999938905239,0.010499999858438969,0.0026000000070780516,1.2000000476837158,0.8500000238418579,1.0,0.01834687404334545,0.00996422953903675,0.0023265089839696884,0.787956714630127,0.8242154121398926,0.8159074187278748
P1_profile_primary_w0p5,42,False,rbc_pilot_043_medium_large_wide_LD_dominant,train,LD_dominant,medium,wide,large_wide,False,0.11666666666666667,0.44301387667655945,0.24654443562030792,0.6394832730293274,1.5137698650360107,0.4016030430793762,0.6195029616355896,0.2476811408996582,0.17662811279296875,0.012040317058563232,0.14544986188411713,0.9230769230769231,0.96,0.07692307692307693,0.0,0.00029440157231874764,0.20217162925663393,0.0006195029709488153,0.25835345997430353,0.027000000700354576,0.017500000074505806,0.003100000089034438,1.2000000476837158,0.8500000238418579,1.0,0.025486230850219727,0.01709839701652527,0.002480497118085623,0.9523189067840576,1.0266281366348267,0.9879596829414368
P1_profile_primary_w0p5,42,False,rbc_pilot_044_medium_elongated_LD_dominant,train,LD_dominant,medium,narrow,elongated,False,0.11666666666666667,0.712000846862793,0.36267003417015076,1.0613316297531128,4.968384265899658,1.0393718481063843,0.08429516851902008,0.43750089406967163,0.055567145347595215,0.21200639009475708,0.2350248098373413,0.7710843373493976,0.8707482993197279,0.13924050632911392,0.0,0.0002118322008755058,0.12884444791768956,8.429517038166523e-05,0.22015198505142922,0.024000000208616257,0.00800000037997961,0.0035000001080334187,1.2000000476837158,0.8500000238418579,1.0,0.019031615927815437,0.009039372205734253,0.0034157049376517534,0.7624991536140442,0.7944328784942627,0.7879936099052429
P1_profile_primary_w0p5,42,False,rbc_pilot_047_deep_large_wide_LD_dominant,train,LD_dominant,deep,wide,large_wide,True,0.11666666666666667,0.4712181091308594,0.16920320689678192,0.7732331156730652,0.9482539892196655,0.12098252773284912,0.5000000596046448,0.08944392204284668,0.32243990898132324,0.10000002384185791,0.17062795162200928,0.9878787878787879,0.9939024390243902,0.012121212121212121,0.0,0.00040031192474998534,0.16640512945233651,0.0005471901968121529,0.12361622678601991,0.029999999329447746,0.019999999552965164,0.005499999970197678,1.2000000476837158,0.8500000238418579,1.0,0.02905174531042576,0.019879017025232315,0.0060471901670098305,1.1105561256408691,1.1724399328231812,1.1315025091171265
P1_profile_primary_w0p5,42,False,rbc_pilot_048_deep_elongated_LD_dominant,train,LD_dominant,deep,narrow,elongated,False,0.11666666666666667,0.38926926255226135,0.29899895191192627,0.47953954339027405,2.0364577770233154,1.2237197160720825,0.4516877233982086,0.17445898056030273,0.12799882888793945,0.02293992042541504,0.10846590995788574,0.8955223880597015,0.9448818897637795,0.04838709677419355,0.0,0.00022192334290593863,0.0787396633700325,0.0004516877233982086,0.028470579131957528,0.029999999329447746,0.009999999776482582,0.006000000052154064,1.2000000476837158,0.8500000238418579,1.0,0.027963541448116302,0.011223719455301762,0.0055483123287558556,1.025541067123413,0.9779988527297974,0.977060079574585
P1_profile_primary_w0p5,42,False,rbc_pilot_049_shallow_small_compact_WD_dominant,train,WD_dominant,shallow,compact,small_compact,False,0.11666666666666667,0.22460751235485077,0.11834017187356949,0.33087483048439026,0.6553139686584473,0.07134489715099335,0.3561483323574066,0.10330069065093994,0.10723233222961426,0.01365649700164795,0.07472983747720718,0.9245283018867925,0.9607843137254902,0.08163265306122448,0.0,0.0001693813974270597,0.3566556317084723,0.00035614834632724524,0.45950354191369347,0.009999999776482582,0.006000000052154064,0.0010000000474974513,0.8500000238418579,1.2000000476837158,1.0,0.010655313730239868,0.0060713449493050575,0.0013561483938246965,0.9533007144927979,1.0927677154541016,0.986343502998352
P1_profile_primary_w0p5,42,False,rbc_pilot_050_shallow_medium_balanced_WD_dominant,train,WD_dominant,shallow,balanced,medium_balanced,False,0.11666666666666667,0.49167904257774353,0.14635001122951508,0.8370080590248108,0.725673496723175,1.0155718326568604,0.14627061784267426,0.008736670017242432,0.35058391094207764,0.18402886390686035,0.1811164766550064,0.865546218487395,0.9279279279279279,0.10256410256410256,0.0,0.00011280995386186987,0.18272056595248895,0.00014627061318606138,0.2547413162248927,0.01600000075995922,0.008999999612569809,0.0013000000035390258,0.8500000238418579,1.2000000476837158,1.0,0.016725674271583557,0.007984427735209465,0.0011537293903529644,0.8412633538246155,0.8494161367416382,0.8159711360931396
P1_profile_primary_w0p5,42,False,rbc_pilot_052_shallow_elongated_WD_dominant,train,WD_dominant,shallow,narrow,elongated,False,0.11666666666666667,0.35018977522850037,0.21277743577957153,0.4876020848751068,0.40263867378234863,2.0753965377807617,0.16975659132003784,0.1594480276107788,0.17008888721466064,0.002875685691833496,0.11080420017242432,0.7372881355932204,0.848780487804878,0.3563218390804598,0.0,8.621752203907818e-05,0.10085707449704519,0.0001697565894573927,0.18785757840649853,0.017999999225139618,0.006000000052154064,0.0017999999690800905,0.8500000238418579,1.2000000476837158,1.0,0.017597360536456108,0.008075396530330181,0.0016302433796226978,1.0094480514526367,1.0299111604690552,1.0028756856918335
P1_profile_primary_w0p5,42,False,rbc_pilot_053_medium_small_compact_WD_dominant,train,WD_dominant,medium,compact,small_compact,False,0.11666666666666667,0.2358485609292984,0.15154367685317993,0.32015347480773926,0.8055977821350098,0.3974325954914093,0.36036351323127747,0.0974549651145935,0.11101460456848145,0.008830368518829346,0.07243331521749496,0.8961038961038961,0.9452054794520548,0.11594202898550725,0.0,0.00017348755500279367,0.1660462258641788,0.0003603635122999549,0.060585328151801815,0.012000000104308128,0.007000000216066837,0.002199999988079071,0.8500000238418579,1.2000000476837158,1.0,0.012805597856640816,0.007397432811558247,0.0018396364757791162,0.9474549889564514,1.0889854431152344,0.9911696314811707
P1_profile_primary_w0p5,42,False,rbc_pilot_054_medium_medium_balanced_WD_dominant,val,WD_dominant,medium,balanced,medium_balanced,False,0.11666666666666667,0.6298655867576599,0.4917306900024414,0.7680004239082336,3.368647813796997,3.0198307037353516,0.39584630727767944,0.08140456676483154,0.3113635182380676,0.11389350891113281,0.168887197971344,0.5766871165644172,0.7315175097276264,0.4233128834355828,0.0,0.0001578088413225487,0.12780309779473523,0.0003958463203161955,0.3658216352113934,0.01899999938905239,0.010499999858438969,0.0026000000070780516,0.8500000238418579,1.2000000476837158,1.0,0.015631351619958878,0.007480169180780649,0.002995846327394247,0.9314045906066895,0.8886365294456482,0.8861064910888672
