candidate,epoch,train_loss,val_nrmse,val_correlation,val_ordering_accuracy,val_mismatch_rate
PFS1_profile_mlp_waveform,1,0.8892948898402128,0.6662652030610973,0.7605676173042163,0.48214285714285715,0.5178571428571428
PFS1_profile_mlp_waveform,25,0.12758332829583774,0.42424130342067073,0.9058086273596376,0.6607142857142857,0.3392857142857143
PFS1_profile_mlp_waveform,50,0.09784466705539009,0.42670826684606883,0.9053076280695276,0.7321428571428571,0.2678571428571429
PFS1_profile_mlp_waveform,75,0.07226722145622427,0.4342706647517665,0.9023842065508245,0.7142857142857143,0.2857142857142857
PFS1_profile_mlp_waveform,100,0.056692030619491234,0.4558930383707316,0.8909502462464421,0.5357142857142857,0.4642857142857143
PFS1_profile_mlp_waveform,125,0.04698559811169451,0.46538531764874874,0.8872318961370809,0.6428571428571429,0.3571428571428571
PFS1_profile_mlp_waveform,150,0.041173170574686745,0.47850782272907333,0.8805646499718646,0.5357142857142857,0.4642857142857143
PFS1_profile_mlp_waveform,175,0.03417916155674241,0.48470124439030493,0.8770024760959266,0.5357142857142857,0.4642857142857143
PFS1_profile_mlp_waveform,200,0.0342853231863542,0.49509603942442604,0.870076626634169,0.5714285714285714,0.4285714285714286
PFS1_profile_mlp_waveform,225,0.030393610285087067,0.5044651751093955,0.8664232055967229,0.5357142857142857,0.4642857142857143
PFS1_profile_mlp_waveform,250,0.024281967939300972,0.5068522792864986,0.8661690054086281,0.5178571428571429,0.4821428571428571
PFS1_profile_mlp_waveform,275,0.023288391869176518,0.5079313117520005,0.8667119949413595,0.5714285714285714,0.4285714285714286
PFS1_profile_mlp_waveform,300,0.021117790856144646,0.5137361721957576,0.8626911380221565,0.5178571428571429,0.4821428571428571
PFS2_profile_raster_encoder,1,1.0596070668914102,0.640140092648814,0.770187797148194,0.5535714285714286,0.4464285714285714
PFS2_profile_raster_encoder,25,0.18926884233951569,0.4715906566065056,0.8880504780729476,0.5178571428571429,0.4821428571428571
PFS2_profile_raster_encoder,50,0.17040316760540009,0.4487191442825149,0.8956668673121235,0.5178571428571429,0.4821428571428571
PFS2_profile_raster_encoder,75,0.14743009412830527,0.43603622734701974,0.901682705517038,0.5892857142857143,0.4107142857142857
PFS2_profile_raster_encoder,100,0.1375184194608168,0.4405214745366886,0.8990111951458619,0.625,0.375
PFS2_profile_raster_encoder,125,0.12863945757800882,0.44841226319044647,0.8971410898565112,0.6428571428571429,0.3571428571428571
PFS2_profile_raster_encoder,150,0.11825456470251083,0.45795789812854804,0.8917900791663248,0.6964285714285714,0.3035714285714286
PFS2_profile_raster_encoder,175,0.10680419206619263,0.4854865958679864,0.8878099823928874,0.6071428571428571,0.3928571428571429
PFS2_profile_raster_encoder,200,0.10295894809744575,0.4934621878137001,0.8797575040117783,0.6607142857142857,0.3392857142857143
PFS2_profile_raster_encoder,225,0.09070312028581445,0.5098339273895524,0.8755256396255461,0.6428571428571429,0.3571428571428571
PFS2_profile_raster_encoder,250,0.08110808106985959,0.5084749663779469,0.875042613470822,0.6785714285714286,0.3214285714285714
PFS2_profile_raster_encoder,275,0.07233254408294504,0.5186714179770624,0.8718862554024771,0.6428571428571429,0.3571428571428571
PFS2_profile_raster_encoder,300,0.06644336100329053,0.5264091945844029,0.8712009560340311,0.6428571428571429,0.3571428571428571
PFS3_profile_station_sequence,1,1.1084790500727566,0.9044420532696293,0.5527652444740144,0.5357142857142857,0.4642857142857143
PFS3_profile_station_sequence,25,0.1901504871520129,0.40156862298677454,0.9161867852190876,0.6785714285714286,0.3214285714285714
PFS3_profile_station_sequence,50,0.17074423080140894,0.38808190804772513,0.9218756881006188,0.625,0.375
PFS3_profile_station_sequence,75,0.15260816704143176,0.3902789686664246,0.9208250007576788,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,100,0.14353281327269293,0.3911747012595411,0.9203777709766162,0.7321428571428571,0.2678571428571429
PFS3_profile_station_sequence,125,0.13691272722049194,0.39598113737092194,0.9182847158411368,0.6964285714285714,0.3035714285714286
PFS3_profile_station_sequence,150,0.13463385606353934,0.40117201437237604,0.9162187708327585,0.6607142857142857,0.3392857142857143
PFS3_profile_station_sequence,175,0.1260173117572611,0.4042502331972558,0.9146905132758922,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,200,0.11771138689734718,0.41149804806110346,0.9115897030553038,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,225,0.11297873881730167,0.4214383623332221,0.9082413246629882,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,250,0.10749934342774478,0.43618435806538713,0.9005403387660577,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,275,0.10465604540976611,0.4459404442220526,0.8970109455530452,0.7142857142857143,0.2857142857142857
PFS3_profile_station_sequence,300,0.09672833505001935,0.45718839806419126,0.8926150127350813,0.6785714285714286,0.3214285714285714
