split,group_name,group_value,sample_count,iou_mean,dice_mean,area_error_mean,center_error_px_mean,pred_area_mean,true_area_mean,pred_area_zero_mean,type_accuracy,center_mae_m,width_mae_m,length_mae_m,depth_mae_m,angle_mae_deg
train,overall,rect_rot,268,0.6547791045639879,0.787442065484673,0.17691766311068516,2.5254622223671253,351.90671641791045,410.00373134328356,0.0,0.8731343283582089,0.0010664054562138068,0.0014343606898866927,0.0007558005337200281,0.0003228299793224337,20.031686261046616
train,defect_type,rectangular_notch,134,0.680801472869441,0.8064494306208235,0.20500916370029612,2.390132318158896,424.57462686567163,526.5298507462686,0.0,0.9850746268656716,0.001041544698664394,0.0015018870150531405,0.0009495277902973232,0.00034693259234998877,nan
train,defect_type,rotated_rect,134,0.6287567362585348,0.7684347003485226,0.14882616252107417,2.6607921265753545,279.23880597014926,293.4776119402985,0.0,0.7611940298507462,0.001091266213763219,0.0013668343647202448,0.0005620732771427329,0.00029872736629487864,20.031686261046616
train,source_pack,pilot_v2_rectangular_notch,81,0.6939613269624638,0.815841726335514,0.19786472617429374,2.101936014888516,419.58024691358025,514.1481481481482,0.0,1.0,0.0008947024337221708,0.0015615519527115939,0.0010257541822890441,0.00034016533467320746,nan
train,source_pack,pilot_v3_rotated_rect,30,0.6079499391804252,0.7532988372007736,0.28924129522861175,2.762475054070919,424.76666666666665,480.06666666666666,0.0,0.03333333333333333,0.001150565549195695,0.0017924638154606025,0.0009935811006774504,0.00045958654178927344,19.283104427752917
train,source_pack,pilot_v7_topup_rotated_rect,16,0.654636555292308,0.7876663740606105,0.06498134423053158,2.5091652467798453,232.8125,239.5,0.0,1.0,0.0009967816968812705,0.001173488621134311,0.00040461914613842964,0.0004554646002361551,20.15339290810934
train,source_pack,pilot_v8_topup_rotated_rect,24,0.6556902009556507,0.7900793966987889,0.1499676126049552,2.1840812506454306,236.625,239.5,0.0,0.9583333333333334,0.0008512076608596656,0.0012017767100284498,0.0004247397106761734,0.000426184405417492,20.109640063084267
train,source_pack,pilot_v9_topup_rectangular_notch,53,0.6606892430291609,0.7920951673587496,0.2159280210513563,2.8305832722136275,432.20754716981133,545.4528301886793,0.0,0.9622641509433962,0.0012659640092364712,0.0014107009782543722,0.0008330308515929951,0.00035727500502582426,nan
train,source_pack,pilot_v9_topup_rotated_rect,64,0.6219399183690371,0.7626049566396575,0.10353972985559623,2.8298015527344074,238.609375,239.75,0.0,0.96875,0.001177112736838566,0.001277553616091609,0.00045066760503686965,0.00013634392962558195,20.32292465787323
train,area_bin,small,102,0.6251758927384092,0.7652046235985427,0.13613606108680198,2.7062829314142767,246.42156862745097,239.3921568627451,0.0,0.9215686274509803,0.0011322614242154677,0.0014184608452898614,0.0005209817158460032,0.00026865859000085326,20.650686096702007
train,area_bin,medium,78,0.6927534548028451,0.8147183453192278,0.13942993203356116,2.400414111706877,383.2307692307692,410.85897435897436,0.0,0.9743589743589743,0.0010171857011586954,0.0016897320866775818,0.0008225456381646487,0.0003120120561036926,13.14469209898978
train,area_bin,large,88,0.6554328351046489,0.7890405796356963,0.2574150089112732,2.4267126804204207,446.40909090909093,607.0,0.0,0.7272727272727273,0.001033699003465275,0.0012264381353320046,0.0009688164573162794,0.0003952081579799679,19.98146731416231
val,overall,rect_rot,66,0.5985414380384072,0.7427585463740275,0.24979397381340357,3.039742110080949,327.77272727272725,319.8181818181818,0.0,0.6363636363636364,0.0014088742814626928,0.0021705976969590693,0.0009109691547399217,0.0004300986801161233,19.731048270281175
val,defect_type,rectangular_notch,33,0.6172510935168376,0.7601886896993086,0.2858348274297974,2.8661145960139383,352.6060606060606,342.6060606060606,0.0,0.6363636363636364,0.001302161856676191,0.0025785320410222717,0.0011316283577770898,0.00041217428533303917,nan
val,defect_type,rotated_rect,33,0.5798317825599771,0.7253284030487465,0.2137531201970098,3.2133696241479597,302.93939393939394,297.030303030303,0.0,0.6363636363636364,0.0015155867062491943,0.0017626633528958666,0.0006903099517027537,0.00044802307489920747,19.731048270281175
val,source_pack,pilot_v2_rectangular_notch,19,0.5925055013438263,0.7409480895247573,0.3115388390050049,3.1083696881667544,397.42105263157896,349.05263157894734,0.0,0.9473684210526315,0.0015005985251725703,0.003256772644817829,0.0012829946354031563,0.00032054492591046974,nan
val,source_pack,pilot_v3_rotated_rect,9,0.6073706267094452,0.7517246185462774,0.35154693190407477,2.964538979700423,429.22222222222223,448.6666666666667,0.0,0.0,0.001278637607348196,0.001916396017703745,0.0010049485911925633,0.0003223559017189675,19.422811449568705
val,source_pack,pilot_v7_topup_rotated_rect,8,0.53271153947101,0.6875961956640458,0.10210737708119934,3.8991475945487437,252.0,240.0,0.0,0.875,0.0018900285191819246,0.0016275830566883087,0.0005468704039230943,0.0004820057365577668,20.50339164972754
val,source_pack,pilot_v8_topup_rotated_rect,8,0.621360784799356,0.7628480193400325,0.2303105734781807,3.0083784642424636,260.125,240.375,0.0,0.875,0.0012305614351480602,0.0017218501307070255,0.0006546046934090555,0.0004514408065006137,18.751777404483658
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.6508343971802104,0.7863009327933426,0.25095081172058703,2.5373398280922594,291.7857142857143,333.85714285714283,0.0,0.21428571428571427,0.001032854949431105,0.0016580626501568726,0.000926202695284571,0.0005365284159779549,nan
val,source_pack,pilot_v9_topup_rotated_rect,8,0.5544418237414135,0.6958452517074386,0.15382337186120126,3.0125172886561495,254.625,240.125,0.0,0.875,0.0016927379006812218,0.0017656076233834028,0.0005154862883500755,0.0005519982514670119,20.284742179933847
val,area_bin,small,24,0.54969563744138,0.6992881491998538,0.2721984670143534,3.4408924837695545,285.0416666666667,239.20833333333334,0.0,0.7916666666666666,0.0017045395728696813,0.0022544197272509336,0.0008441083094415566,0.0004614261755098899,20.73775223111794
