split,group_name,group_value,sample_count,iou_mean,dice_mean,area_error_mean,center_error_px_mean,pred_area_mean,true_area_mean,pred_area_zero_mean,type_accuracy,center_mae_m,width_mae_m,length_mae_m,depth_mae_m,angle_mae_deg
val,area_bin,medium,21,0.6293580236247693,0.7701294139204593,0.26323988783778723,2.6113075428728134,313.7142857142857,284.8095238095238,0.0,0.5714285714285714,0.0011476156313943583,0.0022457518304387727,0.0008555119191961629,0.0004615886691248133,15.987853935245909
val,area_bin,large,21,0.623548624562934,0.7650681327409374,0.2107429247022201,3.0097191073592495,390.6666666666667,446.95238095238096,0.0,0.5238095238095238,0.0013322297413516121,0.0019996469574315207,0.0010428387849103836,0.00036280583922884295,19.159129026409072
test,overall,rect_rot,66,0.590770288512384,0.7384555930902011,0.24688377277970422,2.8123822943126506,353.530303030303,352.8787878787879,0.0,0.6363636363636364,0.001304233435951042,0.0023747136054391212,0.0011081339749084277,0.00043284293849754965,20.143622775570357
test,defect_type,rectangular_notch,33,0.5917095844480783,0.7378177002365605,0.23386659153669773,2.7393710814193537,378.2121212121212,399.6060606060606,0.0,0.7272727272727273,0.001333916217396789,0.002551079501934124,0.0014241812468478174,0.00046467270956120706,nan
test,defect_type,rotated_rect,33,0.5898309925766897,0.7390934859438417,0.2599009540227107,2.885393507205947,328.8484848484849,306.1515151515151,0.0,0.5454545454545454,0.0012745506545052947,0.0021983477089441185,0.0007920867029690381,0.00040101316743389225,20.143622775570357
test,source_pack,pilot_v2_rectangular_notch,20,0.6144598394884868,0.7546580890705047,0.17795138646062453,2.966539429532679,416.6,383.25,0.0,0.95,0.0014864837223628996,0.002899716980755329,0.0012855903478339314,0.00043123343493789434,nan
test,source_pack,pilot_v3_rotated_rect,9,0.5806251317795618,0.7318444864731085,0.2901461830484367,3.572256522423277,444.1111111111111,484.6666666666667,0.0,0.0,0.0017076402074953406,0.001729823648929596,0.0009158081892463896,0.00038793874490592215,21.438229791304437
test,source_pack,pilot_v7_topup_rotated_rect,8,0.5895549204215406,0.7379940406379077,0.1191192036438006,2.9427128860857366,248.125,239.125,0.0,0.875,0.0012863876312679606,0.0015049786306917667,0.0005108777550049126,0.00046550968545489013,20.153612690171123
test,source_pack,pilot_v8_topup_rotated_rect,8,0.5999744126074896,0.7484706679287203,0.2684793007161023,2.905113759412165,295.625,239.375,0.0,0.75,0.001058398658165543,0.0026907058199867606,0.0008307363023050129,0.0006177294853841886,19.52854414570163
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.5567091920782189,0.7119094097228003,0.31988998396142587,2.389881315091161,319.15384615384613,424.7692307692308,0.0,0.38461538461538464,0.0010991969789873883,0.0020147141499015,0.001637398014561488,0.0005161177474432266,nan
test,source_pack,pilot_v9_topup_rotated_rect,8,0.5903202380978076,0.7389708736694716,0.35807847505428736,2.0356329840004417,313.125,239.125,0.0,0.625,0.0009916399269685793,0.0029264482436701655,0.0008954593795351684,0.00013450905680656433,19.29227859813749
test,area_bin,small,25,0.587970467411751,0.7373623162518577,0.2632833000792075,2.7018979410958988,289.72,239.24,0.0,0.72,0.0011637261872812466,0.0024315125867724417,0.0007888769544661046,0.00041243561077862977,20.204054260819035
test,area_bin,medium,19,0.6173834873760816,0.7594562288280526,0.262306979348002,2.555747041029954,390.57894736842104,339.42105263157896,0.0,0.7368421052631579,0.0012571566121656532,0.002945613949314544,0.0011870097368955612,0.00045175950263479824,23.774886984874144
test,area_bin,large,22,0.5709677771080918,0.7215610404510833,0.2149279042667387,3.1595722326212883,394.04545454545456,493.6363636363636,0.0,0.45454545454545453,0.0015045580208904632,0.0018171190114861185,0.0014028060673312707,0.0004396960509686985,19.409044012638837
