row_type,criterion,epoch,split,checkpoint,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,composite
val_epoch,epoch,35,val,,23305.66209716797,43.797061395645144,0.27815241387647033,0.3971512019939582,0.4384572920318483,1.2353310313546795,26,165,35,0.23684632383858023
val_epoch,epoch,36,val,,23511.877971191407,51.367926774024966,0.2883938564092429,0.41037777359961153,0.4286733402505785,1.1951618979658398,25,160,40,0.27009828975827593
val_epoch,epoch,37,val,,24127.893681640624,45.429022965431216,0.3014639694819902,0.4235658197630018,0.40171619679984416,1.183478010699928,27,149,51,0.3233135924451478
val_epoch,epoch,38,val,,23604.02779663086,46.681684899330136,0.2935098298727874,0.4162824491070633,0.3858384426620313,1.2518649159946256,21,163,37,0.32395383631781943
val_epoch,epoch,39,val,,25017.768280029297,46.61340353488922,0.2805858963832362,0.4005715967936624,0.4027694137306992,1.2820783705356416,22,154,46,0.2783880794461995
val_epoch,epoch,40,val,,23897.48051635742,47.208670840263366,0.24561630683484847,0.35819304476582625,0.5017222740176905,1.2781589172371377,27,190,10,0.10208707758298419
val_epoch,epoch,41,val,,24808.824279785156,43.86970268249512,0.2936950393879983,0.415235155765622,0.43410689171178135,1.2663822975428252,22,139,61,0.27482330344183886
val_epoch,epoch,42,val,,25515.29509277344,51.232971382141116,0.31978856922502796,0.4479645556615563,0.39358409105215414,1.1770470992056399,17,113,86,0.3741690338344302
val_epoch,epoch,43,val,,24000.577856445314,44.47861634731293,0.2585830575663598,0.37221753908136934,0.4786350146712859,1.249330873849124,31,171,29,0.15216558197644325
val_epoch,epoch,44,val,,24581.459591064453,48.148026390075685,0.2858996818219588,0.40506408060532534,0.41756040018443313,1.295935131926936,24,155,45,0.27340336224285106
val_epoch,epoch,45,val,,24530.124774169923,50.150929760932925,0.3106664010341325,0.43556106544273454,0.4032833592537885,1.2308010375748077,20,136,64,0.3429441072230786
val_epoch,epoch,46,val,,24391.89946899414,40.11777859926224,0.24517358984045348,0.35556157126947696,0.5170993912102986,1.2878019740603057,34,180,20,0.08363576989963184
val_epoch,epoch,47,val,,24186.579227294922,45.879076681137086,0.3006977620112083,0.42303571194805656,0.3993823687964824,1.1867432086990122,22,155,45,0.3243511051627825
val_epoch,epoch,48,val,,24496.324479980467,46.428715109825134,0.30328793817862143,0.42645797669687363,0.39974684462096505,1.1883245593971676,20,145,55,0.32999907025452996
val_epoch,epoch,49,val,,24595.631072998047,42.04092407941818,0.24470503019829365,0.3574663878691382,0.5038282960741689,1.2824487868956356,28,177,23,0.0983431219932629
val_epoch,epoch,50,val,,24787.945545654296,50.360496826171875,0.2953906144502334,0.41673657062935393,0.39678462511639795,1.2357332012926538,20,142,58,0.31534255996318944
selected_val,best_val_mse,17,val,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_mse.pt,22284.08889404297,51.975119762420654,0.26394149419318913,0.3814636550796979,0.4837518450217726,1.323240884808366,33,186,13,0.16165330425111446
selected_val,best_val_iou,13,val,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_iou.pt,23091.996516113282,51.87741169452667,0.32585787722638915,0.4569056513835072,0.38774527941355474,1.1218989665154369,20,131,69,0.39501824919634165
selected_val,best_val_dice,13,val,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_dice.pt,23091.996516113282,51.87741169452667,0.32585787722638915,0.4569056513835072,0.38774527941355474,1.1218989665154369,20,131,69,0.39501824919634165
selected_val,best_val_area_error,28,val,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_area_error.pt,23164.45919189453,48.93699959278106,0.3141237886323895,0.44311809283973497,0.3709663047663593,1.1820852203028542,18,142,58,0.3862755767057652
selected_val,best_composite,13,val,checkpoints\model_selection_audit\v3_complex_model_selection_best_composite.pt,23091.996516113282,51.87741169452667,0.32585787722638915,0.4569056513835072,0.38774527941355474,1.1218989665154369,20,131,69,0.39501824919634165
test_candidate,current_baseline,,test,checkpoints/best_model_v3_complex_tv_sweep_2e-6.pt,20737.717412109374,44.4655260181427,0.2952720465605976,0.4218854070236965,0.3945174424962078,1.325941887571589,18,158,42,0.32264001108808626
test_candidate,best_val_mse,17,test,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_mse.pt,20785.761013793945,49.71256168842316,0.26164511672551743,0.3797959144094724,0.4735635495326608,1.3455473803573073,23,183,17,0.16787748160232907
test_candidate,best_val_iou,13,test,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_iou.pt,21158.922271728516,48.59309167861939,0.3216848805074674,0.4537062894596947,0.3475024467431085,1.2120649095057794,16,131,67,0.4278887232240536
test_candidate,best_val_dice,13,test,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_dice.pt,21158.922271728516,48.59309167861939,0.3216848805074674,0.4537062894596947,0.3475024467431085,1.2120649095057794,16,131,67,0.4278887232240536
test_candidate,best_val_area_error,28,test,checkpoints\model_selection_audit\v3_complex_model_selection_best_val_area_error.pt,21344.67464416504,46.57409155368805,0.30967261340957414,0.43914251313561364,0.3385411032295002,1.2154785904793008,14,145,55,0.4102740233156876
test_candidate,best_composite,13,test,checkpoints\model_selection_audit\v3_complex_model_selection_best_composite.pt,21158.922271728516,48.59309167861939,0.3216848805074674,0.4537062894596947,0.3475024467431085,1.2120649095057794,16,131,67,0.4278887232240536
