seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
42,angle_deg=0.0,train,134,0.7285540090294373,0.8401308147455689,0.17288607420989358,2.0488507202199915,456.9179104477612,526.5298507462686,0,0.2306039562977072
42,angle_deg=-30.0,train,23,0.6534020527696234,0.7889887330591288,0.1326657619078783,2.3970117546034753,292.0,293.7391304347826,0,0.27329881035763287
42,angle_deg=-20.0,train,22,0.6860034283001488,0.8119903759442575,0.12143977315139141,2.064961177375238,288.3636363636364,282.8181818181818,0,0.24212829023599625
42,angle_deg=-10.0,train,15,0.6667516004666649,0.7987860980093224,0.14960687186471952,2.9068927490314023,305.0,282.93333333333334,0,0.25662805835405983
42,angle_deg=10.0,train,25,0.7102167320412421,0.829109347367393,0.14192577265708126,2.3309466912225276,292.12,289.32,0,0.22020492553710938
42,angle_deg=20.0,train,24,0.7002033228789424,0.8220281859784305,0.09886919580731185,2.5662939033852066,306.7083333333333,305.3333333333333,0,0.23368435135732094
42,angle_deg=30.0,train,25,0.684973485701342,0.8103195658426202,0.09786588089443123,2.0183339926679467,280.24,301.72,0,0.2473759752511978
42,angle_deg=0.0,val,33,0.680852681927888,0.8072231141282717,0.2207112408609917,2.4340028888208822,310.27272727272725,342.6060606060606,0,0.2648948796770789
42,angle_deg=-30.0,val,6,0.6391253705584101,0.7772649863489477,0.17332419274290164,2.586153891466656,300.6666666666667,289.5,0,0.2951170454422633
42,angle_deg=-20.0,val,5,0.6664018245172345,0.7992891274786791,0.09106797075676742,1.8632733076123795,358.4,368.2,0,0.2627569526433945
42,angle_deg=-10.0,val,10,0.6673746233377267,0.7962407457353007,0.2570596598729288,2.772064930959252,335.5,302.0,0,0.265235835313797
42,angle_deg=10.0,val,4,0.6729038690043128,0.8043038238996377,0.09490144418423108,2.658442043880992,294.25,321.0,0,0.2500233016908169
42,angle_deg=20.0,val,4,0.750870079501882,0.8541812098402175,0.10596040802213001,1.6877356819923848,235.5,240.5,0,0.19120189920067787
42,angle_deg=30.0,val,4,0.6538795525433733,0.7859814074452731,0.09712343096234309,3.047303810291714,239.25,239.5,0,0.2767791114747524
42,angle_deg=0.0,test,33,0.6685337850601811,0.7988644328878587,0.25726024942589243,2.1135823469030925,322.4848484848485,399.6060606060606,0,0.28315593979575415
42,angle_deg=-30.0,test,5,0.6124729082161722,0.7592714816047053,0.16717118509591994,3.4066883468454208,313.2,303.2,0,0.31123217940330505
42,angle_deg=-20.0,test,6,0.6533008608649045,0.7884706391876618,0.23947095435684648,2.377249714800454,339.0,290.1666666666667,0,0.2758549948533376
42,angle_deg=-10.0,test,8,0.6801132161252362,0.8076201523490674,0.22193406458692602,2.3572591583362437,323.25,316.25,0,0.25371474027633667
42,angle_deg=10.0,test,4,0.6530066234072851,0.7882257498747798,0.1648196545639937,3.052079012848419,353.25,319.5,0,0.27097437530755997
42,angle_deg=20.0,test,6,0.6329751355052736,0.7730117794479902,0.19579619726678552,3.1525329184498627,323.8333333333333,293.5,0,0.2983345737059911
42,angle_deg=30.0,test,4,0.6378276770565391,0.7778888667273566,0.27651486849970114,1.5916770451937527,336.75,319.25,0,0.2934541553258896
42,angle_deg=0.0,all,200,0.7107799531027544,0.8278920911371926,0.19469896561796457,2.1230815464418504,410.54,475.24,0,0.24493303593248128
42,angle_deg=-30.0,all,34,0.6448636464156664,0.7825496525434464,0.14491510605347677,2.5788716305560877,296.6470588235294,294.38235294117646,0,0.28272752376163707
42,angle_deg=-20.0,all,33,0.677087566981178,0.8057896285846373,0.1382981996744099,2.091182143306662,308.1818181818182,297.09090909090907,0,0.25138597325845197
42,angle_deg=-10.0,all,33,0.6701795748296706,0.800156368069254,0.19970218767865117,2.7327913276288944,318.6666666666667,296.7878787878788,0,0.2585302166866534
42,angle_deg=10.0,all,33,0.6987594021417408,0.821147029675227,0.13900087004302822,2.458053075984268,299.7878787878788,296.8181818181818,0,0.22997314686124976
42,angle_deg=20.0,all,34,0.6943003200039349,0.8171609405744453,0.11680822103131522,2.5663880564680492,301.3529411764706,295.61764705882354,0,0.24009527857689297
42,angle_deg=30.0,all,33,0.6754898806343393,0.803438492204728,0.11943030970330175,2.0913416132921374,282.1212121212121,296.3030303030303,0,0.2565252257115913
123,angle_deg=0.0,train,134,0.6978245738472555,0.8175899911946098,0.2128348020826194,2.1307737937139954,415.95522388059703,526.5298507462686,0,0.21619634647200356
123,angle_deg=-30.0,train,23,0.6490265980582892,0.7847829432570118,0.10439582294467901,2.5964604388167913,278.6521739130435,293.7391304347826,0,0.28296298047770624
123,angle_deg=-20.0,train,22,0.6902862052349067,0.8139095941411597,0.09001763086306655,2.161384654525909,278.40909090909093,282.8181818181818,0,0.2443319491364739
123,angle_deg=-10.0,train,15,0.6776835651012938,0.8064556205566931,0.13500373680413583,2.772885463558715,287.2,282.93333333333334,0,0.2604759226242701
123,angle_deg=10.0,train,25,0.6892614963826864,0.8134953494069792,0.13862564176622436,2.618401317195859,283.36,289.32,0,0.2439394089579582
123,angle_deg=20.0,train,24,0.692020299445935,0.8161584659179342,0.10226622211399418,2.5410359384736783,298.3333333333333,305.3333333333333,0,0.2451598004748424
123,angle_deg=30.0,train,25,0.68653909216021,0.8121397062536141,0.0886875617750587,2.060980761867844,276.52,301.72,0,0.2377297306060791
123,angle_deg=0.0,val,33,0.6908646324759667,0.8140277691522801,0.18875181156228693,2.1946344231193833,316.93939393939394,342.6060606060606,0,0.2606509287248958
123,angle_deg=-30.0,val,6,0.6518721640604012,0.787971947587963,0.13852763718648356,2.2981483429609617,284.3333333333333,289.5,0,0.2896442264318466
123,angle_deg=-20.0,val,5,0.6474842928997597,0.7855396841684124,0.1327208061647896,2.314100395704251,331.6,368.2,0,0.27114325761795044
123,angle_deg=-10.0,val,10,0.6865332769917695,0.8117865363062909,0.18723210283377628,2.4458951853139963,306.4,302.0,0,0.25957011282444
123,angle_deg=10.0,val,4,0.7009641066327924,0.8240105518235226,0.06402956674473069,2.7720110412469423,295.0,321.0,0,0.22323116287589073
123,angle_deg=20.0,val,4,0.7611728393838344,0.8628749386148116,0.06338606500691563,1.356216385395153,228.75,240.5,0,0.17794701643288136
123,angle_deg=30.0,val,4,0.6506094495520502,0.7854226326298693,0.09387639470013946,2.737416165101694,229.5,239.5,0,0.2604482136666775
123,angle_deg=0.0,test,33,0.639868125344541,0.7779906342239183,0.2510231245648834,2.2607026404014565,326.1818181818182,399.6060606060606,0,0.2750030561830058
123,angle_deg=-30.0,test,5,0.5899431381175277,0.7415072180899782,0.11225942670089795,4.073578628232271,303.0,303.2,0,0.33829561471939085
123,angle_deg=-20.0,test,6,0.5991659820843399,0.7469925455811395,0.24388799241842118,2.610900218259692,344.6666666666667,290.1666666666667,0,0.35792789856592816
123,angle_deg=-10.0,test,8,0.7154655405897896,0.8328023368699526,0.1541543133086853,2.217350467209182,319.5,316.25,0,0.24802833981812
123,angle_deg=10.0,test,4,0.628701293886845,0.7694199848531917,0.17911575052234663,3.251877552110577,338.75,319.5,0,0.3169877380132675
