seed,epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score
42,1,0.7753391123153794,0.16104883333327066,0.6142902777228557,0.5771796703338623,0.09277713298797607,0.48440253734588623,,,,,0.5,0.5113115995465618,0.6705569842806506,0.5298698482530069,0.6519987355742056
42,2,0.4379014146160072,0.11006308273530342,0.32783833188070377,0.3961225748062134,0.0859285518527031,0.3101940155029297,,,,,0.8,0.5763855754903442,0.7250991162091407,0.29325876605936063,1.0082259256401243
42,3,0.3800337872874569,0.09448609994330877,0.28554768713427264,0.3573175370693207,0.09369847923517227,0.263619065284729,,,,,0.7,0.602517650656583,0.7484884152214629,0.24051540989713305,1.1104906559809131
42,4,0.3498759559342559,0.08561946651045706,0.2642564907879897,0.3357190489768982,0.08019782602787018,0.2555212378501892,,,,,0.8,0.6207946842564425,0.7630429687016083,0.24940471672949774,1.134432936228553
42,5,0.3309753805818692,0.07975403093536135,0.251221347023064,0.33464673161506653,0.07769747823476791,0.256949245929718,,,,,0.3,0.631214515457175,0.7711571557351191,0.23381958665685262,1.1685520845354416
42,6,0.33120469748973846,0.08121052247957444,0.24999417637435484,0.32523372769355774,0.08486464619636536,0.24036908149719238,,,,,0.7,0.6322711399020511,0.7717491912100061,0.2275972173388758,1.1764231137731813
42,7,0.320878105054439,0.07885847398093049,0.24201962897475338,0.3121028244495392,0.07222381234169006,0.23987901210784912,,,,,0.6,0.6423643170139995,0.7789964093161428,0.2106909638239286,1.2106697625062135
42,8,0.3170738870828924,0.0776184902749431,0.2394553968604182,0.32621318101882935,0.08742238581180573,0.23879081010818481,,,,,0.9,0.6437065373564284,0.7800848392894486,0.2024917082985858,1.2212996683472912
42,9,0.30593482688279217,0.076050293172749,0.22988453549398502,0.34598371386528015,0.08488955348730087,0.2610941529273987,,,,,0.9,0.6298014740564929,0.7694795953400254,0.22927525462504628,1.170005814771472
42,10,0.2970503562353027,0.0724403777907432,0.22460997692296203,0.3071461319923401,0.07328640669584274,0.23385971784591675,,,,,0.7,0.6455239410400823,0.7818506019771437,0.2070558659112211,1.2203186771060048
42,11,0.29804677064989654,0.07363064686807108,0.2244161241491076,0.31830868124961853,0.06832758337259293,0.2499811053276062,,,,,0.4,0.6418702987489109,0.7791047532718908,0.1956615907175906,1.225313461303211
42,12,0.29829405332115333,0.07345695867085121,0.22483709412561337,0.3093400299549103,0.06825021654367447,0.2410898208618164,,,,,0.7,0.6471584910989245,0.7825979110678055,0.20892889520604307,1.2208275069606869
42,13,0.2930990776545565,0.07243612251231368,0.22066295482742954,0.3049173653125763,0.06912551075220108,0.2357918620109558,,,,,0.7,0.6545621974877108,0.7878508691627754,0.20446532323469804,1.2379477434157882
42,14,0.292761407897506,0.07173519691740962,0.221026211557254,0.3139934837818146,0.07453302294015884,0.23946046829223633,,,,,0.8,0.6473886757447898,0.782810359177948,0.21323117053922666,1.216967864383511
42,15,0.28442626016240724,0.06938509380733462,0.21504116646001037,0.31216955184936523,0.07630324363708496,0.23586630821228027,,,,,0.7,0.643431019090795,0.7796892610699994,0.21339335437436274,1.2097269257864318
42,16,0.28127075962617365,0.06881524239417533,0.21245551529064985,0.3083530068397522,0.08043307065963745,0.22791993618011475,,,,,0.8,0.6525294247953441,0.7864151865218773,0.21161915898449657,1.227325452332725
42,17,0.27850385492956137,0.0682321677745228,0.21027168505628344,0.31004953384399414,0.0742984339594841,0.23575109243392944,,,,,0.7,0.6448396726544219,0.7807560018042641,0.20757519100293886,1.218020483455747
42,18,0.2820577629854981,0.06920824551456412,0.21284951878265596,0.3130459189414978,0.07205319404602051,0.2409927248954773,,,,,0.7,0.6426185793293833,0.7793425252114876,0.22279817183155404,1.1991629327093167
42,19,0.2749465447916111,0.06686511735471201,0.20808142759430576,0.3159862160682678,0.082920141518116,0.23306608200073242,,,,,0.8,0.649867839313572,0.7844268195655666,0.20443291430651633,1.2298617445726223
42,20,0.2709642067341737,0.06649338569439633,0.20447082166940395,0.3029498755931854,0.08145490288734436,0.22149497270584106,,,,,0.5,0.6580616262669416,0.7906722205339369,0.18567083911362034,1.2630630076872582
42,21,0.273253900904051,0.06643319108956297,0.20682070960461255,0.3139946758747101,0.07794353365898132,0.23605114221572876,,,,,0.6,0.6442143936980942,0.7797876335394488,0.19477586233144076,1.2292261649061023
42,22,0.2698122584064242,0.0664766284991318,0.20333563022210566,0.30444416403770447,0.07616773992776871,0.22827643156051636,,,,,0.7,0.6544266682638654,0.7876965373404222,0.20482925011364517,1.2372939554906424
42,23,0.27191792071705134,0.06613670383960428,0.2057812171922603,0.30545344948768616,0.07924606651067734,0.22620737552642822,,,,,0.8,0.655982638388458,0.7890105916781883,0.1968643689045404,1.248128861162106
42,24,0.2600720868983739,0.06378061901515639,0.19629146851284404,0.3152371346950531,0.07711390405893326,0.23812323808670044,,,,,0.8,0.6454265945255019,0.7808223520182048,0.22196025110524079,1.204288695438466
42,25,0.26029691981597686,0.0642914682311911,0.19600545184713014,0.332342267036438,0.09382308274507523,0.23851919174194336,,,,,0.5,0.6354652500351013,0.7733400274626,0.19501975461758128,1.21378552288012
42,26,0.25871501632139715,0.06391744777350358,0.19479756959727113,0.3031221032142639,0.07563359290361404,0.22748851776123047,,,,,0.8,0.6584640873047393,0.7910032819671035,0.19608241207298255,1.2533849571988602
42,27,0.2582457567184744,0.06313679529957368,0.1951089618911206,0.31561511754989624,0.07737426459789276,0.23824083805084229,,,,,0.6,0.6429158567359389,0.7791805196525694,0.1852817291262133,1.236814647262295
42,28,0.24685454998217837,0.060171502314403026,0.186683047825182,0.30726757645606995,0.0793476328253746,0.22791993618011475,,,,,0.6,0.6500276950011341,0.7847075274020283,0.1826165075274711,1.2521187148756914
