observation_config,sample_count,feature_dim,shape_nn_consistency,burial_depth_bin_nn_consistency,size_bin_nn_consistency,aspect_bin_nn_consistency,cuboid_ellipsoid_cross_nn_rate,elongated_x_y_cross_nn_rate,ambiguous_neighbor_rate,mean_nn_center_distance_mm,median_nn_center_distance_mm,mean_nn_burial_distance_mm,median_nn_burial_distance_mm,mean_nn_feature_distance
single_x_5line,30,29,0.7,0.5333333333333333,0.26666666666666666,0.5666666666666667,0.391304347826087,0.5,0.9,6.194127559661865,5.002998352050781,0.8466665744781494,0.0,0.48742514848709106
dual_xy_5line,30,58,0.6666666666666666,0.5333333333333333,0.36666666666666664,0.6,0.43478260869565216,0.4166666666666667,0.9,5.36826229095459,4.468502044677734,0.9333333373069763,0.0,0.5160184502601624
single_x_9line,30,29,0.6,0.7,0.3,0.6666666666666666,0.5217391304347826,0.3333333333333333,0.8666666666666667,6.417502403259277,6.001666069030762,0.47999995946884155,0.0,0.46955442428588867
dual_xy_9line,30,58,0.7,0.6,0.26666666666666666,0.6,0.391304347826087,0.3333333333333333,0.8333333333333334,6.051861763000488,5.002998352050781,0.7066667079925537,0.0,0.4742092192173004
