group,sample_count,mean_true_area,mean_pred_area,mean_area_ratio,mean_area_error,mean_iou,mean_dice
large,14,14.97315424583272,23.49521319658816,1.6494546228611908,0.6494546228611907,0.41254506297314386,0.5792253649023211
medium,21,3.964271115403529,11.25107565878931,2.863950167620341,1.8912038363834438,0.2156662479511665,0.34033257013085916
small,25,1.1810583906941015,2.9541687441291344,2.588454114222693,1.59512078088936,0.10943934656209887,0.18338483434532546
