seed,source_index,sample_id,split,defect_group,task_group,defect_type,component_count,component_types,component_type_combination,source_dataset,source_pack,angle_deg,vertex_count,distance_bin,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,true_connected_component_count,pred_connected_component_count,predicted_component_count_correct,predicted_component_count_is_1,predicted_component_count_is_2,predicted_component_count_is_3,component_count_error,missed_component_flag,merged_component_flag,split_component_flag,extra_fragment_flag,largest_component_area_ratio,second_largest_component_area_ratio,third_largest_component_area_ratio,component_recall_heuristic,polygon_component_present,notes
42,0,single_rect_p2_0001,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7348484848484849,0.8471615720524017,0.09166666666666666,2.8153798183529517,436,480,0,0.045788705348968506,0.16917848587036133,0.21496719121932983,3.598106843583082e-07,0.999599039554596,0.05501960217952728,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,1,single_rect_p2_0002,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6740506329113924,0.8052930056710775,0.2606837606837607,0.9874725222450587,295,234,0,0.0325155109167099,0.2143649458885193,0.2468804568052292,6.813986885845225e-08,0.9997944235801697,0.03743363916873932,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,2,single_rect_p2_0003,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8674698795180723,0.9290322580645162,0.06666666666666667,0.6506496949282369,560,525,0,0.021682916209101677,0.10062521696090698,0.12230813503265381,5.744270197283186e-07,0.9990112781524658,0.06905577331781387,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,3,single_rect_p2_0004,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.8020408163265306,0.8901472253680635,0.11244019138755981,1.8292256824390156,465,418,0,0.030760766938328743,0.13730883598327637,0.16806960105895996,6.430192343032104e-07,0.999321699142456,0.05871228128671646,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,4,single_rect_p2_0005,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.5323886639676113,0.6948480845442536,0.8674242424242424,2.751588773528564,493,264,0,0.09674089401960373,0.3327293395996094,0.4294702410697937,2.1306495057160646e-07,0.9989323019981384,0.06145855039358139,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,5,single_rect_p2_0006,val,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.759581881533101,0.8633663366336634,0.10150375939849623,1.4985345572344508,239,266,0,0.026693735271692276,0.1510944962501526,0.17778822779655457,1.4539027404225635e-07,0.9999687671661377,0.029769008979201317,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,6,single_rect_p2_0007,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.6914446002805049,0.8175787728026535,0.2869318181818182,3.4126674706292466,502,704,0,0.08343303203582764,0.19184154272079468,0.2752745747566223,7.067459364407114e-07,0.9988251328468323,0.0631733238697052,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,7,single_rect_p2_0008,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.833941605839416,0.909452736318408,0.09659090909090909,1.2506510661118266,477,528,0,0.030352145433425903,0.11409574747085571,0.14444789290428162,1.0355363428971032e-06,0.9994364380836487,0.05987899750471115,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,8,single_rect_p2_0009,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7624113475177305,0.8651911468812877,0.15151515151515152,3.008895948796791,532,462,0,0.04516849294304848,0.1580144166946411,0.2031829059123993,5.451360607366951e-07,0.999215841293335,0.06682536005973816,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,9,single_rect_p2_0010,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7777777777777778,0.875,0.26038781163434904,1.071403211872327,455,361,0,0.03552434593439102,0.1627497673034668,0.19827410578727722,2.7792509627033724e-07,0.9995915293693542,0.05700868368148804,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,10,single_rect_p2_0011,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7464285714285714,0.8548057259713702,0.11688311688311688,2.831230860775573,516,462,0,0.04181521385908127,0.15925776958465576,0.20107299089431763,6.900983748892031e-07,0.9990622401237488,0.06503818184137344,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
42,11,single_rect_p2_0012,train,single_defect,single_defect,rectangular_notch,1,rectangular_notch,rectangular_notch,single_pilot_v9,pilot_v2_rectangular_notch,0.0,0,,0.6,0.7515243902439024,0.8581375108790252,0.20961538461538462,3.0636596248953434,629,520,0,0.06063178926706314,0.1750577688217163,0.23568955063819885,1.2016405435133493e-06,0.9977853298187256,0.07797721773386002,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,no,combined_baseline_v2_candidate_eval
