candidate,candidate_role,selected_candidate,valid_for_multiseed,seed,split,sample_count,selection_score,best_epoch,total_normalized_mae,dimension_mae_mm,L_mae_mm,W_mae_mm,D_mae_mm,burial_depth_mae_mm,center_xyz_component_mae_mm,center_x_mae_mm,center_y_mae_mm,center_z_mae_mm,shape_accuracy,shape_macro_f1,selection_notes
T3_shape_specific_heads,official_candidate,False,True,42,train,160,,198,0.0484321191906929,0.06512553989887238,0.097762331366539,0.087903693318367,0.009710579179227352,0.0671304389834404,0.23297762870788574,0.4015248715877533,0.2289014756679535,0.06850649416446686,1.0,1.0,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,False,True,42,val,40,1.142912708222866,198,0.21276013553142548,0.34007424116134644,0.539987325668335,0.420503705739975,0.0597316138446331,0.18054254353046417,0.7561348080635071,0.8263288140296936,1.2551183700561523,0.18695706129074097,1.0,1.0,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,False,True,42,test,40,,198,0.34409379959106445,0.5221307873725891,0.5980098247528076,0.883333683013916,0.08504868298768997,0.46688029170036316,1.1688156127929688,1.669837474822998,1.3770605325698853,0.4595490097999573,0.95,0.9505494505494506,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,True,True,123,train,160,,283,0.03528169170022011,0.04707907512784004,0.06587300449609756,0.06840036064386368,0.006963879801332951,0.054164089262485504,0.16110347211360931,0.27978479862213135,0.15087446570396423,0.05265114828944206,1.0,1.0,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,True,True,123,val,40,1.1026770469546319,283,0.2216794788837433,0.34728100895881653,0.6237126588821411,0.3555372655391693,0.06259318441152573,0.23760847747325897,0.733684778213501,0.9110950231552124,1.046935796737671,0.24302345514297485,1.0,1.0,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,True,True,123,test,40,,283,0.35737112164497375,0.6045020222663879,0.7353984713554382,0.992022693157196,0.0860849991440773,0.4569946229457855,1.1434406042099,1.6365877389907837,1.3430027961730957,0.45073115825653076,0.95,0.9505494505494506,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,False,True,2026,train,160,,300,0.03828182816505432,0.049804043024778366,0.07608779519796371,0.06513980776071548,0.008184520527720451,0.04782518371939659,0.21365271508693695,0.4105282127857208,0.17867395281791687,0.051756057888269424,1.0,1.0,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,False,True,2026,val,40,1.1773335778713225,300,0.21423108875751495,0.32241687178611755,0.5679154992103577,0.337421715259552,0.061913348734378815,0.22094610333442688,0.7929616570472717,1.0935693979263306,1.0654383897781372,0.2198771983385086,0.975,0.9751724137931035,multi-seed validation-only selection; test final only
T3_shape_specific_heads,official_candidate,False,True,2026,test,40,,300,0.3419007360935211,0.5928181409835815,0.7879550457000732,0.907210648059845,0.08328854292631149,0.39134976267814636,1.210973858833313,1.854810118675232,1.3954265117645264,0.38268494606018066,0.975,0.9753086419753086,multi-seed validation-only selection; test final only
