split,group_name,group_value,sample_count,iou_mean,dice_mean,area_error_mean,center_error_px_mean,pred_area_mean,true_area_mean,pred_area_zero_mean,type_accuracy,center_mae_m,width_mae_m,length_mae_m,depth_mae_m,angle_mae_deg
val,defect_type,rectangular_notch,33,0.6397802562886583,0.7754943887635513,0.2791434958056781,2.5181058729835923,372.06060606060606,342.6060606060606,0.0,0.5454545454545454,0.001018635532198631,0.002361086310085022,0.0010166405700147152,0.000486394944318542,nan
val,defect_type,rotated_rect,33,0.6375418177697827,0.7740680906969558,0.1379362988678085,2.685102840686732,318.3030303030303,297.030303030303,0.0,0.7575757575757576,0.0010976301413524168,0.001260661491841981,0.0004979387969907486,0.0003333192276345058,18.82170191446818
val,source_pack,pilot_v2_rectangular_notch,19,0.6000677625575499,0.7467825119519889,0.35706188363817615,2.494169388791462,439.63157894736844,349.05263157894734,0.0,0.8421052631578947,0.0010495366529672074,0.0035778721794486046,0.001112025059563549,0.00044841769053355644,nan
val,source_pack,pilot_v3_rotated_rect,9,0.6586241590003188,0.7901841258068251,0.18799989692846836,2.6098358380496913,457.6666666666667,448.6666666666667,0.0,0.2222222222222222,0.001078630045801567,0.0015467836832006772,0.0007175359771483474,0.00032162992283701897,18.57586104371829
val,source_pack,pilot_v7_topup_rotated_rect,8,0.600911111287759,0.748181843234274,0.054676712413988665,3.2395678735751656,246.125,240.0,0.0,1.0,0.001281033380962077,0.0006427200278267264,0.00031454971758648753,0.0004144080157857388,20.107067575260025
val,source_pack,pilot_v8_topup_rotated_rect,8,0.6160771885347492,0.7546421248922898,0.20194173384395164,2.8943131466476086,288.375,240.375,0.0,0.875,0.001125638427560085,0.0015794213395565748,0.000599480583332479,0.0003219551726942882,17.39609340021607
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.6936757834951627,0.8144605072935286,0.17339711231871657,2.5505911015300557,280.35714285714283,333.85714285714283,0.0,0.14285714285714285,0.000976698296869849,0.0007097340588058744,0.000887190191341298,0.0005379355030267366,nan
val,source_pack,pilot_v9_topup_rotated_rect,8,0.6719195196024863,0.8012497644657007,0.10086890252724295,2.0061028798040916,263.625,240.125,0.0,1.0,0.0009075937230297942,0.001237955642864108,0.0003327392623759806,0.00027674496232066303,19.238515747522055
val,area_bin,small,24,0.6165076076650943,0.757014892317382,0.2397650339372507,2.5321034963488103,292.75,239.20833333333334,0.0,0.9166666666666666,0.001033007985896764,0.0017022154061123729,0.0005890116250763336,0.00036475953917639953,19.641813421367022
val,area_bin,medium,21,0.6315129175699566,0.769407958083148,0.24408951330722004,2.6282596060900665,308.4761904761905,284.8095238095238,0.0,0.47619047619047616,0.0010917997616883865,0.001710196247413045,0.0006656342052987643,0.0004091423193347596,16.203001863204868
val,area_bin,large,21,0.6711273614760571,0.800458918420641,0.1373044109656868,2.6543786624218026,441.8095238095238,446.95238095238096,0.0,0.5238095238095238,0.0010531800271526726,0.0020357326914866767,0.0010412629427654402,0.0004621119061041446,17.99687643189181
test,overall,rect_rot,66,0.6138079045561418,0.7577145620650418,0.22269742880900067,2.575376722092481,360.07575757575756,352.8787878787879,0.0,0.6212121212121212,0.0011102281038829313,0.001907274451558337,0.0011063194692586408,0.0004115329568528316,18.57977106828505
test,defect_type,rectangular_notch,33,0.5767758172997167,0.7289135789978634,0.3155599509262783,2.5586027581387722,389.030303030303,399.6060606060606,0.0,0.5757575757575758,0.0011696266307411204,0.0025092880100463376,0.0017053588208827105,0.00046824620486321777,nan
test,defect_type,rotated_rect,33,0.6508399918125667,0.7865155451322203,0.12983490669172312,2.5921506860461894,331.1212121212121,306.1515151515151,0.0,0.6666666666666666,0.0010508295770247417,0.0013052608930703366,0.000507280117634571,0.0003548197088424455,18.57977106828505
test,source_pack,pilot_v2_rectangular_notch,20,0.6021096335298471,0.7497104861276935,0.27278073966107497,2.5608037357842024,468.7,383.25,0.0,0.9,0.0011779783649313682,0.003428310668095946,0.0013110405299812556,0.0004332116630394012,nan
test,source_pack,pilot_v3_rotated_rect,9,0.6406530952251901,0.7792401502665113,0.12486695377975904,2.883133297703004,495.44444444444446,484.6666666666667,0.0,0.1111111111111111,0.00123618402432643,0.0013802753140528996,0.0006684809923171997,0.0004635850976531704,20.184030458982964
test,source_pack,pilot_v7_topup_rotated_rect,8,0.6580287257577911,0.7918919175470627,0.14658968713008216,2.4963700725510307,274.25,239.125,0.0,0.875,0.0008655052253123723,0.0012321181129664183,0.0004908025148324668,0.0003867703635478392,17.789921317374368
test,source_pack,pilot_v8_topup_rotated_rect,8,0.639325343978445,0.7779963185712924,0.13447960251046026,3.0410006567705716,271.375,239.375,0.0,0.875,0.0011331537137543386,0.0014004273107275367,0.0004251882783137262,0.0002977664116770029,17.865490570372028
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.5378007154072081,0.6969183372596626,0.3813741221035142,2.555216638684264,266.46153846153845,424.7692307692308,0.0,0.07692307692307693,0.0011567778089099695,0.0010954069976623242,0.0023120023453464876,0.0005221454999767817,nan
test,source_pack,pilot_v9_topup_rotated_rect,8,0.6666261643622626,0.7978432185022291,0.11402437746058647,1.9117258907030512,262.875,239.125,0.0,0.875,0.0009453060387931161,0.0011988460319116712,0.0004244985757395625,0.00025756128889042884,18.279109502573604
test,area_bin,small,25,0.647808713274691,0.7837430309958283,0.14309664013902793,2.5659185228351227,272.32,239.24,0.0,0.84,0.0010333777670936985,0.0013392291963100432,0.00046574341133236884,0.0003387196594849229,18.412997155301515
test,area_bin,medium,19,0.5908137682560111,0.7405647017296332,0.3431786781384862,2.5468432496087727,401.1578947368421,339.42105263157896,0.0,0.6842105263157895,0.001205084640105971,0.002686198800802231,0.0013343926617189457,0.0004955076820854293,18.744095036723692
test,area_bin,large,22,0.5950291941806303,0.7429479994788192,0.20910088242214142,2.6107672202117733,424.3181818181818,493.6363636363636,0.0,0.3181818181818182,0.0011156364780417066,0.0018800730309025807,0.001637274505231868,0.00042175171388821167,19.151917333449312
