sample_id,source_index,split,defect_type,source_pack,threshold,dense_threshold,geometry_threshold,pred_center_x,pred_center_y,pred_width,pred_length,pred_depth,pred_angle_deg,pred_angle_rad,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,dense_iou,dense_dice,dense_area_error,geometry_iou,geometry_dice,geometry_area_error,center_abs_error_m,width_abs_error_m,length_abs_error_m,depth_abs_error_m,angle_abs_error_deg,empty_prediction,fallback_used,component_area_px,depth_source,type_probability_source,notes
rect_v9_0018,137,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0009036717819981277,-7.624980207765475e-05,0.012726764087850742,0.0081398420521656,0.001500000013038516,-0.978995275953082,-0.01708669092685175,0.7925450115459827,0.20745498845401728,rectangular_notch,0.9798534798534798,0.9898242368177613,0.020146520146520148,1.0,1.0,0.0,0.00017154896355183746,0.00027323607355356216,0.000360158272087574,0.0004999999655410647,nan,0.0,0.0,535.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0019,138,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0030616195872426033,0.0009915817063301802,0.008305732194499968,0.006479742178175712,0.001500000013038516,-16.26982038512756,-0.28396193442856776,0.050000000000000044,0.95,rotated_rect,0.6432291666666666,0.7828843106180665,0.3567708333333333,0.6829896907216495,0.8116385911179173,0.2994791666666667,6.219195113715394e-05,0.0016942676156759262,0.0010202578268945217,0.0004999999655410647,nan,0.0,0.0,247.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0020,139,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0013138129143044353,0.0009446683106943965,0.011803431667649005,0.008423295348856233,0.001500000013038516,-8.01898285815895,-0.1399576535358591,0.2676991562891119,0.7323008437108881,rotated_rect,0.7485493230174082,0.8561946902654868,0.2378167641325536,0.8808193668528864,0.9366336633663367,0.031189083820662766,0.0005665214877503053,0.00019656866788864136,7.670465856790543e-05,0.0004999999655410647,nan,0.0,0.0,391.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0022,141,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0006132518756203353,-0.0008400758379139006,0.017557272879033716,0.012563107336482887,0.001500000013038516,-12.991079000572995,-0.22673710194669308,0.06515004780164568,0.9348499521983543,rotated_rect,0.8376777251184834,0.9116698903932946,0.13581730769230768,0.7351885098743267,0.8473874806001035,0.3233173076923077,0.0006337614817601198,0.0015572719275951385,0.0025631077587604523,0.0004999999655410647,nan,0.0,0.0,718.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0023,142,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.002256675623357296,0.0007151043391786516,0.012362273459147848,0.0072248898781517076,0.001500000013038516,-4.024016302214477,-0.07023233362756981,0.5806221504235758,0.41937784957642416,rectangular_notch,0.6422487223168655,0.7821576763485477,0.3263888888888889,0.6672158154859967,0.8003952569169961,0.24305555555555555,0.0010314578923013718,0.002637726254761219,0.0002751098945736885,0.0004000000189989805,nan,0.0,0.0,388.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0024,143,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0011998496484011412,4.397722295834683e-05,0.013383522660519589,0.006759419785440307,0.001500000013038516,-1.4380716290397118,-0.02509908480626147,0.7662595174453513,0.2337404825546487,rectangular_notch,0.9545454545454546,0.9767441860465116,0.045454545454545456,0.9772727272727273,0.9885057471264368,0.022727272727272728,0.00030335496951768774,0.0006164778023958206,0.00024058064445853233,0.0004000000189989805,nan,0.0,0.0,462.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0025,144,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0015404436271637678,-3.1168827263172716e-05,0.012727777364518366,0.008294454915827844,0.001500000013038516,-0.9462752234085201,-0.016515618278523596,0.7943325392015109,0.20566746079848905,rectangular_notch,0.9927272727272727,0.9963503649635036,0.007326007326007326,1.0,1.0,0.0,5.106056909664994e-05,0.0002722227945923805,0.00020554568618535995,9.999994654208422e-05,nan,0.0,0.0,550.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0026,145,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0032218103297054768,-0.00045862351544201374,0.013408214381214468,0.0074104288869787545,0.001500000013038516,-1.4445755015572104,-0.025212598795821793,0.7658709994158003,0.23412900058419972,rectangular_notch,0.9804305283757339,0.9901185770750988,0.0,0.9960474308300395,0.998019801980198,0.003952569169960474,0.00022563649136475735,0.0005917856469750404,8.957087993621826e-05,0.00020000000949949026,nan,0.0,0.0,506.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0028,147,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0013745256001129746,0.00041190910269506276,0.013597506005093712,0.009782834497009,0.001500000013038516,-5.071490623930117,-0.08851420937160207,0.4940427299204434,0.5059572700795566,rotated_rect,0.842185128983308,0.914332784184514,0.13517665130568357,0.9425625920471281,0.9704321455648218,0.026113671274961597,0.0001533096170208899,0.0005975058302283287,0.00021716486662626266,0.000699999975040555,nan,0.0,0.0,563.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0029,148,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0010225429432466626,-0.0008704790961928666,0.013422924421670257,0.009984235154757328,0.001500000013038516,-1.3243969622297982,-0.02311508759432096,0.7729775356779112,0.2270224643220888,rectangular_notch,0.9367647058823529,0.9673500379650721,0.004545454545454545,0.9156976744186046,0.9559939301972686,0.0030303030303030303,0.0004947129777164406,0.0005770763382315636,0.00048423558473587036,0.00020000000949949026,nan,0.0,0.0,657.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0030,149,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0019039362668991089,5.5555316066602245e-05,0.010444612067327313,0.008455814380475019,0.001500000013038516,3.4705837213097936,0.06057311290297319,0.6247608607270976,0.3752391392729024,rectangular_notch,0.9049773755656109,0.9501187648456056,0.09502262443438914,0.9244444444444444,0.9607390300230947,0.04072398190045249,0.0004077387525440639,0.0005553876981139183,0.0004558144137263298,0.0004999999655410647,nan,0.0,0.0,400.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0031,150,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0010176043724641204,0.0011235015699639916,0.01459576786254612,0.008752205740020303,0.001500000013038516,0.786519983594502,0.013727363346455846,0.8028959455263815,0.19710405447361842,rectangular_notch,0.9371165644171779,0.9675376088677752,0.05092592592592592,0.9583333333333334,0.9787234042553191,0.041666666666666664,0.0002947282184052032,0.0004042321816086769,0.00025220494717359543,9.999994654208422e-05,nan,0.0,0.0,615.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0036,155,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0007360003073699772,0.0006062290049158037,0.01590065031692199,0.00961024317513204,0.001500000013038516,-0.9992372977071113,-0.017439980853719877,0.7914334413284878,0.20856655867151222,rectangular_notch,0.9808184143222506,0.9903163331181407,0.014102564102564103,0.9615384615384616,0.9803921568627451,0.038461538461538464,0.00010714750587888544,9.934976696968079e-05,0.00011024344712495804,0.0004000000189989805,nan,0.0,0.0,769.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0037,156,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0013425085926428437,0.000955297495238483,0.014640672573903623,0.010236475075172159,0.001500000013038516,0.8981580851840363,0.015675815789869135,0.7969404444560676,0.20305955554393243,rectangular_notch,0.987012987012987,0.9934640522875817,0.0078125,0.9713541666666666,0.9854689564068693,0.028645833333333332,0.0001637127535554643,0.000359327532351017,0.00023647490888834,0.0004999999655410647,nan,0.0,0.0,762.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0039,158,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.002433913992717862,-0.00042729591950774193,0.013246064206554208,0.007047412809323313,0.001500000013038516,-0.36055541534881286,-0.006292879133732484,0.8244049741157486,0.17559502588425138,rectangular_notch,0.7957610789980732,0.8862660944206009,0.0743801652892562,0.7984790874524715,0.8879492600422833,0.045454545454545456,0.0007092497444428767,0.0007539363577961922,4.7412700951099396e-05,9.999994654208422e-05,nan,0.0,0.0,448.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0040,159,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0032639766577631235,-0.0004566820280160755,0.013458009332737834,0.007991237427272662,0.001500000013038516,1.7751020896222371,0.030981376022939506,0.7455401583718919,0.25445984162810814,rectangular_notch,0.9656419529837251,0.9825206991720331,0.023636363636363636,0.9763636363636363,0.9880404783808647,0.023636363636363636,0.00026750721640850787,0.0005419915542006493,8.762814104557037e-06,0.0004000000189989805,nan,0.0,0.0,537.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0041,160,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,9.008267079479992e-05,-0.00019451891421340406,0.011060892191265598,0.00963645290737649,0.001500000013038516,-2.870608025191018,-0.05010156157375559,0.6703563744820817,0.32964362551791826,rectangular_notch,0.6105563480741797,0.7581930912311781,0.2630769230769231,0.6,0.75,0.15384615384615385,0.0007003366350115113,0.004939108155667782,0.0016364529728889465,0.0004000000189989805,nan,0.0,0.0,479.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0042,161,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0023903721012175083,-0.0007491293363273144,0.014528707883953853,0.007092582050731206,0.001500000013038516,-1.6904449623039,-0.029503830415954484,0.7508564052123191,0.24914359478768092,rectangular_notch,0.8805668016194332,0.9364908503767492,0.12585812356979406,0.8403846153846154,0.9132706374085684,0.18993135011441648,0.0002874725512382583,0.0005287071689963341,0.0010925820097327232,0.00020000000949949026,nan,0.0,0.0,492.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0043,162,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0010269564809277654,-0.0006509484956040978,0.00944988394326212,0.007619348881451571,0.001500000013038516,0.02748912467887976,0.00047977573413768076,0.8399026097345929,0.16009739026540712,rectangular_notch,0.6190476190476191,0.7647058823529411,0.38095238095238093,0.7142857142857143,0.8333333333333334,0.2857142857142857,0.0010846550601913486,0.0015501156449317932,0.0013806507922708988,0.0004999999655410647,nan,0.0,0.0,307.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0045,164,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0014261704636737704,-0.00015159625036176294,0.008631970795809608,0.007454499143811962,0.001500000013038516,15.310272839716532,0.26721467043171554,0.050000000000000044,0.95,rotated_rect,0.7927927927927928,0.8844221105527639,0.19090909090909092,0.7433155080213903,0.852760736196319,0.024242424242424242,0.0008376612492284867,0.0003680288791656494,0.00045449892058968544,0.0004999999655410647,nan,0.0,0.0,267.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0047,166,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0026052286848425865,-0.0005222418112680316,0.011074665695286732,0.008924222620256744,0.001500000013038516,10.59962035071473,0.18499827458136814,0.13394256766396562,0.8660574323360344,rotated_rect,0.820855614973262,0.9016152716593245,0.09243697478991597,0.7028112449799196,0.8254716981132075,0.3753501400560224,0.00035592440835128966,7.466599345207214e-05,0.00242422241717577,0.0004000000189989805,nan,0.0,0.0,324.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0051,170,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-1.1193781361898414e-12,-0.0009523796616122127,0.015748031440531482,0.00984127028415508,0.001500000013038516,-1.8248897504236083e-08,-3.185033463078955e-10,0.8411308943062199,0.15886910569378013,rectangular_notch,1.0,1.0,0.0,0.8942307692307693,0.9441624365482234,0.10576923076923077,4.762038588523866e-05,0.0002519693225622177,0.00015872903168201447,9.999994654208422e-05,nan,0.0,0.0,832.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0052,171,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.001224571606144309,-0.0007019680342637002,0.014518833379248254,0.006734202697821944,0.001500000013038516,-0.2928958718372314,-0.005111997329059021,0.8276459549138703,0.17235404508612975,rectangular_notch,0.9221014492753623,0.9594721960414703,0.07789855072463768,0.875,0.9333333333333333,0.125,0.00034154338611025356,0.00048116594552993774,0.0007657972164452076,0.0009999999310821295,nan,0.0,0.0,509.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0057,176,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0030137025751173496,0.0005216348799876869,0.013378097794428296,0.007828253146886885,0.001500000013038516,-1.7598754240593735,-0.030715620574767497,0.7465018415373008,0.2534981584626992,rectangular_notch,0.8048780487804879,0.8918918918918919,0.22556390977443608,0.76,0.8636363636363636,0.3157894736842105,0.0004785613788604836,0.00037809740751981735,0.0018282532691955566,0.0004999999655410647,nan,0.0,0.0,489.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0058,177,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0013254289515316486,-0.0005517414538189769,0.015374080221057856,0.006714051330086046,0.001500000013038516,-3.145943966422692,-0.05490708029732591,0.6497677937746513,0.3502322062253487,rectangular_notch,0.8612244897959184,0.9254385964912281,0.08,0.8652751423149905,0.9277721261444557,0.06947368421052631,0.00018207754145239653,0.000625920481979847,0.0007140510715544224,0.0009999999310821295,nan,0.0,0.0,437.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0059,178,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.001442667213268578,-0.00017480409587733448,0.013253004126861145,0.008908916198118413,0.001500000013038516,-0.2029646684677573,-0.003542401729981079,0.8318802220437738,0.16811977795622624,rectangular_notch,0.8667711598746082,0.9286314021830394,0.13322884012539185,0.9216300940438872,0.9592169657422512,0.07836990595611286,0.0003302112073107072,0.0007469961419701576,9.10833477973938e-05,9.999994654208422e-05,nan,0.0,0.0,553.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0060,179,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0025458496529608965,-0.000938217795919627,0.009528386926539192,0.00697034242567893,0.001500000013038516,1.130256363990867,0.019726694943260105,0.7841327247378729,0.21586727526212718,rectangular_notch,0.9124293785310734,0.9542097488921714,0.07670454545454546,0.9971590909090909,0.9985775248933144,0.002840909090909091,0.0003022318995037778,0.00047161243855953217,2.9657967388629913e-05,0.0004999999655410647,nan,0.0,0.0,325.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0061,180,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.002957446500658989,0.0005862126126885414,0.011765960802853182,0.009738156642784816,0.001500000013038516,-2.7416056866646272,-0.04785004602369774,0.6797880862056973,0.3202119137943027,rectangular_notch,0.9719298245614035,0.9857651245551602,0.028070175438596492,0.9844559585492227,0.9921671018276762,0.015789473684210527,9.614267011691368e-05,0.00023403950035572052,0.00023815687745809555,0.00020000000949949026,nan,0.0,0.0,554.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0062,181,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.002135051414370537,-0.00023665222397539765,0.014489884887052464,0.00920883587264663,0.001500000013038516,0.013306967504519207,0.00023225039640975358,0.8405372624299837,0.15946273757001625,rectangular_notch,0.9313304721030042,0.9644444444444444,0.043478260869565216,0.9666666666666667,0.9830508474576272,0.03333333333333333,0.0002630920564810898,0.0005101151764392853,0.0002911640331149101,0.0004999999655410647,nan,0.0,0.0,660.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0063,182,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.001104274531826377,0.0007865825318731368,0.013253257510986344,0.007341320973343971,0.001500000013038516,-0.3019425302942409,-0.005269891305437226,0.8272153668394421,0.1727846331605579,rectangular_notch,0.8981818181818182,0.946360153256705,0.10181818181818182,0.8781818181818182,0.9351403678606002,0.12181818181818181,0.00044960615260006574,0.0007467428222298622,0.0006586792878806591,0.000699999975040555,nan,0.0,0.0,494.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0064,183,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0017026136629283428,-0.0007487919647246599,0.00912607943062977,0.006377521859423738,0.001500000013038516,-3.9514213949573787,-0.06896531347575352,0.5865026793459316,0.41349732065406847,rectangular_notch,0.7669616519174042,0.8681135225375626,0.14551083591331268,0.7707736389684814,0.8705501618122977,0.08668730650154799,0.00032273486327333604,0.0018739206716418266,0.000377521850168705,9.999994654208422e-05,nan,0.0,0.0,276.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0065,184,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0029814483132213354,-0.0006604790105484426,0.013900436451668602,0.006755962892663328,0.001500000013038516,0.4522824361013704,0.00789381765890978,0.8199348055006526,0.1800651944993474,rectangular_notch,0.8167330677290837,0.8991228070175439,0.07272727272727272,0.8260869565217391,0.9047619047619048,0.1,0.0006607395019407648,9.956397116184235e-05,0.0002559628337621689,0.0004000000189989805,nan,0.0,0.0,472.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0066,185,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,8.31399011076428e-05,-0.0009435128304176033,0.01579949185536552,0.006463114976678018,0.001500000013038516,0.4943996252894465,0.008628901281927065,0.8178527364869597,0.18214726351304028,rectangular_notch,0.9715370018975332,0.9855630413859481,0.0019230769230769232,0.9615384615384616,0.9803921568627451,0.038461538461538464,0.00010051392366042877,0.00020050816237926483,3.6885030567646027e-05,9.999994654208422e-05,nan,0.0,0.0,519.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0068,187,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0016356226988136768,0.00034263820271007717,0.01243733264361423,0.008807856539716068,0.001500000013038516,-4.869657886690106,-0.0849915635684513,0.510860134463397,0.48913986553660305,rectangular_notch,0.7335640138408305,0.846307385229541,0.2328042328042328,0.7793880837359098,0.8760180995475113,0.05114638447971781,0.0008997688069263166,0.0005626678466796875,0.00030785612761974335,0.000699999975040555,nan,0.0,0.0,435.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0069,188,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0019340908620506525,-0.0006713697803206742,0.011979205727892864,0.00670509840620917,0.001500000013038516,-0.19439555257395114,-0.003392842443649185,0.8322793228168492,0.16772067718315078,rectangular_notch,0.7336956521739131,0.8463949843260188,0.266304347826087,0.7228260869565217,0.8391167192429022,0.27717391304347827,0.00045584687642696457,0.0020207948982715607,0.0007949015125632286,9.999994654208422e-05,nan,0.0,0.0,405.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0070,189,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0015871813520789146,-0.0007229502662084997,0.013228603420327032,0.006984124388143997,0.001500000013038516,-0.04716125847988906,-0.00082311923985816,0.8390188974244858,0.1609811025755142,rectangular_notch,0.8574181117533719,0.9232365145228216,0.09486166007905138,0.8368121442125237,0.9111570247933884,0.08695652173913043,0.0007183905713093841,0.0017713960260152817,1.5875790268182755e-05,0.000699999975040555,nan,0.0,0.0,458.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0071,190,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0016543073579668999,-0.0006773000932298601,0.012185047840298266,0.007021545456635641,0.001500000013038516,1.919113668921483,0.033494852242708255,0.7363265138220827,0.26367348617791725,rectangular_notch,0.8917748917748918,0.9427917620137299,0.10822510822510822,0.9047619047619048,0.95,0.09523809523809523,0.0009215243352838078,0.0008149528875946999,2.154521644115448e-05,9.999994654208422e-05,nan,0.0,0.0,412.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0072,191,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0008217287249863148,0.0006167293176986277,0.01273406212323766,0.006910528536643368,0.001500000013038516,1.3977239413632674,0.024394884810741178,0.7686597220613982,0.23134027793860176,rectangular_notch,0.8842794759825328,0.9385863267670915,0.0645933014354067,0.8571428571428571,0.9230769230769231,0.05263157894736842,0.0006882424487504638,0.0007340619340538979,8.947169408202171e-05,9.999994654208422e-05,nan,0.0,0.0,445.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0074,193,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0009520865278318524,-0.0004974583862349391,0.013234214095966416,0.009210221163708784,0.001500000013038516,-0.36957873551523335,-0.006450365780098124,0.8239691396596165,0.17603086034038345,rectangular_notch,0.8651026392961877,0.9276729559748428,0.07272727272727272,0.8634361233480177,0.9267139479905437,0.07727272727272727,0.0005369392965053829,0.0007657865062355995,0.0002897782251238823,0.00020000000949949026,nan,0.0,0.0,612.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0075,194,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.001956326887011528,-0.0006856489926576614,0.010825467062866363,0.006814361161094677,0.001500000013038516,1.1293762779168333,0.019711334543567268,0.7841823775764316,0.21581762242356842,rectangular_notch,0.7645739910313901,0.866581956797967,0.02756892230576441,0.7190265486725663,0.8365508365508365,0.05263157894736842,0.001089986333348144,0.002174532972276211,0.0008143610320985317,9.999994654208422e-05,nan,0.0,0.0,388.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0078,197,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.0011043809354305267,0.000907102192286402,0.014384981940153412,0.00968723080578053,0.001500000013038516,-3.7184542805934484,-0.06489927028123275,0.6052005333254742,0.39479946667452587,rectangular_notch,0.9221556886227545,0.9595015576323987,0.05454545454545454,0.9428571428571428,0.9705882352941176,0.06060606060606061,0.0004063797067647563,0.00038498174399137497,0.00018723122775554657,0.0004999999655410647,nan,0.0,0.0,624.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0079,198,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,0.0014329933328554034,5.3082683734828606e-05,0.015136629568330805,0.007965974458753666,0.001500000013038516,-0.16770264921649414,-0.0029269633931449115,0.8335176782608644,0.16648232173913557,rectangular_notch,0.9162717219589257,0.9563066776586975,0.021666666666666667,0.9230769230769231,0.96,0.0,8.548489048746436e-05,0.000863371416926384,0.00046597467735409737,0.0004999999655410647,nan,0.0,0.0,613.0,train_median_depth,angle_magnitude_sigmoid,
rect_v9_0080,199,train,rectangular_notch,pilot_v9_topup_rectangular_notch,0.5,0.6,0.5,-0.00044780111056752503,0.0008339636842720211,0.012715684385841136,0.007492011031755423,0.001500000013038516,-1.0251545418867067,-0.017892322097697155,0.7900038275020934,0.20999617249790659,rectangular_notch,0.876984126984127,0.9344608879492601,0.12301587301587301,0.9146825396825397,0.9554404145077721,0.08531746031746032,0.0003448075501313354,0.0002843160182237625,7.988885045051575e-06,0.0004000000189989805,nan,0.0,0.0,441.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0006,205,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,8.358354534721002e-05,-0.0008131795912049711,0.012712279590148728,0.009951699385597885,0.001500000013038516,20.73062693854513,0.36181769608024467,0.050000000000000044,0.95,rotated_rect,0.9089347079037801,0.9522952295229523,0.053604436229205174,0.8560126582278481,0.9224211423699915,0.16820702402957485,0.0002046658055028725,0.0007122792303562164,0.0009516999125480652,0.0005000000819563866,0.7306262791519913,0.0,0.0,569.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0007,206,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,0.002434695838019252,0.001189216272905469,0.016469363483741097,0.007349309956504131,0.001500000013038516,-30.49661690516689,-0.5322663757145255,0.050000000000000044,0.95,rotated_rect,0.873015873015873,0.9322033898305084,0.0967741935483871,0.8937908496732027,0.9439171699741156,0.07706093189964158,0.0005961305268087887,0.00046936236321926117,0.0003493097610771656,0.0009999999310821295,0.4966164598748435,0.0,0.0,504.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0009,208,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,-0.002973174909129739,0.001008364837616682,0.007969692997747982,0.006106428136327676,0.001500000013038516,11.18470591111793,0.19520994401628014,0.11288864381566543,0.8871113561843346,rotated_rect,0.987603305785124,0.9937629937629938,0.004166666666666667,0.9673469387755103,0.983402489626556,0.008333333333333333,2.809905003687387e-05,3.0307099223136902e-05,0.00010642828419804573,0.0005000000819563866,1.1847056280123667,0.0,0.0,241.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0010,209,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,-0.000160535448230803,0.00033341729431413114,0.012569476177813288,0.010845016598367275,0.001500000013038516,18.15951032617349,0.3169432457416368,0.050000000000000044,0.95,rotated_rect,0.8699324324324325,0.9304426377597109,0.05,0.7644508670520231,0.8665028665028665,0.2611111111111111,0.0003700523237143915,0.0005694758147001266,0.0018450170755386353,0.0009999999310821295,11.840490119118556,0.0,0.0,567.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0011,210,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,0.0029779609758406878,-0.0009022714802995324,0.016466494445417187,0.007297296124796428,0.001500000013038516,20.20609673655261,0.3526629170293243,0.050000000000000044,0.95,rotated_rect,0.9499136442141624,0.9743135518157662,0.008896797153024912,0.9351081530782029,0.9664660361134996,0.0693950177935943,0.00010018279583779971,0.0004664938896894455,0.00029729586094617844,0.0004999999655410647,0.2060960771594722,0.0,0.0,567.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0014,213,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,5.837103526573628e-05,0.0010234721703454852,0.012409259460263672,0.008899770835966785,0.001500000013038516,8.765731888935733,0.15299088280899042,0.22179370390061948,0.7782062960993805,rotated_rect,0.9465930018416207,0.9725638599810785,0.03896103896103896,0.9342806394316163,0.9660238751147842,0.02040816326530612,6.291357809715661e-05,0.00040925946086645126,0.0001002289354801178,0.0004999999655410647,1.2342683941698311,0.0,0.0,518.0,train_median_depth,angle_magnitude_sigmoid,
rot_p3_0015,214,train,rotated_rect,pilot_v3_rotated_rect,0.5,0.6,0.5,0.002896183170378208,-4.539164001471363e-05,0.01636797693217576,0.007665184935172379,0.001500000013038516,29.742538630498387,0.519105227003802,0.050000000000000044,0.95,rotated_rect,0.9462738301559792,0.9723953695458593,0.005357142857142857,0.8945686900958466,0.9443507588532883,0.11785714285714285,0.00011330640101254555,0.00036797672510147095,0.0006651845760643482,0.0,0.2574618147936576,0.0,0.0,563.0,train_median_depth,angle_magnitude_sigmoid,
