seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,component_type_combination=polygon,train,402,0.6869006714954887,0.8094634632469035,0.17672895428618732,2.4470808011961878,349.0547263681592,387.6194029850746,0,0.2530210804731692,1.0199004975124377,0.9875621890547264,0.9875621890547264,0.004975124378109453,0.007462686567164179,0.007462686567164179,0.0,0.012437810945273632,0.012437810945273632,0.9925373134328358
all,component_type_combination=rectangular_notch,train,402,0.6918994711811282,0.8133396278458103,0.21070081470505206,2.138314144998979,432.4004975124378,526.5298507462686,0,0.25418377463793873,1.0124378109452736,0.9900497512437811,0.9900497512437811,0.007462686567164179,0.0024875621890547263,0.0,0.0,0.009950248756218905,0.009950248756218905,1.0
all,component_type_combination=rectangular_notch+polygon,train,96,0.6305075920502292,0.7661936883283295,0.12088808019201135,3.4920489581183656,643.625,668.78125,0,0.3547605574131012,2.0833333333333335,0.9270833333333334,0.0,0.9270833333333334,0.0625,0.020833333333333332,0.0,0.07291666666666667,0.07291666666666667,0.984375
all,component_type_combination=rectangular_notch+rectangular_notch,train,96,0.5996415079410718,0.734278229335291,0.15701703855855198,4.051278869638014,640.2083333333334,732.09375,0,0.414102506202956,2.15625,0.8958333333333334,0.0,0.8958333333333334,0.0625,0.052083333333333336,0.0,0.10416666666666667,0.10416666666666667,0.9583333333333334
all,component_type_combination=rectangular_notch+rectangular_notch+rectangular_notch,train,240,0.7302719199763048,0.8376807327164976,0.07780338237201662,2.0017061352424124,426.1458333333333,430.0375,0,0.23019947952901323,3.0208333333333335,0.9833333333333333,0.0,0.0,0.9833333333333333,0.004166666666666667,0.0,0.016666666666666666,0.016666666666666666,0.9986111111111111
all,component_type_combination=rectangular_notch+rectangular_notch+rotated_rect,train,240,0.6983360611797129,0.807293224558719,0.08456229040909655,2.304570427887735,433.55833333333334,433.0375,0,0.269023130244265,3.05,0.9375,0.004166666666666667,0.016666666666666666,0.9375,0.029166666666666667,0.0,0.041666666666666664,0.041666666666666664,0.9819444444444444
all,component_type_combination=rectangular_notch+rotated_rect,train,96,0.6127915914461478,0.7445322896587818,0.16091759782201995,3.677968938474199,636.25,755.6875,0,0.3897762907048066,2.1041666666666665,0.90625,0.0,0.90625,0.08333333333333333,0.052083333333333336,0.0,0.09375,0.09375,0.9635416666666666
all,component_type_combination=rectangular_notch+rotated_rect+rotated_rect,train,240,0.7047799991433507,0.817742612466693,0.07260112888170017,2.135398074001544,431.8208333333333,439.2375,0,0.25773517104486626,3.0416666666666665,0.9625,0.0,0.0125,0.9625,0.016666666666666666,0.0,0.025,0.025,0.9930555555555555
all,component_type_combination=rotated_rect,train,402,0.6757339288087244,0.8037912140423518,0.14493510318229247,2.5021532722293998,299.2562189054726,293.4776119402985,0,0.25572565096008837,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rotated_rect+polygon,train,96,0.6039327282406822,0.7370102379355373,0.13021523467777862,3.7977691595709366,630.3541666666666,663.96875,0,0.39927226786191267,2.1875,0.875,0.0,0.875,0.08333333333333333,0.052083333333333336,0.0,0.125,0.125,0.9583333333333334
all,component_type_combination=rotated_rect+rotated_rect,train,96,0.6091001122960692,0.7452402706529752,0.15331779966378548,3.5118585289570725,643.5833333333334,750.375,0,0.3967610774561763,2.1145833333333335,0.8958333333333334,0.0,0.8958333333333334,0.09375,0.03125,0.0,0.10416666666666667,0.10416666666666667,0.9791666666666666
all,component_type_combination=rotated_rect+rotated_rect+rotated_rect,train,240,0.7019387720372591,0.8116295354192311,0.0713366945465881,2.0912015526483256,423.1791666666667,435.5875,0,0.26317728056261935,3.1125,0.9333333333333333,0.0,0.004166666666666667,0.9333333333333333,0.03333333333333333,0.0,0.0625,0.0625,0.975
all,component_type_combination=polygon,val,99,0.6377524275305149,0.7751842728415714,0.22630030148021602,3.223926524275466,341.8484848484849,390.6060606060606,0,0.30432192243710915,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch,val,99,0.6657267239035973,0.796503360279188,0.24543783286315637,2.657771692616599,339.54545454545456,342.6060606060606,0,0.27444503162846423,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
all,component_type_combination=rectangular_notch+polygon,val,24,0.5526009386670564,0.6835243758336534,0.1574621370709429,5.014864333362099,639.0833333333334,702.125,0,0.5069342454274496,2.2083333333333335,0.7916666666666666,0.0,0.7916666666666666,0.20833333333333334,0.125,0.0,0.20833333333333334,0.20833333333333334,0.875
