seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean,task_gate_accuracy,count_head_accuracy
all,component_count=1,train,1206,0.7327465988042515,0.8430812871633243,0.132866649680839,2.063396048649256,384.2023217247098,402.5422885572139,0,0.2138209140413189,1.0008291873963515,0.9991708126036484,0.9991708126036484,0.0008291873963515755,0.0,0.0,0.0,0.0008291873963515755,0.0008291873963515755,1.0,1.0,1.0
all,component_count=2,train,480,0.6773040226858787,0.8054517690814295,0.1209924064568038,3.2992383717732015,700.9791666666666,714.18125,0,0.310439213955154,2.025,0.9770833333333333,0.0,0.9770833333333333,0.020833333333333332,0.0,0.0,0.022916666666666665,0.022916666666666665,1.0,1.0,1.0
all,component_count=3,train,960,0.7723046644103935,0.8696645407178175,0.07007907625567689,1.8402275629035256,425.42291666666665,434.475,0,0.1830281725424963,3.0145833333333334,0.9895833333333334,0.0,0.0,0.9895833333333334,0.0010416666666666667,0.0,0.010416666666666666,0.010416666666666666,0.9996527777777777,1.0,1.0
all,component_count=1,val,297,0.655319239552377,0.7879359319320852,0.21558555859674325,2.7698555482018747,342.54545454545456,343.4141414141414,0,0.2967574788063062,1.0033670033670035,0.9966329966329966,0.9966329966329966,0.003367003367003367,0.0,0.0,0.0,0.003367003367003367,0.003367003367003367,1.0,1.0,1.0
all,component_count=2,val,120,0.5961173425615932,0.7412652809892875,0.13960528102239234,4.618151128512556,702.5916666666667,721.225,0,0.4291471380740404,2.066666666666667,0.95,0.0,0.95,0.03333333333333333,0.016666666666666666,0.0,0.05,0.05,0.9875,0.9916666666666667,0.9833333333333333
all,component_count=3,val,240,0.6473246842653692,0.769421494176926,0.09757565752858287,2.6580237560157136,428.68333333333334,429.975,0,0.35161590911448004,3.025,0.9333333333333333,0.008333333333333333,0.016666666666666666,0.9333333333333333,0.05416666666666667,0.0,0.041666666666666664,0.041666666666666664,0.9763888888888889,0.975,0.9791666666666666
all,component_count=1,test,297,0.641534796931974,0.7772973840552517,0.2356309809824224,2.6230137556492217,354.026936026936,372.6060606060606,0,0.3076196527892492,1.0067340067340067,0.9932659932659933,0.9932659932659933,0.006734006734006734,0.0,0.0,0.0,0.006734006734006734,0.006734006734006734,1.0,1.0,0.9966329966329966
all,component_count=2,test,120,0.5753221759877104,0.718209145974774,0.17889075343364702,4.268921247687069,681.6416666666667,708.875,0,0.5033512695382039,2.1416666666666666,0.9083333333333333,0.0,0.9083333333333333,0.06666666666666667,0.041666666666666664,0.0,0.09166666666666666,0.09166666666666666,0.9666666666666667,0.9333333333333333,0.925
all,component_count=3,test,240,0.6492747476373746,0.7620367714966847,0.10790976429156898,2.5254079157945544,440.1166666666667,428.275,0,0.392044292204082,2.995833333333333,0.9208333333333333,0.0,0.04583333333333333,0.9208333333333333,0.0625,0.0,0.03333333333333333,0.03333333333333333,0.9486111111111111,0.9333333333333333,0.9375
all,component_count=1,all,1800,0.7049211372187664,0.8231279595373379,0.16347138431672445,2.272298787730432,372.35,387.8466666666667,0,0.2429822391209503,1.0022222222222221,0.9977777777777778,0.9977777777777778,0.0022222222222222222,0.0,0.0,0.0,0.0022222222222222222,0.0022222222222222222,1.0,1.0,0.9994444444444445
all,component_count=2,all,720,0.6467759348821364,0.78021358388163,0.13374427671387576,3.6806709772154047,698.025,714.4708333333333,0,0.36237587723881004,2.051388888888889,0.9611111111111111,0.0,0.9611111111111111,0.030555555555555555,0.009722222222222222,0.0,0.03888888888888889,0.03888888888888889,0.9923611111111111,0.9875,0.9847222222222223
all,component_count=3,all,1440,0.7309696815907197,0.8350194047574799,0.0809669544738099,2.090723653904062,428.41527777777776,432.69166666666666,0,0.2459621485814245,3.0131944444444443,0.96875,0.001388888888888889,0.010416666666666666,0.96875,0.02013888888888889,0.0,0.019444444444444445,0.019444444444444445,0.9872685185185184,0.9847222222222223,0.9861111111111112
