sample_id,split,subset,row_origin,true_shape_type,f2_pred_shape_type,b2_pred_shape_type,h2_pred_shape_type,burial_depth_level,size_level,aspect_bin,center_region,hardcase_target_id,shape_disagreement_count,b2_h2_shape_diff,b2_f2_shape_diff,h2_f2_shape_diff,center_pairwise_mean_mm,center_pairwise_max_mm,burial_pairwise_mean_mm,burial_pairwise_max_mm,lwd_pairwise_mean_mm,lwd_pairwise_max_mm,b2_f2_center_disagreement_mm,h2_f2_center_disagreement_mm,b2_f2_burial_disagreement_mm,h2_f2_burial_disagreement_mm,f2_pred_L_mm,f2_pred_W_mm,f2_pred_D_mm,f2_pred_burial_depth_mm,f2_pred_center_norm_mm,f2_pred_train_range_violation_count,delta_abs_peak,delta_energy,delta_axis_energy_ratio_max,delta_axis_energy_ratio_min,delta_line_energy_range,feature_abs_z_mean,feature_abs_z_p95,feature_abs_z_max,feature_outlier_count_z3,f2_total_abs_normalized_error,f2_L_error_mm,f2_W_error_mm,f2_D_error_mm,f2_burial_depth_error_mm,f2_center_xyz_error_mm,center_outlier,burial_outlier,dimension_outlier,shape_misclassified,full_shift_failure,catastrophic_failure,geometry_branch_failure,bad_tail_target
internal_hard_topup_086,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep,large,compact,central,target_05_compact_medium_large,0,0,0,0,1.544906656998452,2.0537304867845965,0.36134767532348633,0.5420215129852295,0.9040504920033952,1.2852375504881122,0.9271339413169851,1.6538555428937736,0.5420215129852295,0.4494202136993408,3.760817766189575,4.596358776092529,1.2511982917785645,4.146941661834717,4.971688053229687,0,0.0006827957695350051,3.748956345361876e-08,2.189847469329834,0.13332073390483856,1.9172858856109087e-09,0.5133022459647195,1.2640336751937866,1.5573172569274902,0,0.39409300684928894,1.2391822338104248,0.4036412537097931,0.14880159497261047,0.9469415545463562,1.2588427066802979,False,False,False,False,False,False,False,False
internal_hard_topup_087,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,large,compact,x_pos_y_pos,target_05_compact_medium_large,1,1,0,1,3.4720903870176474,4.892133072247433,0.5120365619659424,0.7680548429489136,0.44527568338106277,0.6406486670082696,1.5119162777193287,4.892133072247433,0.47877323627471924,0.28928160667419434,4.099690914154053,4.48536491394043,1.260056495666504,0.4479142427444458,12.325883909970148,2,0.0006831992650404572,4.9225889142689994e-08,1.7957907915115356,0.1523589938879013,7.333365914519163e-09,0.963795698992908,2.1888433933258056,2.4502861499786377,0,0.4979374408721924,0.9003090858459473,0.514634907245636,0.1399434357881546,0.35208573937416077,4.727160453796387,True,False,False,False,False,False,False,True
internal_hard_topup_088,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,medium,compact,x_pos_y_neg,target_05_compact_medium_large,0,0,0,0,1.7778842760306866,2.45985506419792,0.2734120686848958,0.41011810302734375,0.9251738853567643,1.2107068010503264,0.501553182209714,2.45985506419792,0.18705058097839355,0.41011810302734375,4.3861212730407715,6.259592056274414,1.3674947023391724,3.9660451412200928,14.238694518230034,0,0.0005970551283098757,3.580111140877307e-08,1.8714066743850708,0.1645379513502121,5.187672513784491e-10,0.5073583719997921,1.1310904622077942,1.573160171508789,0,0.5175362825393677,0.8861212730407715,2.759592056274414,0.16749463975429535,0.2339547574520111,2.6170902252197266,False,False,True,True,False,False,False,False
internal_hard_topup_089,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,medium,large,compact,x_neg_y_pos,target_05_compact_medium_large,1,1,0,1,11.26322235057304,16.891683128552565,1.258363405863444,1.887545108795166,1.5306935520294835,2.27963048375221,9.893412242921528,7.004571680245026,1.3801658153533936,0.5073792934417725,3.938873767852783,3.7352705001831055,1.2005280256271362,2.4904439449310303,7.290456192158684,0,0.00043917656876146793,2.0269277811735265e-08,1.5356937646865845,0.6298571825027466,1.5372059181117947e-09,0.8559026759371838,1.7664966762065888,3.0303149223327637,1,0.5286021828651428,1.0611261129379272,1.2647292613983154,0.19947195053100586,0.49044376611709595,5.612890720367432,True,False,False,True,False,False,False,True
internal_hard_topup_090,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep,large,compact,central,target_05_compact_medium_large,0,0,0,0,2.100344825844098,2.5600256044555527,0.587949275970459,0.8819239139556885,0.637358467146449,0.7897812719239659,1.7695821867779822,2.5600256044555527,0.7210946083068848,0.8819239139556885,4.343084812164307,3.848877429962158,1.2370306253433228,4.043979167938232,4.312419142119579,0,0.0007616551592946053,4.2725613269567475e-08,2.060006618499756,0.15253707766532898,3.2798155302771193e-09,0.5702979370136745,1.264070290327072,1.8605034351348877,0,0.43880850076675415,0.6569148898124695,1.1511223316192627,0.16296935081481934,0.8439791798591614,2.977879762649536,False,False,False,False,False,False,False,False
internal_hard_topup_091,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,shallow,medium,compact,x_pos_y_pos,target_05_compact_medium_large,1,1,0,1,5.508577934986529,7.7193114979646555,0.684637983640035,1.0269569754600525,1.0734940924661707,1.604817892238045,2.959857761339337,5.846564545655593,0.6861885786056519,0.34076839685440063,2.7862043380737305,2.8206138610839844,1.1491825580596924,1.0874673128128052,5.436439168338871,0,0.000590832787565887,3.904865408799196e-08,1.464812159538269,0.1833430677652359,8.633413983716309e-10,0.6081921943463385,1.233284556865692,1.5235799551010132,0,0.45566368103027344,0.7137959003448486,0.67938631772995,0.05081750079989433,0.2874673306941986,6.825612545013428,True,False,False,True,False,False,False,True
internal_hard_topup_092,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,deep_plus,large,compact,x_pos_y_neg,target_05_compact_medium_large,1,1,0,1,3.554536148042247,5.2737195116602695,0.4303913116455078,0.6455869674682617,0.9754255682368811,1.1597775775712051,1.6195210313932695,3.7703679010732025,0.13074564933776855,0.5148413181304932,3.863909959793091,5.321216583251953,1.275231122970581,3.728163003921509,15.032277977730814,0,0.0005276894080452621,2.6609392023146938e-08,1.8270370960235596,0.22215896844863892,1.924393089325349e-09,0.4171686435139484,1.17478865981102,1.6686019897460938,0,0.4658443033695221,1.1360899209976196,0.321216881275177,0.12476882338523865,0.4718368947505951,3.676861524581909,True,False,False,True,False,False,False,True
internal_hard_topup_093,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_sphere,internal_sphere,internal_cuboid,shallow,large,compact,x_neg_y_pos,target_06_shallow_edge,1,1,0,1,6.754919187785191,9.860335538947275,0.21428112188975015,0.32142168283462524,0.888303620196444,1.1960736064033066,4.569987889280935,5.834434135127364,0.32142168283462524,0.12909311056137085,3.208860397338867,2.5960896015167236,1.1845579147338867,0.8794199824333191,7.366481432595406,0,0.0007502588559873402,5.023352400712611e-08,1.7478502988815308,0.08117473125457764,3.8637679722342e-09,0.7840375270652161,1.6029844284057617,1.8248274326324463,0,0.7833619117736816,1.7911396026611328,2.4039101600646973,0.21544203162193298,0.07941998541355133,8.227627754211426,True,False,True,True,False,False,False,True
internal_hard_topup_094,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_cuboid,shallow,medium,elongated_y,x_pos_y_pos,target_06_shallow_edge,0,0,0,0,2.1838934923314928,3.1221765135990283,0.09325742721557617,0.13988614082336426,0.6756474462872667,0.9323242514895241,0.6898425128974669,2.7396614504979837,0.034124135971069336,0.10576200485229492,4.340066432952881,6.391779899597168,1.3614494800567627,2.3767528533935547,12.84890463710945,0,0.0006016633124090731,3.8112617062324716e-08,1.6955997943878174,0.1187087818980217,3.690299621439408e-09,0.46917536574288865,1.038179713487625,2.127021074295044,0,0.7112894058227539,1.7150665521621704,0.7917801737785339,0.16144943237304688,1.5767529010772705,2.4695937633514404,False,True,True,True,False,False,False,True
internal_hard_topup_095,val,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,shallow,large,compact,x_pos_y_neg,target_06_shallow_edge,0,0,0,0,8.586144035964287,12.699936525007038,0.37515783309936523,0.5627367496490479,0.8390158909865585,0.9836918788542377,1.190454181677493,12.699936525007038,0.2865164279937744,0.5627367496490479,3.78717041015625,5.264450550079346,1.2469226121902466,2.6854031085968018,14.298608104779559,0,0.00039952361839823425,1.1053557180673579e-08,2.1374266147613525,0.06652318686246872,2.7578623829072058e-09,1.1176671758294106,1.7398832499980925,2.7019591331481934,0,0.9404873847961426,2.3871705532073975,3.864450454711914,0.15307730436325073,1.8854031562805176,2.301682233810425,False,True,True,True,False,False,False,True
internal_hard_topup_096,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,shallow,medium,elongated_x,central,target_06_shallow_edge,0,0,0,0,3.2822301172469754,4.05321308795349,0.24620620409647623,0.36930930614471436,0.7078011017259881,0.8941629535272162,4.05321308795349,2.017219077570656,0.16302776336669922,0.36930930614471436,4.161599159240723,4.641009330749512,1.2736760377883911,0.36655670404434204,3.9786639014278515,1,0.0008506525191478431,6.546936504037149e-08,1.4700671434402466,0.06521393358707428,2.191114845118136e-09,0.9445840525694869,2.4413190364837645,3.1619558334350586,1,0.4974833130836487,1.4384007453918457,2.016009569168091,0.07367599755525589,0.4334432780742645,4.281263828277588,True,False,True,True,False,False,False,True
internal_hard_topup_097,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_sphere,internal_sphere,internal_cuboid,shallow,large,compact,x_neg_y_pos,target_06_shallow_edge,1,1,0,1,6.148152617663097,7.881644310919562,0.2841399113337199,0.42620986700057983,1.7536011860499272,2.6288961789037075,7.881644310919562,6.47808823331093,0.42620986700057983,0.22404220700263977,2.0523481369018555,2.350261926651001,1.110986351966858,0.17712032794952393,15.832923262983455,1,0.0007704873569309711,4.7780098100247415e-08,1.6556452512741089,0.1678164303302765,6.171585908987254e-09,0.9675854629413648,1.5984765827655791,1.8781659603118896,0,1.064448356628418,2.9476518630981445,2.649738073348999,0.2890136241912842,0.622879683971405,8.471294403076172,True,False,True,True,False,False,False,True
internal_hard_topup_098,val,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_cuboid,internal_cuboid,internal_cuboid,shallow,medium,compact,x_pos_y_pos,target_06_shallow_edge,0,0,0,0,3.092356569179334,4.233390059454534,0.9757938385009766,1.4636907577514648,0.3033375586577057,0.44234562448584697,2.002014819194334,4.233390059454534,0.19772744178771973,1.2659633159637451,4.298308849334717,3.833549737930298,1.1815768480300903,3.3149731159210205,10.592529759039905,0,0.0005838597426190972,2.741423088536976e-08,2.1150550842285156,0.03525182604789734,1.6436914052064822e-09,0.8106145429763604,1.4848564743995667,2.022500991821289,0,1.1776649951934814,3.098308801651001,2.633549690246582,0.018423190340399742,2.5149731636047363,6.540064334869385,True,True,True,True,True,True,True,True
internal_hard_topup_099,val,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,large,compact,x_pos_y_neg,target_06_shallow_edge,1,1,0,1,1.7950268636485873,2.1461536892199815,0.5111008882522583,0.7666513323783875,1.3630737161817945,1.8703501039942168,1.268030561306137,1.9708963404196431,0.4845595955848694,0.7666513323783875,3.797994613647461,4.3975067138671875,1.2874237298965454,0.6378719210624695,9.643952417208233,0,0.000758378126192838,6.615506720208941e-08,1.670994758605957,0.08248088508844376,4.91498042265448e-09,1.0656091375085948,2.073114740848541,2.592683792114258,0,0.314670592546463,1.20200514793396,0.6024930477142334,0.11257617920637131,0.16212806105613708,1.815307378768921,False,False,False,False,False,False,False,False
internal_hard_topup_100,val,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,shallow,medium,elongated_x,central,target_06_shallow_edge,0,0,0,0,1.3130474298922226,1.7378083296333966,0.5737361907958984,0.8606042861938477,1.5222473026058188,2.255302221532463,1.7378083296333966,1.0551115941627163,0.6641461849212646,0.196458101272583,3.20060133934021,3.7919421195983887,1.155888319015503,2.5219807624816895,4.62266644524808,0,0.0007325146580114961,4.5593466779791925e-08,1.9568424224853516,0.07710909098386765,6.331280388849336e-09,0.7704939892769537,1.7058158755302428,2.2888247966766357,0,0.6843382716178894,2.3993985652923584,1.1669421195983887,0.044111743569374084,1.7219806909561157,2.581359386444092,False,True,True,False,False,False,False,True
internal_hard_topup_101,test,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_sphere,internal_sphere,internal_sphere,shallow,large,compact,x_neg_y_pos,target_06_shallow_edge,0,0,0,0,3.0783246475759314,4.549883971659554,0.6096148490905762,0.9144222736358643,0.36636306169172395,0.5026969388268222,2.84444336547574,1.8406466055925004,0.2786661386489868,0.6357561349868774,1.8380485773086548,1.6003004312515259,1.2509461641311646,1.5810071229934692,11.591788015418418,0,0.000414225272834301,1.5280969378750342e-08,1.973831057548523,0.11708502471446991,3.5915803664465784e-10,0.901765880564397,1.5106373608112336,1.6630401611328125,0,0.4069090485572815,0.4380486309528351,0.20030048489570618,0.14905375242233276,0.7810071706771851,1.560742974281311,False,False,True,False,False,False,False,False
internal_hard_topup_102,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,shallow,medium,elongated_y,x_pos_y_pos,target_06_shallow_edge,0,0,0,0,3.2476353132478537,4.042786592815669,0.23709364732106528,0.3556404709815979,0.8167937747885997,1.2248966283677232,1.7719599649110946,3.9281593820167973,0.3556404709815979,0.014807343482971191,4.280516624450684,4.36501407623291,1.2388505935668945,0.9340025782585144,15.244547027608272,0,0.0006394624942913651,5.0838600884617335e-08,1.6014678478240967,0.08523877710103989,5.352546850190265e-09,0.8279405788518488,1.9707433819770812,2.467580556869507,0,0.4876365661621094,1.655516505241394,1.2349858283996582,0.038850586861371994,0.13400259613990784,5.34805154800415,True,False,True,False,False,False,False,True
internal_hard_topup_103,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,x_pos_y_pos,target_07_deep_plus_edge,0,0,0,0,2.4011488647207497,3.1253331619386473,0.10245354970296223,0.15368032455444336,0.9218207786476013,1.3775488088976209,3.058997230517311,3.1253331619386473,0.10512447357177734,0.048555850982666016,3.629103899002075,3.488177537918091,1.243408203125,2.6617934703826904,7.895038986166067,0,0.0006643034867011011,4.575830203634723e-08,1.8600858449935913,0.11734073609113693,1.181110320658263e-09,0.6768802222160791,1.4151884257793421,2.2275993824005127,0,0.8451438546180725,1.3708958625793457,1.5118224620819092,0.1565917581319809,1.5382063388824463,4.456097602844238,True,True,True,False,True,True,False,True
internal_hard_topup_104,test,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,medium,compact,x_pos_y_neg,target_07_deep_plus_edge,0,0,0,0,3.370460816592088,4.971754667520918,0.8871801694234213,1.3307702541351318,1.1428515565000075,1.7132757475089724,1.9494779167055498,4.971754667520918,0.0531618595123291,1.2776083946228027,4.153388977050781,4.686824798583984,1.226836085319519,3.6950526237487793,12.940499316677025,0,0.0004240441194269806,1.3181730373901246e-08,2.126976490020752,0.0786605253815651,1.0220633228641418e-09,1.1274213601581076,1.8488063216209412,2.8492026329040527,0,0.6403236389160156,2.9533889293670654,3.4868249893188477,0.026836059987545013,0.5049472451210022,2.0956003665924072,False,False,True,True,False,False,False,False
internal_hard_topup_105,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep_plus,large,compact,x_neg_y_pos,target_07_deep_plus_edge,0,0,0,0,4.788279998914331,5.811811512831098,0.8216015497843424,1.2324023246765137,0.6723088397268154,1.0083749374180577,4.0749527110514325,4.478075772860463,0.3387131690979004,1.2324023246765137,3.429739475250244,3.7149441242218018,1.199249029159546,4.442544937133789,5.49673021644034,1,0.0006388605106621981,3.373579460230758e-08,2.267487049102783,0.093434639275074,5.857927476426994e-10,0.5715952882305084,1.499263161420822,1.9946858882904053,0,0.7347496151924133,1.5702604055404663,1.2850556373596191,0.20075088739395142,0.24254527688026428,10.084671974182129,True,False,True,True,False,False,False,True
internal_hard_topup_106,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,central,target_07_deep_plus_edge,0,0,0,0,2.7356649966913635,4.0781918295758866,0.07299073537190755,0.10948610305786133,0.5944349197770215,0.8084505765274895,1.684771356384664,2.4440318041135387,0.10948610305786133,0.09344887733459473,4.850655555725098,4.443561553955078,1.316137433052063,3.983335494995117,5.608684983219378,0,0.0006444752216339111,3.9658996087155174e-08,2.0930392742156982,0.23432022333145142,1.5231904626489268e-10,0.5431642671031031,1.2568910121917725,2.1222853660583496,0,0.4132978022098541,0.7493444681167603,1.8185616731643677,0.11613732576370239,0.21666428446769714,3.5462796688079834,True,False,True,False,False,False,False,True
internal_hard_topup_107,test,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,large,compact,x_pos_y_pos,target_07_deep_plus_edge,0,0,0,0,3.8903279187117668,5.800616087650021,0.6814242998758951,1.0221364498138428,0.926908375985644,1.3675117692210312,2.24499627589493,5.800616087650021,0.04155755043029785,0.9805788993835449,3.4265036582946777,4.528346538543701,1.2242354154586792,3.610753059387207,9.785886220484672,0,0.00020070567552465945,2.983861824290557e-09,2.0322914123535156,0.20865125954151154,5.116012058437036e-10,1.6204417922280052,2.545090067386627,2.700331449508667,0,0.9873924255371094,2.026503562927246,3.1283464431762695,0.1757645457983017,0.5892468690872192,7.531777381896973,True,False,True,True,False,False,False,True
internal_hard_topup_108,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep_plus,medium,elongated_y,x_pos_y_neg,target_07_deep_plus_edge,1,1,0,1,2.307670666922189,3.4213649683627314,0.3431865374247233,0.514779806137085,0.43256823983206044,0.6332957498442321,1.6279117491674873,3.4213649683627314,0.21360301971435547,0.3011767864227295,3.6367733478546143,4.794896602630615,1.2500338554382324,3.54689621925354,8.410085153150973,0,0.0006054755067452788,3.567845752172616e-08,1.9709771871566772,0.14296407997608185,6.4151883805152465e-09,0.4301623688238165,1.0813170045614238,1.9946858882904053,0,0.49562951922416687,1.0117734670639038,0.8051032423973083,0.05003379285335541,0.6531037092208862,4.876599311828613,True,False,True,True,False,False,False,True
internal_hard_topup_109,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep_plus,large,compact,x_neg_y_pos,target_07_deep_plus_edge,1,1,0,1,9.39393841837258,13.947390879979077,0.13084125518798828,0.19626188278198242,1.3225300210882127,1.9495299777137525,0.8690520827016183,13.365372292437048,0.19397568702697754,0.002286195755004883,4.643017768859863,3.6026809215545654,1.2235639095306396,2.313565969467163,8.995510904470482,0,0.0004543255490716547,1.8886076702528953e-08,1.6641850471496582,0.5458995699882507,1.3952128341543357e-09,0.7540829993572763,1.3624452412128447,2.793896198272705,0,1.0244518518447876,0.3569819927215576,1.397318959236145,0.17643603682518005,1.8864339590072632,22.01708221435547,True,True,False,False,True,True,False,True
internal_hard_topup_110,test,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_ellipsoid,internal_sphere,internal_ellipsoid,deep_plus,medium,compact,central,target_07_deep_plus_edge,1,1,1,0,3.4114364494003446,4.78780542058895,0.3407281239827474,0.5110921859741211,0.46306590470130643,0.623982302199596,0.8612829084367787,4.5852210191753064,0.0606386661529541,0.450453519821167,2.6461663246154785,3.607773542404175,1.1876318454742432,2.557432174682617,4.505565793630318,0,0.00029257696587592363,5.447648110390446e-09,2.1111021041870117,0.030376791954040527,8.650813398958235e-11,1.4029204157604414,2.0620697379112243,2.1716818809509277,0,0.809577465057373,1.4461662769317627,2.407773494720459,0.012368196621537209,1.64256751537323,5.006371974945068,True,True,True,True,True,True,True,True
internal_hard_topup_111,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,large,compact,x_pos_y_pos,target_07_deep_plus_edge,0,0,0,0,1.6951320980680815,2.048126815348749,0.24774726231892905,0.37162089347839355,0.4382823873490431,0.6516501015866665,1.2015934012096732,1.835676077645823,0.19279074668884277,0.37162089347839355,4.233866214752197,5.154702186584473,1.2809785604476929,4.07590389251709,17.690954238554266,0,0.0005447074654512107,3.560562333859707e-08,1.773194432258606,0.24066926538944244,1.427718387958521e-09,0.5344561560079455,1.208070647716522,1.7635958194732666,0,0.4396136403083801,0.7661339044570923,0.15470245480537415,0.11902139335870743,0.12409593909978867,7.12094783782959,True,False,False,False,False,False,False,True
internal_hard_topup_112,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,medium,elongated_y,x_pos_y_neg,target_07_deep_plus_edge,0,0,0,0,1.791443159228332,2.662779885173284,0.20342016220092773,0.3051302433013916,0.5249812994797664,0.7602288734640308,1.7414969262916697,2.662779885173284,0.1952517032623291,0.3051302433013916,3.4757471084594727,3.33786940574646,1.2133482694625854,3.289287805557251,13.772428924247938,0,0.0006311885663308203,4.6257923713710625e-08,2.037904977798462,0.13314807415008545,2.641307617068378e-09,0.684926985161887,1.580704152584076,1.9610474109649658,0,0.5145758986473083,0.8507471084594727,2.2621302604675293,0.013348180800676346,0.910711944103241,2.0509700775146484,False,False,True,True,False,False,False,False
internal_hard_topup_113,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,large,compact,x_pos_y_pos,target_08_x_pos_y_pos_region,1,1,0,1,2.0142777042060107,3.019717647090766,0.24132251739501953,0.3619837760925293,0.8206854653751523,1.1986202547242135,2.063266861470672,0.9598486040565941,0.32023847103118896,0.3619837760925293,3.0637619495391846,3.33211612701416,1.134207844734192,0.7987726926803589,10.598035609819386,0,0.0005853425245732069,4.403387876550369e-08,1.501146912574768,0.15390516817569733,1.5027730171368603e-09,0.8299105140465227,1.7875471532344818,2.463796615600586,0,0.6111245155334473,1.9362380504608154,1.6678837537765503,0.2657921314239502,0.0012273085303604603,2.087430477142334,False,False,True,False,False,False,False,False
internal_hard_topup_114,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_ellipsoid,deep_plus,large,elongated_y,x_pos_y_pos,target_08_x_pos_y_pos_region,1,1,0,1,1.368901567878263,1.5315493096601545,0.5099698702494303,0.7649548053741455,0.5187842143309451,0.5771847896253641,1.3531518371921454,1.5315493096601545,0.39361798763275146,0.37133681774139404,4.069607257843018,5.163381576538086,1.2955197095870972,1.7101103067398071,12.414140661320152,0,0.0006145085208117962,4.102260575677974e-08,1.5169694423675537,0.23982489109039307,2.999644976853233e-09,0.7080680809745734,1.294612520933151,1.6113128662109375,0,0.8774948120117188,0.31960731744766235,2.836618661880493,0.10448019206523895,2.489889621734619,3.098048448562622,True,True,True,True,True,True,True,True
internal_hard_topup_115,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_cuboid,internal_cuboid,internal_ellipsoid,shallow,large,compact,x_pos_y_pos,target_08_x_pos_y_pos_region,1,1,0,1,3.4720903870176474,4.892133072247433,0.5120365619659424,0.7680548429489136,0.44527568338106277,0.6406486670082696,1.5119162777193287,4.892133072247433,0.47877323627471924,0.28928160667419434,4.099690914154053,4.48536491394043,1.260056495666504,0.4479142427444458,12.325883909970148,2,0.0006831992650404572,4.9225889142689994e-08,1.7957907915115356,0.1523589938879013,7.333365914519163e-09,0.963795698992908,2.1888433933258056,2.4502861499786377,0,0.4979374408721924,0.9003090858459473,0.514634907245636,0.1399434357881546,0.35208573937416077,4.727160453796387,True,False,False,False,False,False,False,True
internal_hard_topup_116,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_cuboid,internal_cuboid,internal_cuboid,deep_plus,large,elongated_y,x_pos_y_pos,target_08_x_pos_y_pos_region,0,0,0,0,1.6264363308424648,1.9625679741069915,0.42694393793741864,0.6404159069061279,0.8152253077956316,1.1618220171132758,1.9625679741069915,1.2444226547779367,0.2682981491088867,0.6404159069061279,3.404710292816162,3.589782953262329,1.1653560400009155,3.210935354232788,8.903347538844926,0,0.0006030601798556745,4.0623842068043814e-08,1.849150538444519,0.23711831867694855,3.4349518784893007e-09,0.7634891861647537,1.8144821524620052,2.5982062816619873,0,0.983627200126648,0.3452897071838379,4.41021728515625,0.23464393615722656,0.9890645742416382,5.897328853607178,True,False,True,True,False,False,False,True
internal_hard_topup_117,test,hardcase_topup,hardcase_topup_v1,internal_sphere,internal_sphere,internal_sphere,internal_sphere,shallow,medium,compact,x_neg_y_pos,target_09_x_neg_y_pos_region,0,0,0,0,3.2740457407813963,4.893250302072915,0.1129841407140096,0.1694762110710144,0.473892969956464,0.69206224335799,2.233963586272926,2.694923333998349,0.006587982177734375,0.1694762110710144,1.5903007984161377,1.2343164682388306,1.1540223360061646,1.1140179634094238,14.26780090771837,0,0.00047704263124614954,1.65895706061292e-08,2.175414800643921,0.03127238154411316,1.5153922561239597e-10,0.931364884566177,1.5185202896595,1.9368016719818115,0,0.14751474559307098,0.3903007507324219,0.03431644290685654,0.04597776383161545,0.3140179216861725,0.4071958661079407,False,False,True,False,False,False,False,False
internal_hard_topup_118,test,hardcase_topup,hardcase_topup_v1,internal_cuboid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,deep,large,compact,x_neg_y_pos,target_09_x_neg_y_pos_region,1,1,0,1,8.528593099156268,12.332961474924435,0.7957059542338053,1.193558931350708,0.9528195157453108,1.2889241522030235,4.163086804937277,9.089731017607091,0.17163562774658203,1.193558931350708,3.885418653488159,3.2753684520721436,1.2048795223236084,4.394583225250244,7.119235915116335,1,0.0005556675605475903,3.238753265577543e-08,1.9287071228027344,0.15549975633621216,3.833861228486057e-09,0.5426907963712108,1.615320003032684,2.8634257316589355,0,0.7472923398017883,1.1145812273025513,1.7246315479278564,0.1951204538345337,1.194583535194397,6.842108726501465,True,True,True,True,True,True,True,True
internal_hard_topup_119,test,hardcase_topup,hardcase_topup_v1,internal_ellipsoid,internal_ellipsoid,internal_ellipsoid,internal_cuboid,shallow,medium,compact,x_neg_y_pos,target_09_x_neg_y_pos_region,1,1,0,1,9.39449938075577,14.055810826414557,0.9485578536987305,1.4228367805480957,1.0887310924440425,1.6119975532750181,3.4005432896498626,10.72714402620289,0.28989243507385254,1.4228367805480957,3.6629745960235596,2.363248586654663,1.1003068685531616,2.837545871734619,6.095136168038778,0,0.0006061107851564884,3.9548577746018054e-08,1.7258739471435547,0.15814025700092316,6.730488166795112e-09,0.5978642513806169,1.2530193269252776,3.567516565322876,1,0.8999834060668945,0.16297446191310883,1.136751651763916,0.0996931940317154,2.037545919418335,8.879873275756836,True,True,True,False,True,True,False,True
