epoch,train_loss,train_bce,train_dice_loss,val_loss,val_bce,val_dice_loss,val_iou_at_0_5,val_dice_at_0_5,val_area_error_at_0_5,val_score_at_0_5,best_val_threshold,best_val_iou,best_val_dice,best_val_area_error,best_val_score
1,0.9231473661604381,0.23435733680214202,0.6887900233268738,0.615777313709259,0.0830337181687355,0.5327435731887817,0.0010723049843847621,0.0021366413504750083,0.9941085664840972,-0.9908996201492374,0.4,0.5530014751839119,0.7035050603657654,0.4857934717500267,0.7707130637996507
2,0.6043238355999901,0.08584800610939662,0.5184758305549622,0.6010857820510864,0.06964182108640671,0.5314439535140991,0.021214911222816803,0.04126749711993264,0.9309981248250764,-0.868515716482327,0.4,0.5396489660566193,0.6917423811516159,0.6778084290791537,0.5535829181290814
3,0.5911485865002587,0.08505071344829741,0.5060978702136448,0.5449570417404175,0.08328958600759506,0.4616674780845642,0.5549900084180039,0.7063997358137128,0.5007387840164801,0.7606509602152367,0.5,0.5549900084180039,0.7063997358137128,0.5007387840164801,0.7606509602152367
4,0.429031864518211,0.09827675067243122,0.3307551173936753,0.3973757028579712,0.0845070481300354,0.3128686547279358,0.5621208902770373,0.7121511615142608,0.40768943087503695,0.8665826209162613,0.8,0.5568000449072712,0.7087865491625976,0.3380517632957788,0.9275348307740899
5,0.387299724987575,0.08555904492026284,0.3017406804221017,0.3973569869995117,0.09867733716964722,0.2986796498298645,0.5681284534672688,0.7170609500042809,0.4620297394794639,0.823159663992086,0.9,0.5560437846181783,0.7078714879340667,0.3248460457609327,0.9390692267913124
6,0.38415717369034175,0.08531414149772554,0.2988430346761431,0.3887444734573364,0.07432980835437775,0.3144146800041199,0.5718416998697727,0.7203824511935135,0.4349063511076726,0.8573177999556137,0.8,0.5595333800117435,0.7113917503632664,0.3320274119171599,0.9388977184578501
7,0.37871713865370976,0.08391369843766802,0.2948034377325149,0.3784906268119812,0.07307606935501099,0.3054145574569702,0.576812393849242,0.7249561246358301,0.42255552906061583,0.8792129894244565,0.8,0.5671630578212398,0.717046642876164,0.3489703588343672,0.9352393418630366
8,0.3404876674924578,0.07578161429791223,0.2647060524849665,0.3774805963039398,0.09935030341148376,0.27813029289245605,0.5815148845420364,0.7298846884320673,0.2581220351066901,1.0532775378674137,0.7,0.5770438892364349,0.7258937903322461,0.24649784176971787,1.056439837798963
9,0.31607107463337125,0.07405257579826173,0.242018495287214,0.3378567099571228,0.07934890687465668,0.25850778818130493,0.6076493515990175,0.7522007891647025,0.2628989402101439,1.0969512005535762,0.7,0.599975005752021,0.7458170141520513,0.24665589005729976,1.0991361298467726
10,0.3058438613301232,0.07406550574870337,0.2317783548718407,0.31540364027023315,0.05940850079059601,0.25599515438079834,0.638742826418957,0.776242422242993,0.32880279004056995,1.08618245862138,0.8,0.639712943538807,0.7783478653084693,0.24928805290334757,1.1687727559439287
11,0.28956393684659687,0.06549931512702079,0.22406461976823352,0.30660805106163025,0.0759335532784462,0.23067450523376465,0.6481539151856192,0.7833451495698496,0.3185797516768306,1.112919313078638,0.9,0.6501554092292912,0.7858286907378973,0.23502453950562874,1.2009595604615597
12,0.27980501240208033,0.06388070221458163,0.2159243112518674,0.30089324712753296,0.06764023751020432,0.23325300216674805,0.6459176793219014,0.7819738485723835,0.2660975779005188,1.1617939499937662,0.8,0.6384945833214789,0.7768828637058821,0.23466127783488724,1.1807161691924737
13,0.26618696607294534,0.06172835986529078,0.20445860567547025,0.31765079498291016,0.07040344178676605,0.2472473382949829,0.6360666924405676,0.7733022288455638,0.3433138316549492,1.066055089631182,0.9,0.640439722781625,0.7779482439763472,0.2442122031976534,1.1741757635603187
14,0.2716592202583949,0.06185963324138096,0.20979958772659302,0.2971106171607971,0.07388345897197723,0.2232271432876587,0.6536427383478784,0.7875515390976846,0.26342653517354414,1.177767742272019,0.8,0.6486779951040805,0.7842902648689754,0.23593666567353816,1.1970315942995176
15,0.27014414469401044,0.06329353260142463,0.20685061386653356,0.3076781630516052,0.06794793903827667,0.23973023891448975,0.6435321008969922,0.7793468709335403,0.33534455218222986,1.0875344196483026,0.9,0.6503182155437903,0.7854508935329649,0.24219405883723993,1.1935750502395153
16,0.260971419158436,0.059707376396372205,0.20126404081072127,0.2911904752254486,0.06311508268117905,0.22807538509368896,0.6552057703386053,0.7881160121184296,0.3047940985684432,1.1385276838885916,0.8,0.6567227469054322,0.7901084128328039,0.25356131791955494,1.193269841818681
17,0.25789041888146175,0.05831760824436233,0.19957280726659865,0.30612874031066895,0.0667986124753952,0.23933011293411255,0.6502114320423876,0.7839336697290692,0.33692722191916796,1.097217879852289,0.9,0.6563990296977243,0.7899757489592141,0.2451043130617994,1.2012704655951392
18,0.2504310927220753,0.05696984877189001,0.19346124217623756,0.29389703273773193,0.06818443536758423,0.2257125973701477,0.6569705475984582,0.788682568800131,0.3255675839742601,1.120085532424329,0.9,0.6534286569513236,0.7874769996146682,0.2521413982808265,1.1887642582851652
19,0.24450808408714475,0.05445403392825808,0.19005405051367624,0.295102596282959,0.06839929521083832,0.22670328617095947,0.6587549641682898,0.7900809634344853,0.31022242996824956,1.1386134976345255,0.9,0.6561260809739796,0.7894321307711779,0.2412681687404229,1.2042900430047347
20,0.2408036511568796,0.05393208048882939,0.18687157120023454,0.2908010184764862,0.0685834065079689,0.2222176194190979,0.6570104256469202,0.7890136758390326,0.2919548120973327,1.1540692893886202,0.8,0.6526409025068906,0.7864578524908296,0.2539209655803227,1.1851777894173974
21,0.24558753271897635,0.05743340154488882,0.18815412975492932,0.3032416105270386,0.06210498511791229,0.2411366105079651,0.647447148233614,0.7813731975475984,0.34056080081858237,1.0882595449626302,0.8,0.6522980366233367,0.7860484323432116,0.2676994064070717,1.1706470625594767
