seed,source_index,sample_id,split,defect_type,source_pack,angle_deg,vertex_count,threshold,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,bce_loss,dice_loss,total_loss,prob_min,prob_max,prob_mean,notes
123,561,poly_v9_0042,train,polygon,pilot_v9_topup_polygon,0.0,6,0.9,0.6888412017167382,0.8157560355781448,0.23542600896860988,1.2512535554438882,341,446,0,0.03803112730383873,0.16192841529846191,0.19995954632759094,0.0,0.9998881816864014,0.054002515971660614,COMSOL_DATA_BASELINE_pilot_v9_only
123,562,poly_v9_0043,train,polygon,pilot_v9_topup_polygon,0.0,4,0.9,0.5775862068965517,0.73224043715847,0.17,4.066583724773619,415,500,0,0.09702010452747345,0.2636433243751526,0.36066341400146484,0.0,0.999884843826294,0.06315191090106964,COMSOL_DATA_BASELINE_pilot_v9_only
123,563,poly_v9_0044,train,polygon,pilot_v9_topup_polygon,0.0,5,0.9,0.6062639821029083,0.754874651810585,0.34942528735632183,4.075374556376882,283,435,0,0.0781068280339241,0.20731759071350098,0.2854244112968445,0.0,0.999983549118042,0.04132191464304924,COMSOL_DATA_BASELINE_pilot_v9_only
123,564,poly_v9_0045,train,polygon,pilot_v9_topup_polygon,0.0,6,0.9,0.7815315315315315,0.877370417193426,0.16473317865429235,1.6520430279819727,360,431,0,0.029197443276643753,0.1390436887741089,0.16824112832546234,0.0,0.9999179840087891,0.05632082372903824,COMSOL_DATA_BASELINE_pilot_v9_only
123,565,poly_v9_0046,train,polygon,pilot_v9_topup_polygon,0.0,4,0.9,0.6779026217228464,0.8080357142857143,0.17475728155339806,2.762712872207015,242,206,0,0.04101856052875519,0.22569727897644043,0.2667158246040344,0.0,0.9999809265136719,0.03523162752389908,COMSOL_DATA_BASELINE_pilot_v9_only
123,566,poly_v9_0047,train,polygon,pilot_v9_topup_polygon,0.0,5,0.9,0.6221662468513854,0.7670807453416149,0.3316062176165803,3.8601161154495687,258,386,0,0.05530668422579765,0.20100528001785278,0.25631195306777954,0.0,0.999752938747406,0.03931666910648346,COMSOL_DATA_BASELINE_pilot_v9_only
123,567,poly_v9_0048,train,polygon,pilot_v9_topup_polygon,0.0,6,0.9,0.6595744680851063,0.7948717948717948,0.08482142857142858,1.6540042162643556,410,448,0,0.06603692471981049,0.19786232709884644,0.2638992667198181,0.0,0.9999831914901733,0.0606309249997139,COMSOL_DATA_BASELINE_pilot_v9_only
123,568,poly_v9_0049,train,polygon,pilot_v9_topup_polygon,0.0,4,0.9,0.643652561247216,0.7831978319783198,0.32272727272727275,3.1851303858104485,298,440,0,0.05196165665984154,0.18073517084121704,0.23269683122634888,0.0,0.9999879598617554,0.04441164433956146,COMSOL_DATA_BASELINE_pilot_v9_only
123,569,poly_v9_0050,train,polygon,pilot_v9_topup_polygon,0.0,5,0.9,0.6588868940754039,0.7943722943722944,0.08695652173913043,3.944985623463073,441,483,0,0.0644577145576477,0.1952865719795227,0.2597442865371704,0.0,0.9999425411224365,0.06522012501955032,COMSOL_DATA_BASELINE_pilot_v9_only
123,570,poly_v9_0051,train,polygon,pilot_v9_topup_polygon,0.0,6,0.9,0.8287037037037037,0.9063291139240506,0.11229946524064172,0.36838047794501555,208,187,0,0.018344197422266006,0.14433932304382324,0.16268351674079895,0.0,0.9999915361404419,0.02924073114991188,COMSOL_DATA_BASELINE_pilot_v9_only
