model_name,checkpoint,encoder_variant,seed,mse,mae,iou,dice,area_error,center_error,pred_area_zero,pred_area_lt_true,pred_area_gt_true,small_iou,small_dice,small_area_error,small_pred_area_zero,low_signal_iou,low_signal_dice,low_signal_area_error,low_signal_pred_area_zero
v3_complex_cnn_bzencoder_seed42,checkpoints/best_model_v3_complex_cnn_bzencoder_seed42.pt,cnn1d,42,20693.587071533202,47.360750756263734,0.2719943658902283,0.3918007255503092,0.45233678450422,1.2860126499643272,26,176,24,0.16365624193259679,0.24301324369686378,0.5611566499146191,20,0.12370464723020491,0.19436830703001837,0.7233092970866728,25
