seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
all,pred_connected_component_count=3,train,471,0.8542540694888197,0.9200670021512076,0.051562299572191515,1.1419653169813502,429.4246284501062,431.5435244161359,0,0.11399378594121799,3.0,1.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=4,train,5,0.8429229467976496,0.9135153727132895,0.03951500669898749,1.5587478789295108,427.4,423.2,0,0.11754619479179382,4.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=5,train,4,0.8338552292093829,0.9084608116796469,0.09881270458709564,1.8809129311374568,386.25,427.75,0,0.12602760642766953,5.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=3,val,107,0.7156097549960627,0.8240141897331705,0.07191338337708456,2.4433036735985882,430.2710280373832,432.0373831775701,0,0.2845839472992398,3.0,1.0,0.028037383177570093,0.0,0.0,0.0,0.9906542056074767
all,pred_connected_component_count=4,val,10,0.43937894890508733,0.597796550603851,0.07710977078966212,3.5475889056420384,398.4,429.2,0,0.699300691485405,4.0,0.0,0.1,0.0,1.0,1.0,0.9666666666666666
all,pred_connected_component_count=5,val,3,0.6279946055875582,0.7446486149300512,0.15598960745994062,2.207335770632374,446.6666666666667,424.0,0,0.464101180434227,5.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=3,test,113,0.6847152454734141,0.8046294725547761,0.08219389112682254,2.422588169920726,432.4159292035398,433.04424778761063,0,0.32019934199948225,3.0,1.0,0.008849557522123894,0.0,0.0,0.0,0.9970501474926253
all,pred_connected_component_count=4,test,4,0.6956777500492194,0.8153728558310804,0.08174328109406942,1.906776891799583,412.5,449.5,0,0.25870902091264725,4.0,0.0,0.0,0.0,1.0,1.0,1.0
all,pred_connected_component_count=5,test,2,0.23334492819836566,0.32227252182265037,0.06219090173824267,4.4436015708684735,364.5,388.5,0,1.003193736076355,5.0,0.0,0.5,0.0,1.0,1.0,0.5
all,pred_connected_component_count=6,test,1,0.33458646616541354,0.5014084507042254,0.1266490765171504,2.899239523023169,331.0,379.0,0,0.6490695476531982,6.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666
all,pred_connected_component_count=3,all,691,0.8050603954447301,0.886315783955655,0.05972284344020435,1.552896701265278,430.0448625180897,431.86541244573084,0,0.17413036350980293,3.0,1.0,0.005788712011577424,0.0,0.0,0.0,0.9980704293294741
all,pred_connected_component_count=4,all,19,0.5995323801703157,0.7266859891015411,0.06819188767199139,2.6787755799087516,409.0,431.89473684210526,0,0.45345126170861094,4.0,0.0,0.05263157894736842,0.0,1.0,1.0,0.982456140350877
all,pred_connected_component_count=5,all,9,0.6317882877774373,0.7235926816837824,0.10973349380052108,2.5592069086870994,401.55555555555554,417.77777777777777,0,0.4336446043517854,5.0,0.0,0.1111111111111111,0.0,1.0,1.0,0.8888888888888888
all,pred_connected_component_count=6,all,1,0.33458646616541354,0.5014084507042254,0.1266490765171504,2.899239523023169,331.0,379.0,0,0.6490695476531982,6.0,0.0,1.0,0.0,1.0,1.0,0.6666666666666666
