epoch,train_loss,train_bce_loss,train_dice_loss,train_type_loss,train_center_loss,train_size_loss,train_depth_loss,train_angle_loss,train_angle_norm_loss,best_val_threshold,val_iou,val_dice,val_area_error,val_type_accuracy,val_angle_mae_deg,val_score
29,0.765622161767062,0.06163679633070441,0.3064804673194885,0.5710275891949149,0.3992522569263683,0.25517812831436887,0.37946290391332965,0.7265116887934068,0.008214291551506476,0.6,0.5359782838555636,0.6889009735546258,0.2808701685188601,0.6515151515151515,18.859321414639492,0.8205673898964493
30,0.7758701829349294,0.06302380802876809,0.3109286059351528,0.5800080483450609,0.3958624855560415,0.24504238739609718,0.38768460448173914,0.7483191455111784,0.014752708248766688,0.7,0.5498748203896735,0.7016298487415183,0.28419075788044423,0.6363636363636364,18.38695088544244,0.8470807660326869
31,0.7722682987942415,0.062214624136686325,0.30925272317493663,0.5883175309966592,0.3983629135524525,0.2265236399629537,0.36500174333067503,0.7484077635933372,0.006146013079320683,0.7,0.5550667246583102,0.7067121186768192,0.2823064830430553,0.6212121212121212,18.706030527037363,0.8545332671429124
32,0.7527558750966016,0.060033535475240034,0.30385565933059244,0.5622845730360817,0.3789055189665626,0.2349709912258036,0.3820980629500221,0.7261819523923537,0.006762524746591225,0.7,0.5556294339317891,0.7071729342646825,0.2896551045069172,0.6515151515151515,18.488914515895154,0.853409633682118
33,0.7696472178487217,0.06262578464606229,0.30970530299579396,0.5682096928358078,0.3880828391103184,0.2523827554986757,0.36577436371761207,0.7490095846793231,0.01432037929257871,0.6,0.5551649924491479,0.7062381749502693,0.26621899151015754,0.6666666666666666,18.696220692025655,0.8748886356356695
34,0.7585883000317741,0.06015468848978772,0.30518199591075673,0.5702566478182288,0.3783717321998933,0.2246734403512057,0.38818974004072304,0.7482855021953583,0.006551002443302423,0.7,0.5506438430998307,0.7033619272269187,0.30101533345164666,0.6212121212121212,19.24336785624303,0.8226779704338845
35,0.752249794847825,0.06034735425868455,0.3038196896805483,0.5599504187703133,0.36419979132273617,0.23543277010321617,0.3581087177290636,0.7479997119482826,0.00473294551278848,0.7,0.5481227691569348,0.700068559899107,0.25163507538161795,0.6666666666666666,18.401574003102258,0.879207180310068
36,0.7496366535916048,0.05874933839282569,0.30179696749238405,0.5684604167061693,0.3708529406610657,0.22402570561012802,0.342466343413381,0.7475488045636345,0.006477161507492009,0.7,0.54726367879526,0.6991996629393143,0.2844203929105574,0.6363636363636364,18.627257941559535,0.8394067330447853
37,0.7420355677604675,0.058403090519063616,0.29950321246595946,0.5444080400116303,0.3737744627630009,0.22743466967607245,0.36510976140989976,0.7489673512823442,0.0024872485878671903,0.7,0.558052843113902,0.7099289676192704,0.31080861988505654,0.6060606060606061,18.440335036849035,0.833375901085686
38,0.7350948207518634,0.058133462663082516,0.29689116337720084,0.5436883621356067,0.36321061674286337,0.21969054212026737,0.3462497445152086,0.7474950744825251,0.009174191947642933,0.7,0.5578231668496189,0.7096251670140397,0.29546004460341346,0.6060606060606061,18.094189632303078,0.8516524535432747
39,0.7334640464361977,0.05744061268427793,0.29685400338733897,0.5435270224423969,0.36323601927827387,0.21321253084084568,0.3508309943272787,0.7469539116410648,0.005940181904032429,0.6,0.5645282270339695,0.7159365748130885,0.28863179936908406,0.6363636363636364,18.29898768018018,0.8724794893125357
40,0.7244690209627151,0.0563071043614079,0.2942886685623842,0.5346476553994066,0.348160297555082,0.20554970506140413,0.36201659151736426,0.7484344804988188,0.005643476632779793,0.6,0.5529624551954289,0.7042578891463634,0.2903192413914754,0.6666666666666666,18.28832822481087,0.8506844873688747
41,0.729507153525072,0.057136287584024316,0.29374589814859275,0.5399764622835552,0.35704146150280447,0.22873341160662033,0.32946718308855505,0.7480804148842307,0.008036040327758254,0.7,0.5762033724417581,0.7243182041164195,0.25650682268483815,0.6363636363636364,19.2059518592142,0.915591598917561
42,0.7485270061913658,0.05993147150558584,0.30226825440631194,0.5557006229372585,0.36381251627908034,0.2328768365961664,0.35743146893732686,0.7478302471777972,0.006757177905563046,0.8,0.5472722747996907,0.6995039298443809,0.2835199559850892,0.5757575757575758,18.189315318897215,0.8389388530457679
43,0.7401634069050059,0.05924105381264406,0.30166680321973915,0.5446300085853127,0.3767373338341713,0.22285948792362914,0.33860914058545055,0.7258121616700116,0.012473154059775612,0.7,0.5628289976296902,0.7128746592807926,0.23230534704510017,0.6666666666666666,18.928704959933626,0.9207779269327131
44,0.7224602646687451,0.056324449422604894,0.29367052456911874,0.527273491024971,0.3558558330816381,0.2086247193681843,0.34668883725124244,0.7482421257916618,0.004037272984586547,0.6,0.5748319929219807,0.7229337998641143,0.284880939553332,0.6666666666666666,18.627022541458768,0.893281294484842
45,0.7280272297999438,0.05779124018462265,0.29691574678701516,0.5300330659922432,0.35070880502462387,0.21778639690840945,0.3356158312629251,0.7480176108724931,0.0052601543926250405,0.6,0.5615063088962844,0.7137516687037454,0.31239575349884585,0.6363636363636364,18.107112460590486,0.8454274631316425
46,0.7198165216866661,0.05648502751308329,0.2943487921181847,0.5223639449652504,0.35317935969899683,0.20553099802311728,0.3293267580516198,0.7462729934383842,0.0059672292623230636,0.7,0.578833462879904,0.7268171666119534,0.2749063314187816,0.6363636363636364,19.559348109820323,0.8987871806112362
47,0.7111989960950964,0.05548440511612331,0.29152725373997407,0.506735206088599,0.35285283931914496,0.20356088394627853,0.3276540669886505,0.7482149846413556,0.008974837673389736,0.7,0.569229533329688,0.7179804970516245,0.29566646084760373,0.6060606060606061,19.388245468653253,0.8582671754532369
48,0.7137097874108482,0.055786191869307965,0.2940027363160077,0.5228597714620478,0.34541231656775756,0.20753829663290696,0.3058507580529241,0.7252198738210341,0.004480536647058804,0.6,0.5722208069123691,0.7213699025024559,0.27699161605603767,0.6666666666666666,18.229834264003387,0.9009674173854202
49,0.7123346048242906,0.05510599188068334,0.29139333788086386,0.5197549891822478,0.33513643592596054,0.21022359851528616,0.32044817737358455,0.746771060368594,0.006669684549492291,0.7,0.5682260818682423,0.7182861484448633,0.29179669658772445,0.6212121212121212,19.004547187282085,0.8667912739737724
50,0.7157767642946804,0.05652149799553787,0.2963767787989448,0.506007400505683,0.3512964888530619,0.1964601607007139,0.3332715126521447,0.7478849116493674,0.00664549446253873,0.7,0.5625620481814927,0.7131971454503295,0.3013941226114498,0.6515151515151515,18.375089427156958,0.855765691900318
51,0.7044869293184841,0.055377691984176636,0.2917018760653103,0.4880020110046162,0.350399367073003,0.20657163661192446,0.3038436014424352,0.7482192235834458,0.003602577491512741,0.7,0.56023288488514,0.7113481446063211,0.29162245930513464,0.6363636363636364,18.879388813994098,0.8548010456827493
52,0.702561163726975,0.053921428125570804,0.28893768436768474,0.5048453347647891,0.32543300004566417,0.21000861573745222,0.31195453225689773,0.7485479677424711,0.005226862404550261,0.7,0.5729275026704884,0.722227038073213,0.283937968763765,0.6515151515151515,19.067569936119952,0.885692387770252
53,0.7066748966188992,0.055484211510595155,0.29246894226354714,0.4858366483274628,0.3599315986913793,0.20445506734883084,0.32150862059172464,0.7480240744702956,0.0033696462273570325,0.7,0.5711777469049746,0.7214320387149697,0.2994451068910324,0.6363636363636364,18.965046312972902,0.8671505792355466
54,0.7011235724477207,0.05431189146988532,0.28757985725122337,0.5046908899265177,0.33440645784139633,0.19708013205843813,0.31683020951116786,0.747953243115369,0.00670556550475714,0.7,0.5628440214826138,0.7137059263189114,0.3004022129771265,0.6363636363636364,19.278987278984573,0.8469942256709168
55,0.6898341056178597,0.0532886044067495,0.2859864690724541,0.48357296252951903,0.333926273181158,0.2079261942383121,0.3033773824572563,0.7265197441858404,0.006243467062150183,0.6,0.5738589243611977,0.7220145314391969,0.32194348757786795,0.6212121212121212,19.383628150396575,0.8422148988397729
56,0.6895594404024237,0.052949160556582844,0.28573357883621664,0.47604314456967745,0.3226005860111293,0.2029571318451096,0.3357521685607293,0.7492063536363489,0.006152615403099095,0.6,0.5693414966889745,0.7187517241268783,0.3008379813723104,0.6818181818181818,19.196960322232705,0.8634674544030334
57,0.6848793713485494,0.05173231661319733,0.2842554712996763,0.46965985569883795,0.3344806958647335,0.20296766532256322,0.3027232492561726,0.7478917276158052,0.005643818845890243,0.6,0.5679107203445936,0.7176877209101583,0.28734192377666024,0.6515151515151515,19.989830841238792,0.8635097242172187
58,0.6713146234259886,0.052370747113052535,0.2837243272977717,0.4338816531440791,0.31773853784098344,0.2033240887172082,0.29523611879524064,0.7471066765925464,0.006784067746005295,0.7,0.575585437875938,0.7241152065167833,0.28182228576845386,0.6212121212121212,19.347882472643093,0.8865207460190485
59,0.6674313510165495,0.05105317427831538,0.28108930938384113,0.4390444773084977,0.31883622070445733,0.18988374828854027,0.29911134589244337,0.7482961924637065,0.006752662059357937,0.7,0.5586253162160758,0.7093036506812445,0.2740838661304882,0.6515151515151515,18.846384401645125,0.870532771901896
60,0.6966476142406464,0.0552525033845621,0.29248633104212146,0.44377463902620706,0.36554032520336266,0.20880808527855313,0.34745414533159313,0.7479281776091632,0.006216722562813255,0.6,0.5391471680883821,0.6891651283053922,0.2520764261540084,0.6515151515151515,19.793045446939907,0.8434569309218819
61,0.7134474638630363,0.057765699046499586,0.29587317915523753,0.47122929595849095,0.35869225728161197,0.22060307301580906,0.385216367595336,0.7481218190754161,0.006639569087008781,0.7,0.5559787323034043,0.7084455793359699,0.3441709783667806,0.6212121212121212,18.87031045771,0.7936714408167058
62,0.6848539166590747,0.05401057782856857,0.286988426657284,0.44915558660731597,0.33838847871212396,0.1943650781724821,0.336888425052166,0.7485534198143903,0.0067745697451755404,0.7,0.5659013546948902,0.7159158962278482,0.3214309177657522,0.6212121212121212,19.26185211431826,0.8298890241350156
63,0.6630205512046814,0.05264810615164392,0.28412945480907664,0.391178249655401,0.34474293975269094,0.19806898823555777,0.30225754594978166,0.7485175939167247,0.00771997997071594,0.7,0.555645479733602,0.7079316173306138,0.3077996504199822,0.6363636363636364,18.75107955714675,0.83190301470913
64,0.6438704518710866,0.051358584424152094,0.2810235444237204,0.35379305175122094,0.32390238388496284,0.18967328286346266,0.31813347514937906,0.74881911277771,0.00845071832437123,0.7,0.5402926889409957,0.6951126897682314,0.3520840611707623,0.5757575757575758,20.05543460124133,0.7403427291018092
65,0.6287786075297523,0.05098348384832635,0.2780169178457821,0.3107962346471408,0.32422743036466484,0.1968762464273502,0.31410877932520476,0.7504605317817015,0.009924642981358749,0.7,0.5435704465845972,0.6973667580061383,0.36915357174602426,0.5606060606060606,19.655855481563474,0.7312856840896826
66,0.6632417159921983,0.05358827475677518,0.2876637823441449,0.38544806180631414,0.3484611822401776,0.19461993500590324,0.31469754940446687,0.7273151541457457,0.006091997499906403,0.6,0.5543770074368031,0.7061099655825879,0.2801946226132517,0.6515151515151515,19.179789944183263,0.853645966115822
67,0.6824959060725044,0.05520563802736647,0.29113685383516197,0.41901567140046286,0.34962159044602337,0.2015774057191961,0.3118843747412457,0.7473718366202187,0.0068857639082981386,0.6,0.5646722031486622,0.7153485395867106,0.297201054462251,0.6666666666666666,18.655249436568702,0.8629338605741014
68,0.6415226301726173,0.05168079935452517,0.28342902134446535,0.32906980319496465,0.3468273935072562,0.1914434989585596,0.2963082299512975,0.7469830162384931,0.00883587749387302,0.7,0.5613866159442995,0.7131560243700472,0.32952732448724625,0.6212121212121212,20.059489249903173,0.8065416354492807
69,0.6293951237902922,0.05235724994803176,0.2803591682630427,0.30026688207598295,0.340852013843901,0.19263182843432708,0.27731840137173147,0.7505428002161139,0.012870604066205594,0.6,0.5484048259989693,0.7014110116653145,0.291021557241641,0.696969696969697,18.833495848461382,0.8401562916349986
70,0.6224606624420952,0.04940041110796087,0.2764701019315159,0.3119599538143067,0.33636946099645954,0.17810321818379796,0.26589268884238076,0.7494834679014543,0.011408229375614183,0.6,0.5549828575122298,0.7082500740313152,0.3675999818022537,0.6212121212121212,20.474426250015203,0.7530098993623513
71,0.6628101766109467,0.05330745853921946,0.28760289619950685,0.3642997763612691,0.35528524658259225,0.19865584981572978,0.3424094196628122,0.747504793545779,0.0272529923617292,0.7,0.5461342079772847,0.7010850471066726,0.36087104587840846,0.5909090909090909,18.95402906544677,0.7558988276419903
72,0.6246138048522613,0.051131571369136083,0.2765652660061331,0.29955384376294475,0.32762034938615914,0.19849711919532104,0.3184186919208835,0.74749915915377,0.008737815124571653,0.6,0.5534180579396355,0.704992722937774,0.29112396474750335,0.6515151515151515,19.354022191780647,0.8388981093636146
73,0.6151361421627157,0.050391054438317526,0.2745901679291445,0.2861208567286239,0.32718131077640195,0.1823194993331152,0.3096016826217665,0.7487139894681818,0.010633426855373032,0.6,0.5594215201722096,0.7120696706789678,0.3439901066297755,0.6363636363636364,19.856315655573713,0.7925742913020282
74,0.585932244272793,0.047239678966648435,0.26787428119603324,0.2306900269297116,0.32995301222099976,0.18025526535861633,0.25719553977251053,0.747604613795,0.007956224147860399,0.6,0.5656713047492472,0.7161854994620206,0.3127388244815598,0.6666666666666666,20.487197351532807,0.8309126728810464
75,0.5803148115382475,0.04670470076448777,0.2670601010322571,0.2377370901624946,0.3097228666438776,0.18391607855172717,0.24640211616368854,0.7248260887230144,0.01390092121437192,0.6,0.5733312674877471,0.7227150775568855,0.3326862911770812,0.6363636363636364,19.369504891300583,0.8333013685909092
76,0.5815684015260023,0.046301902217023516,0.2632483243942261,0.24099596540498383,0.3079941658412709,0.1928322101559709,0.29927196046885324,0.729952219654532,0.013897982761537767,0.7,0.5658903603433655,0.715125789661206,0.3226729812771086,0.6666666666666666,18.585186403841707,0.8391579713557127
77,0.5927032162161434,0.04935877879752832,0.2713005595347461,0.2314608687096659,0.3268086555249551,0.18527457731611588,0.2675530906109249,0.7481567789526546,0.019195176455575752,0.5,0.5758341933150736,0.7236760724300949,0.2974696994535051,0.6515151515151515,19.754127111866794,0.8696508103245106
78,0.5789034892531002,0.047167945981902236,0.26670294474152956,0.22431161243687658,0.30169929213383617,0.17909846980782115,0.26356642517973394,0.748826356495128,0.011716497404610409,0.6,0.5639672208673827,0.7146738970763935,0.3069872146784222,0.6363636363636364,19.630205844500356,0.8389882084567141
79,0.5600978767170626,0.045699813348405505,0.2632152736186981,0.1788175123579362,0.31193143085521813,0.17876202444655492,0.23950368297450683,0.7457877415068009,0.009017350206918576,0.5,0.573486372204226,0.7203680685722124,0.25402756428853424,0.6666666666666666,22.089878934984835,0.8855947538047224
80,0.5819049267207875,0.04739802626564222,0.26514505112872405,0.2338491746922955,0.2977905742385808,0.19004744598094156,0.2788790663813843,0.7466735103551079,0.00864008696996333,0.6,0.5495562367490603,0.6992260343393837,0.2839411818768345,0.6212121212121212,21.01407646040554,0.8168215367287661
81,0.5791968414012123,0.04855336511836333,0.26934850566527424,0.19758054770885364,0.3104398478479946,0.18572930169894414,0.3096471656771267,0.746684812447604,0.011033030610312433,0.6,0.5600159488602566,0.7079118095838511,0.25610485853438875,0.6818181818181818,20.50639330063383,0.8749407850851988
82,0.6053483337163925,0.048586054485948646,0.27034929920645323,0.2879516491666436,0.30635466952534285,0.18512471863890395,0.28335795726846247,0.7462585919043597,0.01988779259708655,0.6,0.5563474148160775,0.7076146281299829,0.3267413983995782,0.6666666666666666,18.860453459860523,0.8152827766145435
83,0.5646254727069069,0.04682418534203487,0.2643824850811678,0.16822060243473114,0.30804657234865074,0.19994894634274876,0.288229301571846,0.7480568254695219,0.013328703435357003,0.6,0.5656363123111995,0.7147341249419805,0.2622022837565065,0.7121212121212122,20.738241023175693,0.8819978644770377
84,0.5507346882539637,0.04512249371584724,0.2602233571164748,0.16376059128464582,0.2968166492441121,0.16956946703002734,0.27663132066235824,0.7486688301843756,0.01708396670052453,0.6,0.5733904382183358,0.7219167845666838,0.3058989007082791,0.6666666666666666,18.508409752006823,0.8709908912233388
85,0.5423466808655683,0.045340562239289284,0.2590101536582498,0.1445792488178567,0.2740572204484659,0.17986893971614978,0.282180264373036,0.74806548742687,0.02144290169235319,0.7,0.5522568290778433,0.7054316794756732,0.36121026885471047,0.6363636363636364,18.702905087675756,0.773085552458412
86,0.5619251351146137,0.04680483996429864,0.26288922218715444,0.1696715573369361,0.3119041542796528,0.1901061102090513,0.2772836970055805,0.7469013701466953,0.012866395779008813,0.7,0.551121063579958,0.7034033102970824,0.3740797440550727,0.6363636363636364,17.763047766256165,0.7664505157957696
87,0.5497002864585203,0.04534885276328115,0.2588508304427652,0.14774184350800865,0.2973856031894684,0.19797324301565394,0.29642853513360023,0.7460145880194271,0.01506114617907716,0.6,0.5630326422021049,0.7136674844153955,0.31800218865265284,0.696969696969697,20.32517199009401,0.8251431877608773
88,0.5218371372012531,0.043744144851670545,0.25275087005951824,0.10528509800924975,0.2764809959951569,0.1797183532925213,0.25295981940101175,0.7502828485825482,0.01362692579791388,0.6,0.5586113614563057,0.7094291673595096,0.35733851987366805,0.6666666666666666,18.556871614090042,0.7917999594679134
89,0.5039886727052576,0.04231193952043267,0.24944942839005413,0.06837055549326845,0.27162717852522344,0.17886309216127677,0.24395646286361358,0.7454127721926745,0.013285292134455898,0.6,0.5578814587442085,0.7078457522368987,0.33187621483583185,0.6515151515151515,21.185288604476604,0.7871496252520246
90,0.5143064032582676,0.04249948279603439,0.2517649671610664,0.08842020606200951,0.2704594669973149,0.18275341654525085,0.2636459000846919,0.7476575795341941,0.020302772364469573,0.7,0.5582306827707105,0.7090025870982323,0.335045885719453,0.6363636363636364,17.76680205189127,0.8181557272669407
91,0.5794979333877563,0.04756007003871834,0.26575940146165733,0.23127570268971956,0.29728608666097417,0.19601544781642802,0.2751672594424556,0.7253795616766986,0.023521831402938592,0.7,0.5348381572723695,0.6869233128523654,0.30303640271489857,0.6363636363636364,20.98297713150964,0.7725316597311036
92,0.5644494312651017,0.049035407383652294,0.2690373957157135,0.17017325016615145,0.3081362177343929,0.17808620593346217,0.2647886753958814,0.7251760714194354,0.03754289902965812,0.7,0.5578928233050924,0.7091831128680774,0.36029510322650987,0.6363636363636364,17.746029941661554,0.792956897166408
93,0.5184677181875005,0.043773440151091886,0.2546650925103356,0.0850747233010171,0.28653934072045717,0.1879764376756023,0.2333352024502614,0.7431378452216878,0.019195945591063183,0.6,0.5689937743115827,0.7177191336138513,0.3022442313135869,0.6363636363636364,19.988216757835623,0.8482228726698546
94,0.5553329806117451,0.04574868970495813,0.26201625606592965,0.16412199770703034,0.2991051923702745,0.17330667014945955,0.30320737675270615,0.7473160922527313,0.021187414976713413,0.7,0.5635829604052374,0.7148944732606701,0.30020455257499234,0.6363636363636364,17.58580256321454,0.8660512190951335
95,0.5338855631211225,0.04547681867638055,0.25973862058976116,0.1182886486297802,0.2840611943427254,0.18960430188214078,0.2540056647404152,0.728023953297559,0.02298179450307918,0.6,0.5528653765878374,0.7052608160680394,0.3862922293710096,0.6363636363636364,19.451650073039804,0.7409538261908328
96,0.5006282066597658,0.04190966119880185,0.24822127293137944,0.077852721178822,0.2618239096858922,0.15590823945753715,0.23856021354303641,0.7496174223282758,0.011100270383073674,0.7,0.5539725857394787,0.703482096343416,0.3151571445930363,0.5909090909090909,19.263199496803487,0.8087564516127326
97,0.5092753320932388,0.0439833823372336,0.2540462192367105,0.06162901346653919,0.2777602845693336,0.17295723134542212,0.2537636103875497,0.748439774793737,0.019524416715071043,0.7,0.5304011189172875,0.6864619162528096,0.39839067150051316,0.6363636363636364,19.22339458936859,0.6898747814122616
98,0.5032279289820615,0.0429328122340581,0.24996455802636988,0.06329514773268088,0.275247038287275,0.1779173633412403,0.2221879937192973,0.7472764797070447,0.016646569868659273,0.5,0.5786063008598509,0.7250393019203196,0.2726094637162959,0.696969696969697,20.38489251431648,0.8968841836176795
99,0.4850826692931792,0.04240157400422236,0.24831612320507274,0.028476114443893655,0.26281703833271475,0.17132698306266,0.22657151323030977,0.7282917394357569,0.012819096740499577,0.7,0.5563531496303993,0.7068715158688955,0.3458647233995686,0.6363636363636364,18.72641034891261,0.7937322022469637
