epoch,train_loss,train_bce_loss,train_dice_loss,train_type_loss,train_center_loss,train_size_loss,train_depth_loss,train_angle_loss,train_angle_norm_loss,best_val_threshold,val_iou,val_dice,val_area_error,val_type_accuracy,val_angle_mae_deg,val_score
1,0.8814008726793177,0.07614986795712919,0.3428993908797993,0.7049149292356828,0.4651273804552415,0.34557332712061267,0.4333452233935104,0.7018354149425731,0.23294331066255622,0.8,0.5084280901547972,0.6658243372473425,0.1884378135904253,0.5,18.77765735485289,0.8480380402631852
2,0.8702867451836082,0.07196239447768997,0.3456578780623043,0.6930858720751369,0.4786019000936957,0.274237547069788,0.38763728233821254,0.7483223781866186,0.018454904928255605,0.7,0.5333180642518448,0.6875713704062665,0.23237045066324155,0.6515151515151515,18.715463611647305,0.8665158630299119
3,0.8638436724157894,0.07229485866778038,0.34427592508933125,0.6685431231470669,0.4842629406382056,0.26985208120416193,0.4100394349764375,0.7480457056971157,0.08838639860315357,0.8,0.5207053149160635,0.6776117290987135,0.21223020287245895,0.5606060606060606,19.438627648431915,0.847761170718605
4,0.8484043794519761,0.07000052852227408,0.33881470561027527,0.6563642130178564,0.47591039669864316,0.25604550102177787,0.4102224300012869,0.7478760288042181,0.01939568420236944,0.7,0.513114943827723,0.6689609497994226,0.3025285519474609,0.5757575757575758,20.84256765096687,0.7286974227457735
5,0.8486781488446629,0.07182674745426458,0.33490342077086954,0.658149671905181,0.4749310191939859,0.2718848750433501,0.39450279513702674,0.7483897524721482,0.0497074889649144,0.8,0.5122706861789532,0.6691972820001026,0.2610499099258347,0.5909090909090909,18.400002756020044,0.7955089397839297
6,0.8213147643734428,0.06976567811387427,0.33131032656220827,0.6098126295734855,0.47758058064124165,0.22858142699388898,0.377150536460035,0.7488858542021584,0.01802472417544135,0.9,0.49524042505324295,0.656046028051165,0.24615155031469513,0.42424242424242425,19.76487018530957,0.7499104433608597
7,0.8859619585906758,0.07474139990175471,0.34313977641217847,0.7155189365148544,0.473912074285395,0.3440028915510458,0.4103289730846882,0.7253212858648861,0.14231916966331054,0.8,0.5139863600872204,0.6712739553088048,0.19589045405629196,0.5,18.342601515102018,0.8559438461887131
8,0.8655631226651809,0.07159214992733563,0.34478283279082356,0.6910531626028174,0.4555060749544817,0.2918869344627156,0.41672832891345024,0.7257056306390202,0.007095634292133635,0.7,0.5291935928774478,0.6839106281979723,0.21333710629376937,0.696969696969697,17.860031678255403,0.8908637676960665
9,0.8626217316178715,0.07181351555182654,0.3420421673971064,0.6888357681386611,0.4555451072314206,0.2820553073988241,0.3843937726581798,0.7478993079241585,0.007065805854354575,0.7,0.514966641407931,0.670282467523094,0.17759044589323045,0.5,18.932274264993605,0.8683359203878583
10,0.859360430170508,0.07078991293468896,0.34491342656752644,0.6831048446543077,0.4570177412208389,0.2555058522916892,0.39386677062686754,0.7475510923301473,0.0021069387583285038,0.7,0.5228487057890089,0.6773724030759636,0.1866706035442168,0.5303030303030303,18.66073580331321,0.8799734503179267
11,0.8589495139963487,0.07149567476966802,0.34310415387153625,0.674838265951942,0.46061082710238066,0.2772018258624217,0.3777172839378609,0.7482175774434033,0.010780097347699613,0.8,0.5222668576261315,0.6791419017789385,0.21342249992567064,0.5,19.02979529201218,0.8476883065592775
12,0.8487744471606087,0.07030536004287355,0.3422761156278498,0.6487836785176221,0.47133823177393747,0.26545263410491104,0.3791132341412937,0.7468676567077637,0.005340677071859211,0.7,0.5225564834706287,0.6778621134103695,0.18761426809441648,0.696969696969697,17.22726816169226,0.9102286168666288
13,0.8316764866604525,0.06979435068719528,0.3347378075122833,0.6202315591713962,0.4692639603334315,0.2593401063452749,0.3879923993612037,0.7479377914877499,0.01939645389040165,0.8,0.5297125637828487,0.6853065233192531,0.22938210969613754,0.6060606060606061,19.570324872302947,0.8505397892889954
14,0.815443242297453,0.06860700939946315,0.3302442939842449,0.594389953157481,0.4611298240282956,0.2495801873943385,0.3882310763001442,0.7477006403838887,0.010179952999083874,0.8,0.5255358029633105,0.681767856208041,0.24555870675056424,0.5909090909090909,18.896171513284216,0.8318741463788542
15,0.7963343087364646,0.06748264228158138,0.32447725885054646,0.568351116250543,0.45330533648238464,0.25156087011975403,0.37982892661410217,0.7261649159824147,0.02229437226196751,0.7,0.5356453286191717,0.6900252164490572,0.26389554579015684,0.6212121212121212,18.750046639376325,0.8363957450055207
16,0.7965024885009316,0.06480460274307166,0.32152073874193077,0.5986026402781991,0.4373072210480185,0.22751293857307994,0.3701634591116625,0.7479678146979388,0.016995808725957486,0.7,0.5250429722127405,0.6804524574390854,0.2448707465973757,0.6818181818181818,18.64227318106038,0.8423837694256648
17,0.8002940872136284,0.06669792894493132,0.32300593747812156,0.5838145894162795,0.4459063682486029,0.2464591303073308,0.38119765108122544,0.7488733442390666,0.020012054472531685,0.7,0.5149650987316625,0.672161947537724,0.23685675230672706,0.6818181818181818,19.943789681298636,0.819014215331491
18,0.8007289153688094,0.06560835932545803,0.3234848082065582,0.5934651993653354,0.4431768248186392,0.23838041525553255,0.37730440475484905,0.749529596637277,0.006793241198037696,0.7,0.5398054919672237,0.6931187690005566,0.27553461496312687,0.6363636363636364,18.289896684614824,0.838127042794869
19,0.7826530635356903,0.06505739820354126,0.3151429242947522,0.571884341099683,0.4241043267881169,0.23950227722525597,0.37694157747661367,0.7485620063893935,0.021506447906551117,0.7,0.5306641653055959,0.685448764764545,0.2423678468228637,0.6666666666666666,19.144236643201367,0.8489693834819301
20,0.787878048770568,0.06426665833329454,0.3152216217097114,0.5955498577917323,0.424375960493789,0.2406939470811802,0.35136716418406544,0.747226869358736,0.031192717334146008,0.7,0.5274075485733561,0.6829370300867059,0.2366590015600363,0.6363636363636364,17.437104709044778,0.8629508936459418
21,0.8001949927386116,0.06632227549219832,0.32236097840701833,0.5849978695897495,0.44821719386998343,0.2490459568798542,0.379396169062923,0.7481902381953072,0.022454635887269807,0.7,0.5287120383084264,0.6831672495639367,0.2210287712132302,0.6515151515151515,18.745595536169517,0.8685460764489528
22,0.7693977706572589,0.0637282282114029,0.31219902809928446,0.5743642650982913,0.40114005435915556,0.24085494207546992,0.38133930699790225,0.704764814937816,0.008027262095471515,0.7,0.5553197220586157,0.7066982207349775,0.2841719151601846,0.6060606060606061,18.806376768667178,0.8503883205527974
23,0.7747655020040625,0.06305127667591852,0.3141491939039791,0.5799736897735035,0.40078786716741677,0.2219763424466638,0.3551554094780894,0.7488831562154433,0.0068031770026530415,0.8,0.544747460277964,0.6966691191841077,0.2790167257572145,0.5606060606060606,18.267830095807632,0.835782158807387
24,0.778487379060072,0.06321697517791215,0.3152938625391792,0.582784025108113,0.409519200815874,0.2231290189220625,0.3615177830352503,0.7473730497500476,0.006224502265146892,0.7,0.5400114205473835,0.6930471588144963,0.27399050711371664,0.6515151515151515,18.710843837245605,0.8371111490272222
25,0.7653411977431354,0.06221087397459675,0.3065260753912084,0.5666886348934734,0.4056968719643705,0.2342727826360394,0.36465269524384947,0.7486242108485278,0.0075925900926128685,0.7,0.5544517070177253,0.705407493205614,0.286305692924058,0.5909090909090909,18.887092439476156,0.843773491995429
26,0.7687562213224524,0.06255369271863909,0.3088923692703247,0.5635590097483467,0.4065123331897399,0.24451403232181773,0.36683539476464777,0.7480390580261455,0.004087018260393319,0.7,0.5430411868641749,0.6955862679278408,0.2631987983160542,0.6666666666666666,18.670129176200845,0.8553940313806198
27,0.761307542814928,0.061627815861035794,0.30806926769368786,0.5584236392203499,0.39987392767387275,0.2255463223246967,0.3608358600998626,0.7478771630455466,0.004694213916081935,0.7,0.5533952834347811,0.7049479831473028,0.2755424292710112,0.6363636363636364,18.574584129826622,0.8606913596491703
28,0.7674806661465589,0.06169816544827293,0.3084862530231476,0.552709714454763,0.4149866612518535,0.2490561437957427,0.39047805855379386,0.748636410516851,0.005753006873419508,0.6,0.5272234508792629,0.6816226560020661,0.27820895047358696,0.6666666666666666,19.146476862431516,0.8058390544500935
