candidate,split,sample_id,base_sample_id,defect_type,variant_type,expected_quality_rank,generated_real_forward,mask_iou,mask_dice,area_error,oracle_residual_nrmse,surrogate_residual_nrmse
COMSOL_oracle,train,rect_p2_0083__perturb_00_true_geometry_reference,rect_p2_0083,rectangular_notch,true_geometry_reference,0,False,1.0,1.0,0.0,0.0,nan
COMSOL_oracle,train,rect_p2_0083__perturb_01_center_shift_small,rect_p2_0083,rectangular_notch,center_shift_small,1,True,0.7360774818401937,0.8479776847977685,0.008403361344537815,0.6150438800616769,nan
COMSOL_oracle,train,rect_p2_0083__perturb_02_center_shift_large,rect_p2_0083,rectangular_notch,center_shift_large,2,True,0.47357293868921774,0.642754662840746,0.047619047619047616,0.6442388029524262,nan
COMSOL_oracle,train,rect_p2_0083__perturb_03_size_scale_small,rect_p2_0083,rectangular_notch,size_scale_small,1,True,0.900804289544236,0.9478138222849083,0.014005602240896359,0.6402882945053252,nan
COMSOL_oracle,train,rect_p2_0083__perturb_04_size_scale_large,rect_p2_0083,rectangular_notch,size_scale_large,2,True,0.68,0.8095238095238095,0.0,0.618195997142375,nan
COMSOL_oracle,train,rect_p2_0083__perturb_05_angle_shift_small,rect_p2_0083,rectangular_notch,angle_shift_small,1,True,0.9093333333333333,0.952513966480447,0.0056022408963585435,0.6045854060111882,nan
COMSOL_oracle,train,rect_p2_0083__perturb_06_angle_shift_large,rect_p2_0083,rectangular_notch,angle_shift_large,2,True,0.7875,0.8811188811188811,0.0028011204481792717,0.604097502812636,nan
COMSOL_oracle,train,rect_p2_0083__perturb_07_mixed_center_size_angle,rect_p2_0083,rectangular_notch,mixed_center_size_angle,3,True,0.5641592920353983,0.7213578500707214,0.0196078431372549,0.6598113810112488,nan
COMSOL_oracle,train,rect_v9_0070__perturb_00_true_geometry_reference,rect_v9_0070,rectangular_notch,true_geometry_reference,0,False,1.0,1.0,0.0,0.0,nan
COMSOL_oracle,train,rect_v9_0070__perturb_01_center_shift_small,rect_v9_0070,rectangular_notch,center_shift_small,1,True,0.7751677852348994,0.8733459357277883,0.09090909090909091,0.5600288918470221,nan
COMSOL_oracle,train,rect_v9_0070__perturb_02_center_shift_large,rect_v9_0070,rectangular_notch,center_shift_large,2,True,0.658307210031348,0.7939508506616257,0.09090909090909091,0.5647408525258327,nan
COMSOL_oracle,train,rect_v9_0070__perturb_03_size_scale_small,rect_v9_0070,rectangular_notch,size_scale_small,1,True,0.8424908424908425,0.9145129224652088,0.011857707509881422,0.45261557257146534,nan
COMSOL_oracle,train,rect_v9_0070__perturb_04_size_scale_large,rect_v9_0070,rectangular_notch,size_scale_large,2,True,0.6758893280632411,0.8066037735849056,0.3241106719367589,0.5216467619646312,nan
COMSOL_oracle,train,rect_v9_0070__perturb_05_angle_shift_small,rect_v9_0070,rectangular_notch,angle_shift_small,1,True,0.8882783882783882,0.9408341416100873,0.037549407114624504,0.5324568034918787,nan
COMSOL_oracle,train,rect_v9_0070__perturb_06_angle_shift_large,rect_v9_0070,rectangular_notch,angle_shift_large,2,True,0.7521222410865874,0.8585271317829457,0.039525691699604744,0.5526640387357218,nan
COMSOL_oracle,train,rect_v9_0070__perturb_07_mixed_center_size_angle,rect_v9_0070,rectangular_notch,mixed_center_size_angle,3,True,0.6539074960127592,0.7907425265188043,0.04940711462450593,0.5263701241991257,nan
COMSOL_oracle,train,rect_v9_0030__perturb_00_true_geometry_reference,rect_v9_0030,rectangular_notch,true_geometry_reference,0,False,1.0,1.0,0.0,0.0,nan
COMSOL_oracle,train,rect_v9_0030__perturb_01_center_shift_small,rect_v9_0030,rectangular_notch,center_shift_small,1,True,0.7559055118110236,0.8609865470852018,0.01809954751131222,0.2597809456641102,nan
COMSOL_oracle,train,rect_v9_0030__perturb_02_center_shift_large,rect_v9_0030,rectangular_notch,center_shift_large,2,True,0.5130890052356021,0.6782006920415224,0.038461538461538464,0.3925767738572034,nan
COMSOL_oracle,train,rect_v9_0030__perturb_03_size_scale_small,rect_v9_0030,rectangular_notch,size_scale_small,1,True,0.8687782805429864,0.9297820823244553,0.13122171945701358,0.2873850464403131,nan
COMSOL_oracle,train,rect_v9_0030__perturb_04_size_scale_large,rect_v9_0030,rectangular_notch,size_scale_large,2,True,0.7015873015873015,0.8246268656716418,0.4253393665158371,0.3122781848352759,nan
COMSOL_oracle,train,rect_v9_0030__perturb_05_angle_shift_small,rect_v9_0030,rectangular_notch,angle_shift_small,1,True,0.9173913043478261,0.9569160997732427,0.004524886877828055,0.27918703014051205,nan
COMSOL_oracle,train,rect_v9_0030__perturb_06_angle_shift_large,rect_v9_0030,rectangular_notch,angle_shift_large,2,True,0.8073770491803278,0.8934240362811792,0.004524886877828055,0.3229207161277528,nan
COMSOL_oracle,train,rect_v9_0030__perturb_07_mixed_center_size_angle,rect_v9_0030,rectangular_notch,mixed_center_size_angle,3,True,0.5792682926829268,0.7335907335907336,0.2420814479638009,0.2884658609508155,nan
