candidate,split,liftoff_subset,sample_count,normalized_param_mae,dimension_mae_norm,curvature_mae_norm,L_mae_mm,W_mae_mm,D_mae_mm,wLD_abs_error,wWD_abs_error,wLW_abs_error,wMAE_auxiliary,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m,er_like_profile_error,max_depth_error_m,volume_proxy_rel_error,seed,selected_seed,best_epoch,best_val_selection_metric
C0_reference_20_85_baseline,train,sensor_z_0.006,32,0.8180074822157621,0.7323061416391283,0.9037088439799845,3.8931231405586004,2.537080654874444,1.5318805016577244,0.21521052718162537,0.19092143699526787,0.1882979180663824,0.19814329373184592,0.6707076357071509,0.7948265453710881,0.0006943608691472036,0.4166452083736658,0.0015318805162678473,0.5739828281029405,42,False,,
C0_reference_20_85_baseline,train,sensor_z_0.008,32,0.6661784639582038,0.44832554238382727,0.8840313809923828,1.5755489226430655,2.1108921375125647,0.9471729106735438,0.2070190366357565,0.1878732554614544,0.1862651500850916,0.19371914688963443,0.7619212145400788,0.8544802321194553,0.00046434335854428355,0.30935573438182473,0.000947172909945948,0.5445856092372761,42,False,,
C0_reference_20_85_baseline,train,sensor_z_0.010,32,0.8999737477861345,0.912846059538424,0.887101411819458,6.4328186977654696,4.311420020181686,1.1305134295253083,0.2062668390572071,0.19333512894809246,0.18384497612714767,0.19448231521528214,0.5393783162109462,0.6674298217098029,0.0005501546343111841,0.5819910083664581,0.0011305134357826319,3.0680364763316303,42,False,,
C0_reference_20_85_baseline,train,sensor_z_0.012,32,0.9659382328391075,1.0000736247748137,0.9318028353154659,6.555253386963159,4.10596470721066,1.5694149716291577,0.2199476659297943,0.20200493931770325,0.1912001334130764,0.20438424590975046,0.5362223740365542,0.6684448915535617,0.0007927776669021114,0.844724987866357,0.0015694149697083049,3.789149164577774,42,False,,
C0_reference_20_85_baseline,val,sensor_z_0.006,8,0.8187685087323189,0.7391710542142391,0.898365955799818,4.400489374995232,1.9003812819719315,1.654750395566225,0.1604348123073578,0.26202255487442017,0.16864553093910217,0.19703429751098156,0.6484651237153708,0.7742899868126321,0.000741369014576776,0.4691051170229912,0.0016547503910260275,0.5788530965665208,42,False,,
C0_reference_20_85_baseline,val,sensor_z_0.008,8,0.6577839776873589,0.4359357263892889,0.8796322047710419,1.9183284640312195,1.449089104309678,1.0309421084821224,0.15310583263635635,0.24894972145557404,0.17551090568304062,0.19252215698361397,0.7816422193776145,0.8663993654898648,0.0005097355888210586,0.4016190767288208,0.0010309420904377475,0.7608601356431106,42,False,,
C0_reference_20_85_baseline,val,sensor_z_0.010,8,0.979887843132019,1.0593021288514137,0.9004735760390759,8.228322148323059,4.00174018740654,1.464226813055575,0.14796630293130875,0.2594909146428108,0.1831464022397995,0.19686787016689777,0.4810321637298913,0.6319075125113702,0.0007414116653308156,0.8055108548142016,0.0014642268361058086,3.5523494253808017,42,False,,
C0_reference_20_85_baseline,val,sensor_z_0.012,8,0.9803878776729107,1.0620874240994453,0.8986883200705051,7.817939639091492,3.1777618303894997,1.8578678853809834,0.16506518423557281,0.25122862309217453,0.17456082999706268,0.19695154298096895,0.5202925461829266,0.6592628668547301,0.0009212591467075981,0.9950622608885169,0.0018578679009806365,3.599563808260128,42,False,,
C0_reference_20_85_baseline,test,sensor_z_0.006,8,0.7638232111930847,0.48051510751247406,1.0471314042806625,3.5341601744294167,2.0648076832294464,0.6282181483693421,0.2772444114089012,0.20795811712741852,0.20576566457748413,0.23032272793352604,0.6859971762697339,0.806185419782982,0.00035783418934443034,0.282847635447979,0.0006282181420829147,0.4662481601454429,42,False,,
C0_reference_20_85_baseline,test,sensor_z_0.008,8,0.7085845693945885,0.3868134059011936,1.03035569190979,1.8778077894821763,1.9728609323501587,0.6381535693071783,0.2824019268155098,0.1906532645225525,0.20671404153108597,0.22658974677324295,0.7387764381632839,0.8439570430594017,0.0003330594072394888,0.31298541370779276,0.0006381535640684888,0.6588381767874536,42,False,,
C0_reference_20_85_baseline,test,sensor_z_0.010,8,1.0859180837869644,1.1372601427137852,1.0345759466290474,7.034104198217392,4.397413894534111,1.9804704636335373,0.29168278723955154,0.182692252099514,0.20835981518030167,0.2275782860815525,0.49619024835387815,0.6349216843426002,0.0009157611784758046,1.3144165761768818,0.0019804704643320292,4.842783714350247,42,False,,
C0_reference_20_85_baseline,test,sensor_z_0.012,8,1.1645583137869835,1.4072149619460106,0.9219016581773758,8.15542333573103,4.607467353343964,2.868758909404278,0.25431612879037857,0.18700148910284042,0.1686500757932663,0.20332256332039833,0.4708507016109602,0.6089468281507759,0.0013493336882675067,2.096334394067526,0.0028687588637694716,8.2369025572485,42,False,,
C1_unconditioned_liftoff_aug,train,sensor_z_0.006,32,0.27099361061118543,0.22101971530355513,0.3209675142716151,1.0674595227465034,0.9491531524108723,0.32923395332181826,0.08047185651957989,0.06877845712006092,0.06521027162671089,0.07148686075743171,0.8797749524996826,0.933175940222021,0.00017011619806339695,0.1664311276981607,0.00032923395701800473,0.2686872359402681,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,train,sensor_z_0.008,32,0.3041461689863354,0.2528025764040649,0.35548976628342643,1.226559595670551,1.0172089498955756,0.39353819127427414,0.08494001440703869,0.08182531781494617,0.07054144330322742,0.07910225837258622,0.8773159913747219,0.9311394762360701,0.00018506174512822327,0.185159015993122,0.0003935381901101209,0.30095259087342174,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,train,sensor_z_0.010,32,0.3145377804758027,0.2900826658587903,0.338992889970541,1.409906736575067,1.3884448293829337,0.3920261666062288,0.08411731943488121,0.07614177279174328,0.06629008054733276,0.0755163908470422,0.8470082517976852,0.9126047144126379,0.00018252762419024293,0.17038974180468358,0.00039202616608235985,0.3001024269931747,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,train,sensor_z_0.012,32,0.38684809184633195,0.3394457451067865,0.43425044366449583,1.8476656572893262,1.575690804165788,0.4264282585354522,0.0992089994251728,0.0967700332403183,0.09330092556774616,0.09642665309365839,0.8187209296847476,0.8950908051906583,0.00019961823005587576,0.16096450452459976,0.00042642826156225055,0.3332865108277896,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,val,sensor_z_0.006,8,0.7232396360486746,0.5846664234995842,0.8618127964437008,1.6638399362564087,2.5024499148130417,1.139210334746167,0.2159917652606964,0.18944284319877625,0.1705799102783203,0.19200484099565074,0.7028504443351264,0.8168454812858605,0.0006338608891383046,0.6403408313635737,0.0011392103479010984,0.8509065817255402,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,val,sensor_z_0.008,8,0.7165551818907261,0.6627171784639359,0.7703932002186775,2.653302177786827,2.360556147992611,1.2421722523868084,0.14243042469024658,0.20206725597381592,0.16635701060295105,0.17028489662334323,0.6855175687920643,0.802665545199297,0.0006324374389805598,0.6018933933228254,0.0012421722494764253,1.160252533027207,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,val,sensor_z_0.010,8,0.6992999911308289,0.5567554980516434,0.8418444823473692,2.0359215550124645,1.0797358099371195,1.3287053517997265,0.1172650009393692,0.26098404079675674,0.1775120049715042,0.18525368423433974,0.7694343776838077,0.8651764159354695,0.0006497964823211078,0.5263454914093018,0.0013287053297972307,0.7193428357297622,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,val,sensor_z_0.012,8,0.7341721691191196,0.5319749433547258,0.9363694489002228,1.7105134055018425,1.3097062893211842,1.249299455434084,0.15889852494001389,0.2564901262521744,0.20445400476455688,0.20661421865224838,0.7835766323550768,0.8697012735327037,0.0006294618106039707,0.5013883244246244,0.0012492994574131444,0.6577664842508393,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,test,sensor_z_0.006,8,0.8835419490933418,0.6199069321155548,1.1471770070493221,1.9162573516368866,2.0834599509835243,1.3248946033418179,0.2912447676062584,0.24145647883415222,0.23401875793933868,0.2555733285844326,0.7162751743990055,0.8233674301166745,0.0005796663535875268,0.810038486495614,0.0013248945906525478,1.3063032747948207,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,test,sensor_z_0.008,8,0.9315005168318748,0.7362134549766779,1.1267875209450722,2.6022093445062637,2.265243900939822,1.5543463826179504,0.31679437309503555,0.2201964259147644,0.21867553144693375,0.2518887761980295,0.6969235827212782,0.8114464507690311,0.0006978157307457877,0.9848661189898849,0.0015543464105576277,1.697536765935002,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,test,sensor_z_0.010,8,0.9735116995871067,0.7582135815173388,1.1888098325580359,2.961953427642584,3.0435800068080425,1.3466597869992256,0.3164147734642029,0.22276290506124496,0.2558339834213257,0.26500388979911804,0.6419160150559218,0.7704091544340501,0.0006213469550857553,0.8325434476137161,0.0013466598029481247,1.5740851083582275,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,test,sensor_z_0.012,8,0.9040596298873425,0.6519785635173321,1.1561407390981913,2.2941362261772156,2.453231915831566,1.2596609629690647,0.3081686720252037,0.22240324318408966,0.24286456406116486,0.25781216099858284,0.6904490976150652,0.8101747633530325,0.0005952527098997962,0.7784603983163834,0.0012596609449246898,1.2674950688142812,42,False,23,0.949584373831749
C1_unconditioned_liftoff_aug,train,sensor_z_0.006,32,0.146596155827865,0.1301101673161611,0.16308214416494593,0.5610162643715739,0.7315727998502553,0.16319394117454067,0.044028108939528465,0.037959566339850426,0.027427135035395622,0.03647160335094668,0.9123207860840634,0.9533468472775388,8.838671806188358e-05,0.0667074176017195,0.00016319394126185216,0.12741513971590587,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,train,sensor_z_0.008,32,0.12678872991818935,0.12147647858364508,0.1321009824750945,0.531130708521232,0.6048065724316984,0.17153456527739763,0.031750939786434174,0.03274262882769108,0.02380114421248436,0.029431571176246507,0.9166352972602931,0.9556769581157871,8.260623800993017e-05,0.06223064307414461,0.0001715345642878674,0.11765355987590534,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,train,sensor_z_0.010,32,0.15965932921972126,0.1415115676354617,0.1778070911532268,0.7188614387996495,0.8790274553466588,0.1303450129344128,0.04733646474778652,0.04069768264889717,0.03116275556385517,0.03973230088013224,0.8862361109422516,0.9379280158926554,7.281786895418918e-05,0.048520987838855945,0.00013034501171205193,0.15409588685553774,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,train,sensor_z_0.012,32,0.1721985066542402,0.14149175875354558,0.20290525337622967,0.6768196141347289,0.7917680151294917,0.16317724518012255,0.05547936074435711,0.03765965811908245,0.042694149538874626,0.04527772317305789,0.9069695209864965,0.9494362911221522,8.820029904654803e-05,0.05868147831643,0.00016317724657710642,0.14081270540641735,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,val,sensor_z_0.006,8,0.6800900716334581,0.5085254888981581,0.8516546506434679,1.6168741211295128,2.1560563072562218,0.9573885668069124,0.21130388230085373,0.18478995561599731,0.17281121015548706,0.18963501369580626,0.7210810109419681,0.8311777585464089,0.000535309647602844,0.5066762249916792,0.0009573885618010536,0.6938075820932336,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,val,sensor_z_0.008,8,0.5860585225746036,0.4692670088261366,0.7028499860316515,1.7110028713941574,2.090506956912577,0.8063563392497599,0.12950143218040466,0.18229983001947403,0.15413837879896164,0.15531321079470217,0.7340228044641038,0.8376911645518681,0.00040585229044154403,0.3253823157865554,0.0008063563291216269,0.4817043758329756,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,val,sensor_z_0.010,8,0.6628923676908016,0.49301478639245033,0.8327699340879917,1.2991779055446386,1.614615973085165,1.1165601648390293,0.11890416592359543,0.25439975410699844,0.17662495374679565,0.1833096225745976,0.7679567471849011,0.8637753260322294,0.0005322061806509737,0.4254518933594227,0.0011165601754328236,0.6426416921902353,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,val,sensor_z_0.012,8,0.6938975639641285,0.48914259020239115,0.8986525200307369,1.6957104951143265,1.6212192652747035,1.0093549706507474,0.1769162118434906,0.2360730990767479,0.18406406044960022,0.19901779480278492,0.7770978634037486,0.868910722233188,0.0005298847700032638,0.45151994843035936,0.0010093549644807354,0.6111464581141123,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,test,sensor_z_0.006,8,0.8985921889543533,0.5838518496602774,1.2133325040340424,1.286531776189804,1.0864614248275757,1.6002044938504696,0.30488690733909607,0.22844398766756058,0.2762211710214615,0.2698506861925125,0.8184897440073347,0.8950463500255594,0.0006868629207019694,0.9725986355915666,0.001600204486749135,1.295265703242534,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,test,sensor_z_0.008,8,0.8915509916841984,0.7016252409666777,1.0814767144620419,2.068677417933941,1.4591864459216595,1.7621771432459354,0.3093079403042793,0.180424265563488,0.23489368706941605,0.24154195934534073,0.7587937934291926,0.8505624809787936,0.0008090106257441221,1.1353817358613014,0.0017621771548874676,2.1269084770091338,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,test,sensor_z_0.010,8,0.9617762118577957,0.7849545739591122,1.1385978404432535,3.099080890417099,2.402876600623131,1.5860887318849564,0.29594919085502625,0.21479670703411102,0.2499951720237732,0.2535803553182632,0.6645660496510946,0.7804063720990317,0.0007170559474616311,0.9825435765087605,0.0015860887797316536,2.526327701673413,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,test,sensor_z_0.012,8,0.8572308495640755,0.5960048921406269,1.1184567958116531,2.2865084670484066,1.7323769479990005,1.2441181614995003,0.299830786883831,0.2063853219151497,0.24184808880090714,0.24935473315417767,0.7207611805755236,0.8239348414262707,0.0005753627647209214,0.7422632426023483,0.001244118160684593,1.269005575192294,123,True,27,0.8607479810714722
C1_unconditioned_liftoff_aug,train,sensor_z_0.006,32,0.4238891853019595,0.39114413771312684,0.45663423801306635,1.5023537282831967,1.6461868397891521,0.680310144321993,0.12797699496150017,0.08747078105807304,0.09067691676318645,0.10204156456165947,0.8149305235574213,0.89115907225503,0.0003104543318386277,0.26351041882298887,0.0006803101496188901,0.46525765340279596,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,train,sensor_z_0.008,32,0.4139957611914724,0.37263043655548245,0.4553610922303051,1.4199332287535071,1.6336198572535068,0.6332816873327829,0.12658594362437725,0.08248218148946762,0.09590898640453815,0.10165903689630795,0.8108727119395494,0.8897175659431655,0.0002837707781395693,0.23703200818272308,0.0006332816847134382,0.42136419172333917,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,train,sensor_z_0.010,32,0.4612342764157802,0.40422894549556077,0.5182396133895963,1.495830107247457,2.000503077870235,0.6363141078036278,0.1406431496143341,0.1019363570958376,0.10446463897824287,0.11568138099391945,0.7819280296680318,0.8699394159874658,0.0002980970259898186,0.25779532638262026,0.0006363141073961742,0.489413835424052,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,train,sensor_z_0.012,32,0.5076209283433855,0.4227066657622345,0.5925352007616311,1.567525287391618,2.019088947563432,0.6840633527026512,0.15006903372704983,0.1302446871995926,0.11588683538138866,0.13206685255863704,0.7795589157431808,0.8670536845286398,0.0003294691689461615,0.3079164195805788,0.0006840633541287389,0.620884534220443,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,val,sensor_z_0.006,8,0.7419258337467909,0.5728766862303019,0.9109750129282475,1.9711261689662933,1.5429706717841327,1.2804008703678846,0.18749821931123734,0.22250647842884064,0.19543882459402084,0.20181451179087162,0.7394191378595024,0.846653490569637,0.0006752885351488658,0.6253494592383504,0.0012804008583771065,0.8933961645546491,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,val,sensor_z_0.008,8,0.6825139876455069,0.5356920454651117,0.8293359465897083,2.3010391015559435,1.7119887098670006,1.020512138493359,0.13550035655498505,0.24046512693166733,0.1729923114180565,0.18298593116924167,0.7271691614343461,0.8323930902971566,0.0005163366386113921,0.4700415921397507,0.0010205121507169679,0.8810144706257335,2026,False,13,0.9536421746015549
C1_unconditioned_liftoff_aug,val,sensor_z_0.010,8,0.7271699979901314,0.5401654858142138,0.9141744878143072,2.0117051750421524,1.6745696738362312,1.113594195106998,0.1218990907073021,0.28848177939653397,0.1927553042769432,0.20104538928717375,0.7570900618962699,0.8511759610174425,0.0006036565318936482,0.5090882182121277,0.0011135942040709779,0.9800599845350655,2026,False,13,0.9536421746015549
