sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,type_entropy,forward_mse,forward_mae,forward_rmse,forward_nrmse,forward_correlation,forward_line0_mse,forward_line1_mse,forward_line2_mse,forward_amplitude_abs_error,forward_abs_peak_index_error_mean,notes,failure_category
rot_v8_0033,312,test,rotated_rect,pilot_v8_topup_rotated_rect,0.6,0.5142857142857142,0.6792452830188679,0.65,4.227458604173435,396.0,240.0,0.0,0.6115509271621704,0.3884490728378296,rectangular_notch,0.0,0.003000000026077032,-0.0010000000474974513,0.001371218473650515,8.325123417307623e-06,0.0019156327762555898,0.00800000037997961,0.011575447395443916,0.003575447015464306,0.006000000052154064,0.007132399827241898,0.0011323997750878334,0.0010000000474974513,0.0016254606889560819,0.0006254606414586306,10.000000283105564,0.313804423638494,9.686195859467063,0.16885476265596025,0.6680492758750916,0.16405676305294037,0.28616827726364136,0.4050392117473818,0.5666617948753804,0.9025741950647406,0.14853747189044952,0.14893709123134613,0.19469571113586426,0.9446959495544434,58.333333333333336,,wrong_type
rect_v9_0010,129,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.5196078431372549,0.6838709677419355,0.4803921568627451,1.8906799574008275,265.0,510.0,0.0,0.2722529470920563,0.7277470827102661,rotated_rect,0.0,0.001500000013038516,-0.0005000000237487257,0.0019335137913003564,-2.4168559320969507e-05,0.0006437000767971897,0.010999999940395355,0.009527739137411118,0.0014722608029842377,0.009499999694526196,0.006424866151064634,0.003075133543461561,0.0015999999595806003,0.0013344917679205537,0.0002655081916600466,0.0,-1.1872144101866249,nan,0.020720429699029062,0.5854868292808533,0.04888210818171501,0.17374449968338013,0.22109298537428773,0.3305723384024021,0.9693888304676432,0.036966901272535324,0.0453927144408226,0.06428669393062592,0.23369884490966797,1.3333333333333333,,wrong_type
rect_p2_0026,25,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.52,0.6842105263157895,0.009615384615384616,2.952764951986186,420.0,416.0,0.0,0.6626099944114685,0.3373900055885315,rectangular_notch,1.0,0.003000000026077032,0.0,0.001057252287864685,9.09281698113773e-06,0.0019427690170604026,0.00800000037997961,0.01274089515209198,0.0047408947721123695,0.009999999776482582,0.007518411614000797,0.002481588162481785,0.0015999999595806003,0.0017108689062297344,0.00011086894664913416,0.0,1.0933857536806326,nan,0.01908289183576074,0.6392890810966492,0.7398402690887451,0.6527272462844849,0.8601396799873525,0.5538061392812181,0.8742994511249107,0.6625173091888428,0.7693783640861511,0.7876251339912415,2.524229049682617,44.333333333333336,,wrong_size
rect_v9_0038,157,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.5206611570247934,0.6847826086956522,0.16470588235294117,4.6097722286464435,396.0,340.0,0.0,0.6567263007164001,0.34327366948127747,rectangular_notch,1.0,-0.001500000013038516,0.0010000000474974513,0.0007508192211389542,-7.340713636949658e-08,0.0024629929438545637,0.010999999940395355,0.011858988553285599,0.0008589886128902435,0.006500000134110451,0.007247934117913246,0.0007479339838027954,0.002199999988079071,0.001669843215495348,0.0005301567725837231,0.0,-0.1057305746297503,nan,0.0018453463854827894,0.6431831121444702,0.29394495487213135,0.4489712119102478,0.5421669068397031,1.0700841526679576,0.8691435988775791,0.2703316807746887,0.27721768617630005,0.3342856168746948,1.679863691329956,26.0,,forward_surrogate_mismatch
rot_v7_0017,264,test,rotated_rect,pilot_v7_topup_rotated_rect,0.6,0.5215311004784688,0.6855345911949685,0.65,3.224282407653938,396.0,240.0,0.0,0.6793447136878967,0.32065534591674805,rectangular_notch,0.0,-0.001500000013038516,0.0010000000474974513,-0.0014989955816417933,-3.3961041481234133e-06,0.0010033966179995339,0.00800000037997961,0.011813863180577755,0.0038138628005981445,0.006000000052154064,0.007230666466057301,0.0012306664139032364,0.0010000000474974513,0.0015747102443128824,0.0005747101968154311,-20.000000659393134,-2.989998125216768,17.010002534176365,0.29579148064748134,0.6273624300956726,0.28453776240348816,0.4312346279621124,0.5334208117457437,0.7315689738371501,0.8448752022448378,0.26796433329582214,0.2811383306980133,0.3045106530189514,1.517199993133545,37.0,,wrong_type
rect_p2_0095,94,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5251641137855579,0.6886657101865137,0.15119363395225463,2.9154759474226504,320.0,377.0,0.0,0.38028186559677124,0.6197181940078735,rotated_rect,0.0,-0.003000000026077032,-0.0005000000237487257,-0.0013356948038563132,-1.2159875041106716e-05,0.001734329809163105,0.00800000037997961,0.010156032629311085,0.0021560322493314743,0.008999999612569809,0.006714574992656708,0.002285424619913101,0.0024999999441206455,0.0015341059770435095,0.000965893967077136,0.0,-1.288354250590587,nan,0.022485549882383382,0.6642019152641296,0.26200905442237854,0.4046993851661682,0.5118682002453157,0.5203278461281928,0.8573361058016895,0.270021915435791,0.25155216455459595,0.2644529938697815,1.5099782943725586,0.3333333333333333,,wrong_type
rot_v9_0014,333,test,rotated_rect,pilot_v9_topup_rotated_rect,0.6,0.5314465408805031,0.6940451745379876,0.029166666666666667,3.890294636799518,247.0,240.0,0.0,0.06440296024084091,0.9355970621109009,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,-0.0004672357754316181,0.00014242030738387257,0.0021460333966472345,0.00800000037997961,0.00878615491092205,0.00078615453094244,0.006000000052154064,0.006367182359099388,0.00036718230694532394,0.001500000013038516,0.0012688904535025358,0.00023110955953598022,20.000000659393134,1.2577602324725132,18.742240426920617,0.3256573247713565,0.2389143407344818,0.05857217684388161,0.18547561764717102,0.24201689371587598,0.40346375898994336,0.9642287222007502,0.05919112637639046,0.055205728858709335,0.06131967529654503,0.1380014419555664,47.0,,wrong_angle
rect_p2_0089,88,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.550185873605948,0.709832134292566,0.21220159151193635,1.4567865538822922,457.0,377.0,0.0,0.695739209651947,0.304260790348053,rectangular_notch,1.0,0.001500000013038516,0.0005000000237487257,0.001323277479968965,2.2543470549862832e-05,0.0005091125680428149,0.00800000037997961,0.013192564249038696,0.005192563869059086,0.008999999612569809,0.007681156508624554,0.0013188431039452553,0.0013000000035390258,0.0017085822764784098,0.000408582272939384,0.0,2.4999194591070713,nan,0.04362836469986679,0.6144313812255859,0.448903352022171,0.5056999325752258,0.6700025015044131,0.4573893793663065,0.9303563782643816,0.4467373490333557,0.46026283502578735,0.43970987200737,2.447404384613037,20.0,,wrong_size
rect_p2_0117,116,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5586206896551724,0.7168141592920354,0.1523809523809524,3.1574588101127943,484.0,420.0,0.0,0.6866044998168945,0.3133954405784607,rectangular_notch,1.0,0.003000000026077032,0.0005000000237487257,0.0017326961969956756,7.517443009419367e-06,0.0013596315933441323,0.008999999612569809,0.013460872694849968,0.004460873082280159,0.009499999694526196,0.007730348967015743,0.0017696507275104523,0.0015999999595806003,0.0017466077115386724,0.00014660775195807219,0.0,3.2569936349671518,nan,0.0568376092530833,0.6217905879020691,0.37000778317451477,0.44435521960258484,0.6082826507262186,0.4416032856034369,0.9249168092325759,0.38620883226394653,0.33629119396209717,0.3875231444835663,1.671851634979248,15.666666666666666,,wrong_size
rect_p2_0118,117,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5766129032258065,0.731457800511509,0.14835164835164835,0.0,418.0,364.0,0.0,0.7028535604476929,0.29714637994766235,rectangular_notch,1.0,-0.000750000006519258,0.0,-0.000956724863499403,4.774531407747418e-05,0.00021216687184812347,0.00800000037997961,0.01210089959204197,0.004100899212062359,0.008999999612569809,0.007345673628151417,0.0016543259844183922,0.0019000000320374966,0.0016280581476166844,0.00027194188442081213,0.0,-1.5090682918032583,nan,0.026337449050541348,0.6084270477294922,0.3053494095802307,0.4114917814731598,0.5525843008810789,0.4314676034911438,0.916389915054405,0.31420034170150757,0.2807311415672302,0.3211166560649872,1.9774150848388672,12.333333333333334,,wrong_size
rect_p2_0063,62,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5798319327731093,0.7340425531914894,0.041666666666666664,4.6097722286464435,460.0,480.0,0.0,0.8682225346565247,0.13177751004695892,rectangular_notch,1.0,-0.003000000026077032,-0.0010000000474974513,-0.0014482649276033044,0.0001820790785131976,0.0019506903323634635,0.009999999776482582,0.013152066618204117,0.0031520668417215347,0.009499999694526196,0.007707639597356319,0.001792360097169876,0.0010000000474974513,0.0014156862162053585,0.0004156861687079072,0.0,-0.10265702952388424,nan,0.0017917029258535696,0.38975173234939575,0.6409586668014526,0.6042444705963135,0.8005989425433016,0.4771074665619147,0.9301607059936886,0.6715473532676697,0.6468073129653931,0.6045213937759399,3.350893020629883,2.0,,acceptable_or_minor_error
rect_p2_0114,113,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.5915492957746479,0.7433628318584071,0.5681818181818182,1.5811388300841898,483.0,308.0,0.0,0.8030139207839966,0.1969861090183258,rectangular_notch,1.0,-0.000750000006519258,0.0005000000237487257,-0.0009188686963170767,0.00010287995974067599,0.000431533302526589,0.008999999612569809,0.013107312843203545,0.004107313230633736,0.007000000216066837,0.007698069792240858,0.0006980695761740208,0.0024999999441206455,0.001596622634679079,0.0009033773094415665,0.0,-1.1218486460559567,nan,0.019579639815241776,0.4961957633495331,0.17938275635242462,0.3186858594417572,0.4235360154135946,0.36018611174534104,0.9388151111999086,0.15121884644031525,0.15037629008293152,0.2365531027317047,1.9997386932373047,31.666666666666668,,wrong_size
rect_p2_0094,93,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.592057761732852,0.7437641723356009,0.205,3.488600161861594,482.0,400.0,0.0,0.6820662617683411,0.31793373823165894,rectangular_notch,1.0,0.001500000013038516,0.0010000000474974513,0.0015674997121095657,1.0900905181188136e-05,0.0009913996858476083,0.009999999776482582,0.013373841531574726,0.003373841755092144,0.00800000037997961,0.007696065120398998,0.0003039352595806122,0.0024999999441206455,0.0017678769072517753,0.0007321230368688703,0.0,2.379419340779002,nan,0.04152571760603827,0.6253021955490112,0.18570193648338318,0.3500440716743469,0.4309314753918344,0.3962652654139288,0.9209114707382164,0.20191724598407745,0.18703465163707733,0.16815395653247833,1.6616053581237793,34.333333333333336,,acceptable_or_minor_error
rot_v8_0040,319,test,rotated_rect,pilot_v8_topup_rotated_rect,0.6,0.5949367088607594,0.746031746031746,0.1087866108786611,3.4248278706346196,265.0,239.0,0.0,0.19187477231025696,0.8081251978874207,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.0009433142840862274,-1.7073511116905138e-05,0.0011594557098266358,0.00800000037997961,0.009236954152584076,0.0012369537726044655,0.006000000052154064,0.006413569673895836,0.0004135696217417717,0.0010000000474974513,0.0013063556980341673,0.000306355650536716,30.00000044529205,-0.7449625429143554,30.744962988206403,0.5301860822480603,0.48893001675605774,0.050030581653118134,0.18234798312187195,0.2236751699521387,0.29338992261405256,0.9586480936547521,0.05605218559503555,0.047782257199287415,0.04625730216503143,0.03497958183288574,29.333333333333332,,wrong_angle
rect_p2_0116,115,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6144578313253012,0.7611940298507462,0.6274509803921569,1.970420855003604,498.0,306.0,0.0,0.672980546951294,0.32701942324638367,rectangular_notch,1.0,0.003000000026077032,0.0,0.001575623406097293,-1.0767649655463174e-05,0.001424417318704041,0.010999999940395355,0.01400878094136715,0.003008781000971794,0.006000000052154064,0.00789680052548647,0.001896800473332405,0.0019000000320374966,0.0017229760996997356,0.00017702393233776093,0.0,3.485962066513489,nan,0.06083213207649386,0.6320477724075317,0.24026434123516083,0.38466835021972656,0.4901676664521649,0.4256203337765649,0.9078999175497559,0.21678707003593445,0.21262548863887787,0.2913803458213806,1.3505439758300781,37.0,,acceptable_or_minor_error
rect_v9_0055,174,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.6196078431372549,0.7651331719128329,0.3803921568627451,0.500460451339794,316.0,510.0,0.0,0.4191662073135376,0.5808337926864624,rotated_rect,0.0,-0.003000000026077032,0.0,-0.002548529300838709,8.542067007510923e-06,0.00045155152824010944,0.010999999940395355,0.010061554610729218,0.0009384453296661377,0.009499999694526196,0.006661293096840382,0.002838706597685814,0.0010000000474974513,0.001561364741064608,0.0005613646935671568,0.0,-2.6158540228618095,nan,0.045651300387776615,0.6800214648246765,0.12377304583787918,0.27176928520202637,0.3518139363895057,0.4331053777293992,0.9259501582529027,0.11920924484729767,0.1156497374176979,0.13646018505096436,0.5494551658630371,17.333333333333332,,wrong_type
rect_p2_0112,111,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6211180124223602,0.7662835249042146,0.33035714285714285,3.3499736669126765,447.0,336.0,0.0,0.6903785467147827,0.3096214532852173,rectangular_notch,1.0,0.003000000026077032,-0.0005000000237487257,0.0013073147274553776,3.155191370751709e-05,0.0017741846008388087,0.009999999776482582,0.013018588535487652,0.0030185887590050697,0.006500000134110451,0.007607783190906048,0.001107783056795597,0.0019000000320374966,0.0017300901236012578,0.00016990990843623877,0.0,1.661869655376787,nan,0.029004080491727313,0.6187974810600281,0.23954831063747406,0.37395891547203064,0.4894367279204474,0.40519638111908973,0.9243337459734872,0.22754913568496704,0.22894684970378876,0.262148916721344,2.1407203674316406,3.0,,acceptable_or_minor_error
rect_p2_0100,99,test,rectangular_notch,pilot_v2_rectangular_notch,0.6,0.6230769230769231,0.7677725118483413,0.4678362573099415,3.7509023903276932,502.0,342.0,0.0,0.74266517162323,0.2573348581790924,rectangular_notch,1.0,0.0,0.0010000000474974513,0.0007849741959944367,5.777479964308441e-05,0.0012263657085986254,0.010999999940395355,0.01383918710052967,0.0028391871601343155,0.006000000052154064,0.007952772080898285,0.0019527720287442207,0.0015999999595806003,0.0016371433157473803,3.7143356166779995e-05,0.0,2.725612814946387,nan,0.04756643235655617,0.5702507495880127,0.42233970761299133,0.46709659695625305,0.6498766864667415,0.4820747199181432,0.889837533425373,0.37001949548721313,0.4188827872276306,0.4781166911125183,2.5330281257629395,40.666666666666664,,acceptable_or_minor_error
rot_p3_0041,240,test,rotated_rect,pilot_v3_rotated_rect,0.6,0.6246246246246246,0.7689463955637708,0.24481327800829875,2.248971268223161,300.0,241.0,0.0,0.4097696542739868,0.5902302861213684,rotated_rect,1.0,-0.003000000026077032,0.0,-0.0015816503437235951,4.3949257815256715e-06,0.0014183564914381436,0.00800000037997961,0.010338814929127693,0.0023388145491480827,0.006000000052154064,0.006770735140889883,0.0007707350887358189,0.0020000000949949026,0.0015617749886587262,0.0004382251063361764,-20.000000659393134,-1.2559056226694432,18.744095036723692,0.32568926179045665,0.6767746210098267,0.2410348355770111,0.37046268582344055,0.4909529871352359,0.402378716697313,0.9360655336075501,0.254154235124588,0.2117955982685089,0.2571547329425812,2.1960291862487793,14.666666666666666,,wrong_angle
rect_v9_0073,192,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.6,0.625,0.7692307692307693,0.375,0.5,300.0,480.0,0.0,0.3030937612056732,0.6969062089920044,rotated_rect,0.0,0.000750000006519258,0.0,0.0011594559764489532,-2.7186109946342185e-05,0.0004103574976591533,0.009999999776482582,0.009832282550632954,0.00016771722584962845,0.009499999694526196,0.006568895652890205,0.00293110404163599,0.0010000000474974513,0.0013863092754036188,0.0003863092279061675,0.0,-0.2618773501845167,nan,0.004570618018661979,0.6134629249572754,0.03783952072262764,0.16082587838172913,0.19452383073193794,0.23661562459396354,0.9725066062398048,0.03350038826465607,0.032922253012657166,0.04709592089056969,0.014416217803955078,52.666666666666664,,wrong_type
rot_p3_0040,239,test,rotated_rect,pilot_v3_rotated_rect,0.6,0.6251874062968515,0.7693726937269373,0.06082289803220036,3.2470092968603814,525.0,559.0,0.0,0.6771528720855713,0.3228470981121063,rectangular_notch,0.0,0.001500000013038516,0.0010000000474974513,0.001452817115932703,-9.404808224644512e-06,0.0010105070321271958,0.014000000432133675,0.014241923578083515,0.00024192314594984055,0.00800000037997961,0.008028990589082241,2.8990209102630615e-05,0.001500000013038516,0.001606849837116897,0.00010684982407838106,-30.00000044529205,4.910242204229207,34.91024264952125,0.5999173545717271,0.6289969682693481,0.35430747270584106,0.46803104877471924,0.5952373246914554,0.39027596751220567,0.9690070515273767,0.3475005626678467,0.3390386700630188,0.3763831555843353,1.9746313095092773,51.333333333333336,,wrong_type
rot_v8_0006,285,test,rotated_rect,pilot_v8_topup_rotated_rect,0.6,0.6273291925465838,0.7709923664122137,0.18333333333333332,3.109549242413772,284.0,240.0,0.0,0.3615944981575012,0.6384055018424988,rotated_rect,1.0,0.003000000026077032,-0.0010000000474974513,0.002726383740082383,-1.3572902389569208e-05,0.001023672048810759,0.00800000037997961,0.009859878569841385,0.0018598781898617744,0.006000000052154064,0.006403827108442783,0.0004038270562887192,0.0010000000474974513,0.0014190960209816694,0.0004190959734842181,20.000000659393134,-2.848520574956886,22.848521234350017,0.3961447930499623,0.6543301343917847,0.08398305624723434,0.22415433824062347,0.2897983026990226,0.42660889886095854,0.938835846034082,0.07090441137552261,0.08076319843530655,0.10028153657913208,0.2291126251220703,66.33333333333333,,wrong_angle
rot_v8_0018,297,test,rotated_rect,pilot_v8_topup_rotated_rect,0.6,0.6292517006802721,0.7724425887265136,0.004166666666666667,3.281528329881027,239.0,240.0,0.0,0.12363401800394058,0.8763660192489624,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.0022029958199709654,1.2223148587509058e-05,0.0012123969306152512,0.00800000037997961,0.008689813315868378,0.0006898129358887672,0.006000000052154064,0.006208648905158043,0.00020864885300397873,0.0010000000474974513,0.001144977635703981,0.00014497758820652962,-20.000000659393134,-2.883969256749252,17.116031402643884,0.29762155601557083,0.37410348653793335,0.06428389996290207,0.21204903721809387,0.2535426985004736,0.40971606582376513,0.9470766043255049,0.06285683810710907,0.06503497809171677,0.06495986878871918,0.3984549045562744,65.0,,wrong_angle
rot_v7_0021,268,test,rotated_rect,pilot_v7_topup_rotated_rect,0.6,0.6301369863013698,0.773109243697479,0.0,3.817348869355261,238.0,238.0,0.0,0.05994497984647751,0.9400550127029419,rotated_rect,1.0,-0.001500000013038516,-0.0010000000474974513,-0.001282932236790657,0.00014618165732827038,0.0011665551651425092,0.00800000037997961,0.008547956123948097,0.0005479557439684868,0.006000000052154064,0.006312680430710316,0.0003126803785562515,0.0010000000474974513,0.0013047093525528908,0.00030470930505543947,-10.000000283105564,0.47701640956972374,10.477016692675292,0.18260377997083438,0.2268161177635193,0.028278356418013573,0.13699987530708313,0.16816169723814509,0.22130491421327886,0.9752156828773052,0.02905466966331005,0.026116006076335907,0.02966439537703991,0.35506606101989746,10.333333333333334,,acceptable_or_minor_error
