model,split,sample_count,normalized_param_mae_mean_mean,dimension_param_mae_norm_mean,curvature_param_mae_norm_mean,L_mae_mm_mean,W_mae_mm_mean,D_mae_mm_mean,wLD_abs_error_mean,wWD_abs_error_mean,wLW_abs_error_mean,curvature_mae_mean_mean,projected_mask_iou_mean,projected_mask_dice_mean,projected_mask_area_error_mean,profile_depth_rmse_m_mean,volume_proxy_rel_error_mean,clip_applied_mean,selection_metric,selected_by_val
mean_train_target,train,36,0.883764213985867,0.8519446493850814,0.9155837148427963,5.517746698939138,3.918981189529101,1.3555555525753233,0.21645837359958225,0.20659726527002123,0.1942931827571657,0.2057829424738884,0.5695556671344163,0.7064102130828157,0.7944351251728881,0.0006348754607946224,1.8674781184885778,0.0,0.883764213985867,False
mean_train_target,val,10,0.8773154467344284,0.8400698602199554,0.9145609259605407,5.62777681350708,3.4833329796791075,1.4199999392032623,0.2159833788871765,0.2078167200088501,0.19293886423110962,0.20557965636253356,0.5531497315243935,0.6756973080456101,1.1787258671606868,0.0006816334062023088,3.4048704983350624,0.0,0.8773154467344284,False
mean_train_target,test,10,0.8597676753997803,0.8049743384122848,0.9145609259605407,5.486111426353455,3.4916664600372314,1.2850000232458114,0.2159833788871765,0.2078167200088501,0.19293886423110962,0.20557965636253356,0.5816706162866863,0.730458124578679,0.5765444132118203,0.0006336822232697159,0.9313819281246281,0.0,0.8597676753997803,False
ridge_alpha_100,train,36,0.42951279423303074,0.2808667669693629,0.5781588297751215,1.275154870417383,1.5944080578370228,0.47915266785356736,0.15190041065216064,0.11688167187902662,0.12203571365939246,0.13027259924759468,0.8217933479795941,0.8982313620665098,0.21384171273841845,0.00024443907396845234,0.43591723335979177,0.08333333333333333,0.42951279423303074,False
ridge_alpha_100,val,10,0.7220735728740693,0.40272865146398545,1.041418468952179,2.864839458465576,1.3332977794110774,0.753937517106533,0.24984154105186462,0.24787076115608214,0.2059489369392395,0.23455374985933303,0.713596945857256,0.8240734567641095,0.45801747083619715,0.0003915988949302118,0.9234567928150923,0.0,0.7220735728740693,False
ridge_alpha_100,test,10,0.8074466049671173,0.6301089033484459,0.9847843192517758,3.085141456127167,3.3060097098350525,1.1114627294242383,0.2143963932991028,0.2389134109020233,0.20952749848365784,0.2209457652643323,0.6693518284844869,0.7964752288430121,0.4641424983712648,0.00048648321026121264,0.4746032867516591,0.2,0.8074466049671173,False
svr_rbf_C10,train,36,0.029744411766943004,0.02948466253777345,0.03000416120307313,0.1858556643128395,0.14013168505496448,0.046650391072034836,0.007222983572218154,0.0067699021763271755,0.006255131628778245,0.006749339091281096,0.9731207317351616,0.9863270394501991,0.023819586432998495,2.1258222356361028e-05,0.031490474392673946,0.0,0.029744411766943004,True
svr_rbf_C10,val,10,0.6696648746728897,0.3931335527449846,0.9461961984634399,2.5496664196252823,1.4428045220673085,0.7492578487843276,0.2390771985054016,0.21149175763130187,0.18930989503860474,0.21329294815659522,0.732119348224032,0.8328072798619583,0.41724130413962224,0.00039585539052495734,0.9990991881624222,0.0,0.6696648746728897,True
svr_rbf_C10,test,10,0.7563624113798142,0.6004259154200554,0.9122989296913147,3.0987987220287323,3.3602231472730635,0.9480060152709484,0.2056853234767914,0.2223131000995636,0.18706462383270264,0.2050210155546665,0.6784644357634545,0.8002681100514917,0.4132626861352481,0.0004346455894847168,0.3393510362504512,0.0,0.7563624113798142,True
