candidate,split,oracle_residual_ordering_accuracy,oracle_mismatch_rate,oracle_residual_error_correlation,oracle_residual_error_spearman,oracle_residual_area_correlation,surrogate_residual_ordering_accuracy,surrogate_mismatch_rate,surrogate_residual_error_correlation,surrogate_residual_error_spearman,surrogate_vs_oracle_residual_correlation,pair_count
COMSOL_oracle,train,0.7276785714285714,0.27232142857142855,0.5190647009389129,0.43324175824175815,0.044843431415233344,nan,nan,nan,nan,nan,224
COMSOL_oracle,val,0.6607142857142857,0.3392857142857143,0.4996539496827119,0.33529411764705885,0.13275160217372825,nan,nan,nan,nan,nan,56
COMSOL_oracle,test,0.8392857142857143,0.16071428571428573,0.4191950920862312,0.488235294117647,-0.1873731879477682,nan,nan,nan,nan,nan,56
S1_perturb_geom_mlp,train,0.7276785714285714,0.27232142857142855,0.5190647009389129,0.43324175824175815,0.044843431415233344,0.7455357142857143,0.2544642857142857,0.1811272677098653,0.1465201465201465,0.5442709468241783,224
S1_perturb_geom_mlp,val,0.6607142857142857,0.3392857142857143,0.4996539496827119,0.33529411764705885,0.13275160217372825,0.7321428571428571,0.26785714285714285,0.3895996549159081,0.34411764705882353,0.3228379992978752,56
S1_perturb_geom_mlp,test,0.8392857142857143,0.16071428571428573,0.4191950920862312,0.488235294117647,-0.1873731879477682,0.8035714285714286,0.19642857142857142,-0.046164349385919665,0.2676470588235294,0.587107332441699,56
S2_perturb_geom_mask_mlp,train,0.7276785714285714,0.27232142857142855,0.5190647009389129,0.43324175824175815,0.044843431415233344,0.7901785714285714,0.20982142857142858,0.22853906161137508,0.21804029304029302,0.5747635562088886,224
S2_perturb_geom_mask_mlp,val,0.6607142857142857,0.3392857142857143,0.4996539496827119,0.33529411764705885,0.13275160217372825,0.625,0.375,0.20696604453054757,0.19999999999999998,0.22078640695544413,56
S2_perturb_geom_mask_mlp,test,0.8392857142857143,0.16071428571428573,0.4191950920862312,0.488235294117647,-0.1873731879477682,0.7678571428571429,0.23214285714285715,-0.04601066146506408,0.22352941176470587,0.6027311413410512,56
