sample_id,source_index,split,defect_type,source_pack,threshold,iou,dice,area_error,center_error_px,pred_area,true_area,pred_area_zero,type_prob_rectangular_notch,type_prob_rotated_rect,pred_defect_type,type_correct,true_center_x,true_center_y,pred_center_x,pred_center_y,center_mae_m,true_width,pred_width,width_abs_error_m,true_length,pred_length,length_abs_error_m,true_depth,pred_depth,depth_abs_error_m,true_angle_deg,pred_angle_deg,angle_abs_error_deg,sin_cos_error,notes,failure_category
rot_v9_0067,386,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.4927835051546392,0.6602209944751382,1.0292887029288702,0.4546904638500574,485.0,239.0,0.0,0.7469407916069031,0.2530592083930969,rectangular_notch,0.0,0.001500000013038516,0.0,0.0018022373551502824,3.6956709664082155e-05,0.0003044884387887004,0.00800000037997961,0.014234899543225765,0.006234899163246155,0.006000000052154064,0.008122571744024754,0.0021225716918706894,0.001500000013038516,0.0016186555149033666,0.00011865550186485052,10.000000283105564,1.8315167200428002,8.16848356306275,0.14244622378580493,,wrong_type
rect_v9_0014,133,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5024154589371981,0.6688102893890675,0.40512820512820513,2.107776249838127,232.0,390.0,0.0,0.07287581264972687,0.9271242618560791,rotated_rect,0.0,-0.0022499999031424522,0.0010000000474974513,-0.002980693941935897,0.00038495849003084004,0.0009550863476876644,0.00800000037997961,0.00924489926546812,0.0012448988854885101,0.009499999694526196,0.00637192465364933,0.0031280750408768654,0.0015999999595806003,0.0014921858673915267,0.00010781409218907356,0.0,7.712122832438661,nan,0.13450034729768354,,wrong_type
rot_v7_0027,274,test,rotated_rect,pilot_v7_topup_rotated_rect,0.7,0.5110410094637224,0.6764091858037579,0.012605042016806723,3.734290937148641,241.0,238.0,0.0,0.05553247034549713,0.9444676041603088,rotated_rect,1.0,-0.001500000013038516,0.0010000000474974513,6.357207894325256e-05,6.011468212818727e-05,0.0018243196616522434,0.00800000037997961,0.009213279001414776,0.0012132786214351654,0.006000000052154064,0.006467921193689108,0.0004679211415350437,0.0010000000474974513,0.0014264666242524981,0.00042646657675504684,10.000000283105564,2.276304828652966,7.72369545445261,0.1347018681801574,,acceptable_or_minor_error
rect_p2_0068,67,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.519455252918288,0.6837387964148528,0.16944444444444445,2.4514888118259974,421.0,360.0,0.0,0.8032155632972717,0.19678445160388947,rectangular_notch,1.0,0.0,0.0,-0.0016948382835835218,7.57323723519221e-05,0.001696529457369482,0.00800000037997961,0.012695030309259892,0.004695029929280281,0.009499999694526196,0.007940704934298992,0.0015592947602272034,0.0010000000474974513,0.0014468916924670339,0.00044689164496958256,0.0,2.5243267132192884,nan,0.044054249285822814,,wrong_size
rot_p3_0044,243,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.5268987341772152,0.6901554404145078,0.2798573975044563,4.5768100498782305,404.0,561.0,0.0,0.763670027256012,0.23633000254631042,rectangular_notch,0.0,0.001500000013038516,-0.0010000000474974513,-8.080211409833282e-05,0.00019273285579402,0.001980289699488733,0.014000000432133675,0.01203520130366087,0.001964799128472805,0.00800000037997961,0.007902828976511955,9.717140346765518e-05,0.0020000000949949026,0.0019974280148744583,2.572080120444298e-06,20.000000659393134,3.1856292571979195,16.814371402195206,0.29241419225035126,,wrong_type
rect_p2_0117,116,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5286738351254481,0.6916764361078547,0.030952380952380953,3.833440333286486,433.0,420.0,0.0,0.6884161829948425,0.3115837872028351,rectangular_notch,1.0,0.003000000026077032,0.0005000000237487257,0.0007440742338076234,0.0001905032549984753,0.0022770573017256005,0.008999999612569809,0.012774891220033169,0.00377489160746336,0.009499999694526196,0.008031219244003296,0.0014687804505228996,0.0015999999595806003,0.0019518490880727768,0.00035184912849217653,0.0,3.1683315896814506,nan,0.055290772789190035,,acceptable_or_minor_error
rot_v8_0026,305,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5336927223719676,0.6959578207381371,0.3907563025210084,3.6912396510503385,331.0,238.0,0.0,0.37515735626220703,0.6248427033424377,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.002276394050568342,-0.00013466297241393477,0.0013748628430659009,0.00800000037997961,0.011333939619362354,0.003333939239382744,0.006000000052154064,0.007068865932524204,0.00106886588037014,0.0010000000474974513,0.0016253795474767685,0.0006253794999793172,-10.000000283105564,2.393152716765782,12.393152999871347,0.21587990484719677,,acceptable_or_minor_error
rot_v7_0017,264,test,rotated_rect,pilot_v7_topup_rotated_rect,0.7,0.5392156862745098,0.7006369426751592,0.0375,3.191152667483506,231.0,240.0,0.0,0.07564041763544083,0.9243596196174622,rotated_rect,1.0,-0.001500000013038516,0.0010000000474974513,-0.003133936319500208,0.00038722780300304294,0.0017450609379607324,0.00800000037997961,0.009218854829668999,0.0012188544496893883,0.006000000052154064,0.006365930195897818,0.00036593014374375343,0.0010000000474974513,0.0014979267725721002,0.0004979267250746489,-20.000000659393134,8.660907825139718,28.660908484532854,0.4950280711719994,,wrong_angle
rot_p3_0041,240,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.5407925407925408,0.7019667170953101,0.7427385892116183,2.540211878368354,420.0,241.0,0.0,0.7187434434890747,0.2812565267086029,rectangular_notch,0.0,-0.003000000026077032,0.0,-0.0014975712401792407,0.00016715109813958406,0.0015116982987036732,0.00800000037997961,0.012353071011602879,0.004353070631623268,0.006000000052154064,0.007975131273269653,0.001975131221115589,0.0020000000949949026,0.001547208521515131,0.0004527915734797716,-20.000000659393134,3.7748863254810217,23.774886984874144,0.41197947562423987,,wrong_type
rect_v9_0049,168,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.542910447761194,0.7037484885126964,0.3628571428571429,4.015032607469118,477.0,350.0,0.0,0.7335992455482483,0.2664008140563965,rectangular_notch,1.0,0.0,0.0010000000474974513,0.0018162066116929054,0.00011215353151783347,0.002021602802801324,0.008999999612569809,0.0140214329585433,0.005021433345973492,0.00800000037997961,0.008067970164120197,6.796978414058685e-05,0.002199999988079071,0.0018117786385118961,0.0003882213495671749,0.0,3.3858596678114283,nan,0.059085800989581404,,wrong_size
rect_p2_0081,80,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.548936170212766,0.7087912087912088,0.6,2.9338068403578665,448.0,280.0,0.0,0.700885534286499,0.299114465713501,rectangular_notch,1.0,0.003000000026077032,0.0010000000474974513,0.0023406436666846275,9.056360431713983e-05,0.0011233100371765667,0.008999999612569809,0.013662973418831825,0.004662973806262016,0.006500000134110451,0.007953355088829994,0.0014533549547195435,0.0013000000035390258,0.0019811689853668213,0.0006811689818277955,0.0,1.1480937546634364,nan,0.020037680904387817,,wrong_size
rect_v9_0034,153,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.5521235521235521,0.7114427860696517,0.2087912087912088,0.5,440.0,364.0,0.0,0.7101656198501587,0.2898343503475189,rectangular_notch,1.0,0.000750000006519258,0.0,0.0006573025602847338,4.495668690651655e-06,9.280639835366213e-05,0.00800000037997961,0.01312190294265747,0.00512190256267786,0.008999999612569809,0.0077573577873408794,0.0012426418252289295,0.0010000000474974513,0.0015573750715702772,0.0005573750240728259,0.0,-0.7851005230979056,nan,0.013702481886976809,,wrong_size
rot_v8_0040,319,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5555555555555556,0.7142857142857143,0.22594142259414227,3.4645046867309612,293.0,239.0,0.0,0.20352517068386078,0.796474814414978,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.00017565026064403355,3.986433148384094e-05,0.0016357759433735409,0.00800000037997961,0.010596713982522488,0.002596713602542877,0.006000000052154064,0.0069208345375955105,0.0009208344854414463,0.0010000000474974513,0.0015241998480632901,0.0005241998005658388,30.00000044529205,-0.8643438976007175,30.864344342892764,0.5321948466429824,,wrong_angle
rect_p2_0043,42,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5573770491803278,0.7157894736842105,0.2222222222222222,4.301162633521313,418.0,342.0,0.0,0.8241354823112488,0.17586451768875122,rectangular_notch,1.0,0.0,0.0010000000474974513,0.0018861129647120833,4.069370334036648e-05,0.0021160554892143105,0.010999999940395355,0.01281789317727089,0.001817893236875534,0.006000000052154064,0.0076584406197071075,0.0016584405675530434,0.0024999999441206455,0.0021800848189741373,0.0003199151251465082,0.0,0.25308257449362614,nan,0.004417120613403075,,acceptable_or_minor_error
rect_p2_0063,62,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5616197183098591,0.7192784667418264,0.15208333333333332,4.695902196957396,407.0,480.0,0.0,0.6883080005645752,0.3116919696331024,rectangular_notch,1.0,-0.003000000026077032,-0.0010000000474974513,-0.0014768973924219608,0.0002166598424082622,0.0019493852763786486,0.009999999776482582,0.012163541279733181,0.002163541503250599,0.009499999694526196,0.008017269894480705,0.0014827298000454903,0.0010000000474974513,0.0016157184727489948,0.0006157184252515435,0.0,4.434780783273572,nan,0.07738220637520764,,acceptable_or_minor_error
rot_v9_0028,347,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.5683890577507599,0.7248062015503876,0.1589958158995816,3.8065105073095005,277.0,239.0,0.0,0.20561450719833374,0.7943854331970215,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.002244846662506461,-0.00015790433099027723,0.0013767857911251588,0.00800000037997961,0.010317953303456306,0.002317952923476696,0.006000000052154064,0.006698202341794968,0.0006982022896409035,0.001500000013038516,0.0015840763226151466,8.407630957663059e-05,-30.00000044529205,2.279159420839208,32.279159866131266,0.5559565831884442,,wrong_angle
rot_v8_0012,291,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5746478873239437,0.7298747763864043,0.3389121338912134,3.163928372190132,320.0,239.0,0.0,0.2311725616455078,0.7688273787498474,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.0014024587580934167,5.896914444747381e-06,0.0009988770499301453,0.00800000037997961,0.011189435608685017,0.003189435228705406,0.006000000052154064,0.007104254327714443,0.001104254275560379,0.0010000000474974513,0.0015928882639855146,0.0005928882164880633,-30.00000044529205,0.01848958388490901,30.018490029176945,0.5179497957260373,,wrong_angle
rot_v9_0014,333,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.574750830564784,0.729957805907173,0.025,3.640772678216044,234.0,240.0,0.0,0.06821824610233307,0.9317818284034729,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.0003366685123182833,3.436463521211408e-05,0.001511883612726573,0.00800000037997961,0.009421329945325851,0.001421329565346241,0.006000000052154064,0.006542760878801346,0.0005427608266472816,0.001500000013038516,0.0014456294011324644,5.4370611906051636e-05,20.000000659393134,1.684399034354074,18.31560162503905,0.3183082078563612,,wrong_angle
rot_v8_0006,285,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.5814606741573034,0.7353463587921847,0.3458333333333333,2.678359779998034,323.0,240.0,0.0,0.7139206528663635,0.2860793471336365,rectangular_notch,0.0,0.003000000026077032,-0.0010000000474974513,0.0029898209031671286,-0.00022672221530228853,0.0007733448262629455,0.00800000037997961,0.011720512062311172,0.003720511682331562,0.006000000052154064,0.006909821182489395,0.000909821130335331,0.0010000000474974513,0.001929638790898025,0.0009296387434005737,20.000000659393134,2.2278215846032765,17.772179074789847,0.3089410429637439,,wrong_type
rect_p2_0089,88,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.5888223552894212,0.7412060301507538,0.11140583554376658,1.9491911389673109,419.0,377.0,0.0,0.707402229309082,0.2925977408885956,rectangular_notch,1.0,0.001500000013038516,0.0005000000237487257,0.0005109446356073022,0.0001973178150365129,0.0010343341181193416,0.00800000037997961,0.01256587915122509,0.00456587877124548,0.008999999612569809,0.00800751056522131,0.0009924890473484993,0.0013000000035390258,0.001974979182705283,0.0006749791791662574,0.0,3.266858349119354,nan,0.05700971124454698,,wrong_size
rot_v7_0021,268,test,rotated_rect,pilot_v7_topup_rotated_rect,0.7,0.5945121951219512,0.745697896749522,0.19747899159663865,3.736884179153293,285.0,238.0,0.0,0.17609241604804993,0.8239075541496277,rotated_rect,1.0,-0.001500000013038516,-0.0010000000474974513,-0.0010573557810857892,0.0001326555502600968,0.0012160767866672719,0.00800000037997961,0.010078031569719315,0.002078031189739704,0.006000000052154064,0.0066704899072647095,0.0006704898551106453,0.0010000000474974513,0.0015236434992402792,0.0005236434517428279,-10.000000283105564,-0.3903592916096861,9.609640991495866,0.1675233610726524,,acceptable_or_minor_error
rot_v9_0013,332,test,rotated_rect,pilot_v9_topup_rotated_rect,0.7,0.595166163141994,0.7462121212121212,0.2,2.800337901238187,288.0,240.0,0.0,0.6398885250091553,0.3601114749908447,rectangular_notch,0.0,0.001500000013038516,0.0,0.0030361663084477186,-0.00032168428879231215,0.001569486434731772,0.00800000037997961,0.010743774473667145,0.0027437740936875343,0.006000000052154064,0.006521059665828943,0.0005210596136748791,0.001500000013038516,0.0018419050611555576,0.0003419050481170416,20.000000659393134,3.0465794123011536,16.953421247091967,0.2948147747818549,,wrong_type
rot_v8_0033,312,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.6011560693641619,0.7509025270758123,0.30833333333333335,2.605716974267895,314.0,240.0,0.0,0.5964071750640869,0.4035928547382355,rectangular_notch,0.0,0.003000000026077032,-0.0010000000474974513,0.002965032123029232,-0.0002446211001370102,0.0007561879080809021,0.00800000037997961,0.01125368382781744,0.0032536834478378296,0.006000000052154064,0.006787706166505814,0.0007877061143517494,0.0010000000474974513,0.0018400003900751472,0.0008400003425776958,10.000000283105564,2.579279640516861,7.420720642588691,0.12942550255319835,,wrong_type
rot_p3_0040,239,test,rotated_rect,pilot_v3_rotated_rect,0.7,0.6018099547511312,0.751412429378531,0.1001788908765653,3.257433101311165,503.0,559.0,0.0,0.7642118334770203,0.23578813672065735,rectangular_notch,0.0,0.001500000013038516,0.0010000000474974513,0.0011292570270597935,-2.0188235794194043e-05,0.00108546514641979,0.014000000432133675,0.014509430155158043,0.0005094297230243683,0.00800000037997961,0.008121891878545284,0.00012189149856567383,0.001500000013038516,0.0013526363763958216,0.00014736363664269447,-30.00000044529205,5.075354770338272,35.07535521563034,0.6026657901372798,,wrong_type
rot_v7_0005,252,test,rotated_rect,pilot_v7_topup_rotated_rect,0.7,0.6028985507246377,0.7522603978300181,0.30416666666666664,2.9738128609705825,313.0,240.0,0.0,0.5169407725334167,0.48305919766426086,rectangular_notch,0.0,-0.001500000013038516,0.0010000000474974513,-0.0011870451271533966,6.454739923356101e-05,0.0009864139111603538,0.00800000037997961,0.011298463679850101,0.003298463299870491,0.006000000052154064,0.007036357652395964,0.0010363576002418995,0.0010000000474974513,0.0015463894233107567,0.0005463893758133054,20.000000659393134,-1.7547732481370657,21.754773907530193,0.37741575303199715,,wrong_type
rot_v8_0019,298,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.6041666666666666,0.7532467532467533,0.24583333333333332,3.1717654969211093,299.0,240.0,0.0,0.27770131826400757,0.7222986817359924,rotated_rect,1.0,0.003000000026077032,-0.0010000000474974513,0.0021404095459729433,-0.00014083209680393338,0.001215345778362881,0.00800000037997961,0.010858490131795406,0.002858489751815796,0.006000000052154064,0.006937925238162279,0.000937925186008215,0.0010000000474974513,0.0015749635640531778,0.0005749635165557265,-20.000000659393134,2.217467017821537,22.21746767721467,0.38534309370079833,,wrong_angle
rect_p2_0118,117,test,rectangular_notch,pilot_v2_rectangular_notch,0.7,0.609375,0.7572815533980582,0.019230769230769232,2.0615528128088303,357.0,364.0,0.0,0.8584827184677124,0.1415172964334488,rectangular_notch,1.0,-0.000750000006519258,0.0,0.0004618604725692421,7.143313268898055e-05,0.0012139639379663662,0.00800000037997961,0.011833369731903076,0.0038333693519234657,0.008999999612569809,0.0075882840901613235,0.0014117155224084854,0.0019000000320374966,0.0021244788076728582,0.00022447877563536167,0.0,1.365843066889499,nan,0.023837894139639184,,acceptable_or_minor_error
rect_v9_0038,157,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.6101694915254238,0.7578947368421053,0.3235294117647059,2.4536728382112045,230.0,340.0,0.0,0.10652688890695572,0.8934730887413025,rotated_rect,0.0,-0.001500000013038516,0.0010000000474974513,-0.002232317579910159,0.00023466552374884486,0.0010592572643084916,0.010999999940395355,0.009361887350678444,0.0016381125897169113,0.006500000134110451,0.006419454701244831,8.054543286561966e-05,0.002199999988079071,0.0014940020628273487,0.0007059979252517223,0.0,3.125601499347028,nan,0.054545273238873634,,wrong_type
rect_v9_0010,129,test,rectangular_notch,pilot_v9_topup_rectangular_notch,0.7,0.611764705882353,0.7591240875912408,0.38823529411764707,1.8008143384018844,312.0,510.0,0.0,0.16784030199050903,0.8321597576141357,rotated_rect,0.0,0.001500000013038516,-0.0005000000237487257,0.0012784877326339483,-2.1995445422362536e-05,0.0005268358950518786,0.010999999940395355,0.010598310269415379,0.00040168967097997665,0.009499999694526196,0.006922711618244648,0.0025772880762815475,0.0015999999595806003,0.0015379597898572683,6.204016972333193e-05,0.0,0.506839149920115,nan,0.008845983101748221,,wrong_type
rot_v8_0018,297,test,rotated_rect,pilot_v8_topup_rotated_rect,0.7,0.6137071651090342,0.7606177606177607,0.15833333333333333,3.4150735472930926,278.0,240.0,0.0,0.13247594237327576,0.8675240278244019,rotated_rect,1.0,0.001500000013038516,0.0010000000474974513,0.001622707350179553,-9.070210217032582e-05,0.0010975829071803841,0.00800000037997961,0.010061345063149929,0.0020613446831703186,0.006000000052154064,0.006712461356073618,0.0007124613039195538,0.0010000000474974513,0.0015093571273609996,0.0005093570798635483,-20.000000659393134,1.6842997831676974,21.68430044256084,0.3762077867099228,,wrong_angle
