planned_row_id,base_group_id,base_sample_id,base_role,source_split,source_subset,true_shape_type,pred_shape_type,burial_depth_level,size_level,aspect_bin,hardcase_target_id,center_xyz_error_mm,burial_depth_error_mm,risk_score,failure_tags,observation_variant,observation_family,sensor_z_m,scan_line_y_m,y_line_count,sensor_x_count,axis_order,scan_direction,magnetization_direction,expected_delta_b_shape,requires_comsol,notes
richer_obs_base_022_05_R2_5line_z0p010,richer_obs_base_022,internal_topup_033,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,large,elongated_y,,5.3307061195373535,0.7341118454933167,0.10498069564782997,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_022_06_R2_5line_z0p012,richer_obs_base_022,internal_topup_033,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,large,elongated_y,,5.3307061195373535,0.7341118454933167,0.10498069564782997,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_023_01_R0_3line_z0p008,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_023_02_R1_5line_z0p008,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_023_03_R1_9line_z0p008,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_023_04_R2_5line_z0p006,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_023_05_R2_5line_z0p010,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_023_06_R2_5line_z0p012,richer_obs_base_023,internal_pilot_072,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,medium,small,elongated_y,,5.799923896789551,0.3891098201274872,0.2455019615852779,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_024_01_R0_3line_z0p008,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_024_02_R1_5line_z0p008,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_024_03_R1_9line_z0p008,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_024_04_R2_5line_z0p006,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_024_05_R2_5line_z0p010,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_024_06_R2_5line_z0p012,richer_obs_base_024,internal_pilot_024,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,large,compact,,5.329172611236572,0.4087146520614624,0.8411116157078466,center_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_025_01_R0_3line_z0p008,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_025_02_R1_5line_z0p008,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_025_03_R1_9line_z0p008,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_025_04_R2_5line_z0p006,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_025_05_R2_5line_z0p010,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_025_06_R2_5line_z0p012,richer_obs_base_025,internal_hard_topup_106,center_outlier,test,hardcase_topup,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_x,target_07_deep_plus_edge,5.1003098487854,0.3261505663394928,0.48910074465480347,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_026_01_R0_3line_z0p008,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_026_02_R1_5line_z0p008,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_026_03_R1_9line_z0p008,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_026_04_R2_5line_z0p006,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_026_05_R2_5line_z0p010,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_026_06_R2_5line_z0p012,richer_obs_base_026,internal_pilot_057,center_outlier,test,source_v2,internal_ellipsoid,internal_ellipsoid,deep_plus,medium,elongated_y,,4.179083347320557,0.777611494064331,0.28140698190051766,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_027_01_R0_3line_z0p008,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_027_02_R1_5line_z0p008,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_027_03_R1_9line_z0p008,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_027_04_R2_5line_z0p006,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_027_05_R2_5line_z0p010,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_027_06_R2_5line_z0p012,richer_obs_base_027,internal_pilot_082,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,compact,,4.014342308044434,0.795261025428772,0.10678781851284547,center_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_028_01_R0_3line_z0p008,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_028_02_R1_5line_z0p008,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_028_03_R1_9line_z0p008,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_028_04_R2_5line_z0p006,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_028_05_R2_5line_z0p010,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_028_06_R2_5line_z0p012,richer_obs_base_028,internal_pilot_065,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,shallow,medium,elongated_x,,5.085655689239502,0.23596099019050598,0.7231046294055324,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_029_01_R0_3line_z0p008,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_029_02_R1_5line_z0p008,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_029_03_R1_9line_z0p008,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_029_04_R2_5line_z0p006,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_029_05_R2_5line_z0p010,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_029_06_R2_5line_z0p012,richer_obs_base_029,internal_pilot_019,center_outlier,test,source_v2,internal_sphere,internal_sphere,deep_plus,small,compact,,4.066792964935303,0.6259461045265198,0.16608328209141565,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_030_01_R0_3line_z0p008,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R0_3line_z0p008,R0,0.008,"[-0.001, 0.0, 0.001]",3,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,3,201)",True,current reference
richer_obs_base_030_02_R1_5line_z0p008,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R1_5line_z0p008,R1,0.008,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,more y-lines
richer_obs_base_030_03_R1_9line_z0p008,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R1_9line_z0p008,R1,0.008,"[-0.004, -0.003, -0.002, -0.001, 0.0, 0.001, 0.002, 0.003, 0.004]",9,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,9,201)",True,dense y-lines
richer_obs_base_030_04_R2_5line_z0p006,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p006,R2,0.006,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff low
richer_obs_base_030_05_R2_5line_z0p010,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p010,R2,0.010,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
richer_obs_base_030_06_R2_5line_z0p012,richer_obs_base_030,internal_pilot_084,center_outlier,test,source_v2,internal_cuboid,internal_cuboid,deep,medium,elongated_y,,3.7310636043548584,0.6655089259147644,0.42739223908033436,center_outlier|dimension_outlier|visual_suspect,R2_5line_z0p012,R2,0.012,"[-0.002, -0.001, 0.0, 0.001, 0.002]",5,201,"Bx,By,Bz",x_direction,nominal_existing_protocol,"(3,5,201)",True,multi-liftoff high
