model,split,group_field,group_value,sample_count,normalized_param_mae_mean,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
mean_train_target,train,curvature_template,LD_dominant,7,0.7671231244291578,5.184525012969971,4.136904537677765,1.296428620815277,0.1602870225906372,0.6088255474045045,0.7425401435442713,0.0006253500032471493
mean_train_target,train,curvature_template,WD_dominant,7,0.8220671457903725,6.4583318169627875,3.7678568022591725,1.639285717691694,0.15417587544236863,0.536234270691163,0.6746365485532336,0.000763942661121421
mean_train_target,train,curvature_template,boxy,8,0.8620860204100609,5.392360433936119,3.2395831122994423,1.2437499649822712,0.21289797127246857,0.5822653621073719,0.7155924079690231,0.0005968708501313813
mean_train_target,train,curvature_template,round,7,0.8816937378474644,6.529760565076556,4.398808853966849,1.4607142422880446,0.18010203540325165,0.47112457349701425,0.6265975314567328,0.0006455112223712993
mean_train_target,train,curvature_template,sharp,7,1.0889479262488229,4.041667989322117,4.148809509617942,1.1535714438983373,0.32043537497520447,0.6475129112616053,0.7713726917642161,0.0005481317971966096
mean_train_target,train,depth_bin,deep,10,1.0496466159820557,7.258334231376648,4.608333325386047,2.2749999284744264,0.20557965636253356,0.5678842265755997,0.7059970440664062,0.0010239010851364582
mean_train_target,train,depth_bin,medium,13,0.7521506914725671,4.620726581949454,3.253204753765693,0.4326923581270071,0.21149360904326805,0.6414372020692451,0.7614705303511335,0.00024335652806957325
mean_train_target,train,depth_bin,shallow,13,0.887775888809791,5.07585332943843,4.0544867515563965,1.571153842485868,0.20022864983632013,0.4989598557063693,0.6516677181348125,0.0007271439132567209
mean_train_target,train,aspect_bin,balanced,9,0.7024721437030368,2.3719119446145163,1.0972222023540072,1.180555545621448,0.21425616244475046,0.8028150537246768,0.8852895805250637,0.0005416873342862042
mean_train_target,train,aspect_bin,compact,8,0.9420281574130058,8.819441676139832,4.083332389593124,1.437499888241291,0.18591897189617157,0.3674033149171271,0.5309832394465529,0.0006537231311085634
mean_train_target,train,aspect_bin,narrow,9,0.8199139568540785,4.38117331928677,3.4027769565582275,1.3638889690240223,0.19892084929678175,0.6043856441088833,0.7451638270737525,0.000662480649124417
mean_train_target,train,aspect_bin,wide,10,1.0577811539173125,6.7305580377578735,6.791667127609253,1.4400000154972077,0.22022410482168198,0.48999712169999265,0.6508821087019593,0.0006788219689042307
mean_train_target,train,size_bin,elongated,9,0.8199139568540785,4.38117331928677,3.4027769565582275,1.3638889690240223,0.19892084929678175,0.6043856441088833,0.7451638270737525,0.000662480649124417
mean_train_target,train,size_bin,large_wide,10,1.0577811539173125,6.7305580377578735,6.791667127609253,1.4400000154972077,0.22022410482168198,0.48999712169999265,0.6508821087019593,0.0006788219689042307
mean_train_target,train,size_bin,medium_balanced,9,0.7024721437030368,2.3719119446145163,1.0972222023540072,1.180555545621448,0.21425616244475046,0.8028150537246768,0.8852895805250637,0.0005416873342862042
mean_train_target,train,size_bin,small_compact,8,0.9420281574130058,8.819441676139832,4.083332389593124,1.437499888241291,0.18591897189617157,0.3674033149171271,0.5309832394465529,0.0006537231311085634
