candidate,selected_seed,seed,best_epoch,best_val_selection_score,train_total_normalized_mae,val_total_normalized_mae,test_total_normalized_mae,train_shape_accuracy,val_shape_accuracy,test_shape_accuracy,test_L_mae_mm,test_W_mae_mm,test_D_mae_mm,test_burial_depth_mae_mm,test_center_xyz_mae_mm
internal_conv1d_multitask,False,42,12,0.680063784122467,0.43638038635253906,0.680063784122467,0.9692686796188354,1.0,1.0,1.0,1.8883967399597168,1.4666050672531128,0.17175233364105225,2.042633056640625,2.1303203105926514
internal_conv1d_multitask,False,123,12,0.6671805739402771,0.40519076585769653,0.6453055739402771,0.9484128952026367,1.0,0.9375,0.875,2.155689001083374,1.4445464611053467,0.16856448352336884,1.6381720304489136,2.5871505737304688
internal_conv1d_multitask,True,2026,15,0.6655377149581909,0.390545517206192,0.6655377149581909,1.0042707920074463,1.0,1.0,0.8125,1.6289024353027344,1.5972732305526733,0.15864811837673187,1.9465032815933228,2.6660208702087402
