seed,split,best_epoch,selected_threshold,best_val_score,initial_train_loss,final_train_loss,train_loss_decreased,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_zero_sum,pred_connected_component_count_mean,predicted_component_count_is_3_rate,missed_component_rate,merged_component_rate,split_component_rate,extra_fragment_rate,component_recall_mean
42,train,25,0.6,1.3961635382347177,1.3979736804962157,2.909285594796529e-05,True,80,0.6578442259339127,0.7849113527407514,0.07024491019283978,2.3450665627001936,0,3.0,1.0,0.0375,0.0,0.0,0.0,0.9875
42,val,25,0.6,1.3961635382347177,1.3979736804962157,2.909285594796529e-05,True,20,0.6747555285421329,0.8019740977215767,0.08035016725201101,1.8077248612941035,0,3.15,0.95,0.0,0.0,0.05,0.05,1.0
42,test,25,0.6,1.3961635382347177,1.3979736804962157,2.909285594796529e-05,True,20,0.6106583330928603,0.7464329846013108,0.07340451972299487,2.9019856731849307,0,3.0,1.0,0.05,0.0,0.0,0.0,0.9833333333333332
123,train,89,0.6,1.4587415839044084,1.3847008347511292,2.6932840955851135e-05,True,80,0.8990964421027069,0.9461106215331405,0.034726608999450514,0.7896905988707583,0,3.05,0.95,0.0,0.0,0.05,0.05,1.0
123,val,89,0.6,1.4587415839044084,1.3847008347511292,2.6932840955851135e-05,True,20,0.7185986670546031,0.8258135647122451,0.08567064786243986,2.5296495227177282,0,3.0,1.0,0.05,0.0,0.0,0.0,0.9833333333333334
123,test,89,0.6,1.4587415839044084,1.3847008347511292,2.6932840955851135e-05,True,20,0.6430336249578609,0.7702902636185016,0.08322496170834205,2.7073264149940446,0,3.05,0.95,0.05,0.0,0.05,0.05,0.9833333333333332
2026,train,39,0.6,1.4035275630083663,1.2768195033073426,0.0012015335145406426,True,80,0.6735773068188988,0.7983145300697523,0.07449965628324777,2.564547219807843,0,3.075,0.95,0.0125,0.0,0.05,0.05,0.9958333333333332
2026,val,39,0.6,1.4035275630083663,1.2768195033073426,0.0012015335145406426,True,20,0.6770457768702838,0.8014633267474334,0.0751870683385843,2.2825723253495114,0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
2026,test,39,0.6,1.4035275630083663,1.2768195033073426,0.0012015335145406426,True,20,0.6175843184639154,0.7548529989906835,0.10210410484871173,3.264677126262528,0,3.0,1.0,0.05,0.0,0.0,0.0,0.9833333333333332
