split,group_name,group_value,sample_count,initial_iou_mean,refined_iou_mean,delta_iou_mean,initial_dice_mean,refined_dice_mean,delta_dice_mean,initial_area_error_mean,refined_area_error_mean,delta_area_error_mean,initial_forward_nrmse_mean,refined_forward_nrmse_mean,forward_nrmse_reduction_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,parameter_drift_norm_mean
val,defect_type,rectangular_notch,33,0.6072691286418808,0.6138025569383139,0.006533428296433112,0.7484211189227415,0.7547399791782817,0.0063188602555402,0.4249400562689188,0.403546701141777,-0.02139335512714193,0.5513201396848426,0.4311819375185563,0.12013820216628629,nan,nan,nan,0.9212009731219055
val,defect_type,rotated_rect,33,0.6143559941347108,0.6533301440357602,0.038974149901049374,0.7535373924918295,0.7837445079693928,0.03020711547756317,0.3011387986375476,0.22670625799144364,-0.07443254064610388,0.44319795851684207,0.33621215222665335,0.10698580629018871,19.155912893851237,19.868564902521506,0.7126520086702716,0.7849197035683216
val,source_pack,pilot_v2_rectangular_notch,19,0.5732756382072144,0.5917899946136763,0.018514356406461957,0.7189181592458398,0.7363370974015498,0.01741893815571002,0.5763672962801286,0.5368842927348844,-0.03948300354524431,0.4376709223184243,0.3857269021498765,0.05194402016854783,nan,nan,nan,1.0603052606867127
val,source_pack,pilot_v3_rotated_rect,9,0.6296652060490495,0.6025118059162022,-0.027153400132847325,0.7667584296682471,0.7452513593136729,-0.021507070354574293,0.34911444375730083,0.4549328317185459,0.1058183879612451,0.3922324855283052,0.3466898904016768,0.045542595126628393,17.93196074266982,18.28928045788741,0.3573197152175898,1.025217002418923
val,source_pack,pilot_v7_topup_rotated_rect,8,0.6717446476619804,0.6826120625065294,0.010867414844548999,0.7966575141599173,0.8063894853555996,0.009731971195682296,0.20620270823567538,0.11301676425227289,-0.09318594398340249,0.40717460178419157,0.3026321629771004,0.10454243880709116,20.548970639741434,21.11526380175887,0.5662931620174341,0.6346701022185689
val,source_pack,pilot_v8_topup_rotated_rect,8,0.6277371038939791,0.6873154516500948,0.05957834775611569,0.763974277422817,0.8078003346976552,0.043826057274838195,0.22127839369919106,0.08692232789678118,-0.13435606580240986,0.4221751847286553,0.2851765403184112,0.13699864441024406,17.864170415940674,18.952731868272306,1.088561452331632,0.6134022605081877
val,source_pack,pilot_v9_topup_rectangular_notch,14,0.6534031513746423,0.6436767486646077,-0.009726402710034606,0.7884608499128225,0.779715318732418,-0.008745531180404553,0.21943165911084833,0.2225885411225596,0.0031568820117112983,0.7055583632535531,0.49287091409033607,0.212687449163217,nan,nan,nan,0.7324165828553814
val,source_pack,pilot_v9_topup_rotated_rect,8,0.5263633674445418,0.647233548335159,0.12087018089061721,0.6851067190692841,0.7803484960926078,0.09524177702332366,0.4219626932180536,0.22342478638228674,-0.19853790683576683,0.5575802461497835,0.40904029793754737,0.1485399482122362,20.43154379595069,21.31439403774671,0.8828502417960156,0.8363522867712818
test,overall,rect_rot,66,0.5652207320332746,0.5810394655726019,0.015818733539327376,0.7169217697136218,0.7300409803710297,0.013119210657407999,0.38042480058003414,0.3270705098188785,-0.05335429076115569,0.48686885371548744,0.3640512428198642,0.12281761089562326,21.26988389307298,21.4675324730885,0.19764858001552219,0.8582467101819099
test,defect_type,rectangular_notch,33,0.5693524706914921,0.5692057056396801,-0.00014676505181200744,0.7213478895440442,0.721200334191524,-0.0001475553525202045,0.44896869578591736,0.4598506193314237,0.010881923545506367,0.47193308942739665,0.3666294316266255,0.1053036578007712,nan,nan,nan,0.8724879015848651
test,defect_type,rotated_rect,33,0.5610889933750569,0.5928732255055238,0.03178423213046676,0.7124956498831991,0.7388816265505352,0.0263859766673362,0.31188090537415103,0.19429040030633324,-0.11759050506781775,0.5018046180035781,0.36147305401310276,0.1403315639904753,21.26988389307298,21.4675324730885,0.19764858001552219,0.8440055187789545
test,source_pack,pilot_v2_rectangular_notch,20,0.579401762044357,0.5988011247635276,0.01939936271917064,0.7301444987868126,0.7445295528748427,0.014385054088029864,0.5111320734941399,0.5034142627313255,-0.007717810762814564,0.4097395889803105,0.36299295545505855,0.04674663352525189,nan,nan,nan,0.9894087133399072
test,source_pack,pilot_v3_rotated_rect,9,0.5802256909049355,0.5772815880581401,-0.0029441028467955205,0.7274284397835272,0.7278114760938341,0.0003830363103068082,0.25960907208099016,0.3079672412311379,0.048358169150147685,0.4083421538321817,0.3546523458042745,0.05368980802790725,27.990360466102093,27.164544954131376,-0.8258155119707153,1.0114560554299343
test,source_pack,pilot_v7_topup_rotated_rect,8,0.5574468617901183,0.5718973463534858,0.014450484563367422,0.7089711724604946,0.7226231216393111,0.013651949178816722,0.31208278028784736,0.14338859759384925,-0.1686941826939981,0.4925503075962092,0.32162858295067986,0.17092172464552935,23.16814755284883,23.250900927452697,0.08275337460387178,0.7789147942477046
test,source_pack,pilot_v8_topup_rotated_rect,8,0.5472756948089744,0.5806174943154094,0.03334179950643513,0.6991379269382096,0.7286587028659453,0.029520775927735755,0.30507820282924886,0.1537744438779696,-0.15130375895127926,0.4650922366023741,0.3538836929551084,0.11120854364726572,18.40817567029923,17.778832915468406,-0.6293427548308204,0.7430209256317171
test,source_pack,pilot_v9_topup_rectangular_notch,13,0.5538920224563152,0.5236742916029914,-0.030217730853323774,0.7078146445551696,0.68530922852488,-0.022505416030289542,0.35333273008095945,0.3928296294854211,0.039496899404461654,0.5676153978075295,0.37222401035211317,0.19539138745541626,nan,nan,nan,0.6926097296540313
test,source_pack,pilot_v9_topup_rotated_rect,8,0.5570156388049652,0.6436454279759829,0.08662978917101777,0.7125784616130244,0.7778169744101385,0.06523851279711419,0.3772875454601628,0.15782171340677575,-0.21946583205338702,0.652916582004972,0.416580182868452,0.23633639913651996,14.672792311413126,16.96372453517116,2.2909322237580323,0.8216989827250896
train,dense_overall,rect_rot,268,0.8633839369346712,0.7603288447058031,-0.10305509222886808,0.923921171147905,0.8611788867330821,-0.06274228441482291,0.05696810686132463,0.12450134056148582,0.06753323370016118,nan,0.37432736949507295,nan,nan,9.465793591638299,nan,0.8444719089993956
train,dense_defect_type,rectangular_notch,134,0.883153790295588,0.7548294579027092,-0.12832433239287883,0.9351931760778274,0.8576433176643115,-0.07754985841351593,0.08135715245527238,0.17190079461032412,0.09054364215505173,nan,0.44007957191103936,nan,nan,nan,nan,1.0493828213057825
train,dense_defect_type,rotated_rect,134,0.8436140835737544,0.765828231508897,-0.07778585206485732,0.9126491662179826,0.8647144558018528,-0.04793471041612988,0.03257906126737686,0.07710188651264749,0.04452282524527063,nan,0.3085751670791066,nan,nan,9.465793591638299,nan,0.6395609966930086
train,dense_source_pack,pilot_v2_rectangular_notch,81,0.8943161659960416,0.7806372060884822,-0.1136789599075593,0.9422154638716929,0.874947082245743,-0.06726838162595017,0.06700157837499308,0.14093458874569473,0.07393301037070164,nan,0.33099636012069106,nan,nan,nan,nan,0.9701081044098507
train,dense_source_pack,pilot_v3_rotated_rect,30,0.8869087605904512,0.7779364237068775,-0.10897233688357358,0.9383727213915734,0.8723742105664134,-0.06599851082515983,0.04452690699605396,0.17896137809024945,0.13443447109419546,nan,0.33979382763243654,nan,nan,6.443128381683992,nan,0.888159251527824
train,dense_source_pack,pilot_v7_topup_rotated_rect,16,0.8635693576979513,0.8222044211569419,-0.04136493654100932,0.9255671557332845,0.900531685545251,-0.02503547018803353,0.024018427365252545,0.02690183749536571,0.002883410130113164,nan,0.26939006656257597,nan,nan,5.945481188728683,nan,0.49567720415813715
train,dense_source_pack,pilot_v8_topup_rotated_rect,24,0.8351967844874156,0.7809517603160062,-0.05424502417140931,0.9080315295318009,0.8750851722324432,-0.03294635729935758,0.03361787446406462,0.053459783154425074,0.019841908690360458,nan,0.26165238321065154,nan,nan,10.295827226531769,nan,0.47536358875467327
train,dense_source_pack,pilot_v9_topup_rectangular_notch,53,0.8660943104514987,0.7153874276565277,-0.15070688279497096,0.9244610003928629,0.8311979416058977,-0.09326305878696552,0.1032968034081521,0.21922650546004074,0.11592970205188864,nan,0.6067916503076094,nan,nan,nan,nan,1.1705385207127725
train,dense_source_pack,pilot_v9_topup_rotated_rect,64,0.8214873723485057,0.7403871457014166,-0.08110022664708907,0.8990933661088547,0.8482806196586439,-0.05081274645021078,0.028729112108832645,0.050771050849300434,0.02204193874046778,nan,0.3213337390245363,nan,nan,11.451483396446736,nan,0.6205755408497824
val,dense_overall,rect_rot,66,0.619216891513593,0.633566350487037,0.014349458973444012,0.7579134627990817,0.7692422435738372,0.01132878077475566,0.22269039139504862,0.3151264795666103,0.09243608817156165,nan,0.38369704487260486,nan,nan,19.868564902521506,nan,0.8530603383451136
val,dense_defect_type,rectangular_notch,33,0.6101608228345461,0.6138025569383139,0.0036417341037677468,0.7516749607835636,0.7547399791782817,0.0030650183947182517,0.27099429441653333,0.403546701141777,0.13255240672524354,nan,0.4311819375185563,nan,nan,nan,nan,0.9212009731219055
val,dense_defect_type,rotated_rect,33,0.6282729601926399,0.6533301440357602,0.02505718384312028,0.7641519648145996,0.7837445079693928,0.01959254315479307,0.17438648837356388,0.22670625799144364,0.05231976961787976,nan,0.33621215222665335,nan,nan,19.868564902521506,nan,0.7849197035683216
val,dense_source_pack,pilot_v2_rectangular_notch,19,0.5931287929314862,0.5917899946136763,-0.001338798317809617,0.7357400515031296,0.7363370974015498,0.000597045898420333,0.31427240804194095,0.5368842927348844,0.22261188469294352,nan,0.3857269021498765,nan,nan,nan,nan,1.0603052606867127
val,dense_source_pack,pilot_v3_rotated_rect,9,0.6314561424374032,0.6025118059162022,-0.028944336521200938,0.7689780138058813,0.7452513593136729,-0.02372665449220855,0.2861755308183879,0.4549328317185459,0.16875730090015803,nan,0.3466898904016768,nan,nan,18.28928045788741,nan,1.025217002418923
val,dense_source_pack,pilot_v7_topup_rotated_rect,8,0.6911606290130383,0.6826120625065294,-0.008548566506508926,0.8096382035446917,0.8063894853555996,-0.0032487181890921424,0.16718328624050185,0.11301676425227289,-0.05416652198822896,nan,0.3026321629771004,nan,nan,21.11526380175887,nan,0.6346701022185689
val,dense_source_pack,pilot_v8_topup_rotated_rect,8,0.6331243133413109,0.6873154516500948,0.054191138308783915,0.7659936232734901,0.8078003346976552,0.041806711424165185,0.05054523931957503,0.08692232789678118,0.03637708857720616,nan,0.2851765403184112,nan,nan,18.952731868272306,nan,0.6134022605081877
val,dense_source_pack,pilot_v9_topup_rectangular_notch,14,0.6332757205601277,0.6436767486646077,0.010401028104479884,0.7733009090927242,0.779715318732418,0.006414409639693998,0.21225971163919458,0.2225885411225596,0.01032882948336504,nan,0.49287091409033607,nan,nan,nan,nan,0.7324165828553814
val,dense_source_pack,pilot_v9_topup_rotated_rect,8,0.5569528581982117,0.647233548335159,0.0902806901369472,0.7113947625104248,0.7803484960926078,0.068953733582183,0.1796682668101877,0.22342478638228674,0.043756519572099056,nan,0.40904029793754737,nan,nan,21.31439403774671,nan,0.8363522867712818
test,dense_overall,rect_rot,66,0.5664105371920112,0.5810394655726019,0.014628928380590892,0.7179020122848078,0.7300409803710297,0.01213896808622188,0.26862755182603665,0.3270705098188785,0.058442957992841854,nan,0.3640512428198642,nan,nan,21.4675324730885,nan,0.8582467101819099
test,dense_defect_type,rectangular_notch,33,0.5705978963077256,0.5692057056396801,-0.0013921906680455349,0.7222431845023838,0.721200334191524,-0.0010428503108598488,0.3549488941375441,0.4598506193314237,0.10490172519387958,nan,0.3666294316266255,nan,nan,nan,nan,0.8724879015848651
test,dense_defect_type,rotated_rect,33,0.5622231780762964,0.5928732255055238,0.03065004742922732,0.7135608400672319,0.7388816265505352,0.02532078648330361,0.18230620951452914,0.19429040030633324,0.011984190791804116,nan,0.36147305401310276,nan,nan,21.4675324730885,nan,0.8440055187789545
test,dense_source_pack,pilot_v2_rectangular_notch,20,0.6134531439961661,0.5988011247635276,-0.014652019232638378,0.757809249862965,0.7445295528748427,-0.01327969698812249,0.3020822455867796,0.5034142627313255,0.2013320171445457,nan,0.36299295545505855,nan,nan,nan,nan,0.9894087133399072
test,dense_source_pack,pilot_v3_rotated_rect,9,0.5732301732152167,0.5772815880581401,0.004051414842923238,0.7212141934670143,0.7278114760938341,0.006597282626819763,0.24697906903814484,0.3079672412311379,0.060988172192993004,nan,0.3546523458042745,nan,nan,27.164544954131376,nan,1.0114560554299343
test,dense_source_pack,pilot_v7_topup_rotated_rect,8,0.5572928913685467,0.5718973463534858,0.014604454984939078,0.7082829155518723,0.7226231216393111,0.01434020608743887,0.1771663084689943,0.14338859759384925,-0.03377771087514503,nan,0.32162858295067986,nan,nan,23.250900927452697,nan,0.7789147942477046
test,dense_source_pack,pilot_v8_topup_rotated_rect,8,0.5529519649105259,0.5806174943154094,0.02766552940488367,0.7061165484184054,0.7286587028659453,0.022542154447539833,0.13444266566459218,0.1537744438779696,0.019331778213377407,nan,0.3538836929551084,nan,nan,17.778832915468406,nan,0.7430209256317171
test,dense_source_pack,pilot_v9_topup_rectangular_notch,13,0.5046667460178171,0.5236742916029914,0.019007545585174222,0.6675261608707205,0.68530922852488,0.0177830676541596,0.4362821996002587,0.3928296294854211,-0.04345257011483758,nan,0.37222401035211317,nan,nan,nan,nan,0.6926097296540313
test,dense_source_pack,pilot_v9_topup_rotated_rect,8,0.5640418084185316,0.6436454279759829,0.0796036195574513,0.7176730336566621,0.7778169744101385,0.060143940753476455,0.16255268744593332,0.15782171340677575,-0.00473097403915753,nan,0.416580182868452,nan,nan,16.96372453517116,nan,0.8216989827250896
