split,group_name,group_value,sample_count,initial_iou_mean,refined_iou_mean,delta_iou_mean,initial_dice_mean,refined_dice_mean,delta_dice_mean,initial_area_error_mean,refined_area_error_mean,delta_area_error_mean,initial_forward_nrmse_mean,refined_forward_nrmse_mean,forward_nrmse_reduction_mean,initial_angle_mae_deg,refined_angle_mae_deg,angle_error_delta_mean,parameter_drift_norm_mean
train,overall,rect_rot,268,0.8494541589741184,0.7603288447058031,-0.08912531426831516,0.9152080198541263,0.8611788867330821,-0.054029133121044064,0.09958551359440267,0.12450134056148582,0.024915826967083148,0.4868080358810568,0.37432736949507295,0.11248066638598388,8.671320763156162,9.465793591638299,0.7944728284821385,0.8444719089993956
train,defect_type,rectangular_notch,134,0.880657707420403,0.7548294579027092,-0.12582824951769395,0.9336464784952729,0.8576433176643115,-0.07600316083096148,0.07878349996964934,0.17190079461032412,0.0931172946406748,0.5461140753417114,0.44007957191103936,0.10603450343067207,nan,nan,nan,1.0493828213057825
train,defect_type,rotated_rect,134,0.8182506105278337,0.765828231508897,-0.052422379018936406,0.8967695612129793,0.8647144558018528,-0.03205510541112663,0.12038752721915598,0.07710188651264749,-0.043285640706508484,0.42750199642040215,0.3085751670791066,0.11892682934129567,8.671320763156162,9.465793591638299,0.7944728284821385,0.6395609966930086
train,source_pack,pilot_v2_rectangular_notch,81,0.8885958488810044,0.7806372060884822,-0.10795864279252211,0.9384761278229675,0.874947082245743,-0.06352904557722464,0.07049204530465092,0.14093458874569473,0.07044254344104381,0.37804893159687747,0.33099636012069106,0.047052571476186404,nan,nan,nan,0.9701081044098507
train,source_pack,pilot_v3_rotated_rect,30,0.8509862833503844,0.7779364237068775,-0.07304985964350698,0.9169897971161752,0.8723742105664134,-0.04461558654976168,0.11695946984482598,0.17896137809024945,0.06200190824542344,0.3961798263918303,0.33979382763243654,0.05638599875939378,5.0066746043652035,6.443128381683992,1.436453777318788,0.888159251527824
train,source_pack,pilot_v7_topup_rotated_rect,16,0.8545459896960405,0.8222044211569419,-0.03234156853909847,0.919999895376711,0.900531685545251,-0.019468209831459964,0.09444667423600446,0.02690183749536571,-0.06754483674063874,0.34415372029498376,0.26939006656257597,0.07476365373240784,5.487643921618993,5.945481188728683,0.4578372671096904,0.49567720415813715
train,source_pack,pilot_v8_topup_rotated_rect,24,0.8081106679254316,0.7809517603160062,-0.027158907609425475,0.8904946463832873,0.8750851722324432,-0.015409474150843974,0.12130973853210199,0.053459783154425074,-0.06784995537767692,0.3215586052265885,0.26165238321065154,0.05990622201593699,9.799306108996115,10.295827226531769,0.49652111753565364,0.47536358875467327
train,source_pack,pilot_v9_topup_rectangular_notch,53,0.8685258308485407,0.7153874276565277,-0.15313840319201313,0.9262653163152114,0.8311979416058977,-0.09506737470931405,0.09145534577842054,0.21922650546004074,0.12777115968162023,0.8029683516309859,0.6067916503076094,0.19617670132337658,nan,nan,nan,1.1705385207127725
train,source_pack,pilot_v9_topup_rotated_rect,64,0.7976343975761118,0.7403871457014166,-0.05724725187469504,0.883836835153558,0.8482806196586439,-0.03555621549491412,0.12813381311680627,0.050771050849300434,-0.07736276226750585,0.50275010435033,0.3213337390245363,0.18141636532579364,10.762048355783733,11.451483396446736,0.6894350406630027,0.6205755408497824
val,overall,rect_rot,66,0.6108125613882958,0.633566350487037,0.02275378909874124,0.7509792557072856,0.7692422435738372,0.018262987866551686,0.3630394274532332,0.3151264795666103,-0.047912947886622904,0.49725904910084234,0.38369704487260486,0.11356200422823749,19.155912893851237,19.868564902521506,0.7126520086702716,0.8530603383451136
