group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean
angle_deg=0.0,train,54,0.8549735189082134,0.9209264787775382,0.1226379228224425,0.6943530503727607,454.44444444444446,521.6666666666666,0,0.08335204684623966
angle_deg=-30.0,train,10,0.8065385517594772,0.8911890376058522,0.13582152926297036,0.6721422179505065,320.7,365.3,0,0.11987267881631851
angle_deg=-20.0,train,9,0.776693190155353,0.8728257915014646,0.18507309588452972,0.9048174924780203,304.0,378.0,0,0.1364970145126184
angle_deg=-10.0,train,7,0.8204916401881192,0.9013193359138484,0.1666812829027715,0.6005654878754697,348.2857142857143,420.14285714285717,0,0.09494673886469432
angle_deg=10.0,train,9,0.80875791987607,0.8929709699965088,0.15103568214141558,0.8351552184920177,353.22222222222223,413.0,0,0.11756623619132572
angle_deg=20.0,train,10,0.7998574734847181,0.8878674398255558,0.17269709409460426,0.6775326568195317,333.2,398.8,0,0.12680582702159882
angle_deg=30.0,train,9,0.7975699687752614,0.8869567373433542,0.17658548749320482,0.482755558855282,340.77777777777777,415.44444444444446,0,0.11934216568867366
angle_deg=0.0,val,13,0.6650529386572624,0.7944673180359596,0.29209278909148595,2.4676315496697216,364.53846153846155,326.9230769230769,0,0.31804031362900365
angle_deg=-30.0,val,2,0.5809229752341398,0.7330229405630866,0.21303721879758747,1.8768062737135813,431.0,548.5,0,0.40661242604255676
angle_deg=-20.0,val,2,0.7356849716630838,0.844758064516129,0.20089285714285715,0.4519617812333822,447.5,560.0,0,0.21858087554574013
angle_deg=-10.0,val,3,0.6744065961127171,0.7977795794404569,0.3072381983096269,1.8528291804244992,405.0,446.3333333333333,0,0.2560089776913325
angle_deg=10.0,val,2,0.5646041567507536,0.7130758188698942,0.45059523809523805,4.421045259411743,401.0,400.0,0,0.39715662598609924
angle_deg=20.0,val,2,0.6445257280180945,0.7829208487265832,0.13909812076401723,4.045911380364846,366.5,390.5,0,0.3488076329231262
angle_deg=30.0,val,2,0.6798489666136724,0.809278777634152,0.06944444444444445,2.5892413151627998,370.0,390.0,0,0.3068947494029999
angle_deg=0.0,test,13,0.6525603305255032,0.7865550007571482,0.22153134432254962,2.3393761040584624,364.15384615384613,367.0769230769231,0,0.34072137337464553
angle_deg=-30.0,test,2,0.5941806232775069,0.7449535925228792,0.13179916317991633,3.4275537875921516,226.5,239.0,0,0.32539956271648407
angle_deg=-20.0,test,2,0.5835042164654493,0.7307602532556579,0.11041666666666666,3.7214511922426277,213.5,240.0,0,0.34659048169851303
angle_deg=-10.0,test,3,0.6914753232629304,0.8117021582692914,0.19104149330582998,2.2975743422158104,214.0,239.0,0,0.2556864619255066
angle_deg=10.0,test,2,0.5372363107331879,0.6944388227900684,0.1824918251819556,4.156761629497847,195.0,238.5,0,0.3969782590866089
angle_deg=20.0,test,2,0.502326139088729,0.6685864875778378,0.19166666666666665,4.2016472143217705,194.0,240.0,0,0.42336465418338776
angle_deg=30.0,test,2,0.6816756272401434,0.8060896778165401,0.1527196652719665,1.3621376088200983,202.5,239.0,0,0.27164067327976227
angle_deg=0.0,all,80,0.7912192815052437,0.8785414999787182,0.16624451958492945,1.2498270527324433,425.1625,464.9,0,0.16331140575930475
angle_deg=-30.0,all,14,0.7439709081870046,0.8477031030164611,0.14627771832747935,1.237867307294038,323.0,373.42857142857144,0,0.19019648326294764
angle_deg=-20.0,all,13,0.7406628528965572,0.8466514430043658,0.17602130081383194,1.2684756445580159,312.15384615384613,384.7692307692308,0,0.18144737270015937
angle_deg=-10.0,all,13,0.7570067107264443,0.8567446588097063,0.20473908116659778,1.2811668448499396,330.38461538461536,384.38461538461536,0,0.16920873006949058
angle_deg=10.0,all,13,0.7294232472194241,0.8347513856375772,0.20196117429439445,1.8978469803267184,336.2307692307692,384.15384615384613,0,0.20356660737441137
angle_deg=20.0,all,14,0.7351627477900592,0.8415492193474572,0.1706071797005293,1.6621745541120394,318.07142857142856,374.92857142857144,0,0.20088591745921544
angle_deg=30.0,all,13,0.7616291466680758,0.8625651959224286,0.15643058514397426,0.9421198367433335,324.0,384.38461538461536,0,0.17162694896642977
