seed,selected_seed,split,group_field,group_value,sample_count,normalized_param_mae_mean,L_mae_mm,W_mae_mm,D_mae_mm,curvature_mae_mean,projected_mask_iou,projected_mask_dice,profile_depth_rmse_m
42,True,train,curvature_template,LD_dominant,12,0.6739593893289566,4.048687568555276,2.429045216490825,1.1091461554169655,0.16610118250052133,0.6974393408612941,0.8126902287288864,0.000540185100059413
42,True,train,curvature_template,WD_dominant,10,0.6377415299415589,3.138344037532806,2.259194639325142,0.8624178186058998,0.16645833998918533,0.7172334558644583,0.8261253511921002,0.00043195537946303373
42,True,train,curvature_template,boxy,18,0.816121949089898,2.7282510639892683,2.1790377104447947,1.1153555276493232,0.24457419001393849,0.7231478204982871,0.8252710692428501,0.000572560855491449
42,True,train,curvature_template,round,19,0.5981816492582622,2.2740446203633358,2.2377837206188,1.1011316670398963,0.1509883552789688,0.7370946727012124,0.8379286146507297,0.0004814023094169036
42,True,train,curvature_template,sharp,17,0.890033574665294,2.065630641053705,2.1404515022740647,1.186217915485887,0.28227312073988076,0.7735673600750694,0.8678176285368189,0.0005244335111723665
42,True,train,depth_bin,deep,21,0.926543687071119,4.256116432803018,2.766220154861609,2.2802260659989857,0.20939929570470536,0.7146282354571498,0.8260052109337139,0.0010076645384764387
42,True,train,depth_bin,medium,27,0.6525243951214684,2.432597154268512,2.162048097561907,0.4716079298544813,0.20627619767630542,0.7592483534944034,0.8523851425122031,0.0002692196393144076
42,True,train,depth_bin,shallow,28,0.6634131808366094,1.869293242160763,1.9072432901178087,0.8028348676328149,0.20573972378458297,0.7216718868428381,0.8279089496104017,0.00038357137119809134
42,True,train,aspect_bin,balanced,21,0.7267172847475324,2.628041182245527,2.07109291496731,0.9556585213258153,0.21502534548441568,0.7150734995538706,0.8201923747709882,0.0004502567975404894
42,True,train,aspect_bin,compact,20,0.6178187116980552,1.5998188860714435,0.5758894372731447,1.0041846718639136,0.20030021592974662,0.8219159434258418,0.8970402088682181,0.00046214878075261366
