sample_index,sample_id,split,shape_type,topology_type,representation_target,target_role,diagnosis,rbc_representable,include_in_success_gate,include_in_rbc_control_gate,include_as_negative_control,refinement_applied,lambda_param,selected_surrogate,optimizer_success,optimizer_iterations,optimizer_message,feature_residual_mse_before,feature_residual_mse_after,feature_residual_delta,feature_residual_improved,baseline_profile_depth_rmse_m,refined_profile_depth_rmse_m,profile_rmse_delta_m,profile_rmse_improved,baseline_Er_like_error,refined_Er_like_error,Er_like_delta,Er_like_improved,baseline_projected_mask_IoU,refined_projected_mask_IoU,IoU_delta,IoU_improved,baseline_projected_mask_Dice,refined_projected_mask_Dice,Dice_delta,Dice_improved,baseline_area_error,refined_area_error,area_error_delta,area_error_improved,baseline_pred_component_count,refined_component_count,params_in_bounds,profile_nonnegative,test_time_label_used_for_refinement,labels_used_for_metric_only,initial_L_m,initial_W_m,initial_D_m,initial_wLD,initial_wWD,initial_wLW,refined_L_m,refined_W_m,refined_D_m,refined_wLD,refined_wWD,refined_wLW
29,surf_shape_030_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,66,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,35.09377943632507,0.44446589221051747,-34.649313544114555,True,0.0004107461255741866,0.0002208112769309696,-0.000189934848643217,True,1.0459851413787729,0.5623067397064272,-0.48367840167234566,True,0.3175182481751825,0.8252788104089219,0.5077605622337394,True,0.481994459833795,0.9042769857433809,0.42228252590958587,True,2.1494252873563218,0.11877394636015326,-2.0306513409961684,True,1,1,True,True,False,True,0.021753454580903053,0.011707420460879803,0.003477620193734765,0.8846168518066406,0.9152690172195435,0.8843201994895935,0.010793462936839337,0.005505301755537043,0.0036822398942224,2.34199424554495,2.3406442380982804,2.34062576697042
30,surf_shape_031_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,11.177255175740962,0.3199870241717534,-10.857268151569208,True,0.00036174996843863085,0.0005129718240420332,0.0001512218556034023,False,0.562097352971877,0.7970701578432835,0.23497280487140648,False,0.44934445768772346,0.4320388349514563,-0.01730562273626718,False,0.6200657894736842,0.6033898305084746,-0.01667595896520957,False,1.2254641909814323,0.4350132625994695,-0.7904509283819628,True,1,1,True,True,False,True,0.022451458498835564,0.011511571705341339,0.004012241959571838,0.9094985127449036,0.9303855895996094,0.9214988946914673,0.01759386812057552,0.003492552966766112,0.003219238730432288,1.1665525028791177,1.1681187942547957,1.1688634705370289
31,surf_shape_032_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,13.969627244435891,0.39301949048972024,-13.57660775394617,True,0.00026916367277319794,0.00045338903363389277,0.00018422536086069483,False,0.3710414276197093,0.6249956116789589,0.2539541840592496,False,0.6344370860927152,0.6873857404021938,0.05294865430947859,True,0.7763371150729336,0.8147345612134345,0.03839744614050089,True,0.5762004175365344,0.07306889352818371,-0.5031315240083507,True,1,1,True,True,False,True,0.021254895254969597,0.010930472053587437,0.0037462038453668356,0.9098603129386902,0.9294582605361938,0.919184684753418,0.019819210934630717,0.006947805060085671,0.0033854007674986265,0.9281246234062545,0.9281246663691429,0.9281246622806932
32,surf_shape_033_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,40,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45.18328078981901,0.7104353086121454,-44.47284548120686,True,0.0007155890674548804,0.00013510711024227059,-0.0005804819572126098,True,4.736285187850481,0.8942364188006487,-3.842048769049832,True,0.18478260869565216,0.7276264591439688,0.5428438504483166,True,0.3119266055045872,0.8423423423423423,0.5304157368377551,True,4.411764705882353,0.37433155080213903,-4.0374331550802145,True,1,1,True,True,False,True,0.024251310154795647,0.012946804985404015,0.003868852974846959,0.8701770901679993,0.9070960283279419,0.8907564878463745,0.011738148310697699,0.006683723797872919,0.002539475255753487,0.8962905755004991,0.8962905746003182,0.8962905726615037
33,surf_shape_034_flat_bottom_pit,train,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,31,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,123.67263772365038,0.5354028224098561,-123.13723490124053,True,0.0005240547752796816,0.00020288703525203045,-0.00032116774002765116,True,2.924783739993458,1.1323257219513503,-1.792458018042108,True,0.2611717974180735,0.9194139194139194,0.6582421219958459,True,0.4141732283464567,0.9580152671755725,0.5438420388291159,True,2.828897338403042,0.0076045627376425855,-2.8212927756653996,True,1,1,True,True,False,True,0.02359447069466114,0.013509615324437618,0.003117956453934312,0.8235622048377991,0.8852360248565674,0.8453109264373779,0.011393118787081774,0.0071249312926608,0.0032046869073629027,0.8808143379448113,0.8808143139598651,0.8808143127904433
34,surf_shape_035_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,37,ABNORMAL: ,53.09154309104876,1.3904693520790488,-51.70107373896971,True,0.000250923832480526,0.00027260044073322185,2.1676608252695865e-05,False,0.7818617860015501,0.8494046394458281,0.06754285344427802,False,0.5411255411255411,0.3723404255319149,-0.16878511559362624,False,0.702247191011236,0.5426356589147286,-0.15961153209650736,False,0.848,0.624,-0.22399999999999998,True,1,1,True,True,False,True,0.020022720098495483,0.010822698473930359,0.00293913041241467,0.8802787065505981,0.9131678342819214,0.8770880699157715,0.01261069682287242,0.003370992702229167,0.0025177156874616304,0.9096046069966893,0.9096046064460077,0.9096046071642112
35,surf_shape_036_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,7.35563157261017,0.6059052472820767,-6.749726325328093,True,0.00017618257455745984,0.0003350310666403373,0.00015884849208287746,False,0.48726271940466126,0.926585100860662,0.4393223814560008,False,0.7946577629382304,0.34750462107208874,-0.4471531418661417,False,0.8855813953488372,0.5157750342935528,-0.3698063610552844,False,0.25840336134453784,0.4684873949579832,0.21008403361344535,False,1,1,True,True,False,True,0.01848054677248001,0.010079053230583668,0.0027735899202525616,0.8964411020278931,0.9048342108726501,0.8893618583679199,0.024728343357746332,0.003202052104087918,0.0032377165072303,0.8549670077348697,0.855789802964558,0.8567130250492964
36,surf_shape_037_flat_bottom_pit,val,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,51.7135735814131,0.3297446758388887,-51.38382890557421,True,0.00047869995797212217,0.000254561925564682,-0.00022413803240744015,True,1.4363383561048058,0.7638125961852346,-0.6725257599195712,True,0.22143698468786807,0.46017699115044247,0.2387400064625744,True,0.36258437801350046,0.6303030303030303,0.2677186522895298,True,3.515957446808511,0.24468085106382978,-3.271276595744681,True,1,1,True,True,False,True,0.021994508802890778,0.012011172249913216,0.0034186586271971464,0.8744894862174988,0.9107189178466797,0.8727269172668457,0.014557411857705267,0.0027504174804321067,0.0024686831455401747,1.4697324268686862,1.4678345864849043,1.467891356397378
37,surf_shape_038_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,19.72086409688787,0.3397516353808149,-19.381112461507055,True,0.0004728785356781078,0.0002521545437864851,-0.0002207239918916227,True,1.199620891981268,0.6396777098383256,-0.5599431821429425,True,0.3242909987669544,0.688212927756654,0.3639219289896996,True,0.4897579143389199,0.8153153153153153,0.3255574009763954,True,2.0836501901140685,0.311787072243346,-1.7718631178707225,True,1,1,True,True,False,True,0.0221053808927536,0.011318188160657883,0.003885244019329548,0.905659556388855,0.9325929880142212,0.9165084958076477,0.01001368815898213,0.0045349109927065,0.0023265808698266148,2.956057972343093,2.9555977162849314,2.9543121873089184
38,surf_shape_039_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,35,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,23.989425638260542,1.295002424580715,-22.694423213679826,True,0.0002418089170758106,0.0006013742682514951,0.0003595653511756845,False,0.3752322223350345,0.9331955407598455,0.557963318424811,False,0.6310517529215359,0.3253968253968254,-0.3056549275247105,False,0.7737973387922211,0.49101796407185627,-0.28277937472036485,False,0.5846560846560847,0.6746031746031746,0.08994708994709,False,1,1,True,True,False,True,0.019008273258805275,0.009670757688581944,0.003672682447358966,0.9239698648452759,0.95011305809021,0.9369036555290222,0.011313183165097808,0.0033082089182172518,0.001330820357491946,0.9483042673272807,0.9483042829778806,0.9483042705551261
39,surf_shape_040_flat_bottom_pit,test,flat_bottom_pit,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,44,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,211.520321165391,0.4845922129893933,-211.03572895240163,True,0.00039155203245765796,0.0003469822377762963,-4.4569794681361677e-05,True,0.5380711127379697,0.47682326563020005,-0.06124784710776965,True,0.40951571792693287,0.6147959183673469,0.20528020044041406,True,0.5810729355033153,0.7614533965244866,0.18038046102117133,True,1.441908713692946,0.6265560165975104,-0.8153526970954357,True,1,1,True,True,False,True,0.025459039956331253,0.0145769277587533,0.003587246872484684,0.8029648661613464,0.8845319747924805,0.8320104479789734,0.019274186192061206,0.009868003789365995,0.0022918704317178304,3.899533981772511,3.8992052427095945,3.8997849605991437
40,surf_shape_041_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,77,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,245.85812081271183,0.3581708163207761,-245.49994999639105,True,0.0005835578257782034,0.00021454398289546693,-0.00036901384288273644,True,3.577260786741188,1.31517348091383,-2.2620873058273583,True,0.18412162162162163,0.6279863481228669,0.4438647265012453,True,0.31098430813124106,0.7714884696016772,0.4605041614704361,True,4.431192660550459,0.18807339449541285,-4.2431192660550465,True,1,1,True,True,False,True,0.024944745004177094,0.015046082437038422,0.0030652862042188644,0.7715889811515808,0.8592826128005981,0.7977970838546753,0.008914324839161934,0.007991348289125027,0.002710743033516136,1.7209653267685077,1.720530778341502,1.721193507027375
41,surf_shape_042_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,44.67857090178171,0.6945329306150331,-43.98403797116668,True,0.00040638869536142457,0.0002140358944689187,-0.00019235280089250587,True,2.116572251853466,1.1147515674141761,-1.00182068443929,True,0.3852040816326531,0.5993377483443708,0.21413366671171774,True,0.5561694290976059,0.7494824016563147,0.19331297255870883,True,1.596026490066225,0.40066225165562913,-1.195364238410596,True,1,1,True,True,False,True,0.02102304995059967,0.011650051921606064,0.003024893580004573,0.8681384325027466,0.8996116518974304,0.8664734363555908,0.01004215691871677,0.005532889633841873,0.00330961556042578,0.8967552850877345,0.8967553226321946,0.8967552797301455
42,surf_shape_043_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,45,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,20.220129257050125,0.40408865763628565,-19.81604059941384,True,0.00024249800209352713,0.0002878325125033138,4.533451040978666e-05,False,0.7007589112657848,0.8317643706232477,0.13100545935746288,False,0.6271676300578035,0.5435684647302904,-0.0835991653275131,False,0.7708703374777975,0.7043010752688172,-0.0665692622089803,False,0.5825688073394495,0.29357798165137616,-0.2889908256880733,True,1,1,True,True,False,True,0.019783586263656616,0.010807578451931477,0.00293554225936532,0.8864485621452332,0.9037603735923767,0.8786932826042175,0.017506566398001,0.0042591101602404,0.002760672784974501,3.923470906204531,3.923722645382845,3.922835745459731
43,surf_shape_044_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,32,ABNORMAL: ,91.57047182402219,0.6889673908511998,-90.88150443317099,True,0.0004162539672452402,0.0003451677576065971,-7.108620963864308e-05,True,1.0700062027817183,0.8872747666131435,-0.1827314361685748,True,0.5830687830687831,0.6878306878306878,0.10476190476190472,True,0.7366310160427807,0.8150470219435737,0.078416005900793,True,0.7150635208711433,0.2631578947368421,-0.45190562613430124,True,1,1,True,True,False,True,0.023210955783724785,0.01274037640541792,0.003623632714152336,0.8634743094444275,0.9106138348579407,0.8640860319137573,0.017778706268681808,0.0069961989919023315,0.003922515067242191,0.9065446621781541,0.9065446616589384,0.9065446620808394
44,surf_shape_045_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,78,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11.290615049368746,0.5046815947610467,-10.785933454607699,True,0.000353763682425413,0.0002631043740325881,-9.065930839282488e-05,True,0.981237639139163,0.7297750663745869,-0.25146257276457606,True,0.32934131736526945,0.5518518518518518,0.22251053448658237,True,0.4954954954954955,0.711217183770883,0.21572168827538757,True,2.036363636363636,0.09545454545454546,-1.9409090909090907,True,1,1,True,True,False,True,0.0197751447558403,0.010414471849799156,0.0033611799590289593,0.9092229604721069,0.9265611171722412,0.9140668511390686,0.013972027804478536,0.0033346117388155473,0.002900908545068812,5.534621936019506,5.534832681120555,5.534144800326887
45,surf_shape_046_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,40,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.5670768194037907,0.28472881338320205,-3.2823480060205887,True,0.00023057969025119324,0.0004067592747346167,0.00017617958448342346,False,0.5467768226930598,0.9645539188557226,0.4177770961626628,False,0.5119047619047619,0.6185567010309279,0.106651939126166,True,0.6771653543307087,0.7643312101910829,0.08716585586037418,True,0.9534883720930233,0.6079734219269103,-0.345514950166113,True,1,1,True,True,False,True,0.01844347082078457,0.009866541251540184,0.003169426927343011,0.9119215607643127,0.9223816394805908,0.91746985912323,0.020488184769542676,0.0061280679612779575,0.004061457298253662,2.437524772923113,2.436848064796435,2.438268821429113
46,surf_shape_047_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,46,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,60.73885975490522,0.44578128329217764,-60.29307847161304,True,0.00043140673289178704,0.00048108724581781895,4.9680512926031915e-05,False,0.6197853940331911,0.6911594685016935,0.07137407446850241,False,0.4188034188034188,0.5575221238938053,0.13871870509038647,True,0.5903614457831325,0.7159090909090909,0.1255476451259584,True,1.3877551020408163,0.7936507936507936,-0.5941043083900227,True,1,1,True,True,False,True,0.024702006950974464,0.013223337940871716,0.003994948696345091,0.8654289245605469,0.9109451174736023,0.8828898072242737,0.0220868420907605,0.00897519895398005,0.004146169685175704,3.018316895997529,3.0202519269690935,3.01964441144977
47,surf_shape_048_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,42,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,102.09871267015913,0.27879434376212886,-101.819918326397,True,0.00033823890698597643,0.0002879457058904487,-5.0293201095527736e-05,True,0.43473186681230597,0.3700909968572361,-0.06464086995506985,True,0.5668724279835391,0.8686006825938567,0.3017282546103176,True,0.7235718975705844,0.9296803652968036,0.20610846772621927,True,0.764065335753176,0.012704174228675136,-0.7513611615245009,True,1,1,True,True,False,True,0.0235371645539999,0.012856772169470787,0.0035536433570086956,0.8527225255966187,0.9075283408164978,0.8635542988777161,0.015269427462154395,0.008354898631750925,0.0035257184603997432,5.2035735101841585,5.204064475746867,5.204389385647255
48,surf_shape_049_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,21,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,25.19233613212609,2.129254779689959,-23.063081352436132,True,0.00038475987829645383,0.00016284513747546252,-0.0002219147408209913,True,2.3425485095657588,0.9914563747451203,-1.3510921348206386,True,0.3288690476190476,0.5799256505576208,0.2510566029385732,True,0.49496080627099664,0.7341176470588235,0.2391568407878269,True,2.0407239819004523,0.07692307692307693,-1.9638009049773755,True,1,1,True,True,False,True,0.01960770972073078,0.010668903589248657,0.0029608109034597874,0.8866293430328369,0.907826840877533,0.8868159055709839,0.016834188422842393,0.003765278385306798,0.0025092640500965955,0.9059985682597207,0.9059985825339486,0.9059985630505869
49,surf_shape_050_sharp_wall_boxy_corrosion,train,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,21.540373059687624,0.6019158111545962,-20.938457248533027,True,0.000361708057690303,0.00019439111816323715,-0.00016731693952706583,True,1.8838645043958056,1.0124367419845588,-0.8714277624112468,True,0.4200278164116829,0.3107344632768362,-0.10929335313484673,False,0.5915768854064642,0.47413793103448276,-0.11743895437198149,False,1.380794701986755,0.46357615894039733,-0.9172185430463577,True,1,1,True,True,False,True,0.02014904096722603,0.011103656142950058,0.002922549843788147,0.8809701800346375,0.9004299640655518,0.8743332028388977,0.01989378298004663,0.0021392892052431453,0.0020839614872636423,2.054209940934003,2.0529375282215754,2.052558390397342
50,surf_shape_051_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,47,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,53.410907586243006,0.4843115439739748,-52.92659604226903,True,0.00036950288170815203,0.0002445240956053846,-0.00012497878610276744,True,1.0665490181887856,0.70580487190195,-0.3607441462868356,True,0.5233532934131736,0.827037773359841,0.30368447994666736,True,0.6871069182389937,0.9053318824809575,0.2182249642419638,True,0.9107551487414187,0.10297482837528604,-0.8077803203661327,True,1,1,True,True,False,True,0.02183329313993454,0.011904659681022167,0.0033965723123401403,0.8772497177124023,0.9122022390365601,0.8747606873512268,0.016513289290150265,0.00702521172758964,0.0028223588001023963,4.1401070116706356,4.139959282975852,4.140564580832174
51,surf_shape_052_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,63,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,22.836273125145798,0.3278642294065546,-22.508408895739244,True,0.0003475051983696192,0.0004110039833975589,6.349878502793973e-05,False,0.8981869969280519,1.0623105360877796,0.16412353915972766,False,0.7059602649006622,0.5867620751341681,-0.1191981897664941,False,0.827639751552795,0.7395715896279594,-0.08806816192483558,False,0.363302752293578,0.3724770642201835,0.009174311926605505,False,1,1,True,True,False,True,0.021141599863767624,0.010989195667207241,0.003631795756518841,0.9035359025001526,0.9305238127708435,0.9100703597068787,0.016777225714564213,0.005161914187476517,0.003987653051253982,2.944062857746702,2.9447094549873203,2.9433394056887447
52,surf_shape_053_sharp_wall_boxy_corrosion,val,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,23,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.097768556666476,0.44441481030985325,-6.653353746356623,True,0.00026812982636753856,0.0003023904117035463,3.426058533600773e-05,False,0.7454102543141294,0.8406558745953212,0.09524562028119177,False,0.3769363166953528,0.5238095238095238,0.146873207114171,True,0.5475,0.6875,0.14,True,1.6529680365296804,0.1004566210045662,-1.5525114155251143,True,1,1,True,True,False,True,0.018212132155895233,0.009835988283157349,0.0030529212672263384,0.9112501740455627,0.9239289164543152,0.9202408790588379,0.01780772415983156,0.0034408886535169827,0.004370001306723523,0.9211284185450743,0.921128424948343,0.9211284233549006
53,surf_shape_054_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,25,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,38.44186340731711,1.8531740348926125,-36.5886893724245,True,0.0004235215689414424,0.00033651859054782,-8.700297839362239e-05,True,1.0249410909090777,0.8143900018347273,-0.21055108907435038,True,0.33643771827706637,0.408955223880597,0.07251750560353065,True,0.5034843205574913,0.5805084745762712,0.07702415401877993,True,1.972318339100346,0.36678200692041524,-1.6055363321799307,True,1,1,True,True,False,True,0.02227361500263214,0.011896060779690742,0.0035734521225094795,0.8840609788894653,0.9139317870140076,0.8905205130577087,0.01983409875867817,0.002806209430701783,0.0031294887440178687,0.9116066647023983,0.9116066599928168,0.9116066654170748
54,surf_shape_055_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,27,ABNORMAL: ,40.24704497376418,0.9425074717801325,-39.30453750198405,True,0.0003136099082393107,0.0005987588745019337,0.00028514896626262296,False,0.453127316436988,0.8651321111603946,0.41200479472340656,False,0.5729303547963206,0.32229580573951433,-0.25063454905680627,False,0.7284878863826232,0.48747913188647746,-0.24100875449614573,False,0.7454128440366973,0.6261467889908257,-0.11926605504587162,True,1,1,True,True,False,True,0.02073628269135952,0.011473901569843292,0.0029647790361195803,0.8706892728805542,0.8983270525932312,0.8670997619628906,0.018623428461330332,0.002736896306754103,0.003271048162711332,0.8957936676985617,0.8957936751794827,0.8957936697265123
55,surf_shape_056_sharp_wall_boxy_corrosion,test,sharp_wall_boxy_corrosion,single_component,polygon_or_contour,already_pass_reference,rbc_representable_and_model_pass,True,False,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,44,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,9.304674248609109,1.141888191554268,-8.162786057054841,True,0.000455077449054399,0.0006513508100784763,0.0001962733610240773,False,0.5865009893554793,0.8394568777739054,0.2529558884184261,False,0.7565891472868217,0.35823429541595925,-0.39835485187086245,False,0.8614298323036187,0.5275,-0.3339298323036187,False,0.06751824817518248,0.5401459854014599,0.4726277372262774,False,1,3,True,True,False,True,0.01826050877571106,0.009985141456127167,0.002770437393337488,0.8959450125694275,0.904158890247345,0.8910970687866211,0.02339881619149366,0.003281980954867102,0.004316672570305331,0.9038451909007839,0.9038451855882073,0.9038451877910494
56,surf_shape_057_asymmetric_corrosion,train,asymmetric_corrosion,single_component,profile_basis,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,35.234080736851894,0.42496022569756686,-34.809120511154326,True,0.00040873484645149983,8.810994418331779e-05,-0.00032062490226818203,True,4.527722148913271,0.9760296908417803,-3.5516924580714906,True,0.27467811158798283,0.057291666666666664,-0.21738644492131617,False,0.43097643097643096,0.10837438423645321,-0.3226020467399777,False,2.640625,0.9427083333333334,-1.6979166666666665,True,1,1,True,True,False,True,0.019812561571598053,0.01097633596509695,0.002714247442781925,0.8762686252593994,0.8992246389389038,0.8659118413925171,0.0035489008643474133,0.0009551732681823698,0.0005079145629006141,0.8972984424142497,0.8974699408226325,0.8973531026010825
57,surf_shape_058_asymmetric_corrosion,train,asymmetric_corrosion,single_component,profile_basis,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,True,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,97.31025515102725,0.41922015216505587,-96.8910349988622,True,0.0007723305218956341,8.087498954189238e-05,-0.0006914555323537417,True,7.315555623895904,0.7660521859521472,-6.5495034379437564,True,0.24653739612188366,0.4028268551236749,0.15628945900179123,True,0.39555555555555555,0.5743073047858942,0.17875174923033865,True,3.056179775280899,0.5131086142322098,-2.543071161048689,True,1,1,True,True,False,True,0.024688556790351868,0.01402414683252573,0.0038727051578462124,0.8503661751747131,0.9009157419204712,0.8504340648651123,0.015711277839939166,0.0026001941976791657,0.0006507440608079945,0.8947713062572203,0.8964506220345746,0.8946508190369702
58,surf_shape_059_asymmetric_corrosion,train,asymmetric_corrosion,single_component,profile_basis,refinement_target,rbc_representable_but_model_fail,True,True,False,False,True,1.0,ridge_param_only_linear_alpha_10,False,80,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,14.114559190202458,0.24387505211446073,-13.870684138087997,True,0.0007070296726180187,0.00011974175679227844,-0.0005872879158257403,True,3.672253931110533,0.6219288300451445,-3.0503251010653885,True,0.4502923976608187,0.6,0.1497076023391813,True,0.6209677419354839,0.75,0.12903225806451613,True,1.2207792207792207,0.4,-0.8207792207792207,True,1,1,True,True,False,True,0.023099415004253387,0.01133023016154766,0.004472298081964254,0.9306166172027588,0.9443581104278564,0.9523949027061462,0.012763556286602484,0.004820111445417701,0.0008808198794402504,1.9972968691111752,1.9968486876082299,1.997652348817472
