model,sample_index,source_index,area_bin,defect_type,mse,mae,iou,dice,area_error,center_error,pred_area,true_area,pred_area_zero,pred_area_lt_true,pred_area_gt_true,pred_center_x,pred_center_y,true_center_x,true_center_y,source_true_area_pixels
overfit100_model,3,502,small,multi_defect,4106.94140625,14.251877784729004,0.8539553752535497,0.9212253829321663,0.1037344398340249,0.03634122759103775,6.578355141565908,7.339738838506406,False,True,False,-4.908570289611816,5.210671901702881,-4.94078254699707,5.19384765625,482
overfit100_model,4,225,small,polygon,2298.03173828125,7.314383029937744,0.8761904761904762,0.934010152284264,0.043568464730290454,0.03852938115596771,7.659519991221416,7.339738838506406,False,False,True,3.0272135734558105,4.697070598602295,3.0225818157196045,4.735320568084717,482
overfit100_model,5,82,small,polygon,1966.0892333984375,7.556501388549805,0.8352941176470589,0.9102564102564102,0.04184100418410042,0.07208050787448883,3.4871373319874834,3.639414071375583,False,True,False,0.3703013062477112,5.344272613525391,0.31128448247909546,5.385656356811523,239
overfit100_model,6,735,small,polygon,6134.03857421875,12.434602737426758,0.5976744186046512,0.7481804949053857,0.40232558139534885,0.0538930669426918,3.9135122022741626,6.547899793688288,False,True,False,-4.112292766571045,7.0038909912109375,-4.062288284301758,6.983790874481201,430
overfit100_model,7,351,small,polygon,2436.586669921875,6.626710891723633,0.8186666666666667,0.9002932551319648,0.0729483282674772,0.02811257541179657,5.37536890039992,5.009904725868481,False,False,True,1.24510657787323,5.052221775054932,1.2342106103897095,5.078136920928955,329
overfit100_model,8,916,small,polygon,13967.416015625,28.367368698120117,0.3865435356200528,0.5575642245480494,0.7441253263707572,1.0586436986923218,10.17208619112506,5.832199118564219,False,False,True,7.358724594116211,4.489959716796875,6.852998733520508,5.41999626159668,383
overfit100_model,9,396,small,rotated_rect,3633.283203125,8.683215141296387,0.7800829875518672,0.8764568764568764,0.21991701244813278,0.0929970070719719,5.725605400992549,7.339738838506406,False,True,False,-1.55605149269104,3.524338960647583,-1.5857295989990234,3.612473249435425,482
overfit100_model,10,907,small,polygon,2087.493896484375,6.712439060211182,0.843915343915344,0.9153515064562411,0.020289855072463767,0.08133300393819809,5.36014122646111,5.25354750888944,False,False,True,5.672538757324219,3.0064852237701416,5.5995192527771,3.042307138442993,345
overfit100_model,11,106,small,polygon,1527.3160400390625,5.660584926605225,0.9248704663212435,0.9609690444145357,0.013550135501355014,0.08158136159181595,5.695150053114929,5.619011683420879,False,False,True,-4.400477886199951,4.155727863311768,-4.478694438934326,4.178915977478027,369
overfit100_model,12,71,small,polygon,1653.5279541015625,5.467225074768066,0.7668711656441718,0.8680555555555556,0.11764705882352941,0.15639634430408478,2.055735981739346,2.3298341126379256,False,True,False,6.835845947265625,3.663299798965454,6.9903435707092285,3.6390037536621094,153
overfit100_model,13,921,small,polygon,10770.6220703125,23.98834991455078,0.4573643410852713,0.6276595744680851,0.4462809917355372,0.7606608271598816,4.081016615601072,7.370194186384026,False,True,False,-4.906247138977051,5.12739372253418,-4.353794097900391,4.604516506195068,484
overfit100_model,14,618,small,polygon,1396.1097412109375,5.198554992675781,0.8447488584474886,0.9158415841584159,0.02926829268292683,0.03448529168963432,3.0303071138231843,3.121673157456044,False,True,False,-7.74412202835083,4.2414093017578125,-7.776320934295654,4.253756999969482,205
overfit100_model,15,782,small,rotated_rect,2735.00244140625,7.6802897453308105,0.8341463414634146,0.9095744680851063,0.13861386138613863,0.036515023559331894,5.29923053070587,6.151980271279228,False,True,False,-5.117397308349609,5.227272987365723,-5.090551853179932,5.202520847320557,404
overfit100_model,16,401,small,multi_defect,4353.951171875,11.763376235961914,0.7683982683982684,0.8690330477356181,0.1431818181818182,0.20440836250782013,5.740833074931359,6.700176533076387,False,True,False,1.6832836866378784,4.260910987854004,1.867976188659668,4.173324108123779,440
overfit100_model,17,444,small,polygon,4401.53857421875,10.091140747070312,0.748314606741573,0.8560411311053985,0.19069767441860466,0.23057609796524048,5.29923053070587,6.547899793688288,False,True,False,-3.558741807937622,6.492801189422607,-3.6450860500335693,6.706600189208984,430
overfit100_model,18,659,small,polygon,1771.8011474609375,5.476647853851318,0.8689024390243902,0.9298531810766721,0.09034267912772585,0.0764601081609726,4.446480790132512,4.888083334358001,False,True,False,3.77813720703125,6.982841491699219,3.854553461074829,6.985430717468262,321
overfit100_model,19,695,small,polygon,2284.64501953125,8.328481674194336,0.8877118644067796,0.9405162738496072,0.0022471910112359553,0.04772061109542847,6.791542576709247,6.776314902770437,False,False,True,3.2510082721710205,6.5146989822387695,3.269662857055664,6.470775604248047,445
overfit100_model,20,538,small,polygon,5731.8828125,15.386855125427246,0.7092198581560284,0.8298755186721992,0.03665987780040733,0.19467857480049133,7.202689773057116,7.476787903955696,False,True,False,8.184208869934082,4.568304538726807,8.052738189697266,4.711884498596191,491
overfit100_model,21,78,small,polygon,2188.28076171875,6.74569845199585,0.8662280701754386,0.9283196239717979,0.016587677725118485,0.02332182601094246,6.532672119749478,6.426078402177808,False,False,True,7.21316385269165,5.2452263832092285,7.235466003417969,5.252047061920166,422
overfit100_model,22,170,small,rotated_rect,1989.4373779296875,7.1203694343566895,0.878099173553719,0.935093509350935,0.03811659192825112,0.024123329669237137,7.050413033669017,6.791542576709247,False,False,True,0.15742863714694977,3.465759515762329,0.1629222333431244,3.442270040512085,446
overfit100_model,23,681,small,polygon,2660.632080078125,7.09950065612793,0.7085201793721974,0.8293963254593176,0.1323529411764706,0.09791835397481918,2.695298287169365,3.106445483517234,False,True,False,-2.811089277267456,7.133481502532959,-2.853975772857666,7.045454502105713,204
overfit100_model,24,450,small,polygon,4750.59619140625,8.809343338012695,0.3413173652694611,0.5089285714285714,0.5165562913907285,0.18679115176200867,1.111620197533128,2.2993787647603057,False,True,False,-2.4027674198150635,7.062404632568359,-2.476454973220825,6.8907623291015625,151
overfit100_model,25,527,small,multi_defect,5530.8154296875,14.925827026367188,0.6640926640926641,0.7981438515081206,0.276,0.6435540914535522,5.51241796584921,7.613836969404986,False,True,False,-1.5208641290664673,4.312740802764893,-2.007437229156494,4.7339396476745605,500
overfit100_model,26,495,small,multi_defect,2912.945556640625,7.617785930633545,0.8518518518518519,0.92,0.0255863539445629,0.02023501880466938,7.324511164567596,7.1417790773018766,False,False,True,4.232545375823975,5.443415641784668,4.246659755706787,5.428915977478027,469
overfit100_model,27,398,small,polygon,3093.63037109375,8.352410316467285,0.8552123552123552,0.9219562955254943,0.078,0.11706732958555222,7.019957685791397,7.613836969404986,False,True,False,-1.2941606044769287,3.2553300857543945,-1.408341646194458,3.229495048522949,500
overfit100_model,28,799,small,polygon,1645.351318359375,7.2019853591918945,0.75,0.8571428571428571,0.05555555555555555,0.0888625979423523,2.3298341126379256,2.4668831780872154,False,True,False,6.426742076873779,6.088334560394287,6.51405143737793,6.104876518249512,162
overfit100_model,29,183,small,polygon,3749.1884765625,10.173686027526855,0.7605321507760532,0.8639798488664987,0.2157303370786517,0.0537944994866848,5.31445820464468,6.776314902770437,False,True,False,-3.642496347427368,3.692512273788452,-3.6961777210235596,3.689025402069092,445
overfit100_model,30,608,small,polygon,3227.406982421875,8.728754043579102,0.8163265306122449,0.898876404494382,0.1628440366972477,0.024981703609228134,5.5581009876656395,6.6392658373211475,False,True,False,-3.9297168254852295,5.670679569244385,-3.907841920852661,5.682744979858398,436
overfit100_model,31,803,small,polygon,1704.787353515625,5.544111728668213,0.8623853211009175,0.9261083743842364,0.09090909090909091,0.012350642122328281,4.416025442254892,4.857627986480381,False,True,False,-5.540980339050293,4.672239303588867,-5.549770832061768,4.6635637283325195,319
overfit100_model,32,571,small,rotated_rect,3368.38720703125,10.151924133300781,0.8224852071005917,0.9025974025974026,0.09876543209876543,0.03944879025220871,6.669721185198767,7.400649534261646,False,True,False,-1.7897707223892212,3.590470552444458,-1.8288978338241577,3.5854430198669434,486
overfit100_model,33,463,small,polygon,2302.98291015625,6.536263942718506,0.8736616702355461,0.9325714285714286,0.06367924528301887,0.06131545081734657,6.867680946403297,6.456533750055428,False,False,True,3.7272284030914307,4.257654666900635,3.689556121826172,4.306032180786133,424
overfit100_model,34,126,medium,rotated_rect,1930.0548095703125,6.612325191497803,0.9241706161137441,0.9605911330049262,0.04807692307692308,0.04135781154036522,9.045238319653123,9.502068537817422,False,True,False,2.9323384761810303,5.950753688812256,2.9602339267730713,5.981287479400635,624
overfit100_model,35,407,medium,rotated_rect,2730.46044921875,8.216941833496094,0.8663101604278075,0.9283667621776505,0.08941605839416059,0.05618582293391228,7.598609295466176,8.344765318467864,False,True,False,-2.7687032222747803,4.1074066162109375,-2.813978672027588,4.0741353034973145,548
overfit100_model,36,865,medium,polygon,2275.521484375,6.749212265014648,0.8976,0.9460370994940978,0.09630818619582665,0.025614578276872635,8.573180427550014,9.486840863878612,False,True,False,-5.814730644226074,5.532411098480225,-5.789743423461914,5.538045406341553,623
overfit100_model,37,612,medium,rotated_rect,2383.05126953125,7.520608425140381,0.9166666666666666,0.9565217391304348,0.005256241787122208,0.03173212334513664,11.527349171679148,11.588259867434388,False,True,False,2.3599836826324463,6.724843978881836,2.3901703357696533,6.734626293182373,761
overfit100_model,38,139,medium,rotated_rect,3461.06640625,10.58736801147461,0.8851174934725848,0.9390581717451524,0.1,0.06036356836557388,10.41572897414602,11.573032193495578,False,True,False,-5.384598731994629,3.334810256958008,-5.345014572143555,3.380382776260376,760
overfit100_model,39,293,medium,rotated_rect,3848.83203125,12.143462181091309,0.8743386243386243,0.9329569513055752,0.0589041095890411,0.034874871373176575,10.46141199596245,11.116201975331279,False,True,False,-2.153672456741333,4.878037929534912,-2.1340951919555664,4.849176406860352,730
overfit100_model,40,271,medium,rotated_rect,3141.201416015625,8.671926498413086,0.87627365356623,0.9340574088440652,0.12099125364431487,0.038280174136161804,9.182287385102413,10.44618432202364,False,True,False,-5.787519931793213,3.5832619667053223,-5.749300479888916,3.5854172706604004,686
overfit100_model,41,655,medium,rotated_rect,2589.3330078125,8.505072593688965,0.904,0.9495798319327731,0.08163265306122448,0.033302199095487595,11.298934062596999,10.44618432202364,False,False,True,1.9114439487457275,4.547224521636963,1.939581274986267,4.565038204193115,686
overfit100_model,42,377,medium,multi_defect,3728.286376953125,13.512749671936035,0.895017793594306,0.9446009389671362,0.06715063520871144,0.10998259484767914,7.827024404548325,8.390448340284294,False,True,False,-3.5415401458740234,5.563613414764404,-3.446406364440918,5.618801593780518,551
overfit100_model,43,151,medium,rotated_rect,3199.002685546875,9.689922332763672,0.8940149625935162,0.9440421329822252,0.0698856416772554,0.03360990434885025,11.146657323208899,11.984179389843447,False,True,False,7.320207595825195,3.586134672164917,7.352933883666992,3.5784785747528076,787
overfit100_model,44,620,medium,rotated_rect,7292.62890625,15.042236328125,0.7748815165876777,0.8731642189586115,0.11335012594458438,0.25374433398246765,10.72028245292222,12.090773107415117,False,True,False,-2.4621686935424805,6.044536113739014,-2.4697797298431396,5.790905952453613,794
overfit100_model,45,436,medium,rotated_rect,2644.080322265625,7.993074893951416,0.8887195121951219,0.9410815173527038,0.004830917874396135,0.036963678896427155,9.410702494184562,9.456385516000992,False,True,False,0.5420305728912354,5.376744747161865,0.5788605213165283,5.379886150360107,621
overfit100_model,46,419,medium,polygon,6026.0595703125,13.97132682800293,0.7686375321336761,0.8691860465116279,0.13043478260869565,0.06185583397746086,9.745711320838382,11.207568018964139,False,True,False,-2.3821451663970947,6.091855525970459,-2.423326015472412,6.138010501861572,736
overfit100_model,47,59,medium,rotated_rect,2785.2578125,7.670983791351318,0.8601769911504424,0.9248334919124643,0.040776699029126215,0.049970757216215134,8.162033231202145,7.842252078487135,False,False,True,2.198023557662964,5.681252479553223,2.22076416015625,5.63675594329834,515
overfit100_model,48,717,medium,rotated_rect,1782.2518310546875,6.495919227600098,0.9414965986394558,0.9698668535388928,0.023545706371191136,0.02638993412256241,10.73551012686103,10.9943805838208,False,True,False,3.8771514892578125,4.809800148010254,3.892871618270874,4.830996990203857,722
overfit100_model,49,425,medium,rotated_rect,2449.176025390625,7.737346649169922,0.9048951048951049,0.9500734214390602,0.06990881458966565,0.03599289804697037,10.72028245292222,10.019809451736961,False,False,True,2.0019843578338623,5.893165111541748,2.02394962310791,5.92167854309082,658
overfit100_model,50,214,medium,multi_defect,5318.60888671875,13.323166847229004,0.8194622279129321,0.9007741027445461,0.04,0.09235083311796188,10.59846106141174,11.04006360563723,False,True,False,-1.0847339630126953,3.309242010116577,-1.0033962726593018,3.352978229522705,725
overfit100_model,51,195,medium,rotated_rect,3443.739990234375,10.479753494262695,0.85,0.918918918918919,0.051756007393715345,0.08838480710983276,8.664546471182874,8.238171600896194,False,False,True,-1.2220593690872192,3.108945369720459,-1.3101087808609009,3.101252794265747,541
overfit100_model,52,79,medium,multi_defect,4846.92626953125,14.864412307739258,0.8330522765598651,0.9089236430542779,0.055456171735241505,0.09443126618862152,8.040211839691665,8.512269731794774,False,True,False,-1.5329488515853882,4.43392276763916,-1.6090741157531738,4.489799499511719,559
overfit100_model,53,295,medium,rotated_rect,2265.985107421875,6.195231914520264,0.9034941763727121,0.9493006993006993,0.09333333333333334,0.03260814771056175,8.283854622712624,9.136604363285983,False,True,False,4.778395652770996,6.935345649719238,4.763065814971924,6.9065656661987305,600
overfit100_model,54,664,medium,rotated_rect,2051.2783203125,7.816107749938965,0.9017013232514177,0.94831013916501,0.023575638506876228,0.04157911613583565,7.568153947588556,7.750886034854275,False,True,False,-7.3825364112854,3.315448045730591,-7.4217352867126465,3.301581859588623,509
overfit100_model,55,814,medium,polygon,2416.708740234375,8.375855445861816,0.9166666666666666,0.9565217391304348,0.05013927576601671,0.06073487177491188,11.481666149862718,10.93346988806556,False,False,True,6.952068328857422,3.6358277797698975,7.011729717254639,3.6471962928771973,718
overfit100_model,56,996,medium,polygon,1758.5040283203125,6.690279006958008,0.9412568306010929,0.9697396199859254,0.004231311706629055,0.04370362311601639,10.8421038444327,10.79642082261627,False,False,True,2.0963666439056396,6.178498268127441,2.138725996017456,6.1677422523498535,709
overfit100_model,57,772,medium,polygon,5358.27099609375,11.272916793823242,0.7504215851602024,0.8574181117533719,0.24957841483979765,0.09208419173955917,6.776314902770437,9.030010645714313,False,True,False,-4.126418590545654,7.468164443969727,-4.170897006988525,7.3875346183776855,593
overfit100_model,58,531,medium,polygon,3251.98046875,8.890835762023926,0.8744884038199181,0.9330422125181951,0.09431345353675451,0.08714816719293594,9.943671082042911,10.97915290988199,False,True,False,7.58605432510376,3.946664333343506,7.6684746742248535,3.974978446960449,721
overfit100_model,59,595,medium,rotated_rect,3280.286376953125,8.880784034729004,0.8628571428571429,0.9263803680981595,0.13714285714285715,0.0040200259536504745,9.197515059041223,10.65937175716698,False,True,False,3.3175814151763916,6.21128511428833,3.3206748962402344,6.213852405548096,700
overfit100_model,60,726,medium,rotated_rect,14614.8603515625,28.425430297851562,0.20441988950276244,0.3394495412844037,0.5704918032786885,1.3657596111297607,3.9896505719682125,9.288881102674083,False,True,False,-5.168783187866211,5.626108646392822,-5.4330668449401855,6.9660539627075195,610
overfit100_model,61,785,medium,polygon,2999.572509765625,8.230384826660156,0.8851674641148325,0.9390862944162437,0.05271828665568369,0.05154260993003845,8.755912514815734,9.243198080857653,False,True,False,-5.451911449432373,3.5545012950897217,-5.436697483062744,3.6037473678588867,607
overfit100_model,62,969,medium,polygon,3466.55810546875,8.419261932373047,0.8714859437751004,0.9313304721030042,0.02902757619738752,0.11803320050239563,10.79642082261627,10.49186734384007,False,False,True,6.8195343017578125,3.5493154525756836,6.708323955535889,3.5888640880584717,689
overfit100_model,63,332,medium,rotated_rect,3018.37841796875,11.275837898254395,0.9103139013452914,0.9530516431924883,0.03686635944700461,0.0823889970779419,9.547751559633852,9.913215734165291,False,True,False,-1.414128065109253,5.936558246612549,-1.3335107564926147,5.919564247131348,651
overfit100_model,64,769,medium,multi_defect,3859.2412109375,10.368790626525879,0.8754914809960681,0.93361285814116,0.092,0.027390697970986366,10.37004595232959,11.420755454107478,False,True,False,-5.447391033172607,5.6580491065979,-5.474773406982422,5.657373905181885,750
overfit100_model,65,100,medium,rotated_rect,2394.95849609375,7.455991268157959,0.9115646258503401,0.9537366548042705,0.06473829201101929,0.06629477441310883,10.33959060445197,11.05529127957604,False,True,False,-6.013166427612305,6.581128120422363,-5.990281581878662,6.518908500671387,726
overfit100_model,66,863,medium,rotated_rect,3154.232666015625,8.432134628295898,0.8810810810810811,0.9367816091954023,0.11382113821138211,0.018500136211514473,9.958898755981721,11.238023366841759,False,True,False,-6.0262322425842285,5.827850341796875,-6.04465389251709,5.82614803314209,738
overfit100_model,67,816,large,multi_defect,3767.45849609375,12.325428009033203,0.926458832933653,0.9618257261410789,0.0033140016570008283,0.07259568572044373,18.318891748388396,18.379802444143635,False,True,False,-0.3118460178375244,5.0074310302734375,-0.25136032700538635,5.047575950622559,1207
overfit100_model,68,928,large,multi_defect,5496.81103515625,18.006175994873047,0.9223484848484849,0.9596059113300492,0.020156046814044214,0.17455656826496124,22.948104625786627,23.420162517889736,False,True,False,-0.1774131953716278,4.6260881423950195,-0.34453821182250977,4.676478862762451,1538
overfit100_model,69,984,large,multi_defect,3636.802734375,10.560830116271973,0.9095652173913044,0.9526411657559198,0.07537248028045573,0.08142799139022827,16.06519600544452,17.374775964182177,False,True,False,-5.20872163772583,5.5633111000061035,-5.229147434234619,5.6421356201171875,1141
overfit100_model,70,286,large,rotated_rect,2127.35107421875,8.022480010986328,0.9419642857142857,0.9701149425287356,0.0045871559633027525,0.033834073692560196,13.217620978887055,13.278531674642295,False,True,False,-7.576418876647949,6.305451393127441,-7.573129177093506,6.271777629852295,872
overfit100_model,71,385,large,multi_defect,3143.369140625,13.700927734375,0.9642438452520515,0.9817964786630856,0.005385996409335727,0.05694376304745674,25.582492217200752,25.445443151751462,False,False,True,-1.1484206914901733,5.064574241638184,-1.19994056224823,5.088829040527344,1671
overfit100_model,72,559,large,multi_defect,4151.123046875,14.164011001586914,0.9424823410696267,0.9703896103896104,0.05333333333333334,0.02210286632180214,30.074656029149693,28.551888635268696,False,False,True,-2.6559760570526123,4.767011642456055,-2.6482410430908203,4.787716865539551,1875
overfit100_model,73,51,large,rotated_rect,2992.33154296875,10.711806297302246,0.9391534391534392,0.9686221009549796,0.00273224043715847,0.061448536813259125,16.76566900662978,16.71998598481335,False,False,True,0.01896403171122074,5.313535213470459,0.0793585404753685,5.3022027015686035,1098
overfit100_model,74,937,large,multi_defect,9142.89453125,20.704435348510742,0.8803956834532374,0.9363940698230512,0.13585291113381,0.10206806659698486,33.866346839913376,29.815785572189924,False,False,True,-0.9275696277618408,5.531983852386475,-0.8352280259132385,5.57546854019165,1958
overfit100_model,75,278,large,multi_defect,7501.6201171875,16.653671264648438,0.7791798107255521,0.875886524822695,0.009501187648456057,0.2597024440765381,12.943522847988476,12.821701456477996,False,False,True,3.871711254119873,6.068330764770508,3.7962377071380615,5.8198370933532715,842
overfit100_model,76,83,large,multi_defect,10078.09375,15.265084266662598,0.7641083521444695,0.8662827895073576,0.2319004524886878,0.8592807650566101,10.33959060445197,13.461263761908015,False,True,False,2.552934408187866,4.7888312339782715,1.7193431854248047,4.997371673583984,884
overfit100_model,77,569,large,multi_defect,7025.958984375,16.39430046081543,0.7695810564663024,0.8697889861039629,0.17215428033866415,0.19078832864761353,13.400353066152775,16.187017396955,False,True,False,3.897841691970825,6.217975616455078,3.821246385574341,6.39271354675293,1063
overfit100_model,78,505,large,multi_defect,3730.474853515625,11.500221252441406,0.8890063424947146,0.9412423055400112,0.06113033448673587,0.04491390287876129,14.009460023705174,13.202393304948245,False,False,True,1.8062595129013062,4.778546333312988,1.8472118377685547,4.796989917755127,867
overfit100_model,79,410,large,multi_defect,2890.49951171875,11.979593276977539,0.9709618874773139,0.9852670349907919,0.011111111111111112,0.04289064556360245,24.942929911770733,24.668831780872154,False,False,True,4.274578094482422,4.595157623291016,4.317234039306641,4.59963846206665,1620
overfit100_model,80,338,large,multi_defect,6768.38720703125,18.55727195739746,0.909704203425013,0.9527173913043478,0.06393718452047112,0.0500936359167099,28.886897461922516,27.15094263289818,False,False,True,-3.391800880432129,4.824150562286377,-3.3583085536956787,4.861401557922363,1783
overfit100_model,81,420,large,multi_defect,5341.97802734375,14.91110897064209,0.9025830258302583,0.9487975174553918,0.07035928143712575,0.4324497580528259,18.912771032001984,20.34417238225012,False,True,False,3.3525116443634033,3.630995750427246,2.9226596355438232,3.6783249378204346,1336
overfit100_model,82,409,large,rotated_rect,2334.007080078125,8.464847564697266,0.933993399339934,0.9658703071672355,0.03002309468822171,0.07249601930379868,13.583085153418494,13.187165631009435,False,False,True,0.21108907461166382,4.293948173522949,0.26756182312965393,4.2484893798828125,866
overfit100_model,83,417,large,multi_defect,5068.0,14.301776885986328,0.9409534127843987,0.9695785654479486,0.03811149032992037,0.061787039041519165,27.790504938328198,26.77025078442793,False,False,True,4.9787983894348145,5.141164779663086,4.9208502769470215,5.162604331970215,1758
overfit100_model,84,674,large,multi_defect,5046.5654296875,15.836311340332031,0.8747178329571106,0.9331727874774233,0.08860759493670886,0.35671451687812805,12.060317759537497,13.232848652825865,False,True,False,0.8563651442527771,4.719926834106445,1.1712476015090942,4.887540340423584,869
overfit100_model,85,221,large,multi_defect,6154.58642578125,16.811368942260742,0.8942245295262816,0.9441589585474478,0.016983695652173912,0.1460026651620865,22.03444418945803,22.415136037928278,False,True,False,-2.361062526702881,4.987818717956543,-2.502901792526245,4.953200817108154,1472
overfit100_model,86,145,large,multi_defect,4701.20703125,15.46701717376709,0.8814317673378076,0.9369797859690844,0.09513023782559456,0.08622275292873383,12.166911477109167,13.446036087969205,False,True,False,2.0978169441223145,5.374016284942627,2.182173728942871,5.391857147216797,883
overfit100_model,87,281,large,multi_defect,3196.313232421875,11.429158210754395,0.9574468085106383,0.9782608695652174,0.025252525252525252,0.01508129108697176,23.511528561522596,24.120635519074995,False,True,False,-0.6103379726409912,4.403098106384277,-0.6032053828239441,4.416386127471924,1584
overfit100_model,88,231,large,multi_defect,3332.741455078125,9.590988159179688,0.8925518925518926,0.9432258064516129,0.09348093480934809,0.09174610674381256,11.222795692902949,12.380098912252507,False,True,False,-1.0024001598358154,4.037799835205078,-1.0831835269927979,3.994309663772583,813
overfit100_model,89,694,large,rotated_rect,2271.708984375,7.356894493103027,0.9336099585062241,0.9656652360515021,0.006458557588805167,0.05048387125134468,14.237875132787323,14.146509089154463,False,False,True,4.904818058013916,4.879922389984131,4.944935321807861,4.910569190979004,929
overfit100_model,90,797,large,rotated_rect,2562.14013671875,7.966063976287842,0.9275521405049396,0.9624145785876993,0.03798882681564246,0.041737861931324005,13.111027261315385,13.628768175234924,False,True,False,4.1560587882995605,5.799574851989746,4.174868583679199,5.76231575012207,895
overfit100_model,91,834,large,multi_defect,4794.671875,15.506245613098145,0.9361004915346806,0.9669957686882934,0.023968784838350056,0.06499737501144409,26.66365706685626,27.31844704622509,False,True,False,0.3816196918487549,4.668155193328857,0.31688541173934937,4.673997402191162,1794
overfit100_model,92,901,large,rotated_rect,2720.242919921875,8.251289367675781,0.9313632030505243,0.9644619940769991,0.04251207729468599,0.054176636040210724,15.090624873360682,15.76064252666832,False,True,False,4.291005611419678,5.633835315704346,4.329837322235107,5.596056938171387,1035
overfit100_model,93,793,large,multi_defect,2834.83740234375,10.272252082824707,0.9511002444987775,0.974937343358396,0.019851116625310174,0.04352158308029175,18.044793617489816,18.410257792021255,False,True,False,0.07346861064434052,5.071559429168701,0.11602677404880524,5.0806660652160645,1209
overfit100_model,94,743,large,polygon,3932.4384765625,10.370187759399414,0.8914728682170543,0.9426229508196722,0.06349206349206349,0.03609149903059006,12.578058673457036,13.430808414030395,False,True,False,-3.290301561355591,5.470199108123779,-3.261887550354004,5.492453098297119,882
overfit100_model,95,112,large,multi_defect,4427.33984375,15.381898880004883,0.9481018740989908,0.9733596447952639,0.005937654626422563,0.09741247445344925,30.95786111760067,30.775129030334952,False,False,True,1.6084234714508057,6.01007604598999,1.5117523670196533,5.998080730438232,2021
overfit100_model,96,998,large,polygon,2703.40771484375,8.496865272521973,0.9256900212314225,0.9614112458654906,0.07226354941551541,0.012019173242151737,13.293759348581105,14.329241176420183,False,True,False,-5.615448474884033,3.301861524581909,-5.603762626647949,3.3046724796295166,941
overfit100_model,97,50,large,rotated_rect,2353.95458984375,7.791783809661865,0.9371671991480298,0.9675645959318306,0.0011001100110011,0.015373975969851017,13.857183284317074,13.841955610378264,False,False,True,4.430835723876953,4.854700565338135,4.434632301330566,4.869598388671875,909
overfit100_model,98,262,large,multi_defect,4779.73974609375,14.146065711975098,0.8882783882783882,0.9408341416100873,0.037549407114624504,0.1246480792760849,15.98905763575047,15.410406026075691,False,False,True,-1.7773150205612183,3.525541305541992,-1.6690170764923096,3.5872559547424316,1012
overfit100_model,99,492,large,polygon,2513.515869140625,9.10721206665039,0.941473259334006,0.9698544698544699,0.030706243602865915,0.025596968829631805,14.420607220053043,14.877437438217342,False,True,False,-3.870487689971924,6.04343318939209,-3.891592025756836,6.057918071746826,977
