candidate,candidate_role,selected_candidate,valid_for_multiseed,seed,split,sample_count,total_error_mean,total_error_median,total_error_p90,total_error_p95,total_error_max,burial_depth_error_mean_mm,burial_depth_error_median_mm,burial_depth_error_p90_mm,burial_depth_error_p95_mm,burial_depth_error_max_mm,center_xyz_error_mean_mm,center_xyz_error_median_mm,center_xyz_error_p90_mm,center_xyz_error_p95_mm,center_xyz_error_max_mm,dimension_outlier_count,catastrophic_failure_count,catastrophic_failure_rate,geometry_branch_failure_count,geometry_branch_failure_rate,shape_error_rate
T3_shape_specific_heads,official_candidate,False,True,42,train,160,0.0484321191906929,0.04501262307167053,0.07595532387495041,0.09254205971956253,0.15636685490608215,0.0671304315328598,0.0540776252746582,0.12980075180530548,0.15740829706192017,0.3308054804801941,0.5138052105903625,0.43715450167655945,0.9824852347373962,1.099433183670044,1.633652687072754,0,0,0.0,0,0.0,0.0
T3_shape_specific_heads,official_candidate,False,True,42,val,40,0.21276012063026428,0.05022096633911133,0.6003537774085999,0.6899296045303345,0.7923327088356018,0.18054251372814178,0.0944586917757988,0.5047807097434998,0.6804991960525513,1.1360347270965576,1.679762601852417,0.449270099401474,4.043869495391846,6.014862537384033,9.379812240600586,9,0,0.0,0,0.0,0.0
T3_shape_specific_heads,official_candidate,False,True,42,test,40,0.34409382939338684,0.3669002652168274,0.729049801826477,0.7380141019821167,0.7751302123069763,0.46688026189804077,0.24986675381660461,1.269293189048767,1.4364616870880127,1.6404178142547607,2.5169215202331543,1.663108468055725,5.732598781585693,6.934882640838623,8.526285171508789,12,5,0.125,1,0.025,0.05
T3_shape_specific_heads,official_candidate,True,True,123,train,160,0.03528169170022011,0.029044948518276215,0.0636119470000267,0.0728183314204216,0.11825218051671982,0.054164089262485504,0.03872191905975342,0.12751492857933044,0.15284207463264465,0.2648843824863434,0.35548099875450134,0.2887474298477173,0.710296094417572,0.845559298992157,1.4439404010772705,0,0,0.0,0,0.0,0.0
T3_shape_specific_heads,official_candidate,True,True,123,val,40,0.22167949378490448,0.030903343111276627,0.6657268404960632,0.7479559779167175,0.8938193321228027,0.23760847747325897,0.05362008512020111,0.6032418012619019,1.0156829357147217,1.7847262620925903,1.509386658668518,0.4443173408508301,5.037832736968994,5.482656002044678,8.188969612121582,10,1,0.025,0,0.0,0.0
T3_shape_specific_heads,official_candidate,True,True,123,test,40,0.35737109184265137,0.33843377232551575,0.7370818257331848,0.7507656216621399,0.8786140084266663,0.4569946229457855,0.168140709400177,1.3158866167068481,1.6901942491531372,1.8482633829116821,2.414738416671753,1.443286657333374,5.368800640106201,5.998929500579834,10.468412399291992,13,5,0.125,1,0.025,0.05
T3_shape_specific_heads,official_candidate,False,True,2026,train,160,0.03828182816505432,0.031751081347465515,0.06709255278110504,0.08665218949317932,0.11310694366693497,0.047825176268815994,0.03159244358539581,0.10839778184890747,0.16183078289031982,0.2750668227672577,0.4850831925868988,0.41958820819854736,0.8747574687004089,1.2524293661117554,2.2186927795410156,0,0,0.0,0,0.0,0.0
T3_shape_specific_heads,official_candidate,False,True,2026,val,40,0.21423108875751495,0.0439901165664196,0.6367157697677612,0.7248797416687012,0.9305850267410278,0.22094611823558807,0.07383079826831818,0.6856721043586731,0.8237605690956116,1.4092230796813965,1.6752588748931885,0.5772044658660889,4.638165473937988,6.342477321624756,9.036225318908691,8,1,0.025,1,0.025,0.025
T3_shape_specific_heads,official_candidate,False,True,2026,test,40,0.3419007658958435,0.2829725742340088,0.7508057951927185,0.8320963382720947,0.8344205021858215,0.39134976267814636,0.1425485908985138,1.0019029378890991,1.448506474494934,2.0098624229431152,2.646846055984497,1.7399705648422241,5.706880569458008,9.377891540527344,10.238409042358398,14,3,0.075,1,0.025,0.025
