seed,group,split,sample_count,iou_mean,dice_mean,area_error_mean,center_error_mean,pred_area_mean,true_area_mean,pred_area_zero_sum,total_loss_mean,pred_connected_component_count_mean,predicted_component_count_correct_rate,predicted_component_count_is_1_rate,predicted_component_count_is_2_rate,missed_component_rate,merged_component_rate,split_component_rate,component_recall_mean
all,pred_connected_component_count=1,train,1205,0.7108971020974977,0.8285959414965288,0.15668701308071387,2.2937280096601773,385.15933609958506,402.67634854771785,0,0.23806094636684633,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,train,481,0.6545370192005746,0.7892784042770231,0.13023721684566728,3.5617749364346474,675.4345114345115,713.1975051975052,0,0.3330119239193486,2.0,0.997920997920998,0.0,1.0,0.0,0.0,0.002079002079002079,1.0
all,pred_connected_component_count=1,val,297,0.6695252231450206,0.7992480235537248,0.2100848388445313,2.671945461306779,345.12794612794613,343.4141414141414,0,0.27450077248241767,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,val,120,0.6111670260358184,0.7561516597076782,0.1283996531121014,4.407381451555646,675.0833333333334,721.225,0,0.39271042607724665,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=1,test,297,0.6601348228163123,0.7926426883342018,0.23728807413929587,2.476632821290941,363.8989898989899,372.6060606060606,0,0.28527351659456085,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,test,120,0.6088015076736539,0.754976445814187,0.15073180925159477,3.9133391504414297,675.5,708.875,0,0.39013058121005695,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=1,all,1799,0.6956865156631467,0.8178152589961264,0.17880911946551245,2.3863646478999647,375.04057809894385,387.92829349638686,0,0.25187126416226374,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
all,pred_connected_component_count=2,all,721,0.639706699418326,0.7780558739526657,0.13334240885771081,3.761026652794334,675.3869625520111,713.8141470180306,0,0.35245444698985173,2.0,0.9986130374479889,0.0,1.0,0.0,0.0,0.0013869625520110957,1.0
