candidate,split,rows,mse,mae,rmse,nrmse,correlation,gradient_mse,amplitude_error,peak_index_error,peak_amplitude_error,line0_mse,line1_mse,line2_mse,line0_corr,line1_corr,line2_corr
PPF1_profile_station_mlp,train,64,1.067289812084482e-08,7.486336107831448e-05,0.00010330971939195663,0.31414683433393653,0.9493788244281074,3.2233022917438348e-09,0.00010761195881059393,30.786458333333332,0.00010761195881059393,1.0618907531068089e-08,1.0359637592216586e-08,1.1040146574714527e-08,0.9499142634480561,0.9509550291000528,0.9472476895226294
PPF1_profile_station_mlp,val,16,2.256394182609256e-08,0.00010256456153001636,0.00015021298820705405,0.43963426163492914,0.8989498058959451,4.5263370829218275e-09,0.00023751262051519006,23.791666666666668,0.00023751262051519006,2.1110651005074033e-08,2.226861184340123e-08,2.4312567958872933e-08,0.9034637642702686,0.8996593666532217,0.8940261243211319
PPF1_profile_station_mlp,test,16,1.398766080740188e-08,9.024643077282235e-05,0.00011826944156206151,0.3758493006656822,0.927385126051318,2.7736117846899333e-09,0.00013370289525482804,32.291666666666664,0.00013370289525482804,1.4188477059917659e-08,1.4257853564458856e-08,1.3516655350542806e-08,0.9268503012891108,0.9267673719517465,0.928612092580566
PPF2_profile_raster_sequence,train,64,1.1821302159376046e-08,7.873149297665805e-05,0.00010872581183590236,0.3306162266209315,0.9437670354516605,3.3489884199155995e-09,0.00010768044739961624,32.713541666666664,0.00010768044739961624,1.1683171763365863e-08,1.154341067177711e-08,1.2237324042985165e-08,0.9447401179820127,0.9452018792083292,0.9413465739434368
PPF2_profile_raster_sequence,val,16,2.354658867886883e-08,0.00010388764349045232,0.0001534489774448459,0.44910515863389044,0.8939607783521334,4.523099228492811e-09,0.00024762749671936035,24.708333333333332,0.00024762749671936035,2.1941978900485992e-08,2.284700428845099e-08,2.5850784624026346e-08,0.8991017418921573,0.8966467262172927,0.8865960947705861
PPF2_profile_raster_sequence,test,16,1.4448001905975616e-08,9.326434519607574e-05,0.00012019984153889562,0.38198393250054563,0.9250210705923168,2.736106452516651e-09,0.00012739615340251476,35.625,0.00012739615340251476,1.4482291810224979e-08,1.4773551271218821e-08,1.4088163524661468e-08,0.9253642449549213,0.9242892161975709,0.9254747896141335
