sample_id,split,shape_type,topology_type,representation_target,diagnosis,target_role,suitable_for_six_param_refinement,include_in_success_gate,include_in_rbc_control_gate,include_as_negative_control,exclude_reason,failure_reason,oracle_profile_depth_rmse_m,oracle_projected_mask_Dice,baseline_profile_depth_rmse_m,baseline_projected_mask_Dice,baseline_minus_oracle_rmse_m,true_component_count,pred_component_count,component_recall_proxy,merge_component_proxy
surf_shape_087_elongated_crack_like_surface_defect,test,elongated_crack_like_surface_defect,elongated,polygon_or_contour,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.00018131998524445407,0.9101620029455081,0.00048282635060576697,0.5347150259067357,0.0003015063653613129,1,1,1.0,False
surf_shape_088_elongated_crack_like_surface_defect,test,elongated_crack_like_surface_defect,elongated,polygon_or_contour,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.00017384999982752357,0.9295302013422819,0.0005270110837587416,0.45861297539149887,0.000353161083931218,1,1,1.0,False
surf_shape_089_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00010473781612652095,0.5411140583554377,0.0007190033352373023,0.2838468720821662,0.0006142655191107814,2,1,0.5,True
surf_shape_090_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00014320019851413486,0.13615023474178403,0.000638666064341899,0.31433823529411764,0.0004954658658277641,2,1,0.5,True
surf_shape_091_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00024637508870478073,0.31314623338257014,0.0005366381578392448,0.3351449275362319,0.00029026306913446407,2,1,0.5,True
surf_shape_092_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00021429814727781372,0.6780341023069207,0.0005239989182161458,0.4142857142857143,0.0003097007709383321,2,1,0.5,True
surf_shape_093_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.0002611208882898488,0.22950819672131148,0.000668593866888798,0.2701722574796011,0.00040747297859894925,2,1,0.5,True
surf_shape_094_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00031453355238874226,0.1552346570397112,0.0009329063664854251,0.2935361216730038,0.0006183728140966828,2,1,0.5,True
surf_shape_095_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_profile_rmse_high|oracle_mask_dice_low|oracle_component_merge,0.00043549148762688373,0.515802781289507,0.0009946831784575481,0.40331491712707185,0.0005591916908306644,2,1,0.5,True
surf_shape_096_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_profile_rmse_high|oracle_mask_dice_low|oracle_component_merge,0.0004792836918320716,0.5603960396039604,0.0009100359948061725,0.4330413016270338,0.00043075230297410084,2,1,0.5,True
surf_shape_097_multi_pit_two_component_surface_defect,train,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00012117039020757238,0.04,0.0006267022046808711,0.2401921537229784,0.0005055318144732987,2,1,0.5,True
surf_shape_098_multi_pit_two_component_surface_defect,val,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00013671729638493877,0.29411764705882354,0.00053525777738438,0.3381818181818182,0.0003985404809994412,2,1,0.5,True
surf_shape_099_multi_pit_two_component_surface_defect,val,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00018942162897375074,0.655,0.0004489223073523813,0.4397163120567376,0.0002595006783786306,2,1,0.5,True
surf_shape_100_multi_pit_two_component_surface_defect,val,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low|oracle_component_merge,0.00027740732194846644,0.3235294117647059,0.0005774448699270614,0.29771689497716897,0.0003000375479785949,2,1,0.5,True
surf_shape_101_multi_pit_two_component_surface_defect,test,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low,0.0002882259746540032,0.0,0.0008158570744414307,0.2590068159688413,0.0005276310997874274,2,1,0.5,True
surf_shape_102_multi_pit_two_component_surface_defect,test,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_mask_dice_low,0.0002935543287024792,0.3981042654028436,0.000741084078866831,0.3968565815324165,0.00044752975016435176,2,1,0.5,True
surf_shape_103_multi_pit_two_component_surface_defect,test,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_profile_rmse_high|oracle_mask_dice_low|oracle_component_merge,0.00041928403654837383,0.5581395348837209,0.0009933395655799119,0.35537190082644626,0.000574055529031538,2,1,0.5,True
surf_shape_104_multi_pit_two_component_surface_defect,test,multi_pit_two_component_surface_defect,multi_component,component_set,rbc_not_representable,excluded_negative_control,False,False,False,True,multi-pit/component-set is not a six-parameter RBC refinement success target,oracle_profile_rmse_high|oracle_mask_dice_low,0.0005753974697702433,0.0903387703889586,0.0008306799499026201,0.2729124236252546,0.0002552824801323768,2,1,0.5,True
surf_shape_105_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,5.1390495106483956e-05,0.8868360277136259,0.00045270467245795223,0.4092219020172911,0.00040131417735146826,1,1,1.0,False
surf_shape_106_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,5.165132541873815e-05,0.9081803005008348,0.00038847830386078104,0.5909090909090909,0.0003368269784420429,1,1,1.0,False
surf_shape_107_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,9.678356414083195e-05,0.9008168028004667,0.0005487285090458173,0.643764002987304,0.00045194494490498533,1,1,1.0,False
surf_shape_108_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high,0.00011064042216033262,0.8966756513926325,0.0006208454758160675,0.7349152542372881,0.0005102050536557349,1,1,1.0,False
surf_shape_109_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.0001023507992018187,0.9035294117647059,0.0004199086034928456,0.5011820330969267,0.0003175578042910269,1,1,1.0,False
surf_shape_110_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high|baseline_mask_dice_low,0.00012369167771343682,0.8950819672131147,0.000615686954828821,0.4054421768707483,0.0004919952771153842,1,1,1.0,False
surf_shape_111_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.0001970247849288607,0.8912037037037037,0.00036246445657286855,0.5788043478260869,0.00016543967164400785,1,1,1.0,False
surf_shape_112_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,0.00022249663571097632,0.8911627906976745,0.0002053691511042363,0.8258859784283513,-1.7127484606740018e-05,1,1,1.0,False
surf_shape_113_irregular_corrosion_non_rbc,train,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,4.63571982025964e-05,0.8915094339622641,0.00041683517913459215,0.46120218579234973,0.00037047798093199576,1,1,1.0,False
surf_shape_114_irregular_corrosion_non_rbc,val,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high|baseline_mask_dice_low,5.443262785124486e-05,0.8996655518394648,0.0006373649960003856,0.48103309120258275,0.0005829323681491408,1,1,1.0,False
surf_shape_115_irregular_corrosion_non_rbc,val,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_profile_rmse_high|baseline_mask_dice_low,9.669556029499395e-05,0.8927335640138409,0.0006501253901980553,0.66,0.0005534298299030613,1,1,1.0,False
surf_shape_116_irregular_corrosion_non_rbc,val,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,0.00010668304384721382,0.8972477064220183,0.0004782674550712379,0.8135338345864662,0.00037158441122402407,1,1,1.0,False
surf_shape_117_irregular_corrosion_non_rbc,val,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.0001007379024740551,0.9070294784580499,0.0005741548360815205,0.37532580364900087,0.0004734169336074654,1,1,1.0,False
surf_shape_118_irregular_corrosion_non_rbc,test,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_but_model_fail,refinement_target,True,True,False,False,,baseline_mask_dice_low,0.00012060856879987505,0.9006622516556292,0.0005278475956902414,0.4743892828999212,0.00040723902689036634,1,1,1.0,False
surf_shape_119_irregular_corrosion_non_rbc,test,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,0.00019738841548599164,0.9014084507042254,0.00019330905531576576,0.7693693693693694,-4.079360170225878e-06,1,1,1.0,False
surf_shape_120_irregular_corrosion_non_rbc,test,irregular_corrosion_non_rbc,irregular,depth_grid,rbc_representable_and_model_pass,already_pass_reference,True,False,False,False,,oracle_and_model_pass,0.00021545939256345208,0.8931860036832413,0.00019301522410602982,0.8404423380726699,-2.2444168457422264e-05,1,1,1.0,False
