split,presence_accuracy,type_accuracy_present,continuous_mae_mean,center_mae,axis_mae,rotation_mae,depth_mae,param_mask_iou,param_mask_dice,encoder_type,head_mode,component_matching_mode,lambda_raster_bce,lambda_raster_dice,raster_softness_cells,raster_target_source
train,1.0,1.0,0.04704829677939415,0.002322040032595396,7.010981789790094e-05,0.2775013744831085,4.329281637183158e-06,0.5899865376789485,0.735907652303706,mlp,shared,fixed,0.5,1.0,1.0,masks
