sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,2.1735799312591553,0.2952858805656433,56034.234375,207.8215789794922,21,20,0.7083333134651184,-6.831502437591553,4.0852131843566895,-6.76923131942749,3.9473681449890137,1.0,1.0,3.0,three,5.0
1,2.1797168254852295,0.08973938971757889,54952.90625,209.4872283935547,19,20,0.949999988079071,3.3805670738220215,4.515235424041748,3.461538791656494,4.473683834075928,1.0,1.0,3.0,three,5.0
2,2.1851346492767334,0.26020389795303345,40168.80859375,162.04612731933594,23,21,0.7599999904632568,-7.7090301513671875,6.018306732177734,-7.673993110656738,6.140351295471191,1.0,1.0,3.0,three,5.0
3,2.1003732681274414,0.4582849144935608,59215.94140625,219.3085174560547,30,23,0.6060606241226196,-6.871795177459717,7.877192497253418,-6.705685615539551,7.6659040451049805,1.0,1.0,3.0,three,5.0
4,2.1312036514282227,0.1510300636291504,29641.359375,131.83013916015625,13,12,0.9230769276618958,-2.751479148864746,3.8056681156158447,-2.8205127716064453,3.7719297409057617,1.0,1.0,3.0,three,5.0
5,2.1846261024475098,0.053186990320682526,54170.4765625,211.29339599609375,62,62,1.0,1.6253101825714111,3.9473683834075928,1.6253101825714111,3.9473683834075928,1.0,1.0,3.0,three,5.0
6,2.2208728790283203,0.0679687038064003,71218.8984375,247.73777770996094,61,61,1.0,5.769230842590332,3.5461606979370117,5.769230842590332,3.5461606979370117,1.0,1.0,3.0,three,5.0
7,2.369079351425171,0.055130138993263245,45393.4453125,194.5242156982422,54,54,1.0,0.38461536169052124,4.610136032104492,0.38461536169052124,4.610136032104492,1.0,1.0,3.0,three,5.0
8,2.211770534515381,0.0729203075170517,66293.6875,235.49684143066406,57,56,0.9824561476707458,4.75708532333374,5.789473533630371,4.766483783721924,5.742481708526611,1.0,1.0,3.0,three,5.0
9,2.3004486560821533,0.08155849575996399,39426.8984375,173.31423950195312,19,19,1.0,2.4089066982269287,5.4016618728637695,2.4089066982269287,5.4016618728637695,1.0,1.0,3.0,three,5.0
10,2.2430057525634766,0.23035624623298645,43035.13671875,172.80093383789062,20,21,0.8636363744735718,-4.57692289352417,6.3684210777282715,-4.450549125671387,6.4912285804748535,1.0,1.0,3.0,three,5.0
11,2.3968849182128906,0.16580525040626526,49158.80859375,193.03085327148438,17,19,0.8947368264198303,7.624434471130371,4.14860725402832,7.550607681274414,4.1274237632751465,1.0,1.0,3.0,three,5.0
12,2.285342216491699,0.10358817875385284,61413.37890625,227.00555419921875,29,30,0.9666666388511658,4.177718639373779,6.098003387451172,4.230769157409668,6.05263090133667,1.0,1.0,3.0,three,5.0
13,2.267071485519409,0.059072304517030716,55696.69921875,211.5609588623047,37,37,1.0,2.692307710647583,5.789473056793213,2.692307710647583,5.789473056793213,1.0,1.0,3.0,three,5.0
14,2.1974005699157715,0.07676525413990021,54043.31640625,205.7458038330078,23,24,0.9583333134651184,2.9933109283447266,3.9816935062408447,3.076923131942749,3.9473683834075928,1.0,1.0,3.0,three,5.0
15,2.1532790660858154,0.23038557171821594,55677.98828125,215.9510498046875,17,18,0.8421052694320679,5.40723991394043,5.015479564666748,5.384615421295166,5.029239654541016,1.0,1.0,3.0,three,5.0
16,2.185431480407715,0.08808156102895737,42689.78125,177.1607666015625,39,38,0.9743589758872986,-2.278106451034546,6.099865436553955,-2.307692289352417,6.1495842933654785,1.0,1.0,3.0,three,5.0
17,2.09755277633667,0.12434057146310806,63184.37890625,227.42723083496094,33,34,0.9142857193946838,2.2027971744537354,5.518341541290283,2.2624433040618896,5.603715419769287,1.0,1.0,3.0,three,5.0
18,2.2325942516326904,0.07579809427261353,44906.62890625,184.1381072998047,43,43,1.0,-1.6547404527664185,5.679315090179443,-1.6547404527664185,5.679315090179443,1.0,1.0,3.0,three,5.0
19,2.458390235900879,0.0837770327925682,35600.66015625,165.4744873046875,36,36,1.0,-1.88034188747406,5.511695861816406,-1.88034188747406,5.511695861816406,1.0,1.0,3.0,three,5.0
