sample_index,loss_phi_final,loss_mu_final,mu_mse_final,mu_mae_final,defect_area_pred,defect_area_label,defect_iou,pred_centroid_x,pred_centroid_y,label_centroid_x,label_centroid_y,lambda_area_prior,lambda_mask_prior,lambda_mask_bce_prior,center_mode,test_radius
0,0.8720291256904602,0.9411145448684692,331502.5625,358.2430114746094,75,8,0.1066666692495346,-2.3684210777282715,6.622221946716309,3.75,7.361111164093018,1.0,1.0,0.0,three,5.0
1,1.435921549797058,0.9304488897323608,241685.6875,295.5116882324219,54,5,0.09259258955717087,0.4093567430973053,6.790123462677002,-3.0,6.888888359069824,1.0,1.0,0.0,three,5.0
2,1.2975025177001953,0.9425846934318542,287010.125,313.64739990234375,63,5,0.0793650820851326,-1.0902255773544312,6.613757133483887,-0.7894737124443054,3.777777910232544,1.0,1.0,0.0,three,5.0
