sample_index,signal_normalization,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,14970.05859375,15.001498222351074
1,per_sample_zscore,concat,mlp,none,direct,0.875,8,7,1719.6512451171875,3.2417423725128174
2,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,46.66233444213867,0.6935791373252869
3,per_sample_zscore,concat,mlp,none,direct,0.75,3,4,1265.8704833984375,3.3246684074401855
4,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,72.2809066772461,0.968411386013031
5,per_sample_zscore,concat,mlp,none,direct,0.8571428571428571,7,6,1587.671630859375,4.891077995300293
6,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,27.363388061523438,0.4252528250217438
7,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,1098.7078857421875,2.468430757522583
8,per_sample_zscore,concat,mlp,none,direct,1.0,5,5,24950.025390625,24.97762107849121
9,per_sample_zscore,concat,mlp,none,direct,0.8333333333333334,10,12,9999.92578125,10.526833534240723
10,per_sample_zscore,concat,mlp,none,direct,1.0,10,10,89.24822998046875,0.698241114616394
11,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,1.7864309549331665,0.13514553010463715
12,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,0.0012663693632930517,0.004632951691746712
13,per_sample_zscore,concat,mlp,none,direct,0.8888888888888888,8,9,2704.079345703125,3.803281545639038
14,per_sample_zscore,concat,mlp,none,direct,0.875,7,8,2349.19140625,4.164751052856445
15,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,22.682607650756836,0.45614200830459595
16,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,29.7537899017334,0.39227771759033203
17,per_sample_zscore,concat,mlp,none,direct,1.0,3,3,159.2209014892578,1.1588995456695557
18,per_sample_zscore,concat,mlp,none,direct,1.0,6,6,0.031082676723599434,0.022973379120230675
19,per_sample_zscore,concat,mlp,none,direct,1.0,4,4,50.84357452392578,0.5701960921287537
20,per_sample_zscore,concat,mlp,none,direct,0.8571428571428571,7,6,2923.01220703125,3.835188865661621
21,per_sample_zscore,concat,mlp,none,direct,1.0,8,8,2321.638427734375,3.571653366088867
22,per_sample_zscore,concat,mlp,none,direct,1.0,11,11,1.357839584350586,0.16485898196697235
23,per_sample_zscore,concat,mlp,none,direct,1.0,12,12,79.33157348632812,0.6740627288818359
