sample_index,signal_normalization,signal_feature_mode,conditioning_mode,encoder_type,point_signal_mode,mask_head_mode,mask_source,defect_iou,defect_area_pred,defect_area_label,mu_mse,mu_mae
0,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9370958259847149,1670,1625,12214.853515625,61.8489875793457
1,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.980385288966725,2837,2817,10248.248046875,63.12641906738281
2,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9520879120879121,2236,2205,12215.025390625,63.53036880493164
3,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9325955734406438,1935,1907,14179.6259765625,69.03929901123047
4,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.964873765093304,3597,3563,13940.9619140625,71.6425552368164
5,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9617631439192778,1876,1818,6126.11669921875,34.473045349121094
6,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9646278555637435,1350,1316,4521.67626953125,33.88104248046875
7,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.961482203803023,2022,2001,7467.26416015625,47.897369384765625
8,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.972691340280273,2758,2732,10403.453125,62.28584289550781
9,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.9422843256379101,1611,1586,6828.5791015625,40.01755142211914
10,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.10330024148108398,2955,1157,98542.5625,228.33297729492188
11,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.20739856801909307,2955,2104,97022.765625,226.8116455078125
12,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.18176914778856526,2955,1427,93199.0390625,222.98410034179688
13,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.3207939072236326,2955,2768,97182.1796875,226.97125244140625
14,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7299789251844047,2955,3612,73644.390625,203.40988159179688
15,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.24161823871256147,2955,2600,105816.6953125,235.61439514160156
16,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5517241379310345,2955,2670,78346.53125,208.1167449951172
17,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5312592592592592,2955,2213,77229.75,206.99884033203125
18,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5700127877237852,2955,1956,76089.6796875,205.85760498046875
19,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.42401444477881434,2955,1777,80543.2265625,210.3156280517578
20,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.26390465380249717,2955,1499,90774.09375,220.55674743652344
21,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.18637220576353353,2955,1450,93962.953125,223.74879455566406
22,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.41790239956861686,2955,2304,82672.8671875,212.44737243652344
23,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5489838457529963,2955,2990,79287.6015625,209.05874633789062
24,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4444444444444444,2955,2219,82350.1015625,212.12429809570312
25,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.1936656282450675,2955,1643,93447.453125,223.23277282714844
26,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.41095028319697924,2955,1529,80346.859375,210.11907958984375
27,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4718007443458345,2955,2186,80598.9765625,210.37142944335938
28,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.431841130932346,2955,1299,79055.921875,208.8268280029297
29,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5910585141354372,2955,4305,83032.5390625,212.8074493408203
30,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.24378609088626663,2955,1999,95304.546875,225.09170532226562
31,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.7009497964721846,2955,3313,74640.4453125,204.40695190429688
32,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.13324641460234682,2955,1391,97901.125,227.69090270996094
33,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.8037900874635568,2955,3232,71224.9765625,200.98806762695312
34,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6311000827129859,2955,2961,76737.9609375,206.50656127929688
35,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5039149888143176,2955,2423,80055.2265625,209.8271484375
36,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.49318670810423143,2955,3291,84999.3125,214.7761688232422
37,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.711897738446411,2955,2268,71866.90625,201.63063049316406
38,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6525605642440969,2955,2434,74048.015625,203.8139190673828
39,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.46957733395262424,2955,3373,85329.6796875,215.10687255859375
40,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.35071620411817367,2955,3080,96925.0625,226.71388244628906
41,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.6606099935107074,2955,2163,73296.90625,203.0620574951172
42,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.48086662915025324,2955,2308,80952.265625,210.72509765625
43,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.4866666666666667,2955,2843,83606.640625,213.3821258544922
44,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.3312883435582822,2955,2904,93017.359375,222.80224609375
45,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.43950361944157185,2955,2613,84122.8203125,213.8988037109375
46,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5673898750821827,2955,1813,75495.546875,205.2628936767578
47,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.5404676258992805,2955,3897,86186.8359375,215.96490478515625
48,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.14427719397898325,2955,1074,93724.2421875,223.50982666015625
49,per_sample_zscore,raw,concat,mlp,none,mu_threshold,mu_threshold,0.2707131317793676,2955,2551,95385.265625,225.17250061035156
